Created as New Dataset,
nm,%T
800.0,53.16
799.0,49.37
798.0,50.29
797.0,49.36
796.0,50.34
795.0,49.50
794.0,49.44
793.0,50.31
792.0,51.16
791.0,51.08
790.0,51.37
789.0,50.03
788.0,48.20
787.0,51.35
786.0,47.79
785.0,50.52
784.0,52.40
783.0,50.82
782.0,49.83
781.0,50.57
780.0,48.81
779.0,48.88
778.0,49.91
777.0,53.20
776.0,49.35
775.0,51.24
774.0,49.59
773.0,49.82
772.0,50.75
771.0,49.61
770.0,49.29
769.0,48.94
768.0,48.89
767.0,49.64
766.0,49.64
765.0,49.53
764.0,49.56
763.0,48.49
762.0,48.48
761.0,48.77
760.0,49.25
759.0,49.94
758.0,46.98
757.0,48.22
756.0,48.15
755.0,49.02
754.0,49.53
753.0,49.66
752.0,48.80
751.0,47.84
750.0,48.68
749.0,48.94
748.0,48.35
747.0,47.83
746.0,48.38
745.0,47.98
744.0,48.22
743.0,46.96
742.0,48.43
741.0,48.16
740.0,48.19
739.0,47.59
738.0,48.46
737.0,48.17
736.0,48.75
735.0,48.34
734.0,47.98
733.0,47.72
732.0,47.60
731.0,47.96
730.0,47.93
729.0,48.31
728.0,47.72
727.0,47.80
726.0,48.87
725.0,48.17
724.0,47.15
723.0,47.04
722.0,47.19
721.0,48.32
720.0,48.59
719.0,47.25
718.0,47.48
717.0,47.72
716.0,47.62
715.0,47.24
714.0,47.08
713.0,47.73
712.0,48.34
711.0,47.30
710.0,46.98
709.0,46.91
708.0,47.32
707.0,46.99
706.0,47.09
705.0,47.25
704.0,46.90
703.0,46.64
702.0,46.91
701.0,47.40
700.0,47.32
699.0,46.43
698.0,46.57
697.0,46.93
696.0,47.04
695.0,47.25
694.0,47.56
693.0,46.91
692.0,46.55
691.0,46.91
690.0,47.11
689.0,46.93
688.0,46.59
687.0,46.57
686.0,46.80
685.0,47.02
684.0,46.98
683.0,46.63
682.0,46.33
681.0,46.21
680.0,46.50
679.0,46.61
678.0,46.43
677.0,45.99
676.0,45.91
675.0,46.26
674.0,46.44
673.0,46.07
672.0,45.64
671.0,45.53
670.0,45.82
669.0,46.15
668.0,45.58
667.0,45.27
666.0,45.55
665.0,45.44
664.0,45.59
663.0,45.79
662.0,45.76
661.0,45.81
660.0,45.67
659.0,45.08
658.0,45.02
657.0,45.22
656.0,44.91
655.0,44.94
654.0,45.02
653.0,44.78
652.0,44.79
651.0,44.73
650.0,44.70
649.0,44.99
648.0,44.92
647.0,44.54
646.0,44.41
645.0,44.29
644.0,44.36
643.0,44.51
642.0,44.62
641.0,44.78
640.0,44.52
639.0,44.32
638.0,44.55
637.0,44.67
636.0,44.37
635.0,44.01
634.0,43.93
633.0,44.00
632.0,43.87
631.0,44.03
630.0,44.16
629.0,43.64
628.0,43.43
627.0,43.66
626.0,43.68
625.0,43.86
624.0,43.84
623.0,43.64
622.0,43.23
621.0,43.07
620.0,43.09
619.0,43.30
618.0,43.51
617.0,43.36
616.0,43.07
615.0,42.87
614.0,42.97
613.0,43.07
612.0,43.36
611.0,43.12
610.0,42.86
609.0,42.94
608.0,43.03
607.0,43.19
606.0,43.14
605.0,42.73
604.0,42.85
603.0,42.71
602.0,42.74
601.0,42.64
600.0,42.54
599.0,42.65
598.0,42.46
597.0,42.38
596.0,42.61
595.0,42.24
594.0,42.12
593.0,42.08
592.0,42.22
591.0,42.35
590.0,42.08
589.0,41.61
588.0,41.81
587.0,42.01
586.0,42.10
585.0,41.96
584.0,41.70
583.0,42.04
582.0,41.82
581.0,41.61
580.0,41.42
579.0,41.39
578.0,41.45
577.0,41.46
576.0,41.48
575.0,41.29
574.0,41.33
573.0,41.55
572.0,41.36
571.0,41.01
570.0,40.99
569.0,41.09
568.0,40.99
567.0,41.10
566.0,40.84
565.0,40.78
564.0,40.96
563.0,40.67
562.0,40.99
561.0,40.77
560.0,40.49
559.0,40.16
558.0,40.39
557.0,40.60
556.0,40.61
555.0,40.41
554.0,40.21
553.0,40.08
552.0,40.12
551.0,40.11
550.0,39.88
549.0,39.63
548.0,39.69
547.0,39.93
546.0,39.85
545.0,39.71
544.0,39.20
543.0,39.27
542.0,39.42
541.0,39.41
540.0,39.29
539.0,39.05
538.0,38.99
537.0,39.09
536.0,39.32
535.0,39.03
534.0,38.94
533.0,38.81
532.0,38.76
531.0,38.76
530.0,38.61
529.0,38.46
528.0,38.43
527.0,38.51
526.0,38.56
525.0,38.18
524.0,38.00
523.0,38.10
522.0,38.09
521.0,38.12
520.0,37.87
519.0,37.55
518.0,37.80
517.0,37.64
516.0,37.73
515.0,37.57
514.0,37.24
513.0,37.37
512.0,37.35
511.0,37.28
510.0,37.19
509.0,36.96
508.0,36.80
507.0,36.66
506.0,36.78
505.0,36.87
504.0,36.69
503.0,36.42
502.0,36.40
501.0,36.27
500.0,36.51
499.0,35.73
498.0,35.60
497.0,35.56
496.0,35.69
495.0,35.16
494.0,35.62
493.0,35.35
492.0,35.06
491.0,34.60
490.0,34.98
489.0,34.67
488.0,34.22
487.0,34.32
486.0,34.44
485.0,34.18
484.0,33.70
483.0,33.31
482.0,33.39
481.0,33.23
480.0,33.19
479.0,33.06
478.0,32.59
477.0,32.49
476.0,32.30
475.0,32.12
474.0,32.28
473.0,31.94
472.0,32.11
471.0,31.62
470.0,31.46
469.0,30.98
468.0,31.28
467.0,31.01
466.0,30.46
465.0,30.40
464.0,30.12
463.0,29.87
462.0,29.68
461.0,29.29
460.0,29.47
459.0,29.09
458.0,28.52
457.0,28.51
456.0,28.07
455.0,27.95
454.0,27.73
453.0,27.28
452.0,27.03
451.0,26.74
450.0,26.77
449.0,26.41
448.0,26.02
447.0,25.70
446.0,25.72
445.0,25.20
444.0,24.85
443.0,24.58
442.0,24.15
441.0,23.84
440.0,23.35
439.0,23.23
438.0,23.24
437.0,22.88
436.0,22.47
435.0,21.92
434.0,21.63
433.0,21.46
432.0,21.05
431.0,20.43
430.0,20.22
429.0,20.07
428.0,19.65
427.0,19.18
426.0,19.16
425.0,18.77
424.0,18.24
423.0,17.94
422.0,17.64
421.0,17.45
420.0,16.94
419.0,16.63
418.0,16.44
417.0,15.96
416.0,15.95
415.0,15.21
414.0,14.96
413.0,14.77
412.0,14.18
411.0,13.89
410.0,13.62
409.0,13.36
408.0,13.07
407.0,12.74
406.0,12.54
405.0,12.30
404.0,12.15
403.0,11.54
402.0,11.06
401.0,11.01
400.0,10.71
399.0,10.29
398.0,10.13
397.0,9.91
396.0,9.59
395.0,9.25
394.0,9.09
393.0,8.88
392.0,8.31
391.0,7.99
390.0,7.74
389.0,7.60
388.0,7.45
387.0,7.07
386.0,6.77
385.0,6.47
384.0,6.26
383.0,6.05
382.0,5.90
381.0,5.47
380.0,5.04
379.0,4.65
378.0,3.88
377.0,3.38
376.0,4.20
375.0,4.44
374.0,3.01
373.0,2.80
372.0,3.12
371.0,3.08
370.0,2.66
369.0,2.17
368.0,2.03
367.0,2.29
366.0,2.27
365.0,1.66
364.0,1.73
363.0,1.84
362.0,1.54
361.0,1.42
360.0,1.71
359.0,1.71
358.0,1.75
357.0,1.36
356.0,0.90
355.0,1.08
354.0,1.37
353.0,1.44
352.0,1.06
351.0,0.90
350.0,0.90
349.0,0.72
348.0,0.43
347.0,0.30
346.0,0.94
345.0,0.95
344.0,0.72
343.0,0.84
342.0,0.29
341.0,0.41
340.0,0.48
339.0,0.40
338.0,0.86
337.0,1.00
336.0,0.79
335.0,0.42
334.0,0.10
333.0,0.30
332.0,0.12
331.0,0.88
330.0,0.60
329.0,0.43
328.0,1.09
327.0,0.43
326.0,0.68
325.0,0.88
324.0,0.09
323.0,-0.11
322.0,0.71
321.0,0.95
320.0,0.77
319.0,0.42
318.0,-0.01
317.0,-0.08
316.0,-0.00
315.0,0.07
314.0,-0.01
313.0,-0.09
312.0,0.01
311.0,0.05
310.0,-0.09
309.0,-0.12
308.0,-0.01
307.0,-0.03
306.0,-0.10
305.0,-0.14
304.0,-0.07
303.0,0.02
302.0,-0.08
301.0,-0.15
300.0,-0.07
299.0,-0.01
298.0,-0.10
297.0,-0.13
296.0,-0.02
295.0,0.07
294.0,-0.10
293.0,-0.08
292.0,0.01
291.0,0.06
290.0,-0.03
289.0,-0.20
288.0,-0.10
287.0,0.03
286.0,-0.02
285.0,-0.18
284.0,-0.17
283.0,-0.01
282.0,-0.01
281.0,-0.11
280.0,-0.12
279.0,-0.02
278.0,0.03
277.0,-0.08
276.0,-0.12
275.0,-0.03
274.0,-0.01
273.0,-0.08
272.0,-0.12
271.0,-0.11
270.0,0.01
269.0,-0.03
268.0,-0.11
267.0,-0.12
266.0,0.01
265.0,-0.02
264.0,-0.12
263.0,-0.13
262.0,-0.04
261.0,0.08
260.0,-0.01
259.0,-0.16
258.0,-0.13
257.0,-0.01
256.0,-0.05
255.0,-0.15
254.0,-0.25
253.0,-0.14
252.0,-0.03
251.0,-0.16
250.0,-0.28
249.0,-0.27
248.0,-0.18
247.0,-0.13
246.0,-0.20
245.0,-0.26
244.0,-0.21
243.0,-0.11
242.0,-0.10
241.0,-0.18
240.0,-0.27
239.0,-0.20
238.0,-0.09
237.0,-0.11
236.0,-0.22
235.0,-0.21
234.0,-0.15
233.0,-0.02
232.0,-0.07
231.0,-0.18
230.0,-0.19
229.0,-0.02
228.0,0.05
227.0,-0.11
226.0,-0.18
225.0,-0.10
224.0,-0.01
223.0,-0.02
222.0,-0.08
221.0,-0.17
220.0,0.02
219.0,0.13
218.0,0.01
217.0,-0.11
216.0,-0.05
215.0,0.02
214.0,0.12
213.0,0.09
212.0,-0.02
211.0,-0.07
210.0,0.13
209.0,0.21
208.0,0.08
207.0,0.08
206.0,0.01
205.0,0.21
204.0,0.29
203.0,0.25
202.0,0.05
201.0,0.13
200.0,0.34
