Created as New Dataset,
nm,%T
800.0,58.98
799.0,60.14
798.0,59.38
797.0,60.00
796.0,59.66
795.0,59.98
794.0,60.63
793.0,59.68
792.0,59.45
791.0,58.86
790.0,58.77
789.0,59.22
788.0,58.80
787.0,59.45
786.0,60.19
785.0,60.77
784.0,58.70
783.0,58.79
782.0,58.50
781.0,58.36
780.0,57.99
779.0,58.97
778.0,59.24
777.0,58.85
776.0,58.10
775.0,58.93
774.0,58.49
773.0,58.65
772.0,58.62
771.0,58.28
770.0,58.16
769.0,58.56
768.0,57.94
767.0,58.21
766.0,58.93
765.0,58.41
764.0,57.02
763.0,58.00
762.0,57.81
761.0,57.81
760.0,58.05
759.0,57.88
758.0,56.68
757.0,56.72
756.0,56.43
755.0,56.65
754.0,56.72
753.0,56.55
752.0,55.87
751.0,55.88
750.0,56.47
749.0,57.40
748.0,56.89
747.0,55.85
746.0,55.65
745.0,55.84
744.0,55.23
743.0,55.32
742.0,55.18
741.0,55.12
740.0,56.12
739.0,55.60
738.0,55.38
737.0,55.56
736.0,55.00
735.0,55.40
734.0,55.23
733.0,54.96
732.0,55.05
731.0,55.41
730.0,55.16
729.0,54.72
728.0,54.81
727.0,55.07
726.0,55.33
725.0,55.46
724.0,55.01
723.0,54.53
722.0,53.88
721.0,54.50
720.0,54.71
719.0,55.18
718.0,54.60
717.0,54.27
716.0,53.79
715.0,53.32
714.0,53.77
713.0,53.60
712.0,53.98
711.0,53.82
710.0,53.72
709.0,53.70
708.0,53.44
707.0,53.61
706.0,53.45
705.0,53.15
704.0,52.88
703.0,52.61
702.0,52.17
701.0,52.52
700.0,52.83
699.0,52.89
698.0,53.12
697.0,52.44
696.0,52.61
695.0,52.68
694.0,52.33
693.0,52.52
692.0,52.74
691.0,52.24
690.0,52.26
689.0,52.02
688.0,52.04
687.0,52.04
686.0,51.60
685.0,51.62
684.0,51.69
683.0,51.82
682.0,51.37
681.0,50.93
680.0,50.79
679.0,50.89
678.0,50.79
677.0,50.64
676.0,50.91
675.0,50.87
674.0,50.68
673.0,50.20
672.0,50.41
671.0,50.37
670.0,50.39
669.0,50.62
668.0,50.10
667.0,49.89
666.0,49.97
665.0,49.45
664.0,49.37
663.0,49.74
662.0,49.50
661.0,49.35
660.0,49.24
659.0,48.89
658.0,48.83
657.0,48.72
656.0,48.60
655.0,48.39
654.0,48.56
653.0,48.58
652.0,48.42
651.0,48.25
650.0,48.13
649.0,48.32
648.0,48.40
647.0,48.00
646.0,47.42
645.0,47.58
644.0,47.79
643.0,47.50
642.0,47.55
641.0,47.46
640.0,46.98
639.0,46.79
638.0,46.88
637.0,46.89
636.0,46.79
635.0,46.56
634.0,46.55
633.0,46.29
632.0,46.30
631.0,46.32
630.0,45.98
629.0,45.75
628.0,45.83
627.0,46.04
626.0,45.76
625.0,45.39
624.0,45.19
623.0,45.21
622.0,45.15
621.0,45.05
620.0,44.82
619.0,44.66
618.0,44.53
617.0,44.82
616.0,44.60
615.0,44.17
614.0,44.09
613.0,43.80
612.0,44.06
611.0,43.88
610.0,43.57
609.0,43.50
608.0,43.60
607.0,43.60
606.0,43.54
605.0,43.25
604.0,43.25
603.0,43.03
602.0,42.81
601.0,42.91
600.0,42.61
599.0,42.35
598.0,42.13
597.0,42.13
596.0,42.06
595.0,41.97
594.0,41.91
593.0,41.50
592.0,41.60
591.0,41.68
590.0,41.27
589.0,40.81
588.0,40.83
587.0,40.87
586.0,40.86
585.0,40.79
584.0,40.36
583.0,40.21
582.0,40.29
581.0,40.24
580.0,39.80
579.0,39.54
578.0,39.40
577.0,39.32
576.0,39.40
575.0,39.39
574.0,39.20
573.0,38.82
572.0,38.81
571.0,38.61
570.0,38.35
569.0,38.43
568.0,38.12
567.0,37.93
566.0,37.77
565.0,37.69
564.0,37.71
563.0,37.53
562.0,37.51
561.0,37.22
560.0,37.16
559.0,36.73
558.0,36.61
557.0,36.48
556.0,36.53
555.0,36.39
554.0,36.02
553.0,35.80
552.0,35.57
551.0,35.62
550.0,35.42
549.0,35.37
548.0,35.06
547.0,34.76
546.0,34.55
545.0,34.74
544.0,34.40
543.0,34.38
542.0,34.03
541.0,33.97
540.0,33.69
539.0,33.72
538.0,33.62
537.0,33.37
536.0,33.05
535.0,32.96
534.0,32.94
533.0,32.72
532.0,32.42
