MEAS1,MEAS2,MEAS3,MEAS4,MEAS5,MEAS6,MEAS7,MEAS8,MEAS9
2.82311810623e-09,1.261188637432e-08,0.02295625,0.0511996996997,-3.8356301254165e-09,1.54016811863095e-08,7.4226488862637e-09,0.0024978178937111,0.00154927617718
2.82311810623e-09,1.261188637432e-08,0.02295625,0.30021875,-4.4677512343977e-09,1.11953243639303e-08,9.91e+37,0.0022814813164568,0.0057977517341259
2.8826680485094e-09,4.24245116574827e-08,0.0119821571571572,0.30021875,-4.4677512343977e-09,1.11953243639303e-08,9.91e+37,0.0022814813164568,0.0057977517341259
2.6836794870133e-09,2.49503313435775e-08,0.0113952702702703,0.1114750218968969,-3.6315625500007e-09,9.91e+37,9.91e+37,0.0021460503267168,0.0031510903650679
2.690123117118e-09,9.2142363579992e-09,0.0113635479229229,0.0305112612612613,1.14307048042937e-08,9.91e+37,9.91e+37,0.00279286781535,0.00125055543473
6.0576945993023e-09,8.8005390009137e-09,0.025430518018018,0.0369076889389389,9.91e+37,2.54761383506325e-08,1.05551610357842e-08,0.0060370751179089,0.0012177075828809
2.3113311221706e-09,2.07706535572566e-08,0.0104756756756757,0.0876279091591592,-4.4944728340966e-09,5.7499494900053e-09,9.91e+37,0.0021841634157252,0.00273922680343
2.4632802986354e-09,1.11786515998628e-08,0.0103313063063063,0.0318800675675676,-3.522127698181e-09,9.91e+37,4.2151002688968e-09,0.0021516970915235,0.0016083839905557
3.6082917932259e-09,1.368896296e-08,0.02793125,0.0164086586586587,-4.40155971154e-09,1.06444542069561e-08,8.5912294825072e-09,0.0024395633207391,0.0017197377986316
2.1130937728146e-09,9.237261661242e-09,0.0088373310810811,0.0388615177677678,4.0509796159227e-09,9.91e+37,9.91e+37,0.0021405680912321,0.0014628277796729
5.1889548101703e-11,2.40026181718815e-08,0.0008905593093093094,0.1481097347347347,9.91e+37,9.91e+37,9.91e+37,0.0002870187138368443,0.0021274053212013
9.91e+37,1.27935952410064e-08,7.67267267267268e-05,0.0496820257757758,9.91e+37,9.91e+37,9.91e+37,0.0002504937710066879,0.0016757465623231
2.8909478382271e-09,2.21686010174058e-08,0.012042304804805,0.0945679429429429,-3.12849594085e-09,6.6116615820948e-09,9.91e+37,0.0020213880228983,0.0028289694155592
2.4278052687212e-09,2.23275363833415e-08,0.0095343468468468,0.0953153153153153,-3.799974630026e-09,5.4825153849827e-09,9.91e+37,0.0022091491439126,0.0029041598610782
4.4228993301207e-09,1.75466640928469e-08,0.0271412819069069,0.0740802677677677,1.6034557537675e-09,7.3345116753092e-09,8.0076524996639e-09,0.0032238687361338,0.00168386459931
2.5847197511516e-09,1.0555743212581e-08,0.011128703703704,0.0347456831831832,-4.5918796930522e-09,7.0590791992678e-09,9.91e+37,0.0021961641702253,0.0015069202275
