CdS 10 s emission nm (uv 255 nm),,
Wavelength (nm),Intensity (a.u.),
682,-8.196832657,
683,-7.802726746,
684,-8.180542946,
685,-8.889556885,
686,-8.2751894,
687,-8.998645782,
688,-8.66576767,
689,-9.434616089,
690,-9.168470383,
691,-8.892296791,
692,-8.864435196,
693,-8.975850105,
694,-8.37582016,
695,-8.877099037,
696,-9.154808998,
697,-9.267929077,
698,-9.283000946,
699,-9.465406418,
700,-9.510507584,
701,-9.510185242,
702,-9.573490143,
703,-9.661275864,
704,-9.375244141,
705,-9.873872757,
706,-9.860025406,
707,-9.64567852,
708,-10.42237759,
709,-10.14424515,
710,-9.892009735,
710.9799805,-9.841381073,
711.9699707,-10.19970417,
712.9500122,-10.12111855,
713.9400024,-9.895868301,
715.0700073,-9.963825226,
716.0499878,-9.77614212,
717.039978,-10.08466434,
718.0200195,-9.964543343,
719.0100098,-9.47813797,
720,-10.40959167,
720.9799805,-9.705104828,
721.9699707,-10.27634048,
722.9500122,-10.24527454,
723.9400024,-10.33309555,
725.0700073,-10.08837605,
726.0499878,-10.29991531,
727.039978,-9.972991943,
728.0200195,-10.52631092,
729.0100098,-10.2278614,
730,-10.45209694,
730.9799805,-10.43832779,
731.9699707,-9.974866867,
732.9500122,-9.91431427,
733.9400024,-9.901847839,
735.0700073,-10.57259083,
736.0499878,-10.19811535,
737.039978,-9.624914169,
738.0200195,-10.38915253,
739.0100098,-10.2262764,
740,-10.31184292,
740.9799805,-10.1916256,
741.9699707,-10.27059937,
742.9500122,-10.17113972,
743.9400024,-10.30366039,
745.0700073,-10.26204109,
746.0499878,-10.4732933,
747.039978,-10.17806435,
748.0200195,-10.52513695,
749.0100098,-10.53623104,
750,-10.53084183,
750.9699707,-10.82908058,
751.9400024,-10.73536587,
753.0499878,-10.76251602,
754.0200195,-10.31583691,
755,-10.47026348,
755.9699707,-10.3510704,
756.9400024,-9.986837387,
758.0499878,-10.25944519,
759.0200195,-10.48083496,
760,-10.16214371,
760.9799805,-10.18102837,
761.9699707,-10.55745125,
762.9500122,-11.0379858,
763.9400024,-10.40473366,
765.0700073,-10.74468613,
766.0499878,-10.35391617,
767.039978,-10.70787621,
768.0200195,-10.69794846,
769.0100098,-10.74802208,
770,-11.00033474,
770.9500122,-10.54760933,
772.0499878,-11.00361729,
773.0100098,-11.18693161,
773.9699707,-11.36289215,
775.0599976,-10.99492645,
776.0200195,-11.67096138,
776.9799805,-11.45985603,
777.9400024,-11.48258495,
779.039978,-11.98340988,
780,-11.57435703,
780.9699707,-12.0790453,
781.9400024,-11.74372673,
783.0499878,-11.99382401,
784.0200195,-12.51107121,
785,-12.1531105,
785.9699707,-12.12193871,
786.9400024,-12.77520466,
788.0499878,-12.35788345,
789.0200195,-12.38873005,
790,-12.55576324,
790.9500122,-12.63487816,
792.0499878,-12.78032398,
793.0100098,-12.95466423,
793.9699707,-13.0005331,
795.0599976,-12.68293953,
796.0200195,-12.9856205,
796.9799805,-12.39236355,
797.9400024,-13.06495476,
799.039978,-12.98338223,
800,-12.98824692,

