"CdS 40 sec - RawData"
"Wavelength nm.","Abs."
423.00,-0.042587
424.00,-0.042892
425.00,-0.042908
426.00,-0.042801
427.00,-0.043030
428.00,-0.042694
429.00,-0.042435
430.00,-0.042953
431.00,-0.042419
432.00,-0.042633
433.00,-0.042419
434.00,-0.042587
435.00,-0.042633
436.00,-0.042679
437.00,-0.042603
438.00,-0.042374
439.00,-0.042236
440.00,-0.042007
441.00,-0.042313
442.00,-0.042267
443.00,-0.041977
444.00,-0.042007
445.00,-0.041992
446.00,-0.041809
447.00,-0.042038
448.00,-0.041946
449.00,-0.041672
450.00,-0.041504
451.00,-0.041183
452.00,-0.040817
453.00,-0.040955
454.00,-0.040939
455.00,-0.041031
456.00,-0.040787
457.00,-0.040726
458.00,-0.040573
459.00,-0.040482
460.00,-0.040131
461.00,-0.040009
462.00,-0.039993
463.00,-0.039795
464.00,-0.039627
465.00,-0.039444
466.00,-0.039520
467.00,-0.039337
468.00,-0.039185
469.00,-0.039108
470.00,-0.039078
471.00,-0.038727
472.00,-0.038605
473.00,-0.038132
474.00,-0.038025
475.00,-0.038010
476.00,-0.037811
477.00,-0.037811
478.00,-0.037613
479.00,-0.037491
480.00,-0.037292
481.00,-0.037109
482.00,-0.036865
483.00,-0.036636
484.00,-0.036484
485.00,-0.036179
486.00,-0.036072
487.00,-0.035965
488.00,-0.035843
489.00,-0.035568
490.00,-0.035416
491.00,-0.035233
492.00,-0.035080
493.00,-0.034927
494.00,-0.034637
495.00,-0.034363
496.00,-0.034134
497.00,-0.034042
498.00,-0.033737
499.00,-0.033417
500.00,-0.033218
501.00,-0.032990
502.00,-0.032852
503.00,-0.032593
504.00,-0.032333
505.00,-0.032043
506.00,-0.031830
507.00,-0.031601
508.00,-0.031387
509.00,-0.031113
510.00,-0.030762
511.00,-0.030655
512.00,-0.030334
513.00,-0.030090
514.00,-0.030029
515.00,-0.029770
516.00,-0.029633
517.00,-0.029343
518.00,-0.029114
519.00,-0.029037
520.00,-0.028702
521.00,-0.028397
522.00,-0.028137
523.00,-0.028046
524.00,-0.027771
525.00,-0.027466
526.00,-0.027267
527.00,-0.027145
528.00,-0.026825
529.00,-0.026566
530.00,-0.026382
531.00,-0.026123
532.00,-0.026001
533.00,-0.025955
534.00,-0.025665
535.00,-0.025391
536.00,-0.025131
537.00,-0.024612
538.00,-0.024307
539.00,-0.024002
540.00,-0.023880
541.00,-0.023621
542.00,-0.023453
543.00,-0.023254
544.00,-0.023087
545.00,-0.022888
546.00,-0.022629
547.00,-0.022400
548.00,-0.022171
549.00,-0.021927
550.00,-0.021637
551.00,-0.021530
552.00,-0.021347
553.00,-0.021118
554.00,-0.020889
555.00,-0.020828
556.00,-0.020645
557.00,-0.020294
558.00,-0.020035
559.00,-0.019897
560.00,-0.019653
561.00,-0.019470
562.00,-0.019257
563.00,-0.019135
564.00,-0.018951
565.00,-0.018738
566.00,-0.018494
567.00,-0.018387
568.00,-0.018051
569.00,-0.017944
570.00,-0.017685
571.00,-0.017593
572.00,-0.017273
573.00,-0.017120
574.00,-0.016891
575.00,-0.016647
576.00,-0.016510
577.00,-0.016327
578.00,-0.016174
579.00,-0.015900
580.00,-0.015732
581.00,-0.015533
582.00,-0.015411
583.00,-0.015182
584.00,-0.014999
585.00,-0.014786
586.00,-0.014694
587.00,-0.014389
588.00,-0.014130
589.00,-0.013962
590.00,-0.013901
591.00,-0.013657
592.00,-0.013580
593.00,-0.013367
594.00,-0.013184
595.00,-0.013062
596.00,-0.012894
597.00,-0.012726
598.00,-0.012466
599.00,-0.012314
600.00,-0.012131
601.00,-0.010910
602.00,-0.010544
603.00,-0.010361
604.00,-0.010178
605.00,-0.009979
606.00,-0.009735
607.00,-0.009445
608.00,-0.009430
609.00,-0.009125
610.00,-0.009033
611.00,-0.008850
612.00,-0.008621
613.00,-0.008514
614.00,-0.008255
615.00,-0.008087
616.00,-0.007950
617.00,-0.007767
618.00,-0.007660
619.00,-0.007416
620.00,-0.007202
621.00,-0.007034
622.00,-0.006912
623.00,-0.006760
624.00,-0.006683
625.00,-0.006592
626.00,-0.006500
627.00,-0.006241
628.00,-0.006012
629.00,-0.005905
630.00,-0.005722
631.00,-0.005539
632.00,-0.005356
633.00,-0.005157
634.00,-0.004959
635.00,-0.004929
636.00,-0.004837
637.00,-0.004684
638.00,-0.004578
639.00,-0.004501
640.00,-0.004379
641.00,-0.004211
642.00,-0.004059
643.00,-0.003845
644.00,-0.003754
645.00,-0.003632
646.00,-0.003387
647.00,-0.003098
648.00,-0.002899
649.00,-0.002701
650.00,-0.002594
