X: (s),Y: (Hits)
2.58589e-08,0
2.58772e-08,0
2.58955e-08,0
2.59138e-08,1
2.59321e-08,0
2.59504e-08,0
2.59687e-08,0
2.5987e-08,0
2.60053e-08,0
2.60236e-08,0
2.60419e-08,0
2.60602e-08,0
2.60785e-08,0
2.60968e-08,0
2.61151e-08,0
2.61334e-08,0
2.61517e-08,0
2.617e-08,0
2.61883e-08,0
2.62066e-08,0
2.62249e-08,0
2.62432e-08,0
2.62615e-08,0
2.62798e-08,0
2.62981e-08,0
2.63164e-08,0
2.63347e-08,0
2.6353e-08,0
2.63713e-08,0
2.63896e-08,0
2.64079e-08,0
2.64262e-08,0
2.64446e-08,0
2.64629e-08,0
2.64812e-08,0
2.64995e-08,0
2.65178e-08,0
2.65361e-08,0
2.65544e-08,0
2.65727e-08,0
2.6591e-08,0
2.66093e-08,0
2.66276e-08,0
2.66459e-08,0
2.66642e-08,0
2.66825e-08,0
2.67008e-08,0
2.67191e-08,0
2.67374e-08,0
2.67557e-08,0
2.6774e-08,0
2.67923e-08,0
2.68106e-08,0
2.68289e-08,0
2.68472e-08,0
2.68655e-08,0
2.68838e-08,0
2.69021e-08,0
2.69204e-08,0
2.69387e-08,0
2.6957e-08,0
2.69753e-08,0
2.69936e-08,0
2.70119e-08,0
2.70302e-08,0
2.70485e-08,0
2.70668e-08,0
2.70851e-08,0
2.71034e-08,0
2.71217e-08,0
2.714e-08,0
2.71583e-08,0
2.71766e-08,0
2.71949e-08,0
2.72132e-08,1
2.72315e-08,0
2.72498e-08,0
2.72681e-08,0
2.72864e-08,0
2.73047e-08,0
2.7323e-08,0
2.73413e-08,0
2.73596e-08,0
2.73779e-08,0
2.73962e-08,0
2.74146e-08,0
2.74329e-08,0
2.74512e-08,0
2.74695e-08,0
2.74878e-08,0
2.75061e-08,0
2.75244e-08,0
2.75427e-08,1
2.7561e-08,0
2.75793e-08,0
2.75976e-08,0
2.76159e-08,0
2.76342e-08,0
2.76525e-08,0
2.76708e-08,0
2.76891e-08,0
2.77074e-08,0
2.77257e-08,0
2.7744e-08,0
2.77623e-08,0
2.77806e-08,0
2.77989e-08,1
2.78172e-08,0
2.78355e-08,1
2.78538e-08,0
2.78721e-08,0
2.78904e-08,0
2.79087e-08,0
2.7927e-08,0
2.79453e-08,0
2.79636e-08,0
2.79819e-08,0
2.80002e-08,0
2.80185e-08,0
2.80368e-08,0
2.80551e-08,0
2.80734e-08,0
2.80917e-08,0
2.811e-08,0
2.81283e-08,0
2.81466e-08,0
2.81649e-08,0
2.81832e-08,1
2.82015e-08,0
2.82198e-08,0
2.82381e-08,0
2.82564e-08,0
2.82747e-08,0
2.8293e-08,0
2.83113e-08,0
2.83296e-08,0
2.83479e-08,0
2.83662e-08,0
2.83845e-08,0
2.84029e-08,0
2.84212e-08,0
2.84395e-08,0
2.84578e-08,0
2.84761e-08,0
2.84944e-08,0
2.85127e-08,0
2.8531e-08,0
2.85493e-08,0
2.85676e-08,0
2.85859e-08,0
2.86042e-08,0
2.86225e-08,0
2.86408e-08,0
2.86591e-08,0
2.86774e-08,0
2.86957e-08,0
2.8714e-08,0
2.87323e-08,0
2.87506e-08,0
2.87689e-08,0
2.87872e-08,0
2.88055e-08,0
2.88238e-08,0
2.88421e-08,0
2.88604e-08,0
2.88787e-08,0
2.8897e-08,0
2.89153e-08,0
2.89336e-08,0
2.89519e-08,0
2.89702e-08,0
2.89885e-08,0
2.90068e-08,0
2.90251e-08,0
2.90434e-08,0
2.90617e-08,0
2.908e-08,0
2.90983e-08,0
2.91166e-08,0
2.91349e-08,0
2.91532e-08,0
2.91715e-08,0
2.91898e-08,0
2.92081e-08,0
2.92264e-08,0
2.92447e-08,0
2.9263e-08,0
2.92813e-08,0
2.92996e-08,0
2.93179e-08,0
2.93362e-08,0
2.93545e-08,0
2.93729e-08,0
2.93912e-08,0
2.94095e-08,0
2.94278e-08,0
2.94461e-08,0
2.94644e-08,0
2.94827e-08,0
2.9501e-08,0
2.95193e-08,0
2.95376e-08,0
2.95559e-08,0
2.95742e-08,1
2.95925e-08,0
2.96108e-08,0
2.96291e-08,0
2.96474e-08,0
2.96657e-08,0
2.9684e-08,0
2.97023e-08,0
2.97206e-08,0
2.97389e-08,0
2.97572e-08,0
2.97755e-08,0
2.97938e-08,1
2.98121e-08,0
2.98304e-08,0
2.98487e-08,0
2.9867e-08,0
2.98853e-08,0
2.99036e-08,0
2.99219e-08,0
2.99402e-08,0
2.99585e-08,0
2.99768e-08,0
2.99951e-08,0
3.00134e-08,0
3.00317e-08,0
3.005e-08,0
3.00683e-08,0
3.00866e-08,0
3.01049e-08,0
3.01232e-08,0
3.01415e-08,0
3.01598e-08,0
3.01781e-08,0
3.01964e-08,0
3.02147e-08,0
3.0233e-08,0
3.02513e-08,0
3.02696e-08,0
3.02879e-08,0
3.03062e-08,0
3.03245e-08,0
3.03429e-08,0
3.03612e-08,0
3.03795e-08,0
3.03978e-08,0
3.04161e-08,0
3.04344e-08,0
3.04527e-08,0
3.0471e-08,0
3.04893e-08,0
3.05076e-08,0
3.05259e-08,0
3.05442e-08,0
3.05625e-08,1
3.05808e-08,0
3.05991e-08,0
3.06174e-08,0
3.06357e-08,0
3.0654e-08,0
3.06723e-08,0
3.06906e-08,0
3.07089e-08,0
3.07272e-08,0
3.07455e-08,0
3.07638e-08,0
3.07821e-08,0
3.08004e-08,0
3.08187e-08,0
3.0837e-08,0
3.08553e-08,0
3.08736e-08,0
3.08919e-08,1
3.09102e-08,0
3.09285e-08,0
3.09468e-08,0
3.09651e-08,0
3.09834e-08,0
3.10017e-08,0
3.102e-08,0
3.10383e-08,0
3.10566e-08,0
3.10749e-08,0
3.10932e-08,1
3.11115e-08,0
3.11298e-08,0
3.11481e-08,0
3.11664e-08,0
3.11847e-08,0
3.1203e-08,0
3.12213e-08,0
3.12396e-08,0
3.12579e-08,0
3.12762e-08,0
3.12945e-08,0
3.13129e-08,0
3.13312e-08,0
3.13495e-08,0
3.13678e-08,0
3.13861e-08,0
3.14044e-08,0
3.14227e-08,0
3.1441e-08,0
3.14593e-08,0
3.14776e-08,0
3.14959e-08,0
3.15142e-08,0
3.15325e-08,0
3.15508e-08,0
3.15691e-08,0
3.15874e-08,0
3.16057e-08,0
3.1624e-08,0
3.16423e-08,0
3.16606e-08,0
3.16789e-08,0
3.16972e-08,0
3.17155e-08,0
3.17338e-08,0
3.17521e-08,0
3.17704e-08,0
3.17887e-08,0
3.1807e-08,0
3.18253e-08,0
3.18436e-08,0
3.18619e-08,0
3.18802e-08,0
3.18985e-08,0
3.19168e-08,0
3.19351e-08,0
3.19534e-08,0
3.19717e-08,0
3.199e-08,0
3.20083e-08,0
3.20266e-08,0
3.20449e-08,0
3.20632e-08,0
3.20815e-08,0
3.20998e-08,0
3.21181e-08,0
3.21364e-08,0
3.21547e-08,0
3.2173e-08,0
3.21913e-08,0
3.22096e-08,0
3.22279e-08,0
3.22462e-08,0
3.22645e-08,0
3.22829e-08,0
3.23012e-08,0
3.23195e-08,0
3.23378e-08,0
3.23561e-08,0
3.23744e-08,0
3.23927e-08,0
3.2411e-08,0
3.24293e-08,0
3.24476e-08,0
3.24659e-08,0
3.24842e-08,0
3.25025e-08,0
3.25208e-08,0
3.25391e-08,0
3.25574e-08,0
3.25757e-08,0
3.2594e-08,0
3.26123e-08,0
3.26306e-08,0
3.26489e-08,0
3.26672e-08,0
3.26855e-08,0
3.27038e-08,0
3.27221e-08,0
3.27404e-08,0
3.27587e-08,0
3.2777e-08,0
3.27953e-08,0
3.28136e-08,0
3.28319e-08,0
3.28502e-08,0
3.28685e-08,0
3.28868e-08,0
3.29051e-08,0
3.29234e-08,0
3.29417e-08,0
3.296e-08,0
3.29783e-08,0
3.29966e-08,0
3.30149e-08,0
3.30332e-08,0
3.30515e-08,0
3.30698e-08,0
3.30881e-08,0
3.31064e-08,0
3.31247e-08,0
3.3143e-08,0
3.31613e-08,0
3.31796e-08,0
3.31979e-08,0
3.32162e-08,0
3.32345e-08,0
3.32528e-08,0
3.32712e-08,0
3.32895e-08,1
3.33078e-08,0
3.33261e-08,0
3.33444e-08,0
3.33627e-08,0
3.3381e-08,0
3.33993e-08,0
3.34176e-08,0
3.34359e-08,0
3.34542e-08,1
3.34725e-08,0
3.34908e-08,0
3.35091e-08,0
3.35274e-08,0
3.35457e-08,0
3.3564e-08,0
3.35823e-08,0
3.36006e-08,0
3.36189e-08,0
3.36372e-08,1
3.36555e-08,0
3.36738e-08,0
3.36921e-08,0
3.37104e-08,0
3.37287e-08,0
3.3747e-08,0
3.37653e-08,0
3.37836e-08,0
3.38019e-08,0
3.38202e-08,0
3.38385e-08,0
3.38568e-08,0
3.38751e-08,0
3.38934e-08,0
3.39117e-08,0
3.393e-08,0
3.39483e-08,0
3.39666e-08,0
3.39849e-08,0
3.40032e-08,0
3.40215e-08,1
3.40398e-08,0
3.40581e-08,0
3.40764e-08,0
3.40947e-08,0
3.4113e-08,0
3.41313e-08,0
3.41496e-08,0
3.41679e-08,0
3.41862e-08,0
3.42045e-08,0
3.42228e-08,0
3.42412e-08,0
3.42595e-08,0
3.42778e-08,0
3.42961e-08,0
3.43144e-08,0
3.43327e-08,0
3.4351e-08,0
3.43693e-08,0
3.43876e-08,0
3.44059e-08,0
3.44242e-08,0
3.44425e-08,0
3.44608e-08,0
3.44791e-08,0
3.44974e-08,0
3.45157e-08,0
3.4534e-08,0
3.45523e-08,0
3.45706e-08,1
3.45889e-08,0
3.46072e-08,0
3.46255e-08,0
3.46438e-08,0
3.46621e-08,0
3.46804e-08,0
3.46987e-08,0
3.4717e-08,0
3.47353e-08,0
3.47536e-08,0
3.47719e-08,0
3.47902e-08,0
3.48085e-08,0
3.48268e-08,0
3.48451e-08,0
3.48634e-08,0
3.48817e-08,0
3.49e-08,0
3.49183e-08,0
3.49366e-08,0
3.49549e-08,0
3.49732e-08,0
3.49915e-08,0
3.50098e-08,0
3.50281e-08,0
3.50464e-08,0
3.50647e-08,0
3.5083e-08,0
3.51013e-08,0
3.51196e-08,0
3.51379e-08,0
3.51562e-08,0
3.51745e-08,0
3.51928e-08,0
3.52112e-08,0
3.52295e-08,0
3.52478e-08,0
3.52661e-08,0
3.52844e-08,0
3.53027e-08,0
3.5321e-08,0
3.53393e-08,0
3.53576e-08,0
3.53759e-08,0
3.53942e-08,0
3.54125e-08,0
3.54308e-08,0
3.54491e-08,0
3.54674e-08,0
3.54857e-08,0
3.5504e-08,0
3.55223e-08,0
3.55406e-08,0
3.55589e-08,0
3.55772e-08,0
3.55955e-08,0
3.56138e-08,0
3.56321e-08,0
3.56504e-08,0
3.56687e-08,0
3.5687e-08,0
3.57053e-08,0
3.57236e-08,0
3.57419e-08,0
3.57602e-08,0
3.57785e-08,0
3.57968e-08,0
3.58151e-08,0
3.58334e-08,0
3.58517e-08,0
3.587e-08,0
3.58883e-08,0
3.59066e-08,0
3.59249e-08,0
3.59432e-08,0
3.59615e-08,0
3.59798e-08,0
3.59981e-08,0
3.60164e-08,0
3.60347e-08,0
3.6053e-08,0
3.60713e-08,0
3.60896e-08,0
3.61079e-08,0
3.61262e-08,0
3.61445e-08,0
3.61628e-08,0
3.61812e-08,0
3.61995e-08,0
3.62178e-08,0
3.62361e-08,0
3.62544e-08,0
3.62727e-08,0
3.6291e-08,0
3.63093e-08,0
3.63276e-08,0
3.63459e-08,0
3.63642e-08,0
3.63825e-08,0
3.64008e-08,0
3.64191e-08,0
3.64374e-08,0
3.64557e-08,0
3.6474e-08,0
3.64923e-08,0
3.65106e-08,0
3.65289e-08,0
3.65472e-08,0
3.65655e-08,0
3.65838e-08,0
3.66021e-08,0
3.66204e-08,0
3.66387e-08,0
3.6657e-08,0
3.66753e-08,0
3.66936e-08,0
3.67119e-08,0
3.67302e-08,0
3.67485e-08,0
3.67668e-08,0
3.67851e-08,0
3.68034e-08,0
3.68217e-08,0
3.684e-08,0
3.68583e-08,0
3.68766e-08,0
3.68949e-08,0
3.69132e-08,0
3.69315e-08,0
