X: (s),Y: (Hits)
3.65303e-08,0
3.66654e-08,0
3.68005e-08,0
3.69356e-08,0
3.70707e-08,0
3.72058e-08,0
3.73409e-08,0
3.7476e-08,0
3.76111e-08,1
3.77462e-08,0
3.78813e-08,0
3.80164e-08,0
3.81515e-08,0
3.82866e-08,0
3.84217e-08,0
3.85567e-08,0
3.86918e-08,0
3.88269e-08,0
3.8962e-08,0
3.90971e-08,0
3.92322e-08,0
3.93673e-08,0
3.95024e-08,0
3.96375e-08,0
3.97726e-08,0
3.99077e-08,0
4.00428e-08,0
4.01779e-08,0
4.0313e-08,0
4.04481e-08,0
4.05832e-08,0
4.07182e-08,0
4.08533e-08,0
4.09884e-08,0
4.11235e-08,0
4.12586e-08,0
4.13937e-08,0
4.15288e-08,0
4.16639e-08,0
4.1799e-08,0
4.19341e-08,0
4.20692e-08,0
4.22043e-08,0
4.23394e-08,0
4.24745e-08,0
4.26096e-08,0
4.27447e-08,0
4.28797e-08,0
4.30148e-08,2
4.31499e-08,0
4.3285e-08,0
4.34201e-08,0
4.35552e-08,0
4.36903e-08,0
4.38254e-08,0
4.39605e-08,0
4.40956e-08,0
4.42307e-08,0
4.43658e-08,0
4.45009e-08,0
4.4636e-08,0
4.47711e-08,0
4.49062e-08,0
4.50413e-08,0
4.51763e-08,0
4.53114e-08,0
4.54465e-08,0
4.55816e-08,0
4.57167e-08,0
4.58518e-08,0
4.59869e-08,0
4.6122e-08,1
4.62571e-08,0
4.63922e-08,0
4.65273e-08,0
4.66624e-08,0
4.67975e-08,0
4.69326e-08,0
4.70677e-08,0
4.72028e-08,0
4.73378e-08,0
4.74729e-08,0
4.7608e-08,0
4.77431e-08,0
4.78782e-08,0
4.80133e-08,0
4.81484e-08,1
4.82835e-08,0
4.84186e-08,0
4.85537e-08,0
4.86888e-08,0
4.88239e-08,0
4.8959e-08,0
4.90941e-08,0
4.92292e-08,0
4.93643e-08,0
4.94993e-08,0
4.96344e-08,1
4.97695e-08,0
4.99046e-08,0
5.00397e-08,0
5.01748e-08,0
5.03099e-08,0
5.0445e-08,0
5.05801e-08,0
5.07152e-08,0
5.08503e-08,0
5.09854e-08,0
5.11205e-08,0
5.12556e-08,0
5.13907e-08,0
5.15258e-08,0
5.16608e-08,0
5.17959e-08,0
5.1931e-08,0
5.20661e-08,0
5.22012e-08,0
5.23363e-08,0
5.24714e-08,0
5.26065e-08,0
5.27416e-08,0
5.28767e-08,0
5.30118e-08,0
5.31469e-08,0
5.3282e-08,0
5.34171e-08,0
5.35522e-08,0
5.36873e-08,0
5.38224e-08,0
5.39574e-08,0
5.40925e-08,0
5.42276e-08,0
5.43627e-08,0
5.44978e-08,0
5.46329e-08,0
5.4768e-08,0
5.49031e-08,0
5.50382e-08,0
5.51733e-08,0
5.53084e-08,0
5.54435e-08,0
5.55786e-08,0
5.57137e-08,0
5.58488e-08,0
5.59839e-08,0
5.61189e-08,0
5.6254e-08,0
5.63891e-08,0
5.65242e-08,0
5.66593e-08,0
5.67944e-08,0
5.69295e-08,0
5.70646e-08,0
5.71997e-08,0
5.73348e-08,0
5.74699e-08,0
5.7605e-08,0
5.77401e-08,0
5.78752e-08,0
5.80103e-08,0
5.81454e-08,0
5.82804e-08,0
5.84155e-08,0
5.85506e-08,0
5.86857e-08,0
5.88208e-08,0
5.89559e-08,0
5.9091e-08,0
5.92261e-08,0
5.93612e-08,0
5.94963e-08,0
5.96314e-08,0
5.97665e-08,0
5.99016e-08,0
6.00367e-08,1
6.01718e-08,1
6.03069e-08,0
6.0442e-08,0
6.0577e-08,0
6.07121e-08,0
6.08472e-08,0
6.09823e-08,0
6.11174e-08,0
6.12525e-08,0
6.13876e-08,0
6.15227e-08,0
6.16578e-08,0
6.17929e-08,0
6.1928e-08,0
6.20631e-08,0
6.21982e-08,0
6.23333e-08,0
6.24684e-08,0
6.26035e-08,0
6.27385e-08,0
6.28736e-08,0
6.30087e-08,0
6.31438e-08,0
6.32789e-08,0
6.3414e-08,0
6.35491e-08,0
6.36842e-08,0
6.38193e-08,0
6.39544e-08,0
6.40895e-08,0
6.42246e-08,0
6.43597e-08,0
6.44948e-08,0
6.46299e-08,0
6.4765e-08,0
6.49e-08,0
6.50351e-08,0
6.51702e-08,0
6.53053e-08,0
6.54404e-08,0
6.55755e-08,0
6.57106e-08,0
6.58457e-08,0
6.59808e-08,0
6.61159e-08,0
6.6251e-08,0
6.63861e-08,0
6.65212e-08,0
6.66563e-08,0
6.67914e-08,0
6.69265e-08,1
6.70616e-08,0
6.71966e-08,0
6.73317e-08,0
6.74668e-08,0
6.76019e-08,0
6.7737e-08,0
6.78721e-08,0
6.80072e-08,0
6.81423e-08,0
6.82774e-08,0
6.84125e-08,0
6.85476e-08,1
6.86827e-08,1
6.88178e-08,0
6.89529e-08,0
