X: (V),Y: (Hits)
0.00886395,0
0.00886944,0
0.00887493,0
0.00888042,0
0.00888591,0
0.0088914,0
0.00889689,1
0.00890238,0
0.00890787,0
0.00891336,0
0.00891885,0
0.00892435,0
0.00892984,0
0.00893533,0
0.00894082,0
0.00894631,0
0.0089518,0
0.00895729,0
0.00896278,0
0.00896827,0
0.00897376,0
0.00897925,0
0.00898474,1
0.00899023,0
0.00899572,0
0.00900121,0
0.0090067,0
0.00901219,0
0.00901768,0
0.00902317,0
0.00902866,0
0.00903415,0
0.00903964,0
0.00904513,0
0.00905062,0
0.00905611,0
0.0090616,0
0.00906709,0
0.00907258,0
0.00907807,0
0.00908356,0
0.00908905,0
0.00909454,0
0.00910003,0
0.00910552,1
0.00911101,0
0.0091165,0
0.00912199,0
0.00912748,0
0.00913297,0
0.00913846,0
0.00914395,0
0.00914944,0
0.00915493,1
0.00916043,0
0.00916592,0
0.00917141,0
0.0091769,0
0.00918239,1
0.00918788,0
0.00919337,0
0.00919886,0
0.00920435,0
0.00920984,0
0.00921533,0
0.00922082,0
0.00922631,1
0.0092318,0
0.00923729,0
0.00924278,0
0.00924827,0
0.00925376,0
0.00925925,0
0.00926474,0
0.00927023,0
0.00927572,0
0.00928121,0
0.0092867,0
0.00929219,1
0.00929768,0
0.00930317,0
0.00930866,0
0.00931415,0
0.00931964,0
0.00932513,0
0.00933062,0
0.00933611,0
0.0093416,0
0.00934709,0
0.00935258,0
0.00935807,0
0.00936356,0
0.00936905,0
0.00937454,0
0.00938003,0
0.00938552,0
0.00939101,0
0.0093965,0
0.009402,0
0.00940749,0
0.00941298,0
0.00941847,0
0.00942396,0
0.00942945,0
0.00943494,0
0.00944043,0
0.00944592,0
0.00945141,0
