MEAS1,MEAS2,MEAS3,MEAS4,MEAS5,MEAS6,MEAS7,MEAS8,MEAS9
2.757881082703e-08,3.21599849066502e-08,0.0985950168918919,0.1257363926426426,1.1943749888807e-09,0.00893046875,0.010796875,9.91e+37,1.20935207827402e-08
2.70012613338349e-08,2.96757953849487e-08,0.1031176488988989,0.205484375,8.172334540496603e-10,0.0097875,0.01099140625,9.91e+37,2.3900062795912e-09
2.73274884711616e-08,3.63516505433441e-08,0.1031176488988989,0.205484375,8.172334540496603e-10,0.0097875,0.01099140625,9.91e+37,2.3900062795912e-09
2.64034955030924e-08,5.79080722317648e-08,0.1074634009009009,0.2149493243243244,1.5094642272073e-09,0.00823046875,0.01847109375,9.91e+37,1.5432703320007e-09
2.75950718121829e-08,2.79936202723524e-08,0.0918471283783784,0.0967973598598599,1.439583618303e-09,0.0089609375,0.008278125,9.91e+37,3.6752552453164e-09
2.75950718121829e-08,2.79936202723524e-08,0.0918471283783784,0.0967973598598599,1.439583618303e-09,0.0089609375,0.008278125,9.91e+37,1.1101832368578e-09
2.55133220643626e-08,2.78163288389947e-08,0.1003628628628629,0.109313109984985,9.261118199882541e-10,0.00883515625,0.008778125,9.91e+37,1.1101832368578e-09
3.16433650607338e-08,3.15273924169185e-08,0.1145543355855856,0.1125325325325326,1.2656196775419e-09,0.0097,0.009175,9.91e+37,2.5012075398139e-09
2.99688268647566e-08,2.8531844621596e-08,0.1202949824824825,0.1021847785285285,1.3814745756011e-09,0.0087890625,0.0092765625,9.91e+37,1.19094759276188e-08
2.64699602941457e-08,2.81078227381932e-08,0.0863504129129129,0.1111041666666667,1.4278076601207e-09,0.0086890625,0.00876484375,9.91e+37,6.8539082373956e-09
2.61638778635208e-08,3.28475284382833e-08,0.0916697635135135,0.109527637012012,1.1991886525449e-09,0.00925,0.01,9.91e+37,2.4950756746626e-09
2.71214677931208e-08,2.68651505968322e-08,0.0924596471471472,0.1034268174424424,5.569186228388737e-10,0.00871875,0.0087703125,9.91e+37,1.26774127140731e-08
2.53461061864821e-08,2.6758810500798e-08,0.0966166166166166,0.1079616491491492,1.31987051502e-09,0.00817890625,0.0083671875,9.91e+37,4.8746432740459e-09
2.8460168944203e-08,2.76106232405186e-08,0.1045942505005005,0.1038369932432432,1.0488606923652e-09,0.0094015625,0.0092875,9.91e+37,1.23181235485662e-08
2.7608810172276e-08,2.61795918238182e-08,0.1027080205205205,0.0898707457457458,1.5773216813351e-09,0.00943046875,0.00868046875,9.91e+37,4.3514108227386e-09
3.50894227419054e-08,3.86644418509348e-08,0.1250819256756757,0.1540472034534534,1.8358510938413e-09,0.01271796875,0.01385078125,9.91e+37,6.97890219483e-09
2.82597189224388e-08,3.01531401655178e-08,0.0990543668668668,0.1079178553553553,1.7776285911185e-09,0.00934765625,0.01002890625,9.91e+37,5.8888629137994e-09
2.59640894311481e-08,3.0277723051178e-08,0.094698948948949,0.1094600538038038,1.3085793561807e-09,0.009453125,0.009025,9.91e+37,2.8234891186784e-09
2.84165912206784e-08,2.7794572010265e-08,0.0914574261761762,0.1094600538038038,1.3085793561807e-09,0.009453125,0.009025,9.91e+37,2.8234891186784e-09
2.64275242994757e-08,2.90010918263616e-08,0.1036958521021021,0.1046103290790791,1.27345716437e-09,0.008925,0.00921328125,9.91e+37,1.0936561054375e-09
2.64275242994757e-08,2.90010918263616e-08,0.1036958521021021,0.1046103290790791,1.27345716437e-09,0.008925,0.00921328125,9.91e+37,2.86851568956e-09
2.4559519648711e-08,2.8262919494105e-08,0.0922493430930931,0.1076905812062062,1.4838870994867e-09,0.008515625,0.008528125,9.91e+37,2.86851568956e-09
2.75993543875474e-08,2.97735932917142e-08,0.0975933746246246,0.1147393643643644,1.5336592119912e-09,0.00906875,0.009646875,9.91e+37,7.7700369510389e-09
2.8128731545e-08,2.93065193923892e-08,0.108098973973974,0.1128969281781782,1.1581430436357e-09,0.0095765625,0.00868203125,9.91e+37,6.793255093e-09
4.4168381193905e-08,2.79153998911831e-08,0.1582427427427427,0.1026268768768769,2.0386953305641e-09,0.01455078125,0.00797578125,9.91e+37,4.1885974494188e-09
2.9568975744977e-08,2.961255857962e-08,0.1163592342342342,0.1073587806556556,1.3713602134212e-09,0.00914921875,0.00915546875,9.91e+37,1.2038269257855e-09
2.66015266031756e-08,2.80714540421239e-08,0.0956878440940941,0.1048302208458459,2.0655121346135e-09,0.0078921875,0.0078796875,9.91e+37,2.2610468244728e-09
3.40067048937758e-08,3.47798506154674e-08,0.1324505599349349,0.1357688938938939,1.3845064656978e-09,0.01085859375,0.01144765625,9.91e+37,7.0912608423974e-09
3.00800482874582e-08,3.0431655084558e-08,0.1143977727727728,0.0993889514514514,1.33380271593e-09,0.0101140625,0.0096265625,9.91e+37,3.3423029105889e-09
2.63864277606402e-08,2.64410758829191e-08,0.1035182682682683,0.094521896896897,2.0183646869154e-09,0.00879296875,0.0089671875,9.91e+37,1.08848591333911e-08
3.72697358205712e-08,2.62898546236326e-08,0.1373038507257257,0.0882859421921922,1.4348101281875e-09,0.01242421875,0.00852421875,9.91e+37,6.9381634685457e-09
2.69334053345203e-08,2.96013558481489e-08,0.1035882132132132,0.1063744369369369,1.39919838633e-09,0.0087765625,0.0091109375,9.91e+37,7.1445539777271e-09
2.85525810881093e-08,2.8257662784899e-08,0.0922964057807808,0.1067723973973974,1.29864564361e-09,0.00915546875,0.0086375,9.91e+37,3.6639389976538e-09
2.85525810881093e-08,2.90183426989931e-08,0.0905363175675676,0.0905435435435435,2.8068679466906e-09,0.008740625,0.00858984375,9.91e+37,3.7126244054321e-09
2.95193484510491e-08,2.88391991014443e-08,0.17640625,0.1167665947197197,1.2266207248612e-09,0.0090578125,0.007975,9.91e+37,6.9227246613749e-09
2.96828930265947e-08,3.12731603708712e-08,0.1082690033783784,0.1264029654654655,1.3671387365471e-09,0.009478125,0.00996640625,9.91e+37,3.5235689518631e-09
2.88886589686578e-08,2.94822269018074e-08,0.0960069444444445,0.171578125,1.0542888397986e-09,0.00974140625,0.00945546875,9.91e+37,7.2873925296e-09
3.40073549792422e-08,2.85121546189054e-08,0.1316753941441441,0.168921875,1.4803432825229e-09,0.0115765625,0.00833671875,9.91e+37,1.23587779476808e-08
3.26469965891579e-08,3.29503762948668e-08,0.1286151463963964,0.1168096846846847,1.1059400679463e-09,0.010678125,0.01086328125,9.91e+37,7.75196756257e-09
2.66985517707375e-08,2.96360935672926e-08,0.1045085085085085,0.1113027402402402,1.1353113975432e-09,0.00914921875,0.00928125,9.91e+37,2.1947855248581e-09
2.66985517707375e-08,2.96360935672926e-08,0.1045085085085085,0.1113027402402402,1.4549797889842e-09,0.0091109375,0.00894140625,9.91e+37,7.5217274279815e-09
2.52469821334854e-08,2.903295155915e-08,0.0959829204204204,0.1107072697697698,1.4549797889842e-09,0.0091109375,0.00894140625,9.91e+37,7.5217274279815e-09
2.59517726796418e-08,2.87469535367775e-08,0.0962832832832833,0.1109703766266266,1.4186391259544e-09,0.00943046875,0.00872734375,9.91e+37,1.0807399699959e-09
2.99069807561795e-08,2.54842783973507e-08,0.1156860610610611,0.0953411223723724,1.5722470537456e-09,0.01014375,0.00811328125,9.91e+37,1.25306484597258e-08
2.7477111941111e-08,2.84194447760534e-08,0.1045873216966967,0.087733796296296,1.444622271438e-09,0.01023359375,0.00847734375,9.91e+37,1.4936056617918e-09
2.71697020235589e-08,2.86569930888337e-08,0.1046031187437437,0.1077067692692693,1.3326299823446e-09,0.0088484375,0.00948828125,9.91e+37,1.7589243360038e-09
2.90723375859555e-08,2.79035730537456e-08,0.0782317004504505,0.106813063063063,1.6429899882427e-09,0.0094796875,0.00856484375,9.91e+37,2.691995751879e-09
2.57569944971124e-08,2.70976976635225e-08,0.083987987987988,0.1079457582582583,2.0694453994418e-09,0.00830078125,0.008340625,9.91e+37,1.20887397069545e-08
2.57569944971124e-08,2.70976976635225e-08,0.083987987987988,0.1079457582582583,2.0694453994418e-09,0.00830078125,0.008340625,9.91e+37,7.4689549564553e-09
2.91402893320145e-08,2.81222689930943e-08,0.1073411849349349,0.0976311467717718,1.3779663651651e-09,0.0106578125,0.0097375,9.91e+37,7.4689549564553e-09
2.78156807080286e-08,2.76402690542277e-08,0.1033945664414415,0.0998865427927928,1.671914995263e-09,0.0096453125,0.0094953125,9.91e+37,1.17346327773789e-08
2.54939043201279e-08,2.35751150877375e-08,0.155453125,0.0882592592592593,2.4515725224408e-09,0.00865390625,0.00796171875,9.91e+37,7.1283184672511e-09
2.74606657589936e-08,2.83743521932419e-08,0.2195021584084085,0.097947947947948,1.8070067254384e-09,0.01791875,0.0089953125,9.91e+37,2.6647505140912e-09
5.69309153446504e-08,2.7078820428338e-08,0.2195021584084085,0.097947947947948,1.8070067254384e-09,0.01791875,0.0089953125,9.91e+37,2.6647505140912e-09
2.69642245818265e-08,2.83074680479613e-08,0.1030783283283283,0.1066786161161161,1.4688955497076e-09,0.01017578125,0.0097234375,9.91e+37,1.1185793689799e-08
2.69642245818265e-08,2.83074680479613e-08,0.1030783283283283,0.1066786161161161,8.206060513490511e-10,0.0082375,0.0098546875,9.91e+37,6.81456739783e-09
2.79342794436164e-08,3.2155072583099e-08,0.1033340840840841,0.094974974974975,8.206060513490511e-10,0.0082375,0.0098546875,9.91e+37,6.81456739783e-09
2.7896149058941e-08,2.9280609227498e-08,0.1025525525525526,0.1059936811811812,1.8868774287835e-09,0.008203125,0.009578125,9.91e+37,1.8828942860664e-09
2.66183081901617e-08,2.61170217856163e-08,0.0878087306056056,0.0958047735235235,9.6597575532723e-10,0.0088515625,0.0081515625,9.91e+37,7.151182514776e-09
3.26153989707294e-08,2.75341083091629e-08,0.1158415446696697,0.1076257507507507,1.3561358524793e-09,0.01066875,0.00895546875,9.91e+37,1.20560921593742e-08
2.83083187115261e-08,5.3129146816369e-08,0.1080811123623624,0.2013686186186186,1.6161493139659e-09,0.0095828125,0.01738984375,9.91e+37,6.8944806373351e-09
2.83908824191545e-08,2.81892419018843e-08,0.0988264201701702,0.0960741366366367,1.5823608645754e-09,0.00917890625,0.00895859375,9.91e+37,1.2482647628355e-09
4.67497691611949e-08,3.41762496588769e-08,0.1767015765765765,0.19503125,1.7531366661094e-09,0.015640625,0.0105,9.91e+37,6.8929474978146e-09
2.9586460486475e-08,2.66945528617257e-08,0.1071914414414414,0.095447728978979,1.5792170648952e-09,0.0100109375,0.00854453125,9.91e+37,2.9652832904138e-09
3.17507386813673e-08,2.83664867278807e-08,0.1192314814814815,0.1021887668918919,1.4168902429959e-09,0.00964140625,0.01000078125,9.91e+37,6.8563065721585e-09
2.86716641549281e-08,3.1715937656302e-08,0.1032498748748749,0.1081060748248248,1.4168902429959e-09,0.00964140625,0.01000078125,9.91e+37,6.8563065721585e-09
2.84990288635625e-08,2.53103930489206e-08,0.1035780780780781,0.0890159534534535,1.1751561449669e-09,0.0092859375,0.00841171875,9.91e+37,2.5838834278023e-09
2.71501982621443e-08,2.61731111188535e-08,0.0996015546796797,0.0984265515515516,1.1045789882064e-09,0.00896640625,0.00771015625,9.91e+37,3.40368944436e-09
2.96370116795303e-08,2.56674536577168e-08,0.1112323573573574,0.1050215840840841,1.5238358846563e-09,0.00965390625,0.00841328125,9.91e+37,8.6169961282942e-09
2.69938975986496e-08,2.52973943256729e-08,0.1000362862862863,0.0937294794794795,9.0277090416003e-10,0.00898828125,0.008153125,9.91e+37,3.5835403136239e-09
3.62034006317486e-08,3.67872197180302e-08,0.1184202952952953,0.1375945945945946,1.6341970072472e-09,0.01211484375,0.01187109375,9.91e+37,6.726581968162e-09
2.60274100809679e-08,3.1958564156e-08,0.0999241428928929,0.1155763576076076,1.0102449921263e-09,0.00923515625,0.00977109375,9.91e+37,1.076178290986e-09
2.65294928638705e-08,2.74540655309312e-08,0.0982548798798799,0.097907595095095,1.524636202711e-09,0.00875,0.009090625,9.91e+37,1.23835581683067e-08
3.49076825497279e-08,3.15730199331487e-08,0.1307927927927928,0.1176896896896897,1.15617954314e-09,0.01112734375,0.0106453125,9.91e+37,1.26681164001382e-08
3.49076825497279e-08,3.15730199331487e-08,0.1307927927927928,0.1176896896896897,1.15617954314e-09,0.01112734375,0.0106453125,9.91e+37,5.4858813797291e-09
2.47304879033255e-08,3.08579913608533e-08,0.096180711961962,0.1193488488488489,1.2175291355166e-09,0.00836171875,0.00934453125,9.91e+37,5.4858813797291e-09
2.7666971343497e-08,3.02330832398393e-08,0.1042011542792793,0.0865773116866867,1.251688440475e-09,0.01027265625,0.00973359375,9.91e+37,6.5075428757114e-09
2.6432289084501e-08,2.5990629361645e-08,0.0962237080830831,0.0967654842342342,9.953087075725746e-10,0.00908203125,0.00832421875,9.91e+37,2.437467212151e-09
2.58433425234381e-08,2.80253350681668e-08,0.099772397397397,0.1041755505505506,9.967581085452915e-10,0.00850390625,0.00855,9.91e+37,1.24842951588683e-08
2.66408353850583e-08,3.03579697964398e-08,0.1042487331081081,0.1146419857357357,1.27998839581e-09,0.00936953125,0.00850703125,9.91e+37,2.6929071561364e-09
2.67334157350466e-08,2.90389391156882e-08,0.164265625,0.1065132632632633,1.7128247312872e-09,0.0088609375,0.00903359375,9.91e+37,6.9034068842213e-09
3.13467652955916e-08,6.81440790027062e-08,0.1207612612612613,0.2604634634634635,1.3995333989683e-09,0.01023046875,0.02472578125,9.91e+37,1.6112136504062e-09
3.06864471214356e-08,2.72801428807436e-08,0.1156105324074074,0.1000033783783784,1.095168227552e-09,0.01001015625,0.0090890625,9.91e+37,7.014789132904726e-10
2.8944707999897e-08,3.11354680385765e-08,0.1114974974974975,0.1207427427427427,1.63912644641e-09,0.00882265625,0.00879140625,9.91e+37,6.60792904246e-09
2.51511375323092e-08,2.58113029712796e-08,0.092437077702703,0.0988105292792793,1.0591949375691e-09,0.00771953125,0.00759375,9.91e+37,5.6534891635388e-09
2.92350656371761e-08,3.24637666772437e-08,0.1114837962962963,0.1221354166666666,1.1574557758475e-09,0.00925234375,0.0098,9.91e+37,6.638170522628e-09
2.68678430653367e-08,3.06116701885711e-08,0.1037817192192192,0.1070642517517517,1.67177367918e-09,0.0094796875,0.0078203125,9.91e+37,1.8571334617373e-09
2.60009273609804e-08,2.79869226305141e-08,0.1009554241741742,0.1070642517517517,1.67177367918e-09,0.0094796875,0.0078203125,9.91e+37,1.8571334617373e-09
2.9987897024305e-08,2.9870463356216e-08,0.1157240521771772,0.1116947572572573,1.6040089631433e-09,0.009628125,0.00896953125,9.91e+37,2.2366748797939e-09
4.29241419982302e-08,2.9154211873898e-08,0.1482481231231231,0.112515015015015,1.8592394234828e-09,0.0135265625,0.00851015625,9.91e+37,3.4682611702166e-09
2.77847127310417e-08,2.95082219032382e-08,0.1012504692192192,0.1137546921921922,1.4556401424178e-09,0.009271875,0.0097578125,9.91e+37,4.15145682238e-09
2.55631798434436e-08,2.80554567587149e-08,0.093490990990991,0.1013632382382382,1.0469418524294e-09,0.0089125,0.00891953125,9.91e+37,1.22148339606242e-08
2.67636058061348e-08,2.7787676946554e-08,0.0964094876126126,0.1077316066066066,1.0084684807e-09,0.009259375,0.0093078125,9.91e+37,8.00339949325e-09
