CdSe 20sec ex295,,CdSe 20sec em370,,CdSe 20sec ex320,,CdSe 20sec em520,,CdSe 20sec ex380,,CdSe 20sec em390,,CdSe 20sec ex330,,CdSe 20sec em405,,CdSe 20sec ex335,,CdSe 20sec em400,,CdSe 20sec em420,,CdSe 20sec em415,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
392,39.189991,327.0299988,62.65699387,416.9599915,74.25778961,357.0700073,56.10635757,476.9599915,48.69946671,327.0299988,91.03772736,427.0700073,78.76268768,327.0299988,92.40707397,431.9599915,76.47067261,327.0299988,90.19529724,327.0299988,83.55921936,327.0299988,88.69772339
393.0700073,39.41925049,327.9599915,61.59321976,418.0299988,75.7687912,358,56.5831871,478.0299988,49.73999405,327.9599915,92.19037628,428,79.03601074,327.9599915,94.23822784,432.8699951,76.90458679,327.9599915,92.19833374,327.9599915,82.53650665,327.9599915,88.71205902
394,38.73426056,329.0599976,61.29902267,418.9299927,74.29107666,359.0700073,55.71564865,478.9299927,47.97674942,329.0599976,93.15729523,429.0700073,77.02317047,329.0599976,94.02420807,433.9299927,77.2798233,329.0599976,92.01919556,329.0599976,85.45420074,329.0599976,89.89771271
395.0700073,36.89099121,330,59.64141846,420,74.60216522,360,58.12880707,480,48.40049744,330,91.45880127,430,75.95313263,330,95.77830505,434.8399963,75.31581879,330,92.72480774,330,86.63607025,330,89.03249359
396,37.78989029,331.0700073,57.47513962,421.0700073,71.64403534,361.0700073,57.4427948,481.0599976,46.73065948,331.0700073,91.31867218,431.0599976,78.23114014,331.0700073,96.12877655,435.8999939,74.73426056,331.0700073,92.3793335,331.0700073,86.42963409,331.0700073,90.99846649
397.0700073,36.4213829,332,57.29283905,422,70.73851776,362,57.10645294,481.9599915,47.16645432,332,92.08766937,431.9599915,74.04667664,332,94.12661743,436.9599915,74.50979614,332,94.61076355,332,89.14575958,332,93.13453674
398,35.88683701,333.0700073,53.95152283,423.0700073,69.81180573,363.0700073,56.57775116,483.0299988,45.67079926,333.0700073,89.16709137,433.0299988,71.94566345,333.0700073,95.46271515,437.8699951,73.31756592,333.0700073,95.16067505,333.0700073,90.50921631,333.0700073,94.81219482
399.0700073,36.68296051,334,51.97902679,424,69.2970047,364,58.33764648,483.9299927,44.90499878,334,89.04626465,433.9299927,73.56773376,334,94.23055267,438.9299927,71.06555176,334,92.6149292,334,90.81981659,334,93.17752838
400,36.06908798,335.0700073,50.93456268,425.0700073,69.06394196,365.0700073,57.31479263,485,45.23177719,335.0700073,84.83039093,435,69.73038483,335.0700073,94.64293671,439.8399963,69.73166656,335.0700073,91.28945923,335.0700073,90.78233337,335.0700073,94.39295959
401.0700073,35.34971619,336,47.92447662,426,67.09854126,366,57.63256836,486.0599976,45.63912201,336,84.42145538,436.0599976,70.62841797,336,92.262146,440.8999939,68.92658997,336,94.16447449,336,89.90752411,336,94.68619537
402,35.97219086,337.0700073,44.03949356,427.0700073,66.67189026,367.0700073,56.64819717,486.9599915,44.9753685,337.0700073,81.27320862,436.9599915,67.85327911,337.0700073,91.80683899,441.9599915,69.17266846,337.0700073,91.53366089,337.0700073,92.70258331,337.0700073,93.95987701
403.0700073,35.08444595,338,41.50374222,428,65.5818634,368,57.06470108,488.0299988,45.27219391,338,80.09610748,438.0299988,67.19540405,338,91.28193665,442.8699951,69.8719635,338,92.07855225,338,91.16864777,338,93.8964386
404,34.13770676,339.0700073,38.79366684,429.0700073,64.57564545,369.0700073,57.37833786,488.9299927,45.06856918,339.0700073,78.22782898,438.9299927,66.55208588,339.0700073,92.15853882,443.9299927,65.59320068,339.0700073,90.92266846,339.0700073,88.17814636,339.0700073,93.93540955
405.0700073,34.41748047,340,36.54395294,430,62.78559113,370,58.37421417,490,44.46883774,340,73.83868408,440,64.94651031,340,87.90557861,444.8399963,63.58743668,340,89.80229187,340,89.68447113,340,90.55162811
406,34.03436661,341.0700073,34.04253006,431.0599976,61.76502991,371.0700073,58.52516174,491.0400085,45.17294693,341.0700073,70.51509857,441.0599976,64.05478668,341.0700073,86.47982025,445.8999939,62.94881821,341.0700073,87.76243591,341.0700073,89.6402359,341.0700073,92.53527069
407.0700073,32.76700211,342,30.87860489,431.9599915,63.08612823,372,59.29206085,491.9400024,44.59613419,342,69.63681793,441.9599915,62.54594421,342,86.67527008,446.9599915,63.53368759,342,89.20570374,342,89.84169769,342,91.35886383
408,32.64278412,343.0700073,28.98861313,433.0299988,60.28314209,373.0700073,59.50475311,492.980011,46.39829254,343.0700073,65.94876862,443.0299988,61.9156723,343.0700073,80.98685455,447.8699951,64.09622955,343.0700073,84.80168152,343.0700073,88.71396637,343.0700073,87.78713989
409.0700073,31.63334846,344,26.8389473,433.9299927,60.03864288,374,59.37039948,494.019989,46.42181396,344,65.23136139,443.9299927,62.73473358,344,80.50335693,448.9299927,60.62905502,344,84.43525696,344,89.76998901,344,86.79310608
410,32.0458107,345.0700073,24.67282486,435,56.87373734,375.0700073,59.95291519,495.0700073,47.28596497,345.0700073,60.79747772,445,60.13700867,345.0700073,79.75093842,449.8399963,60.59241867,345.0700073,86.55845642,345.0700073,86.65511322,345.0700073,87.5697403
411.0599976,32.14686966,346,24.23429871,436.0599976,56.67329025,376,59.87187576,495.9700012,47.30734253,346,59.17727661,446.0599976,61.01634979,346,78.00281525,450.8999939,59.03828812,346,82.54136658,346,88.16526794,346,86.85012054
411.9599915,31.32058525,347.0700073,21.37382507,436.9599915,54.86213684,377.0700073,58.76793289,497.0100098,47.16748047,347.0700073,57.05073929,446.9599915,59.45387268,347.0700073,74.98156738,451.9599915,58.92950821,347.0700073,79.95297241,347.0700073,86.78161621,347.0700073,84.20287323
413.0299988,31.32334328,348,19.28442001,438.0299988,53.70344543,378,59.194664,498.0499878,48.89096451,348,55.25703049,448.0299988,58.10363007,348,75.19851685,452.8699951,58.51549911,348,80.52662659,348,83.28849792,348,84.03022003
413.9299927,30.8520565,349.0700073,18.26996994,438.9299927,53.35040665,379.0700073,60.508461,498.9500122,48.80892181,349.0700073,51.67827988,448.9299927,56.46809387,349.0700073,73.8341217,453.9299927,55.30609512,349.0700073,76.7171936,349.0700073,83.40313721,349.0700073,80.55423737
415,30.53002739,350,15.38740444,440,53.85783386,380,59.4993248,500,50.62202835,350,48.51609039,450,56.44371033,350,69.62605286,454.8399963,56.63812637,350,74.49185181,350,82.18860626,350,79.51838684
416.0599976,29.30931854,351.0700073,13.66905117,441.0599976,52.00006866,381.0700073,58.91970062,501.0400085,50.66072083,351.0700073,46.97891998,451.0599976,54.93507385,351.0700073,66.18199158,455.8999939,55.40258408,351.0700073,72.67701721,351.0700073,81.65655518,351.0700073,78.01496887
416.9599915,29.49872208,352,13.07742786,441.9599915,50.44029617,382,58.54222488,501.9400024,51.40044403,352,44.93293762,451.9599915,53.72748566,352,64.80562592,456.9599915,53.37641144,352,72.3168335,352,79.80202484,352,76.2307663
418.0299988,29.31020164,353.0700073,11.42436695,443.0299988,52.35669708,383.0700073,58.8277359,502.980011,50.74827194,353.0700073,40.51726151,453.0299988,53.50182343,353.0700073,64.60202789,457.8699951,54.28681183,353.0700073,70.85612488,353.0700073,78.69179535,353.0700073,77.13367462
418.9299927,28.75738525,354,10.44465828,443.9299927,46.84598541,384,58.46649933,504.019989,53.18533707,354,40.62227631,453.9299927,52.30219269,354,62.33299255,458.9299927,52.30561066,354,67.1084137,354,79.03390503,354,71.95676422
420,28.05573082,355.0700073,10.36850643,445,47.85367203,385.0700073,59.50309372,505.0700073,52.55752563,355.0700073,36.82464218,455,52.53526306,355.0700073,60.72032166,459.8399963,51.55163193,355.0700073,65.71990967,355.0700073,74.35928345,355.0700073,71.82086945
421.0700073,28.68300438,356,8.922247887,446.0599976,48.27838135,386,57.6766243,505.9700012,52.52295303,356,35.23644638,456.0599976,51.97810364,356,57.44822693,460.8999939,49.95697403,356,64.59526062,356,76.26919556,356,72.68171692
422,26.39233589,357.0700073,7.245788574,446.9599915,46.14803696,387.0700073,57.9625473,507.0100098,53.62072372,357.0700073,32.85646439,456.9599915,50.44539642,357.0700073,57.12374115,461.9599915,48.17876816,357.0700073,62.66353226,357.0700073,75.23461151,357.0700073,69.97163391
423.0700073,26.73160934,358,6.39586544,448.0299988,43.91750717,388,57.78567886,508.0499878,53.79541779,358,31.11839867,458.0299988,47.70902252,358,54.99940109,462.8699951,47.14975357,358,60.79115677,358,73.12149048,358,68.00853729
424,26.82337952,359.0700073,5.524633408,448.9299927,44.70527267,389.0700073,58.14660263,508.9500122,53.22921753,359.0700073,29.08444023,458.9299927,49.91213226,359.0700073,52.00065613,463.9299927,47.24956512,359.0700073,59.17267227,359.0700073,72.93334198,359.0700073,67.59513092
425.0700073,25.80509758,360,5.05705452,450,44.90104294,390,57.23754501,510,54.57836914,360,28.38463402,460,47.53201294,360,51.85717773,464.8399963,46.01250458,360,58.04323196,360,71.33713531,360,65.39782715
426,25.74144936,,,451.0599976,43.53744125,391.0599976,57.40771484,511.0599976,54.75632477,361.0700073,26.59528542,461.0599976,46.73612976,361.0700073,50.45763779,465.8999939,43.7876358,361.0700073,57.00204849,361.0700073,69.62432861,361.0700073,66.05686188
427.0700073,25.34532166,,,451.9599915,42.4610939,391.9599915,56.79217529,511.9599915,55.00328445,362,24.89446068,461.9599915,44.48068237,362,48.35577011,466.9599915,42.67335892,362,54.06111526,362,69.1701355,362,62.1160965
428,24.66338348,,,453.0299988,42.00582886,393.0299988,56.23093796,513.0300293,53.58725357,363.0700073,23.95237541,463.0299988,42.87766266,363.0700073,45.30260086,467.8699951,43.16022873,363.0700073,54.45711899,363.0700073,67.78165436,363.0700073,62.80304718
429.0700073,24.09063148,,,453.9299927,41.23576355,393.9299927,56.98591995,513.9299927,54.62419128,364,21.62610054,463.9299927,43.9959259,364,45.21170425,468.9299927,42.16481781,364,52.58940506,364,65.25801849,364,60.76599884
430,23.84778404,,,455,40.78372192,395,55.72162628,515,53.06700897,365.0700073,20.3852253,465,40.87511444,365.0700073,43.23370743,469.8399963,41.09891891,365.0700073,51.25824738,365.0700073,63.20132065,365.0700073,58.50701904
431.0599976,23.79395294,,,456.0599976,40.28236771,396.0599976,56.17063522,516.0599976,55.1664505,366,18.55416298,466.0599976,42.1307373,366,39.56193924,470.8999939,38.5395546,366,48.29010773,366,61.47340775,366,55.95400238
431.9599915,23.70720863,,,456.9599915,39.22310257,396.9599915,55.31727219,516.960022,55.96478271,367.0700073,17.40212822,466.9599915,40.04689789,367.0700073,36.76414108,471.9599915,39.21566391,367.0700073,46.69800568,367.0700073,62.45661545,367.0700073,54.97217178
433.0299988,23.27958679,,,458.0299988,37.71144485,398.0299988,55.28163147,518.0300293,53.56502151,368,16.06771278,468.0299988,39.07051849,368,34.99943924,472.8699951,39.06035614,368,44.74216461,368,58.3852272,368,52.93250656
433.9299927,22.7323761,,,458.9299927,37.54848099,398.9299927,53.9747963,518.9299927,53.2442894,369.0700073,13.87496185,468.9299927,38.3038559,369.0700073,32.90381241,473.9299927,36.68355179,369.0700073,42.54951096,369.0700073,58.95220566,369.0700073,52.40747452
435,22.40424347,,,460,36.50453568,400,53.12943649,520,53.48565292,370,12.17150497,470,37.19599915,370,32.20802307,474.8399963,36.85557938,370,39.86862183,370,56.88508987,370,51.66889572
436.0599976,22.05174255,,,461.0599976,36.54335403,401.0700073,54.22096252,521.039978,52.66991043,371.0700073,11.09113884,471.0599976,36.04058075,371.0700073,30.65587997,475.8999939,37.57575226,371.0700073,37.06529617,371.0700073,56.53754044,371.0700073,48.53007126
436.9599915,21.80921936,,,461.9599915,36.01951218,402,53.4443779,521.9400024,52.50415039,372,9.923980713,471.9599915,35.27545929,372,27.78837585,476.9599915,35.78992462,372,36.47906113,372,54.59113693,372,46.96643448
438.0299988,20.98332787,,,463.0299988,35.82666397,403.0700073,53.45663834,522.9799805,52.21921539,373.0700073,8.476711273,473.0299988,34.50254059,373.0700073,27.47221375,477.8699951,33.57294464,373.0700073,34.50577164,373.0700073,51.83383179,373.0700073,44.05430984
438.9299927,21.33511734,,,463.9299927,34.52451706,404,53.41308975,524.0200195,52.20894623,374,7.046853542,473.9299927,32.81182098,374,24.87021828,478.9299927,33.23616409,374,32.56694412,374,52.45631027,374,41.52950668
440,20.78693199,,,465,33.71046066,405.0700073,52.40161896,525.0700073,51.69916534,375.0700073,6.598491192,475,32.8427887,375.0700073,23.94644547,479.8399963,32.80527496,375.0700073,30.64389038,375.0700073,47.77450562,375.0700073,40.93871689
441.0599976,20.62210655,,,466.0599976,32.13207245,406,52.60680771,525.9699707,50.55085373,376,5.666623592,476.0599976,31.71688652,376,21.54789734,480.8999939,31.9273262,376,29.81979752,376,47.56431198,376,38.77698135
441.9599915,20.09649849,,,466.9599915,31.26352882,407.0700073,52.10494995,527.0100098,50.32644653,377.0700073,4.716681004,476.9599915,32.23577881,377.0700073,20.20077896,481.9599915,33.00305557,377.0700073,27.79249191,377.0700073,45.55200577,377.0700073,37.64981461
443.0299988,20.14743614,,,468.0299988,30.05671501,408,51.03304291,528.0499878,50.20088577,378,3.922245502,478.0299988,31.14114952,378,19.03096771,482.8699951,31.88824463,378,26.58170319,378,44.08478546,378,35.68635559
443.9299927,18.94307518,,,468.9299927,29.02652168,409.0700073,51.60752487,528.9500122,49.96857071,379.0700073,3.088778019,478.9299927,31.44381523,379.0700073,17.85610962,483.9299927,32.01078796,379.0700073,25.08943176,379.0700073,43.47161102,379.0700073,34.73628998
445,20.15443039,,,470,29.73623848,410,50.71461105,530,49.68764877,380,3.041742802,480,29.08808327,380,16.58787918,484.8399963,30.75997162,380,23.08981895,380,41.42730713,380,32.27783203
446.0599976,20.13511276,,,471.0599976,29.69893074,411.0599976,50.81936646,531.039978,49.44236755,,,481.0599976,29.55898094,381.0700073,15.05758858,485.8999939,29.2733078,381.0700073,22.99692154,381.0700073,39.02981186,381.0700073,30.67448616
446.9599915,19.53884506,,,471.9599915,28.48025322,411.9599915,49.66589737,531.9400024,46.86462784,,,481.9599915,28.68790627,382,14.28038406,486.9599915,30.12807465,382,21.88191414,382,38.79318619,382,29.81729698
448.0299988,18.79387283,,,473.0299988,27.49938774,413.0299988,49.10972595,532.9799805,47.30831909,,,483.0299988,28.622015,383.0700073,12.98079681,487.8699951,30.53427124,383.0700073,19.61089897,383.0700073,36.74584579,383.0700073,27.62630272
448.9299927,18.48096848,,,473.9299927,28.27630806,413.9299927,49.32062149,534.0200195,46.94599915,,,483.9299927,26.98921013,384,11.79278374,488.9299927,30.52472687,384,18.07582092,384,35.02920151,384,27.03583336
450,18.73208809,,,475,27.46211052,415,48.62405777,535.0700073,44.65261841,,,485,29.09513664,385.0700073,10.56788826,489.8399963,29.98077393,385.0700073,17.43581009,385.0700073,33.15393066,385.0700073,25.14765739
451.0599976,18.20566559,,,476.0599976,25.87088966,416.0599976,48.87490845,535.9699707,46.4526825,,,486.0599976,27.05606651,386,9.459953308,490.8900146,30.93975067,386,15.54034042,386,31.85712814,386,23.96627235
451.9599915,18.22136497,,,476.9599915,25.42653847,416.9599915,48.57518005,537.0100098,45.97716522,,,486.9599915,26.85831642,387.0700073,8.675294876,491.9400024,31.0104599,387.0700073,14.28594398,387.0700073,30.19990158,387.0700073,23.66197395
453.0299988,17.92301178,,,478.0299988,25.39385033,418.0299988,48.37366867,538.0499878,44.5652504,,,488.0299988,28.08962059,388,8.244596481,492.980011,31.37532806,388,13.767519,388,29.38891602,388,21.73836899
453.9299927,17.10815048,,,478.9299927,24.87408829,418.9299927,48.01610947,538.9500122,43.75777435,,,488.9299927,28.40391731,389.0700073,6.587388039,493.8800049,31.57603073,389.0700073,12.12523651,389.0700073,27.085495,389.0700073,19.72680473
455,17.46348381,,,480,23.96182823,420,48.90098953,540,42.16872406,,,490,28.50082588,390,6.31394577,494.9200134,31.92161942,390,11.46997833,390,26.16382599,390,19.36449623
456.0599976,16.90458488,,,481.0599976,24.39725685,421.0700073,48.44643784,541.0200195,42.6079483,,,491.0400085,28.04889107,391.0599976,4.637049675,495.9700012,31.71875763,391.0599976,10.25589561,391.0599976,24.45625305,391.0599976,18.19721985
456.9599915,16.39294052,,,481.9599915,24.34584045,422,47.56066132,542.0499878,42.96612549,,,491.9400024,27.64087105,391.9599915,4.421510696,496.8599854,33.13661194,391.9599915,9.544504166,391.9599915,23.60482407,391.9599915,16.78301239
458.0299988,15.99666119,,,483.0299988,24.40617561,423.0700073,47.34277344,542.9400024,41.33456421,,,492.980011,29.20709419,393.0299988,3.610933304,497.9100037,33.74047089,393.0299988,8.610854149,393.0299988,22.88768005,393.0299988,15.48676682
458.9299927,16.36152267,,,483.9299927,23.29492188,424,47.50446701,543.9699707,40.84141159,,,494.019989,29.25575829,393.9299927,2.787307739,498.9500122,34.96651077,393.9299927,7.556868553,393.9299927,21.90705872,393.9299927,14.37445068
460,15.76804066,,,485,22.5884819,425.0700073,47.68205643,545,40.00020218,,,495.0700073,30.54680061,395,2.299816132,499.8500061,34.29269791,395,6.773704529,395,18.81454468,395,12.73084068
461.0599976,15.29999638,,,486.0599976,23.33034897,426,46.36800003,546.0200195,39.50463104,,,495.9700012,30.56269646,,,500.8900146,34.7282486,396.0599976,5.976659775,396.0599976,17.97289276,396.0599976,11.48689842
461.9599915,15.3210516,,,486.9599915,22.81570244,427.0700073,45.68574905,547.0499878,39.13975906,,,497.0100098,29.45247841,,,501.9400024,35.5540657,396.9599915,5.156907082,396.9599915,17.28178406,396.9599915,11.24323463
463.0299988,15.04077435,,,488.0299988,22.84613991,428,45.06180954,547.9400024,37.95618057,,,498.0499878,30.2204113,,,502.980011,37.13027191,398.0299988,4.170872688,398.0299988,15.78654575,398.0299988,10.30703163
463.9299927,15.41591358,,,488.9299927,23.18950844,429.0700073,45.51778412,548.9699707,37.00221634,,,498.9500122,32.23947144,,,503.8800049,36.74792862,398.9299927,3.641518593,398.9299927,14.96692181,398.9299927,9.165493011
465,15.01116276,,,490,24.9629097,430,45.31269836,550,37.24479675,,,500,32.60783386,,,504.9200134,36.91266251,400,2.895288467,400,13.26545238,400,7.866435528
466.0599976,14.4283514,,,491.0400085,24.59650421,431.0599976,44.66242218,551.039978,36.62189102,,,501.0400085,32.55834961,,,505.9700012,37.32810211,,,401.0700073,11.92451954,401.0700073,7.446670055
466.9599915,14.3883028,,,491.9400024,24.49778748,431.9599915,45.24287033,551.9400024,34.74015427,,,501.9400024,32.90415955,,,506.8599854,37.99380875,,,402,11.57885265,402,6.742327213
468.0299988,13.75148392,,,492.980011,23.91680145,433.0299988,43.89173889,552.9799805,35.17721558,,,502.980011,34.01152802,,,507.9100037,39.33089828,,,403.0700073,10.87557697,403.0700073,5.451425076
468.9299927,13.83106613,,,494.019989,24.2340107,433.9299927,44.3625412,554.0200195,35.3758049,,,504.019989,34.83140564,,,508.9500122,39.22606277,,,404,9.813408852,404,4.606425762
470,13.75608444,,,495.0700073,24.87842369,435,44.16978073,555.0700073,33.03455734,,,505.0700073,35.03353119,,,509.8500061,40.03353882,,,405.0700073,9.371901512,405.0700073,4.052578449
471.0599976,12.95231724,,,495.9700012,23.7175808,436.0599976,43.98776245,555.9699707,32.86455536,,,505.9700012,34.54606628,,,510.8999939,38.6738472,,,406,7.423807144,,
471.9599915,13.46648026,,,497.0100098,26.77056694,436.9599915,43.75448608,557.0100098,32.65205765,,,507.0100098,35.82368469,,,511.9599915,39.21097565,,,407.0700073,6.85764122,,
473.0299988,12.77721882,,,498.0499878,26.79690742,438.0299988,43.26304245,558.0499878,32.55498886,,,508.0499878,36.24832153,,,512.8699951,39.68078232,,,408,6.324075699,,
473.9299927,13.41968822,,,498.9500122,26.9313755,438.9299927,43.11571884,558.9500122,32.41342545,,,508.9500122,36.84401703,,,513.9299927,39.17586899,,,409.0700073,5.63684845,,
475,12.22757721,,,500,27.00244713,440,42.91805649,560,30.61096954,,,510,36.70401764,,,514.8400269,40.87871552,,,410,5.142331123,,
476.0599976,12.74612045,,,501.0400085,28.02096748,441.0599976,42.71277618,561.039978,30.54838562,,,511.0599976,35.48916626,,,515.9000244,39.01502609,,,,,,
476.9599915,12.42457867,,,501.9400024,28.74098396,441.9599915,42.8594017,561.9400024,30.56056976,,,511.9599915,36.36623383,,,516.960022,40.06088257,,,,,,
478.0299988,12.35787868,,,502.980011,30.29141808,443.0299988,42.13681793,562.9799805,29.0116806,,,513.0300293,36.00015259,,,517.8699951,39.39336777,,,,,,
478.9299927,11.74218845,,,504.019989,30.35059166,443.9299927,42.25323105,564.0200195,28.61590958,,,513.9299927,37.34570313,,,518.9299927,38.72954559,,,,,,
480,11.59594631,,,505.0700073,30.12915611,445,41.90246201,565.0700073,29.36588669,,,515,37.91876221,,,519.8400269,40.32348251,,,,,,
481.0599976,11.12923813,,,505.9700012,30.74586678,446.0599976,41.78099442,565.9699707,28.66996384,,,516.0599976,37.17910004,,,520.8900146,38.65895081,,,,,,
481.9599915,12.051754,,,507.0100098,32.49523926,446.9599915,42.00034714,567.0100098,27.71025085,,,516.960022,36.8673172,,,521.9400024,39.97746277,,,,,,
483.0299988,11.31557655,,,508.0499878,32.5639801,448.0299988,42.06863022,568.0499878,26.83325195,,,518.0300293,37.78664398,,,522.9799805,40.17970657,,,,,,
483.9299927,11.63220692,,,508.9500122,32.88381577,448.9299927,42.13712692,568.9500122,26.89679337,,,518.9299927,37.31341553,,,523.8800049,38.87376785,,,,,,
485,11.33289909,,,510,32.49039459,450,41.34529877,570,26.08291626,,,520,37.45211792,,,524.9199829,39.20454025,,,,,,
486.0599976,11.82384014,,,511.0599976,33.37182999,451.0599976,40.80740738,571.0200195,25.62826157,,,521.039978,37.29290009,,,525.9699707,37.22296906,,,,,,
486.9599915,11.37676716,,,511.9599915,35.00832748,451.9599915,41.33485794,572.0499878,25.12136459,,,521.9400024,36.89450836,,,526.8599854,38.31732178,,,,,,
488.0299988,11.31086159,,,513.0300293,34.13233566,453.0299988,40.79459,572.9400024,24.8519783,,,522.9799805,37.21604919,,,527.9099731,37.60921097,,,,,,
488.9299927,11.96417427,,,513.9299927,35.47345734,453.9299927,40.5498848,573.9699707,25.27072144,,,524.0200195,37.58563995,,,528.9500122,37.52442169,,,,,,
490,11.7502327,,,515,34.61169815,455,40.44171143,575,24.04653931,,,525.0700073,37.98641205,,,529.8499756,37.58944702,,,,,,
491.0400085,12.0180006,,,516.0599976,33.61206436,456.0599976,39.46086121,576.0200195,23.80907059,,,525.9699707,36.85451508,,,530.8900146,37.7560463,,,,,,
491.9400024,12.63577938,,,516.960022,34.49885178,456.9599915,39.69826508,577.0499878,22.5526123,,,527.0100098,37.87685394,,,531.9400024,37.58004379,,,,,,
492.980011,13.17535496,,,518.0300293,33.84366226,458.0299988,39.28168106,577.9400024,22.37167358,,,528.0499878,36.48148346,,,532.9799805,36.26501465,,,,,,
494.019989,13.05802345,,,518.9299927,34.61193085,458.9299927,39.98488235,578.9699707,22.19880295,,,528.9500122,35.21872711,,,533.8800049,36.02222443,,,,,,
