CdS 40sec ODE2 Toluene1 ex340,,CdS 50sec ODE2 Toluene1 ex335,,CdS 50sec ODE2 Toluene1 em420,,CdS 50sec ODE2 Toluene1 ex337,,CdS 50sec ODE2 Toluene1 ex345,,CdS 50sec ODE2 Toluene1 ex325,,CdS 50sec ODE2 Toluene1 em410,,CdS 50sec ODE2 Toluene1 ex333,,CdS 50sec ODE2 Toluene1 ex345,,CdS 50sec ODE2 Toluene1 ex345,,CdS 50sec ODE2 Toluene1 ex335,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
441.9599915,213.8315887,436.9599915,162.9952393,332,201.5826721,438.9299927,159.8536072,446.9599915,150.964798,426.9200134,172.6566772,332,212.0215454,434.8399963,166.6482239,446.9599915,149.2687073,441.9599915,66.90740967,431.9599915,95.90892792,
443.0299988,210.8079071,437.8699951,161.4216614,333.0700073,204.9097748,439.8399963,157.9611206,447.8699951,146.3079224,427.8399963,170.3388824,333.0700073,213.2408905,435.8999939,162.5621948,447.8699951,148.2663422,443.0299988,62.26766968,433.0299988,94.62152863,
443.9299927,210.0368042,438.9299927,159.6811829,334,205.6074524,440.8999939,157.6592407,448.9299927,146.7934875,428.9200134,167.4645081,334,211.1248627,436.9599915,159.8016663,448.9299927,142.5574188,443.9299927,61.75730896,433.9299927,91.0082016,
445,209.1744537,439.8399963,154.0558319,335.0700073,207.4668579,441.9599915,154.5358124,449.8399963,144.324585,429.8399963,166.2614288,335.0700073,212.1655273,437.8699951,158.5655518,449.8399963,144.593689,445,59.38508606,435,88.66597748,
446.0599976,202.438858,440.8999939,152.8822784,336,205.748703,442.8699951,151.440918,450.8999939,142.5173492,430.8999939,160.569458,336,210.8328857,438.9299927,152.9793091,450.8999939,143.5862885,446.0599976,57.60424805,436.0599976,83.13619232,
446.9599915,199.7426147,441.9599915,148.9031219,337.0700073,208.4038544,443.9299927,149.519989,451.9599915,140.3394623,431.9599915,154.9231262,337.0700073,210.5622711,439.8399963,152.0484009,451.9599915,141.4202423,446.9599915,57.22052002,436.9599915,82.23381805,
448.0299988,198.6201019,442.8699951,146.9594269,338,204.2990875,444.8399963,149.1037445,452.8699951,139.6635895,432.8699951,157.4464569,338,206.1566467,440.8999939,147.5902405,452.8699951,135.0245819,448.0299988,53.41488647,438.0299988,84.52718353,
448.9299927,200.5511017,443.9299927,144.1967468,339.0700073,205.734787,445.8999939,144.371048,453.9299927,138.4404144,433.9299927,152.4389648,339.0700073,205.7091827,441.9599915,144.1816101,453.9299927,133.2539978,448.9299927,50.10159302,438.9299927,78.11396027,
450,193.0036163,444.8399963,140.816391,340,207.5187225,446.9599915,140.8980713,454.8399963,135.8605652,434.8399963,150.6871185,340,203.9590607,442.8699951,146.9275513,454.8399963,133.7106781,450,47.9434967,440,73.99562836,
451.0599976,190.2421875,445.8999939,138.301178,341.0700073,207.5703583,447.8699951,140.6133423,455.8999939,136.3780365,435.8999939,144.822937,341.0700073,204.7866821,443.9299927,143.4520874,455.8999939,134.6908112,451.0599976,47.4168396,441.0599976,70.13092804,
451.9599915,191.0145111,446.9599915,135.2050476,342,201.5591583,448.9299927,138.5101929,456.9599915,131.1517944,436.9599915,142.6744537,342,198.183075,444.8399963,139.4171448,456.9599915,131.3817749,451.9599915,46.04537964,441.9599915,66.97296906,
453.0299988,184.9386444,447.8699951,135.6950989,343.0700073,204.6100616,449.8399963,136.1613464,457.8699951,128.2988129,437.8699951,144.1865082,343.0700073,197.7539063,445.8999939,137.0594788,457.8699951,129.3513489,453.0299988,45.44139099,443.0299988,66.06439972,
453.9299927,181.4526367,448.9299927,134.8906555,344,204.8615265,450.8999939,135.3209839,458.9299927,128.3080902,438.9299927,138.629425,344,196.8493805,446.9599915,131.5479126,458.9299927,124.5099258,453.9299927,41.24110413,443.9299927,63.33521271,
455,185.3323822,449.8399963,132.7861176,345.0700073,199.3219452,451.9599915,129.3656769,459.8399963,126.3282471,439.8399963,135.9468994,345.0700073,194.220047,447.8699951,132.793335,459.8399963,126.5619583,455,40.63446045,445,59.65471649,
456.0599976,176.7577362,450.8999939,130.5741425,346,199.2545624,452.8699951,130.348587,460.8999939,123.3544006,440.8999939,132.1803894,346,188.5055237,448.9299927,132.0924988,460.8999939,124.651268,456.0599976,37.29289246,446.0599976,58.87627411,
456.9599915,174.4326935,451.9599915,128.4424591,347.0700073,195.6531372,453.9299927,125.9749451,461.9599915,119.681366,441.9599915,132.134552,347.0700073,186.2573395,449.8399963,128.0445862,461.9599915,120.5541916,456.9599915,33.88938904,446.9599915,54.46926117,
458.0299988,171.7924957,452.8699951,123.7250214,348,193.8608551,454.8399963,125.5076599,462.8699951,116.2234497,442.8699951,126.9905548,348,179.6397858,450.8999939,126.9987717,462.8699951,117.1631699,458.0299988,34.59803772,448.0299988,54.22336578,
458.9299927,166.519104,453.9299927,123.4377441,349.0700073,191.1547089,455.8999939,123.3723907,463.9299927,116.2544556,443.9299927,123.0708008,349.0700073,177.0346222,451.9599915,124.5818863,463.9299927,117.6248093,458.9299927,32.74026489,448.9299927,51.18801117,
460,164.2131653,454.8399963,119.2556,350,183.6568298,456.9599915,118.6825256,464.8399963,115.2267456,444.8399963,124.4399414,350,172.539444,452.8699951,121.1898117,464.8399963,114.7722855,460,27.61787415,450,51.73325348,
461.0599976,161.80159,455.8999939,120.2895813,351.0700073,180.5916901,457.8699951,120.050354,465.8999939,111.6447449,445.8999939,121.1718445,351.0700073,168.2393646,453.9299927,119.7014236,465.8999939,112.8459091,461.0599976,27.30111694,451.0599976,48.95218658,
461.9599915,163.6912384,456.9599915,118.8138123,352,180.5315857,458.9299927,118.4777527,466.9599915,109.4608002,446.9599915,120.0466309,352,163.6405334,454.8399963,116.4903488,466.9599915,109.39077,461.9599915,26.52122498,451.9599915,45.71073151,
463.0299988,157.3015442,457.8699951,118.6115723,353.0700073,171.465683,459.8399963,113.8078003,467.8699951,108.32901,447.8699951,118.7845764,353.0700073,157.2089844,455.8999939,115.8879929,467.8699951,107.9556046,463.0299988,24.5443573,453.0299988,43.7009964,
463.9299927,154.5339508,458.9299927,114.0060425,354,169.4882202,460.8999939,114.9619293,468.9299927,106.6468964,448.9299927,116.5519562,354,152.8082886,456.9599915,113.5856857,468.9299927,106.3018875,463.9299927,23.54911804,453.9299927,42.42536163,
465,152.8909149,459.8399963,112.2664948,355.0700073,167.0132141,461.9599915,113.6169434,469.8399963,103.6055298,449.8399963,112.6647339,355.0700073,148.1314545,457.8699951,111.8455887,469.8399963,105.8482895,465,20.69546509,455,41.84485626,
466.0599976,151.5344849,460.8999939,110.5789642,356,163.0640411,462.8699951,111.6761627,470.8999939,103.8841629,450.8999939,110.0789948,356,145.160553,458.9299927,108.0012589,470.8999939,101.6638794,466.0599976,16.21115112,456.0599976,40.17623138,
466.9599915,148.3152466,461.9599915,107.8281555,357.0700073,158.4979858,463.9299927,106.7340546,471.9599915,99.0397644,451.9599915,110.6759491,357.0700073,139.3863525,459.8399963,108.8958664,471.9599915,98.74887848,466.9599915,14.82472229,456.9599915,36.80490875,
468.0299988,141.9767609,462.8699951,107.3791046,358,153.2092285,464.8399963,105.1232605,472.8699951,98.39389038,452.8699951,107.9176788,358,134.2039185,460.8999939,107.2596817,472.8699951,97.87784576,468.0299988,12.44194031,458.0299988,36.09514618,
468.9299927,140.8241425,463.9299927,103.375885,359.0700073,150.7384338,465.8999939,102.6891785,473.9299927,94.91596985,453.9299927,107.3569183,359.0700073,129.0291595,461.9599915,102.6706619,473.9299927,97.26898956,468.9299927,11.3894577,458.9299927,33.69141388,
470,139.7505493,464.8399963,101.2538528,360,145.6005249,466.9599915,101.4187469,474.8399963,94.87303162,454.8399963,102.9800415,360,125.9602509,462.8699951,101.2063522,474.8399963,94.91734314,470,8.538612366,460,30.27147675,
471.0599976,136.0540924,465.8999939,99.76564789,361.0700073,142.6819763,467.8699951,100.0728836,475.8999939,91.03879547,455.8999939,102.581192,361.0700073,123.3950958,463.9299927,99.77144623,475.8999939,93.05602264,471.0599976,7.635147095,461.0599976,27.88443756,
471.9599915,133.3456421,466.9599915,96.77762604,362,141.216568,468.9299927,100.0372009,476.9599915,92.68090057,456.9599915,101.7718506,362,116.9066315,464.8399963,95.51424408,476.9599915,86.88650513,471.9599915,5.686569214,461.9599915,27.11182404,
473.0299988,130.0583954,467.8699951,97.57213593,363.0700073,136.5573578,469.8399963,95.42076111,477.8699951,88.328125,457.8699951,100.9264679,363.0700073,115.0190735,465.8999939,97.08812714,477.8699951,86.90110779,473.0299988,3.441520691,463.0299988,24.1266861,
473.9299927,128.2094879,468.9299927,95.12625122,364,129.8167877,470.8999939,93.45427704,478.9299927,88.5772934,458.9299927,95.97835541,364,111.6219635,466.9599915,95.26110077,478.9299927,85.96273041,473.9299927,1.722892761,463.9299927,23.83444977,
475,125.4367676,469.8399963,91.89504242,365.0700073,127.4347992,471.9599915,91.52664948,479.8399963,84.14038849,459.8399963,96.37794495,365.0700073,107.2223511,467.8699951,92.986763,479.8399963,82.92443085,475,-2.10080719,465,18.73828125,
476.0599976,120.6152802,470.8999939,87.46541595,366,124.3891449,472.8699951,88.94953918,480.8999939,81.92589569,460.8999939,97.33787537,366,101.1362534,468.9299927,93.01451874,480.8999939,80.5309906,476.0599976,-2.763084412,466.0599976,19.59249115,
476.9599915,119.0931396,471.9599915,86.58125305,367.0700073,116.7097321,473.9299927,85.55434418,481.9599915,81.46259308,461.9599915,93.50731659,367.0700073,95.78032684,469.8399963,89.81420898,481.9599915,79.53253937,476.9599915,-4.70916748,466.9599915,16.19647217,
478.0299988,118.9404144,472.8699951,86.41454315,368,113.9081573,474.8399963,86.04016113,482.8699951,79.40881348,462.8699951,92.08419037,368,91.44192505,470.8999939,88.20339966,482.8699951,78.80158234,478.0299988,-9.299339294,468.0299988,16.39289093,
478.9299927,116.1813965,473.9299927,84.95947266,369.0700073,109.4965363,475.8999939,83.9785614,483.9299927,75.31112671,463.9299927,89.34521484,369.0700073,82.53492737,471.9599915,85.42067719,483.9299927,77.2677536,478.9299927,-9.780395508,468.9299927,15.23466492,
480,110.5153961,474.8399963,81.88804626,370,106.6930542,476.9599915,82.06338501,484.8399963,76.84624481,464.8399963,89.23139191,370,80.64962769,472.8699951,84.4039917,484.8399963,75.29192352,480,-9.548934937,470,11.58238983,
481.0599976,111.1645508,475.8999939,80.29392242,371.0700073,103.3394623,477.8699951,79.8780899,485.8999939,72.97051239,465.8999939,83.28363037,371.0700073,74.71793365,473.9299927,84.26386261,485.8999939,73.24073029,481.0599976,-14.47762299,471.0599976,10.41220093,
481.9599915,105.7239075,476.9599915,79.13800812,372,99.86235046,478.9299927,79.52350616,486.9599915,71.83448792,466.9599915,84.50271606,372,71.55878448,474.8399963,80.20178986,486.9599915,69.48566437,481.9599915,-13.51642609,471.9599915,10.44147491,
483.0299988,104.9751129,477.8699951,76.29143524,373.0700073,95.73554993,479.8399963,75.1501236,487.8699951,68.00592041,467.8699951,81.04358673,373.0700073,66.94667816,475.8999939,78.93824768,487.8699951,69.78408051,483.0299988,-15.94915771,473.0299988,7.214302063,
483.9299927,102.4924927,478.9299927,75.48810577,374,92.6749115,480.8999939,74.30593109,488.9299927,67.04295349,468.9299927,80.52050018,374,62.31071472,476.9599915,75.78300476,488.9299927,69.56221008,483.9299927,-16.83386993,473.9299927,5.049880981,
485,99.92328644,479.8399963,73.75704956,375.0700073,87.71633911,481.9599915,72.52441406,489.8399963,67.12407684,469.8399963,79.2106781,375.0700073,58.46218872,477.8699951,75.54640961,489.8399963,64.85354614,485,-20.08420563,475,2.200401306,
486.0599976,96.65484619,480.8999939,69.52096558,376,85.00630188,482.8699951,69.05426788,490.8900146,66.32711792,470.8999939,77.42516327,376,55.13523102,478.9299927,72.98834229,490.8900146,63.68933868,486.0599976,-21.33633423,476.0599976,1.782203674,
486.9599915,97.50656891,481.9599915,67.54348755,377.0700073,80.85974121,483.9299927,70.99299622,491.9400024,62.28382111,471.9599915,75.51193237,377.0700073,50.99679565,479.8399963,70.6175766,491.9400024,62.8028183,486.9599915,-23.58906555,476.9599915,-0.7297821045,
488.0299988,91.6437912,482.8699951,69.61077881,378,76.05049133,484.8399963,66.49616241,492.980011,61.53593445,472.8699951,74.0153656,378,48.33409882,480.8999939,68.18035126,492.980011,59.8131485,488.0299988,-25.7021637,478.0299988,-4.306556702,
488.9299927,91.99042511,483.9299927,68.12155914,379.0700073,72.39126587,485.8999939,66.51799774,493.8800049,59.48312378,473.9299927,71.41495514,379.0700073,44.27484131,481.9599915,66.04941559,493.8800049,59.94322968,488.9299927,-28.70983887,478.9299927,-5.368423462,
490,89.13535309,484.8399963,64.46921539,380,67.47642517,486.9599915,64.8314209,494.9200134,59.81281281,474.8399963,70.80771637,380,42.02046967,482.8699951,65.76040649,494.9200134,56.96490479,490,-25.577034,480,-5.318855286,
491.0400085,86.04071808,485.8999939,62.76113129,381.0700073,65.74360657,487.8699951,62.25278473,495.9700012,56.7719574,475.8999939,68.94284058,381.0700073,39.14122772,483.9299927,63.85356903,495.9700012,56.58891296,491.0400085,-29.97072601,481.0599976,-9.696769714,
491.9400024,82.28870392,486.9599915,61.93261719,382,61.75594711,488.9299927,61.36881256,496.8599854,55.98659515,476.9599915,67.62193298,382,35.32707977,484.8399963,62.43473816,496.8599854,53.30267334,491.9400024,-32.35641479,481.9599915,-11.09049988,
492.980011,81.00359344,487.8699951,59.29862213,383.0700073,58.29336166,489.8399963,59.52856445,497.9100037,53.25582123,477.8699951,64.36486053,383.0700073,31.31108284,485.8999939,59.22737885,497.9100037,53.87918854,492.980011,-33.17290497,483.0299988,-12.79548645,
494.019989,78.14357758,488.9299927,57.64889526,384,54.00562668,490.8900146,58.74133301,498.9500122,52.52225494,478.9299927,65.00278473,384,28.92364693,486.9599915,59.92430115,498.9500122,50.55101776,494.019989,-35.79718018,483.9299927,-14.48544312,
495.0700073,78.00917816,489.8399963,56.1733017,385.0700073,50.09201431,491.9400024,55.45384216,499.8500061,50.82674408,479.8399963,62.17367554,385.0700073,26.0601368,487.8699951,58.81628418,499.8500061,50.41980743,495.0700073,-34.46891022,485,-15.32104492,
495.9700012,75.68412781,490.8900146,56.73690033,386,47.41225815,492.980011,54.5302124,500.8900146,49.30539703,480.8999939,60.87579346,386,24.21640587,488.9299927,59.9172287,500.8900146,47.92919159,495.9700012,-36.32231903,486.0599976,-17.61203003,
497.0100098,75.67459106,491.9400024,52.45601654,387.0700073,45.61117935,493.8800049,52.72650909,501.9400024,47.06809235,481.9599915,60.1603775,387.0700073,21.37535286,489.8399963,54.58161163,501.9400024,49.17023468,497.0100098,-36.50153351,486.9599915,-20.15599823,
498.0499878,72.4671936,492.980011,51.97413635,388,42.63811874,494.9200134,50.6667099,502.980011,46.4006424,482.8699951,57.15522766,388,19.14853096,490.8900146,52.52246857,502.980011,46.59933472,498.0499878,-40.55161285,488.0299988,-20.430336,
498.9500122,70.36415863,493.8800049,51.2869873,389.0700073,37.30899048,495.9700012,48.19219208,503.8800049,43.84453583,483.9299927,55.47068787,389.0700073,16.56632423,491.9400024,52.07055664,503.8800049,41.98047638,498.9500122,-41.75164032,488.9299927,-21.56809998,
500,70.10745239,494.9200134,48.02967834,390,35.78754425,496.8599854,49.49420929,504.9200134,44.47473907,484.8399963,54.9079895,390,14.83350182,492.980011,50.28793335,504.9200134,44.17188263,500,-44.87804413,490,-22.55535889,
501.0400085,64.17281342,495.9700012,46.67006683,391.0599976,33.95714951,497.9100037,49.5304718,505.9700012,44.3585968,485.8999939,53.4394455,391.0599976,12.55531502,493.8800049,48.61828613,505.9700012,41.06009674,501.0400085,-44.98681641,491.0400085,-24.53897095,
501.9400024,64.67890167,496.8599854,47.44817352,391.9599915,32.32095337,498.9500122,46.5995636,506.8599854,41.23139572,486.9599915,52.70829773,391.9599915,9.799814224,494.9200134,48.60621643,506.8599854,40.1489563,501.9400024,-47.19029999,491.9400024,-25.06370544,
502.980011,61.45098114,497.9100037,45.07582092,393.0299988,29.90125656,499.8500061,45.53840637,507.9100037,41.95048141,487.8699951,52.47657776,393.0299988,7.886520386,495.9700012,45.24836731,507.9100037,40.63188171,502.980011,-48.46509552,492.980011,-26.30300903,
504.019989,62.58810425,498.9500122,44.08796692,393.9299927,27.15632629,500.8900146,44.3874054,508.9500122,38.88278961,488.9299927,49.48297882,393.9299927,6.437925339,496.8599854,45.69856262,508.9500122,37.60147858,504.019989,-49.23140717,494.019989,-29.16088104,
505.0700073,60.26634979,499.8500061,41.94022369,395,24.79623795,501.9400024,44.6856842,509.8500061,37.51012039,489.8399963,47.58657837,395,4.310548782,497.9100037,43.15628052,509.8500061,37.0514679,505.0700073,-52.59738159,495.0700073,-30.86330414,
505.9700012,57.47003937,500.8900146,40.9026947,396.0599976,21.96504593,502.980011,41.49865723,510.8999939,37.06301498,490.8900146,47.58262634,396.0599976,2.466537476,498.9500122,43.4539032,510.8999939,36.16460419,505.9700012,-52.35580444,495.9700012,-31.43273926,
507.0100098,57.29597473,501.9400024,39.52606201,396.9599915,20.60431671,503.8800049,40.71929169,511.9599915,34.92869949,491.9400024,45.72361755,396.9599915,1.341178894,499.8500061,41.0875473,511.9599915,34.09854126,507.0100098,-51.87792969,497.0100098,-34.63069153,
508.0499878,55.51078796,502.980011,38.31980133,398.0299988,18.68175888,504.9200134,41.15616608,512.8699951,35.51535034,492.980011,45.2516098,398.0299988,-0.2845745087,500.8900146,39.63018036,512.8699951,35.92656708,508.0499878,-53.03488159,498.0499878,-34.92176819,
508.9500122,53.69173431,503.8800049,37.72180176,398.9299927,16.62094879,505.9700012,36.44351959,513.9299927,32.62062836,493.8800049,45.37689209,398.9299927,-1.996648788,501.9400024,38.7776413,513.9299927,33.34293365,508.9500122,-55.55136871,498.9500122,-35.91239166,
510,50.39120483,504.9200134,37.20574188,400,14.4443779,506.8599854,36.51803589,514.8400269,33.24385071,494.9200134,41.01065063,400,-2.137477875,502.980011,38.31537247,514.8400269,32.00797272,510,-56.68424606,500,-37.13412476,
511.0599976,49.07532501,505.9700012,36.00604248,401.0700073,12.17187119,507.9100037,35.05266571,515.9000244,32.91270828,495.9700012,41.49219513,,,503.8800049,35.8900528,515.9000244,31.45818138,511.0599976,-57.10279846,501.0400085,-38.79172516,
511.9599915,48.66808319,506.8599854,36.31072998,402,10.06132889,508.9500122,32.54248047,516.960022,30.39830399,496.8599854,40.76035309,,,504.9200134,35.17937851,516.960022,30.66939354,511.9599915,-57.69815063,501.9400024,-38.63961029,
513.0300293,47.45620728,507.9100037,33.64015198,403.0700073,8.205867767,509.8500061,35.1557312,517.8699951,30.05183792,497.9100037,38.37682343,,,505.9700012,32.81639099,517.8699951,30.61114311,513.0300293,-58.48361206,502.980011,-40.07025146,
513.9299927,44.32984161,508.9500122,32.11484528,404,7.576705933,510.8999939,31.50795937,518.9299927,29.13125229,498.9500122,37.73162842,,,506.8599854,32.80994797,518.9299927,28.31490898,513.9299927,-60.94492722,504.019989,-43.94419861,
515,44.30893707,509.8500061,30.88492393,405.0700073,6.40297699,511.9599915,31.9750576,519.8400269,27.53634644,499.8500061,35.25045013,,,507.9100037,31.43292618,519.8400269,26.7385807,515,-61.82681274,505.0700073,-43.75185776,
516.0599976,43.93706512,510.8999939,31.10783577,406,5.022174835,512.8699951,29.93749809,520.8900146,26.81812668,500.8900146,36.80860901,,,508.9500122,29.8405571,520.8900146,25.93108177,516.0599976,-64.14285278,505.9700012,-45.53056335,
516.960022,39.62863159,511.9599915,29.51413918,407.0700073,3.319038391,513.9299927,29.11651421,521.9400024,25.77339935,501.9400024,34.73889923,,,509.8500061,32.33277893,521.9400024,24.15905571,516.960022,-63.10824966,507.0100098,-45.45394897,
518.0300293,41.84368896,512.8699951,27.17094994,408,2.584098816,514.8400269,28.60194588,522.9799805,24.89498901,502.980011,32.18991089,,,510.8999939,28.1339035,522.9799805,23.15875435,518.0300293,-64.38685608,508.0499878,-47.96743393,
518.9299927,39.66997528,513.9299927,27.10679436,409.0700073,0.9097118378,515.9000244,26.27430534,523.8800049,24.78374863,503.8800049,32.09061432,,,511.9599915,28.52631378,523.8800049,23.36172676,518.9299927,-65.65499878,508.9500122,-47.55426407,
520,38.08911896,514.8400269,26.63835335,410,0.3281326294,516.960022,25.19870949,524.9199829,22.29995728,504.9200134,30.18704414,,,512.8699951,27.13333511,524.9199829,23.08009148,520,-66.29455566,510,-50.02314758,
521.039978,37.52560425,515.9000244,24.86572075,,,517.8699951,25.80278206,525.9699707,21.83872223,505.9700012,29.78917122,,,513.9299927,25.93901062,525.9699707,22.21569633,521.039978,-69.2572937,511.0599976,-50.94636154,
521.9400024,35.66670609,516.960022,24.41232491,,,518.9299927,22.70278358,526.8599854,19.48827362,506.8599854,29.00865746,,,514.8400269,24.24776077,526.8599854,21.32157326,521.9400024,-67.29125214,511.9599915,-49.32095337,
522.9799805,32.99840164,517.8699951,23.64164925,,,519.8400269,22.79230309,527.9099731,21.44344711,507.9100037,27.11518669,,,515.9000244,25.28510284,527.9099731,20.14103889,522.9799805,-68.76812744,513.0300293,-51.94411469,
524.0200195,34.8895607,518.9299927,21.74216652,,,520.8900146,22.37663841,528.9500122,19.42782593,508.9500122,27.51859474,,,516.960022,22.19697952,528.9500122,20.23330498,524.0200195,-71.09269714,513.9299927,-53.62459564,
525.0700073,32.06884384,519.8400269,21.89415932,,,521.9400024,22.03457451,529.8499756,19.11690521,509.8500061,26.2462368,,,517.8699951,23.20362854,529.8499756,19.23118019,525.0700073,-70.504776,515,-52.92300034,
525.9699707,30.55461121,520.8900146,20.73673439,,,522.9799805,20.39766121,530.8900146,17.49130249,510.8999939,25.25098991,,,518.9299927,23.192276,530.8900146,17.88154793,525.9699707,-70.75292969,516.0599976,-54.47314835,
527.0100098,30.28135681,521.9400024,20.93648338,,,523.8800049,20.06835365,531.9400024,17.48250198,511.9599915,24.01374626,,,519.8400269,21.64580154,531.9400024,17.24454689,527.0100098,-72.11276245,516.960022,-54.84519196,
528.0499878,29.52149582,522.9799805,20.26600838,,,524.9199829,19.40549278,532.9799805,17.57472992,512.8699951,24.66035652,,,520.8900146,19.18552017,532.9799805,16.41543007,528.0499878,-72.90091705,518.0300293,-56.43157196,
