CdSe 30 sec ex335,,CdSe 30 sec em410,,CdSe 30 sec ex340,,CdSe 30 sec em500,,CdSe 30 sec ex380,,CdSe 30 sec em420,,CdSe 30 sec ex345,,CdSe 30 sec ex350,,CdSe 30 sec ex355,,CdSe 30 sec ex360,,CdSe 30 sec ex365,,CdSe 30 sec em430,,CdSe 30 sec em440,,CdSe 30 sec em450,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
494.9200134,31.86219788,390,11.70144749,500,38.03796387,410,47.82651901,540,28.67195892,390,27.76199532,504.9200134,40.95279694,510,41.85810852,514.8400269,41.27930069,520,39.35545349,524.9199829,35.19736099,390,39.1535759,390,48.26441193,390,52.6949501,
495.9700012,32.60105896,391.0599976,11.41830158,501.0400085,37.37171173,411.0599976,46.51348495,541.0200195,28.64050674,391.0599976,25.36575317,505.9700012,41.10025024,511.0599976,41.49610519,515.9000244,40.40987015,521.039978,37.93820953,525.9699707,35.2437706,391.0599976,38.45273209,391.0599976,45.92037201,391.0599976,50.90768433,
496.8599854,34.02417755,391.9599915,10.27221012,501.9400024,38.26750183,411.9599915,46.453022,542.0499878,27.86486816,391.9599915,24.35095596,506.8599854,40.9091835,511.9599915,39.28451538,516.960022,39.32891083,521.9400024,37.37229919,526.8599854,34.65504456,391.9599915,36.34145355,391.9599915,45.03157043,391.9599915,50.87559509,
497.9100037,34.13488388,393.0299988,9.122231483,502.980011,37.71200562,413.0299988,45.44500732,542.9400024,26.61003494,393.0299988,24.22819138,507.9100037,38.83935928,513.0300293,40.0145874,517.8699951,37.66553497,522.9799805,35.45868683,527.9099731,33.19011307,393.0299988,35.20175552,393.0299988,43.23266602,393.0299988,49.9577179,
498.9500122,34.0995903,393.9299927,8.048996925,504.019989,36.83454132,413.9299927,44.16553116,543.9699707,26.20188904,393.9299927,21.94397354,508.9500122,39.67030334,513.9299927,40.11286926,518.9299927,38.30303192,524.0200195,36.08499146,528.9500122,32.68490982,393.9299927,34.67335892,393.9299927,42.5411911,393.9299927,48.00721741,
499.8500061,33.47536087,395,7.507314682,505.0700073,35.36999512,415,44.21824646,545,26.88384247,395,21.31277657,509.8500061,39.19060516,515,39.19567108,519.8400269,38.11113358,525.0700073,34.53599548,529.8499756,31.24856186,395,32.13083649,395,40.15843201,395,47.65514374,
500.8900146,32.93858337,396.0599976,6.775606155,505.9700012,36.67327118,416.0599976,42.97315979,546.0200195,24.93178558,396.0599976,19.70952606,510.8999939,37.47185135,516.0599976,37.94626617,520.8900146,37.19772339,525.9699707,34.96728516,530.8900146,31.42664719,396.0599976,30.58345413,396.0599976,38.71363831,396.0599976,45.65352631,
501.9400024,34.72846222,396.9599915,5.944709778,507.0100098,36.32376099,416.9599915,42.76517105,547.0499878,24.50833893,396.9599915,18.53750801,511.9599915,37.10843658,516.960022,36.76251221,521.9400024,35.38883972,527.0100098,33.46240997,531.9400024,30.24703979,396.9599915,29.2447052,396.9599915,36.98744965,396.9599915,44.83304596,
502.980011,32.2179184,398.0299988,4.949290276,508.0499878,34.45158386,418.0299988,43.18296814,547.9400024,24.04100227,398.0299988,17.12004852,512.8699951,37.71616364,518.0300293,37.23794937,522.9799805,35.70468521,528.0499878,32.2263031,532.9799805,30.94620895,398.0299988,27.94029999,398.0299988,36.64798737,398.0299988,43.41335678,
503.8800049,33.32945251,398.9299927,3.969108582,508.9500122,35.16853333,418.9299927,42.80700302,548.9699707,23.32840729,398.9299927,16.39666939,513.9299927,37.38760376,518.9299927,35.3297081,523.8800049,34.68692017,528.9500122,31.9738903,533.8800049,28.58886719,398.9299927,26.94189835,398.9299927,34.95967865,398.9299927,41.48362732,
504.9200134,32.32801437,400,3.5007267,510,33.87490082,420,41.75860214,550,23.07102203,400,15.18767548,514.8400269,34.66412735,520,34.82328415,524.9199829,33.01751709,530,31.35069466,534.9199829,28.2419281,400,24.99710464,400,33.10965729,400,41.31008911,
505.9700012,32.69179916,,,511.0599976,32.89676666,421.0700073,41.93434525,551.039978,22.18772888,401.0700073,13.96038628,515.9000244,35.61066055,521.039978,34.86185074,525.9699707,33.11595917,531.039978,31.90641594,535.9699707,28.45241547,401.0700073,23.60653877,401.0700073,31.54380989,401.0700073,39.32072067,
506.8599854,31.10362244,,,511.9599915,33.14550018,422,40.8595314,551.9400024,22.01804924,402,13.22543335,516.960022,34.8647995,521.9400024,35.24205017,526.8599854,33.01618195,531.9400024,29.83264732,536.8599854,27.41543961,402,22.4138546,402,30.7990284,402,37.15862274,
507.9100037,30.9692955,,,513.0300293,32.90558624,423.0700073,40.87478638,552.9799805,22.12633133,403.0700073,11.96759987,517.8699951,34.47187042,522.9799805,33.08927536,527.9099731,32.53018951,532.9799805,29.89271736,537.9099731,26.78596115,403.0700073,20.460783,403.0700073,29.78703499,403.0700073,36.56497955,
508.9500122,30.15304565,,,513.9299927,31.86641121,424,40.78782272,554.0200195,20.69003677,404,10.7673378,518.9299927,32.30261993,524.0200195,32.27721786,528.9500122,32.51622391,534.0200195,29.02452278,538.9500122,25.81957245,404,19.72770309,404,27.81799507,404,35.34075546,
509.8500061,29.93982697,,,515,32.87813568,425.0700073,39.55582809,555.0700073,20.44904327,405.0700073,9.920927048,519.8400269,31.68799591,525.0700073,32.24905396,529.8499756,31.58468056,535.0700073,28.53552055,539.8499756,25.87985611,405.0700073,19.32747269,405.0700073,26.93483925,405.0700073,34.12751007,
510.8999939,29.73093033,,,516.0599976,31.17059898,426,39.27278137,555.9699707,20.40102386,406,9.098178864,520.8900146,31.77264023,525.9699707,31.02150917,530.8900146,29.68771172,535.9699707,28.0613575,540.8800049,25.29051208,406,17.67769623,406,25.89119911,406,32.85992813,
511.9599915,29.70345306,,,516.960022,29.38982582,427.0700073,38.69368744,557.0100098,19.54039574,407.0700073,8.229549408,521.9400024,30.98134232,527.0100098,30.87231255,531.9400024,30.09427452,537.0100098,27.05745125,541.9099731,24.94773483,407.0700073,16.22439384,407.0700073,24.02251244,407.0700073,30.90540695,
512.8699951,29.44904709,,,518.0300293,30.3537159,428,37.6146431,558.0499878,19.02441025,408,7.916668415,522.9799805,31.41641998,528.0499878,30.76133537,532.9799805,27.44127846,538.0499878,26.80262184,542.9400024,24.52906036,408,14.98807907,408,22.54961395,408,30.30389023,
513.9299927,29.24756622,,,518.9299927,29.57514763,429.0700073,38.10916519,558.9500122,19.02800751,409.0700073,7.021429539,523.8800049,30.35490036,528.9500122,29.25427818,533.8800049,28.13773918,538.9500122,25.88459587,543.9699707,23.5745163,409.0700073,14.4534626,409.0700073,21.72781563,409.0700073,28.83986282,
514.8400269,27.45108986,,,520,29.20974159,430,35.8311615,560,17.82025528,410,5.952916622,524.9199829,30.2497673,530,30.2800312,534.9199829,27.06860924,540,25.48265648,544.8499756,22.20794296,410,13.19504929,410,20.40418625,410,27.01556778,
515.9000244,28.03889084,,,521.039978,28.3435154,431.0599976,36.74331284,561.039978,17.61185837,,,525.9699707,29.0006218,531.039978,27.934412,535.9699707,26.48637009,541.0200195,24.44117737,545.8800049,22.38946533,411.0599976,11.53220367,411.0599976,18.94062996,411.0599976,26.0884552,
516.960022,27.08189774,,,521.9400024,27.38367271,431.9599915,35.80314255,561.9400024,17.20379829,,,526.8599854,29.296772,531.9400024,28.19827843,536.8599854,26.29202843,542.0499878,23.64458084,546.9099731,22.23903275,411.9599915,10.97478867,411.9599915,18.06493568,411.9599915,24.55673409,
517.8699951,27.4274559,,,522.9799805,28.43658638,433.0299988,35.21219254,562.9799805,16.21938515,,,527.9099731,28.73095322,532.9799805,28.32303047,537.9099731,26.67742348,542.9400024,22.93281174,547.9400024,20.08271027,413.0299988,9.566860199,413.0299988,17.24068832,413.0299988,23.82949066,
518.9299927,27.33790016,,,524.0200195,26.97084618,433.9299927,36.05025864,564.0200195,15.88189125,,,528.9500122,26.28999519,534.0200195,27.0074749,538.9500122,25.1939106,543.9699707,22.19137764,548.9699707,20.06145096,413.9299927,8.510948181,413.9299927,15.79904938,413.9299927,23.02141762,
519.8400269,26.71497726,,,525.0700073,25.58203316,435,34.7566452,565.0700073,16.03738403,,,529.8499756,26.92438889,535.0700073,25.92313576,539.8499756,24.4132061,545,22.15993881,549.8499756,19.83180237,415,7.406236172,415,14.26214409,415,21.41983986,
520.8900146,25.55216408,,,525.9699707,25.64248848,436.0599976,34.30648041,565.9699707,15.63574982,,,530.8900146,26.22880936,535.9699707,25.45782089,540.8800049,23.71437073,546.0200195,21.56956291,550.8900146,19.72285461,416.0599976,6.265323162,416.0599976,12.97538948,416.0599976,20.28847122,
521.9400024,24.61706161,,,527.0100098,25.18887901,436.9599915,33.71295166,567.0100098,15.80404663,,,531.9400024,24.97921944,537.0100098,25.55208778,541.9099731,24.52330971,547.0499878,21.39089394,551.9400024,19.41440201,416.9599915,5.65153265,416.9599915,12.02956009,416.9599915,18.88869476,
522.9799805,24.05678749,,,528.0499878,25.57392311,438.0299988,33.29624176,568.0499878,15.27684021,,,532.9799805,25.1223526,538.0499878,24.69842148,542.9400024,23.85809517,547.9400024,20.79934311,552.9799805,18.36532974,418.0299988,4.974135876,418.0299988,11.23729897,418.0299988,18.21001053,
523.8800049,23.48756981,,,528.9500122,23.54847145,438.9299927,32.0463562,568.9500122,14.59833717,,,533.8800049,23.69740868,538.9500122,23.78280067,543.9699707,22.85046577,548.9699707,20.60174179,553.8800049,17.90151978,418.9299927,4.286218166,418.9299927,10.24676323,418.9299927,17.30471039,
524.9199829,22.92330933,,,530,22.78115463,440,31.18640137,570,13.88429642,,,534.9199829,24.25959969,540,22.86034966,544.8499756,21.82050133,550,19.67951393,554.9199829,17.74160004,420,3.286886692,420,9.849515915,420,16.1970787,
525.9699707,22.95534897,,,531.039978,23.38524437,441.0599976,30.93096542,571.0200195,13.20872307,,,535.9699707,23.54442596,541.0200195,22.63273239,545.8800049,22.252388,551.039978,19.80652046,555.9699707,16.98182297,,,421.0700073,9.042639732,421.0700073,15.82966614,
526.8599854,23.442873,,,531.9400024,22.41537857,441.9599915,30.41195297,572.0499878,12.95713997,,,536.8599854,22.69669533,542.0499878,21.43485069,546.9099731,20.54491234,551.9400024,18.95161438,556.8599854,17.58596802,,,422,8.497437477,422,15.16777611,
527.9099731,22.20932198,,,532.9799805,22.01876068,443.0299988,29.22546768,572.9400024,13.48555374,,,537.9099731,22.92199707,542.9400024,22.36500549,547.9400024,19.87709618,552.9799805,18.85861397,557.9099731,16.58731461,,,423.0700073,7.682836533,423.0700073,14.50012016,
528.9500122,21.43638229,,,534.0200195,21.38638306,443.9299927,28.94803238,573.9699707,13.07337189,,,538.9500122,23.37560463,543.9699707,21.32141685,548.9699707,19.54009628,554.0200195,17.8027153,558.9500122,15.77455235,,,424,7.447068214,424,14.05472755,
529.8499756,21.23937416,,,535.0700073,20.64874458,445,28.96063232,575,11.36893082,,,539.8499756,21.606493,545,21.88460922,549.8499756,20.67933464,555.0700073,17.54889107,559.8499756,15.99140835,,,425.0700073,6.270317078,425.0700073,13.16314125,
530.8900146,20.64534187,,,535.9699707,20.79290771,446.0599976,28.45602036,576.0200195,11.84488106,,,540.8800049,21.17884254,546.0200195,21.01875114,550.8900146,19.90497971,555.9699707,17.20018768,560.8900146,15.4635458,,,426,5.802575111,426,12.21293259,
531.9400024,19.62651634,,,537.0100098,20.56685638,446.9599915,27.20881653,577.0499878,11.82943535,,,541.9099731,20.98516083,547.0499878,20.73150635,551.9400024,18.63335419,557.0100098,16.99019241,561.9400024,14.79433346,,,427.0700073,4.762392044,427.0700073,11.58930779,
532.9799805,20.10520554,,,538.0499878,19.73706436,448.0299988,27.40062714,577.9400024,11.73081779,,,542.9400024,20.41993332,547.9400024,19.2195282,552.9799805,17.87526894,558.0499878,17.13256454,562.9799805,14.14969921,,,428,4.274373055,428,10.9041214,
533.8800049,19.56887436,,,538.9500122,19.12624931,448.9299927,26.73258591,578.9699707,11.40678596,,,543.9699707,20.30719376,548.9699707,18.67860603,553.8800049,18.49461174,558.9500122,15.89549637,563.8800049,13.54074764,,,429.0700073,3.694349289,429.0700073,9.96254158,
534.9199829,19.04187965,,,540,19.40580559,450,25.60390091,580,10.57697105,,,544.8499756,19.3353672,550,18.66524887,554.9199829,17.81066322,560,15.57807541,564.9199829,13.67755032,,,430,3.385676384,430,10.02436829,
535.9699707,19.19342613,,,541.0200195,18.14131165,451.0599976,25.18096542,581.0200195,10.98589325,,,545.8800049,20.56782722,551.039978,18.74694633,555.9699707,17.5439167,561.039978,15.19518661,565.9699707,13.76918697,,,,,431.0599976,9.211904526,
536.8599854,18.80110168,,,542.0499878,18.37339973,451.9599915,24.60749435,582.0499878,9.991600037,,,546.9099731,19.31762314,551.9400024,18.70945549,556.8599854,16.59536362,561.9400024,15.33568001,566.8599854,12.75636387,,,,,431.9599915,8.503890991,
537.9099731,18.40203476,,,542.9400024,18.3919239,453.0299988,23.95745468,582.9400024,9.995088577,,,547.9400024,18.51993942,552.9799805,18.28138542,557.9099731,16.67273712,562.9799805,13.1524086,567.9099731,12.60368824,,,,,433.0299988,8.151578903,
538.9500122,17.99358177,,,543.9699707,18.24811172,453.9299927,23.71586609,583.9699707,9.681051254,,,548.9699707,17.61386299,554.0200195,16.54268837,558.9500122,16.12849808,564.0200195,14.08491707,568.9500122,11.67744541,,,,,433.9299927,7.518656254,
539.8499756,16.64352417,,,545,17.13599968,455,23.3427887,585,9.795204163,,,549.8499756,18.19095612,555.0700073,16.95536995,559.8499756,15.36182594,565.0700073,13.74445915,569.8499756,12.35628414,,,,,435,6.793059826,
540.8800049,17.68312645,,,546.0200195,17.18025017,456.0599976,22.55978775,586.0200195,9.156076431,,,550.8900146,18.00280952,555.9699707,16.41029549,560.8900146,14.68609047,565.9699707,13.90718842,570.8800049,11.88527012,,,,,436.0599976,6.465818882,
541.9099731,16.91058159,,,547.0499878,16.56503677,456.9599915,21.93438721,587.0499878,8.786298752,,,551.9400024,16.63178635,557.0100098,16.21642113,561.9400024,14.87285995,567.0100098,13.3705616,571.9099731,11.30008411,,,,,436.9599915,5.641667843,
542.9400024,16.52936745,,,547.9400024,15.40253067,458.0299988,21.95561218,587.9400024,8.427974701,,,552.9799805,16.94353485,558.0499878,16.49736977,562.9799805,15.13878441,568.0499878,12.40458488,572.9400024,10.97194004,,,,,438.0299988,5.088659763,
543.9699707,15.71936035,,,548.9699707,16.60703087,458.9299927,20.82516861,588.9699707,8.216924667,,,553.8800049,16.78100204,558.9500122,16.52548027,563.8800049,14.09115791,568.9500122,12.73633766,573.9699707,10.75632381,,,,,438.9299927,4.62100935,
544.8499756,14.94544601,,,550,16.65743446,460,20.63370514,590,8.034646988,,,554.9199829,16.30411148,560,15.64081955,564.9199829,14.35235596,570,12.24562263,574.8499756,10.3293581,,,,,440,4.322241306,
545.8800049,15.96333694,,,551.039978,15.40362549,461.0599976,20.95841599,591.0200195,8.621391296,,,555.9699707,15.61905479,561.039978,14.62458992,565.9699707,14.54750633,571.0200195,11.46054459,575.8800049,10.22988605,,,,,,,
546.9099731,14.87087059,,,551.9400024,15.09304428,461.9599915,20.05588913,592.0499878,7.542948246,,,556.8599854,15.52704239,561.9400024,14.67298889,566.8599854,12.70342445,572.0499878,11.72498703,576.9099731,9.485228539,,,,,,,
547.9400024,14.25993538,,,552.9799805,15.00630379,463.0299988,19.27714539,592.9400024,7.184558392,,,557.9099731,15.3578186,562.9799805,14.11598396,567.9099731,13.33063316,572.9400024,10.81712151,577.9400024,10.15509129,,,,,,,
548.9699707,14.09626961,,,554.0200195,14.27392769,463.9299927,19.56032944,593.9699707,7.794660091,,,558.9500122,14.8210144,564.0200195,14.16431999,568.9500122,12.45433998,573.9699707,11.17332077,578.9699707,9.540781975,,,,,,,
549.8499756,13.98279381,,,555.0700073,13.9766674,465,18.40177155,595,6.997876644,,,559.8499756,14.87207031,565.0700073,13.68600082,569.8499756,11.90714455,575,10.39315605,579.8499756,9.13869381,,,,,,,
550.8900146,13.64921951,,,555.9699707,13.1439724,466.0599976,17.91604996,596.0200195,6.531983852,,,560.8900146,15.06231499,565.9699707,12.88450813,570.8800049,12.95428658,576.0200195,10.7715683,580.8800049,8.747689247,,,,,,,
551.9400024,13.08824921,,,557.0100098,13.15394783,466.9599915,18.38100815,597.0499878,6.07240057,,,561.9400024,12.79631233,567.0100098,13.73555183,571.9099731,12.39645576,577.0499878,10.23230934,581.9099731,9.1652174,,,,,,,
552.9799805,13.09203148,,,558.0499878,13.31579399,468.0299988,17.84470367,597.9400024,6.399820805,,,562.9799805,13.19027138,568.0499878,12.91919708,572.9400024,11.4269886,577.9400024,9.640190125,582.9400024,8.740268707,,,,,,,
553.8800049,13.41244125,,,558.9500122,13.11795807,468.9299927,17.76862717,598.9699707,6.32887125,,,563.8800049,13.31709671,568.9500122,13.66428757,573.9699707,11.61590004,578.9699707,9.793561935,583.9699707,7.710904121,,,,,,,
554.9199829,12.23053932,,,560,12.31625366,470,17.73082733,600,5.925141811,,,564.9199829,12.4780159,570,12.78871536,574.8499756,11.28328705,580,9.617574692,584.8499756,8.122344017,,,,,,,
555.9699707,12.70295334,,,561.039978,12.17257309,471.0599976,17.45018768,601.0200195,5.27046442,,,565.9699707,12.93841553,571.0200195,12.82811356,575.8800049,11.08841324,581.0200195,8.645025253,585.8800049,7.018870354,,,,,,,
556.8599854,12.9632473,,,561.9400024,12.04656792,471.9599915,17.49285507,602.0499878,5.55620718,,,566.8599854,11.38570023,572.0499878,12.11548233,576.9099731,11.3226223,582.0499878,8.639948845,586.9099731,7.76758194,,,,,,,
557.9099731,11.81720543,,,562.9799805,11.80600929,473.0299988,16.76662064,602.9400024,5.391317844,,,567.9099731,11.87348747,572.9400024,11.55057716,577.9400024,10.36913109,582.9400024,8.95572567,587.9400024,7.083945274,,,,,,,
558.9500122,12.25237656,,,564.0200195,11.30734062,473.9299927,16.81980896,603.9699707,4.821352482,,,568.9500122,11.94877434,573.9699707,11.11766624,578.9699707,9.68608284,583.9699707,8.139862061,588.9699707,7.295550346,,,,,,,
559.8499756,11.71531487,,,565.0700073,11.1129446,475,17.17222977,605,4.530305386,,,569.8499756,11.55560875,575,9.633090973,579.8499756,9.771224976,585,8.619997978,589.8499756,7.38120079,,,,,,,
560.8900146,11.91223145,,,565.9699707,10.67011452,476.0599976,16.8553772,606.0200195,5.443623066,,,570.8800049,11.22171021,576.0200195,10.72882652,580.8800049,9.863746643,586.0200195,8.123178482,590.8800049,6.684417725,,,,,,,
561.9400024,10.94682693,,,567.0100098,11.08460808,476.9599915,17.3877449,607.0499878,4.480751514,,,571.9099731,11.10934448,577.0499878,10.57778931,581.9099731,9.348730087,587.0499878,8.003552437,591.9099731,6.471085548,,,,,,,
562.9799805,10.65540218,,,568.0499878,10.6929245,478.0299988,17.26026535,607.9400024,4.430126667,,,572.9400024,10.6564827,577.9400024,10.31946564,582.9400024,9.374528885,587.9400024,7.337485313,592.9400024,6.496702194,,,,,,,
563.8800049,10.40182686,,,568.9500122,9.785552025,478.9299927,17.03958511,608.9699707,4.219230175,,,573.9699707,9.889947891,578.9699707,10.09749413,583.9699707,9.068647385,588.9699707,7.567540169,593.9699707,5.868003845,,,,,,,
564.9199829,10.41762447,,,570,10.24192047,480,16.36332321,610,3.509392262,,,574.8499756,11.21771431,580,9.543840408,584.8499756,7.955473423,590,7.197731972,594.8499756,6.406050682,,,,,,,
565.9699707,10.07947731,,,571.0200195,10.16470623,481.0400085,16.66308594,611.0100098,3.961692333,,,575.8800049,10.37649345,581.0200195,9.557451248,585.8800049,8.291940689,591.0200195,6.927549362,595.8800049,5.848040581,,,,,,,
566.8599854,9.342340469,,,572.0499878,9.722358704,481.9400024,16.93073654,612.0200195,3.877446651,,,576.9099731,9.623275757,582.0499878,9.484708786,586.9099731,8.533935547,592.0499878,6.544504166,596.9099731,5.647064209,,,,,,,
567.9099731,9.431145668,,,572.9400024,9.751389503,482.980011,16.21173096,613.039978,3.478284359,,,577.9400024,9.812639236,582.9400024,9.534025192,587.9400024,8.465118408,592.9400024,6.582865715,597.9400024,5.596435547,,,,,,,
568.9500122,10.43253136,,,573.9699707,9.73472023,484.019989,16.34930038,614.0499878,3.674752712,,,578.9699707,9.41775322,583.9699707,9.207702637,588.9699707,7.854864597,593.9699707,6.402010918,598.9699707,5.346118927,,,,,,,
569.8499756,8.913119316,,,575,9.619824409,485.0700073,16.70861053,615.0700073,3.633949757,,,579.8499756,9.471839905,585,8.502351761,589.8499756,8.376501083,595,6.219701767,599.8499756,4.853171349,,,,,,,
570.8800049,8.884961128,,,576.0200195,8.708694458,485.9700012,16.10148621,615.9400024,3.143823147,,,580.8800049,8.881929398,586.0200195,8.079061508,590.8800049,7.011160374,596.0200195,5.609269142,600.8800049,4.845686913,,,,,,,
571.9099731,9.51994133,,,577.0499878,8.486676216,487.0100098,16.25603104,616.9500122,2.741449833,,,581.9099731,9.518009186,587.0499878,8.924915314,591.9099731,7.422980785,597.0499878,5.747735977,,,,,,,,,
572.9400024,8.961567879,,,577.9400024,8.747361183,488.0499878,16.01519394,617.9699707,2.410030842,,,582.9400024,9.211992264,587.9400024,7.828041553,592.9400024,7.476533413,597.9400024,5.911458969,,,,,,,,,
573.9699707,9.217884064,,,578.9699707,7.985157967,488.9500122,15.89401722,618.9799805,3.137732983,,,583.9699707,8.998781204,588.9699707,7.632369518,593.9699707,6.763520718,598.9699707,5.489142418,,,,,,,,,
574.8499756,8.021434784,,,580,8.323479652,490,15.60319233,620,2.726183414,,,584.8499756,8.497301102,590,7.923448086,594.8499756,7.130635738,600,5.003866196,,,,,,,,,
575.8800049,8.423113823,,,581.0200195,8.453309059,,,621.0200195,2.34870863,,,585.8800049,8.360780716,591.0200195,7.777156353,595.8800049,6.589056492,,,,,,,,,,,
576.9099731,7.812462807,,,582.0499878,7.385076523,,,622.0499878,2.203662395,,,586.9099731,8.35369873,592.0499878,7.472991467,596.9099731,6.147506237,,,,,,,,,,,
577.9400024,7.944271088,,,582.9400024,7.416049004,,,622.9400024,2.249637127,,,587.9400024,8.035480499,592.9400024,6.927998066,597.9400024,6.221963406,,,,,,,,,,,
578.9699707,7.910906792,,,583.9699707,7.209921837,,,623.9699707,1.663339138,,,588.9699707,7.602916241,593.9699707,7.759967327,598.9699707,6.564676762,,,,,,,,,,,
579.8499756,6.908226013,,,585,7.397892952,,,625,1.54088068,,,589.8499756,8.057872772,595,6.837563992,599.8499756,6.12271452,,,,,,,,,,,
580.8800049,8.461338043,,,586.0200195,7.334980965,,,626.0200195,1.723621845,,,590.8800049,7.488048077,596.0200195,6.754724979,600.8800049,6.020358562,,,,,,,,,,,
581.9099731,7.063742638,,,587.0499878,6.945326805,,,627.0499878,1.32696867,,,591.9099731,7.406372547,597.0499878,6.908921719,,,,,,,,,,,,,
582.9400024,7.020392418,,,587.9400024,6.80744648,,,627.9400024,1.617943287,,,592.9400024,6.643330097,597.9400024,6.264582157,,,,,,,,,,,,,
583.9699707,6.621338844,,,588.9699707,6.713870049,,,628.9699707,1.246950626,,,593.9699707,6.991038799,598.9699707,6.225099087,,,,,,,,,,,,,
584.8499756,6.295410156,,,590,6.537858963,,,630,0.9233059883,,,594.8499756,6.609708309,600,6.091640949,,,,,,,,,,,,,
585.8800049,7.05117321,,,591.0200195,6.20307827,,,631.0100098,0.9409127235,,,595.8800049,6.669523716,,,,,,,,,,,,,,,
586.9099731,5.917579651,,,592.0499878,5.839682579,,,632.0200195,0.6643776894,,,596.9099731,6.521584034,,,,,,,,,,,,,,,
587.9400024,6.633709908,,,592.9400024,5.578983307,,,633.039978,0.6491703987,,,597.9400024,6.263989925,,,,,,,,,,,,,,,
588.9699707,6.605134964,,,593.9699707,6.28821373,,,634.0499878,0.6441311836,,,598.9699707,6.09878397,,,,,,,,,,,,,,,
589.8499756,6.243812561,,,595,5.441785812,,,635.0700073,0.5386667252,,,599.8499756,6.441066265,,,,,,,,,,,,,,,
590.8800049,6.027265549,,,596.0200195,5.77908802,,,635.9400024,0.6200060844,,,600.8800049,6.316460133,,,,,,,,,,,,,,,
591.9099731,5.183264732,,,597.0499878,5.301316261,,,636.9500122,-0.1248373985,,,,,,,,,,,,,,,,,,,
592.9400024,5.864071846,,,597.9400024,5.573573112,,,637.9699707,0.3200950623,,,,,,,,,,,,,,,,,,,
593.9699707,5.944252968,,,598.9699707,5.413415909,,,638.9799805,-0.09969758987,,,,,,,,,,,,,,,,,,,
594.8499756,5.172567368,,,600,5.036254883,,,640,-0.1940593719,,,,,,,,,,,,,,,,,,,
595.8800049,5.892929077,,,,,,,641.0100098,-0.1925163269,,,,,,,,,,,,,,,,,,,
596.9099731,5.214549065,,,,,,,642.0200195,-0.1468119621,,,,,,,,,,,,,,,,,,,
597.9400024,5.465139389,,,,,,,643.039978,-0.4975743294,,,,,,,,,,,,,,,,,,,
598.9699707,5.405365944,,,,,,,644.0499878,-0.4880008698,,,,,,,,,,,,,,,,,,,
599.8499756,4.264530182,,,,,,,645.0700073,-0.523059845,,,,,,,,,,,,,,,,,,,
600.8800049,5.028077126,,,,,,,645.9400024,-0.6872425079,,,,,,,,,,,,,,,,,,,
,,,,,,,,646.9500122,-0.9955153465,,,,,,,,,,,,,,,,,,,
,,,,,,,,647.9699707,-1.043334961,,,,,,,,,,,,,,,,,,,
,,,,,,,,648.9799805,-1.476677418,,,,,,,,,,,,,,,,,,,
,,,,,,,,650,-0.816699028,,,,,,,,,,,,,,,,,,,

CdSe 30 sec ex335,
CdSe 30 sec ex335
Collection Time: 8/19/2022 12:55:00 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        345.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               335.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:23:21 PM
Method Modifications:
Excitation Wavelength Changed: 8/19/2022 12:28:50 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:28:50 PM, Old: 400.00, New: 310.00
Zero Mode Changed: 8/19/2022 12:28:52 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:28:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:28 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:30:28 PM, Old: 300.00, New: 200.00
Emission Wavelength Changed: 8/19/2022 12:30:28 PM, Old: 310.00, New: 380.00
Stop Wavelength Changed: 8/19/2022 12:30:28 PM, Old: 600.00, New: 370.00
Zero Mode Changed: 8/19/2022 12:30:31 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:30:31 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:31:25 PM, Old:OFF, New:ON
Zero Mode Changed: 8/19/2022 12:31:50 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:31:50 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:33:27 PM, Old:Excitation, New:Emission
