CdSe 30 sec ex335,,CdSe 30 sec em410,,CdSe 30 sec ex340,,CdSe 30 sec em500,,CdSe 30 sec ex380,,CdSe 30 sec em420,,CdSe 30 sec ex345,,CdSe 30 sec ex350,,CdSe 30 sec ex355,,CdSe 30 sec ex360,,CdSe 30 sec ex365,,CdSe 30 sec em430,,CdSe 30 sec em440,,CdSe 30 sec em450,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
407.8399963,69.61987305,303.0700073,19.96843719,413.0299988,70.69268799,322.9599915,21.6880188,453.0299988,62.40140152,303.0700073,18.93134689,417.8699951,74.79897308,423.0700073,74.17724609,427.8399963,75.25997162,433.0299988,71.70635986,437.8699951,72.19989014,303.0700073,14.47747803,303.0700073,12.29319954,303.0700073,10.67292023,
408.9200134,70.69998932,304,22.11102295,413.9299927,70.78196716,324.0599976,21.97399902,453.9299927,61.54421616,304,19.77894211,418.9299927,73.5109787,424,74.29399872,428.9200134,72.90112305,433.9299927,73.31510162,438.9299927,70.70191956,304,15.75818634,304,11.67182159,304,11.14286613,
409.8399963,68.38861847,305.0700073,23.63399506,415,71.43065643,325,22.7463913,455,61.36990738,305.0700073,21.62932396,419.8399963,74.64051819,425.0700073,73.74220276,429.8399963,74.77975464,435,72.72345734,439.8399963,69.86536407,305.0700073,17.29562569,305.0700073,13.53561401,305.0700073,12.78927231,
410.8999939,70.57469177,306,25.21609879,416.0599976,71.57077026,325.9299927,25.03197861,456.0599976,61.48906326,306,23.28222466,420.9200134,75.90737915,426,74.69660187,430.8999939,74.44496918,436.0599976,71.59914398,440.8999939,69.37184906,306,19.23559189,306,15.10067749,306,13.06488228,
411.9599915,69.47370148,307.0700073,27.21458054,416.9599915,72.25427246,327.0299988,25.67644882,456.9599915,61.11648178,307.0700073,24.83094215,421.8399963,74.76300812,427.0700073,74.9705658,431.9599915,74.71589661,436.9599915,73.53013611,441.9599915,68.88473511,307.0700073,21.2289753,307.0700073,17.48807526,307.0700073,13.73788452,
412.8699951,69.79745483,308,29.02643204,418.0299988,70.79905701,327.9599915,25.09176636,458.0299988,59.99267197,308,26.29881096,422.9200134,74.72563934,428,74.71209717,432.8699951,74.6733017,438.0299988,72.13758087,442.8699951,69.50574493,308,22.9671154,308,18.48398781,308,14.49687386,
413.9299927,70.17288971,309.0700073,30.23148346,418.9299927,73.53904724,329.0599976,26.32876205,458.9299927,60.36323929,309.0700073,29.20197868,423.8399963,75.99588776,429.0700073,76.15607452,433.9299927,74.05418396,438.9299927,71.48436737,443.9299927,67.82990265,309.0700073,23.00053406,309.0700073,19.33054161,309.0700073,15.57182121,
414.8399963,68.41642761,310,31.66334915,420,73.02735901,330,28.18291092,460,59.44904709,310,29.69880486,424.9200134,73.09991455,430,74.98107147,434.8399963,72.63622284,440,72.82219696,444.8399963,69.17357635,310,24.82266426,310,20.42178535,310,16.21065712,
415.8999939,69.41376495,311.0700073,34.16503143,421.0700073,72.82355499,331.0700073,30.2518959,461.0599976,58.8445015,311.0700073,31.55807686,425.8399963,74.05677795,431.0599976,74.66098785,435.8999939,74.56906891,441.0599976,70.79177856,445.8999939,68.22299957,311.0700073,26.90304184,311.0700073,21.74587822,311.0700073,17.81002998,
416.9599915,70.24177551,312,34.14133453,422,72.52314758,332,30.41366959,461.9599915,58.35177994,312,32.58777237,426.9200134,74.4730072,431.9599915,72.34881592,436.9599915,72.15154266,441.9599915,71.4256134,446.9599915,67.84846497,312,26.44794846,312,22.86959267,312,18.65275383,
417.8699951,70.59894562,313.0700073,36.90094757,423.0700073,71.06517792,333.0700073,30.97773361,463.0299988,57.51295853,313.0700073,33.88416672,427.8399963,74.69744873,433.0299988,73.52167511,437.8699951,72.40544891,443.0299988,71.33430481,447.8699951,67.3801651,313.0700073,28.61784363,313.0700073,23.32045937,313.0700073,20.90694046,
418.9299927,69.77084351,314,38.99013901,424,72.61934662,334,31.33045197,463.9299927,57.80080032,314,35.5318222,428.9200134,73.72913361,433.9299927,72.35791016,438.9299927,71.26842499,443.9299927,71.18906403,448.9299927,68.08050537,314,30.69323349,314,25.43583488,314,20.37734985,
419.8399963,68.35843658,315.0700073,40.50682831,425.0700073,71.19309998,335.0700073,33.80580902,465,57.75328445,315.0700073,37.97192383,429.8399963,74.02899933,435,72.87819672,439.8399963,71.29615784,445,70.6202774,449.8399963,67.45678711,315.0700073,31.35377121,315.0700073,25.87861061,315.0700073,22.43535614,
420.9200134,68.15907288,316,41.3352623,426,71.98188782,336,33.88934326,466.0599976,55.61010361,316,38.75196457,430.8999939,72.37845612,436.0599976,71.54270172,440.8999939,70.17379761,446.0599976,69.4864502,450.8999939,66.05846405,316,32.33832932,316,27.46410179,316,24.23633766,
421.8399963,70.47212982,317.0700073,45.28728867,427.0700073,71.8724823,337.0700073,35.15225601,466.9599915,55.69278336,317.0700073,40.34922409,431.9599915,73.3728714,436.9599915,70.76784515,441.9599915,71.60312653,446.9599915,71.33647919,451.9599915,66.45638275,317.0700073,35.45877075,317.0700073,29.69320488,317.0700073,24.17910576,
422.9200134,68.67784119,318,45.93922043,428,69.74889374,338,34.31323242,468.0299988,54.95621872,318,42.81071091,432.8699951,72.22939301,438.0299988,69.79547119,442.8699951,71.67350769,448.0299988,69.49034119,452.8699951,65.59583282,318,36.3433609,318,29.84443092,318,25.2127018,
423.8399963,68.82637787,319.0700073,47.37846375,429.0700073,71.38137054,339.0700073,36.02796555,468.9299927,54.48521042,319.0700073,43.42036438,433.9299927,73.24129486,438.9299927,71.72621155,443.9299927,71.16825104,448.9299927,67.80323792,453.9299927,65.64899445,319.0700073,38.83662415,319.0700073,30.97848701,319.0700073,26.2497406,
424.9200134,67.76113892,320,50.05706787,430,69.83055115,340,38.06822968,470,55.98188782,320,48.24849701,434.8399963,70.83242798,440,70.32130432,444.8399963,69.0536499,450,68.1270752,454.8399963,65.59836578,320,39.78805923,320,33.57093811,320,27.09093475,
425.8399963,66.79221344,320.9299927,52.11267471,431.0599976,68.19658661,341.0700073,38.94887543,471.0599976,54.49946213,320.9299927,48.9405899,435.8999939,72.12030029,441.0599976,68.97068787,445.8999939,68.8521347,451.0599976,66.76783752,455.8999939,63.15841293,320.9299927,41.93954849,320.9299927,35.66172791,320.9299927,30.38897705,
426.9200134,65.49175262,322.0299988,53.74616623,431.9599915,67.86338806,342,39.76584625,471.9599915,54.00483322,322.0299988,49.05840302,436.9599915,69.87853241,441.9599915,69.69124603,446.9599915,69.89082336,451.9599915,67.28585052,456.9599915,63.34393692,322.0299988,43.48624802,322.0299988,36.95133972,322.0299988,30.6263237,
427.8399963,67.47825623,322.9599915,56.21762466,433.0299988,68.51712036,343.0700073,40.35681534,473.0299988,54.80917358,322.9599915,52.09253311,437.8699951,68.66259003,443.0299988,68.08226013,447.8699951,70.36997986,453.0299988,66.72147369,457.8699951,63.32487106,322.9599915,44.77226257,322.9599915,38.01391602,322.9599915,32.52579117,
428.9200134,65.68718719,324.0599976,57.88710785,433.9299927,66.93251801,344,41.72940063,473.9299927,53.19589996,324.0599976,53.91610336,438.9299927,67.88333893,443.9299927,68.05519867,448.9299927,65.98819733,453.9299927,65.77542877,458.9299927,62.46460342,324.0599976,47.4865799,324.0599976,39.71067047,324.0599976,34.7297287,
429.8399963,64.1003418,325,57.81912231,435,65.16775513,345.0700073,41.46175766,475,53.12171173,325,56.84614944,439.8399963,66.10206604,445,68.02949524,449.8399963,68.01139832,455,64.50615692,459.8399963,62.07723618,325,48.55137634,325,40.38456726,325,35.69568634,
430.8999939,63.85687256,325.9299927,57.63639832,436.0599976,64.22983551,346,42.44050598,476.0599976,52.99993134,325.9299927,57.43388748,440.8999939,67.57798004,446.0599976,66.01628876,450.8999939,66.75989532,456.0599976,63.18893433,460.8999939,60.80981827,325.9299927,49.75321579,325.9299927,42.74272156,325.9299927,38.41716003,
431.9599915,62.77783966,327.0299988,61.58595657,436.9599915,63.76198578,347.0700073,42.79550171,476.9599915,53.58757401,327.0299988,58.73785019,441.9599915,67.19538879,446.9599915,66.55192566,451.9599915,66.60063171,456.9599915,64.10263824,461.9599915,61.29006577,327.0299988,51.05054855,327.0299988,43.48466492,327.0299988,37.3230629,
432.8699951,61.99176025,327.9599915,62.54675674,438.0299988,63.78139496,348,45.22755814,478.0299988,53.05226135,327.9599915,61.44276047,442.8699951,66.320755,448.0299988,66.10057068,452.8699951,65.32229614,458.0299988,63.67073822,462.8699951,59.38480759,327.9599915,53.19248199,327.9599915,45.11924744,327.9599915,38.54350281,
433.9299927,60.36816406,329.0599976,63.17712021,438.9299927,63.52292633,349.0700073,45.65813065,478.9299927,53.02235794,329.0599976,61.35331345,443.9299927,63.6086731,448.9299927,65.06674194,453.9299927,65.27498627,458.9299927,62.26316833,463.9299927,58.63679123,329.0599976,53.88813782,329.0599976,47.06686401,329.0599976,40.82899094,
434.8399963,61.09645844,330,62.83055496,440,63.6423111,350,46.6444664,480,52.87460709,330,61.61872482,444.8399963,66.62477112,450,65.64354706,454.8399963,64.29440308,460,60.24226379,464.8399963,58.46077347,330,55.25927734,330,49.39502716,330,40.28619003,
435.8999939,60.24176788,331.0700073,64.89749908,441.0599976,60.87480164,351.0700073,46.5691452,481.0599976,52.94221497,331.0700073,65.24110413,445.8999939,62.99295807,451.0599976,64.00815582,455.8999939,63.5393486,461.0599976,61.50666046,465.8999939,57.34972,331.0700073,58.5095253,331.0700073,51.25179291,331.0700073,43.27134323,
436.9599915,59.47501373,332,67.39938354,441.9599915,62.19410706,352,47.50658417,481.9599915,53.13661194,332,66.43937683,446.9599915,62.30244446,451.9599915,62.1115799,456.9599915,61.768116,461.9599915,61.30393982,466.9599915,57.35528183,332,60.65670395,332,52.06613922,332,43.12876511,
437.8699951,59.42447662,333.0700073,67.09289551,443.0299988,58.97132874,353.0700073,49.36860275,483.0299988,54.50764847,333.0700073,66.33751678,447.8699951,62.47676086,453.0299988,62.2733078,457.8699951,60.9284935,463.0299988,60.72249603,467.8699951,54.85433578,333.0700073,61.44604874,333.0700073,53.08978271,333.0700073,44.95201874,
438.9299927,59.35931396,334,68.85368347,443.9299927,58.60334015,354,48.81893539,483.9299927,54.69913483,334,68.75244141,448.9299927,61.59355164,453.9299927,61.64007568,458.9299927,61.67116165,463.9299927,57.48146057,468.9299927,56.05619049,334,61.46284866,334,53.95013428,334,46.40519333,
439.8399963,56.43703461,335.0700073,67.34822083,445,60.19612885,355.0700073,49.32852173,485,54.49917984,335.0700073,67.48878479,449.8399963,61.64733887,455,60.60910034,459.8399963,59.50268173,465,56.48803711,469.8399963,53.81325531,335.0700073,63.49982071,335.0700073,54.14326477,335.0700073,47.98627853,
440.8999939,55.64567566,336,69.71930695,446.0599976,56.90240479,356,49.64577103,486.0599976,54.97802353,336,69.38214111,450.8999939,59.83472443,456.0599976,59.66373444,460.8999939,59.78423691,466.0599976,57.00577545,470.8999939,53.28453064,336,65.79626465,336,55.6062088,336,48.78920364,
441.9599915,53.56666565,337.0700073,67.09955597,446.9599915,57.60321808,357.0700073,50.57212448,486.9599915,56.28660202,337.0700073,72.04018402,451.9599915,59.72399139,456.9599915,58.94036484,461.9599915,57.86567688,466.9599915,55.24549866,471.9599915,52.51545334,337.0700073,65.67293549,337.0700073,58.43199921,337.0700073,50.46894836,
442.8699951,56.19104385,338,66.80354309,448.0299988,56.92454529,358,51.12111664,488.0299988,57.06126022,338,72.02510834,452.8699951,59.02939224,458.0299988,60.0150528,462.8699951,57.59928131,468.0299988,55.07199097,472.8699951,53.50592804,338,66.87037659,338,59.26764679,338,51.32620621,
443.9299927,55.1060257,339.0700073,68.34703064,448.9299927,58.22054291,359.0700073,51.77839661,488.9299927,55.94151306,339.0700073,72.17984772,453.9299927,58.72101212,458.9299927,57.45103073,463.9299927,57.76162338,468.9299927,54.96832275,473.9299927,53.49069977,339.0700073,67.27825165,339.0700073,59.94181824,339.0700073,53.61623764,
444.8399963,53.05310822,340,70.20192719,450,54.91121674,360,52.88424301,490,56.20930862,340,71.2562027,454.8399963,56.21608353,460,57.72691727,464.8399963,55.55365753,470,56.22236633,474.8399963,52.00218964,340,68.69268036,340,59.89655304,340,54.7492218,
445.8999939,53.6496315,341.0700073,67.40476227,451.0599976,53.90119934,361.0700073,52.5627594,491.0400085,56.82223892,341.0700073,72.88895416,455.8999939,58.30177689,461.0599976,56.53141022,465.8999939,54.13628387,471.0599976,52.93466949,475.8999939,51.93627548,341.0700073,71.67752838,341.0700073,62.00067139,341.0700073,53.92206192,
446.9599915,51.01094818,342,67.19145203,451.9599915,54.6630249,362,53.78359604,491.9400024,57.39428329,342,73.36116791,456.9599915,55.82735443,461.9599915,58.69359207,466.9599915,53.63733292,471.9599915,53.48064423,476.9599915,51.58720016,342,68.76672363,342,63.72831726,342,56.35442352,
447.8699951,50.31507874,343.0700073,67.82554626,453.0299988,52.65848541,363.0700073,54.37649536,492.980011,57.2295723,343.0700073,71.74014282,457.8699951,56.55942917,463.0299988,53.57526779,467.8699951,53.49971771,473.0299988,51.70308685,477.8699951,50.41415787,343.0700073,72.90551758,343.0700073,64.08893585,343.0700073,58.04211807,
448.9299927,49.60872269,344,67.92747498,453.9299927,52.6318512,364,55.34680939,494.019989,57.70428848,344,75.80026245,458.9299927,54.00624084,463.9299927,53.58847046,468.9299927,52.70966721,473.9299927,51.47441864,478.9299927,50.99703979,344,72.66607666,344,63.95530701,344,57.64365387,
449.8399963,48.32401276,345.0700073,65.59706879,455,51.97451782,365.0700073,54.60334396,495.0700073,58.46469498,345.0700073,73.65678406,459.8399963,53.22335434,465,53.27266312,469.8399963,50.98838043,475,51.02703094,479.8399963,49.94113159,345.0700073,73.31343079,345.0700073,64.55445862,345.0700073,58.75449753,
450.8999939,48.64374924,346,65.24514771,456.0599976,49.29351807,366,53.66736984,495.9700012,58.34761429,346,75.01482391,460.8999939,52.97712708,466.0599976,50.85529327,470.8999939,51.86885071,476.0599976,50.69263458,480.8999939,50.90422821,346,72.08747101,346,66.92726898,346,59.77708817,
451.9599915,48.15234375,347.0700073,65.563591,456.9599915,49.22288513,367.0700073,55.07030869,497.0100098,58.46494675,347.0700073,72.5351944,461.9599915,51.77209091,466.9599915,50.85393143,471.9599915,50.37562561,476.9599915,51.0003891,481.9599915,51.37513733,347.0700073,71.14006042,347.0700073,66.71437836,347.0700073,60.54432297,
452.8699951,46.93392944,348,64.32172394,458.0299988,48.8640976,368,56.36092758,498.0499878,58.18579483,348,71.64190674,462.8699951,50.80187607,468.0299988,51.34008789,472.8699951,51.25744629,478.0299988,50.96243286,482.8699951,52.0599823,348,74.12510681,348,67.43494415,348,59.41409683,
453.9299927,46.84319687,349.0700073,63.06661606,458.9299927,46.94425964,369.0700073,55.68090057,498.9500122,58.55017471,349.0700073,71.00632477,463.9299927,48.88319016,468.9299927,49.6187706,473.9299927,50.19066238,478.9299927,50.3874054,483.9299927,51.47702408,349.0700073,72.32932281,349.0700073,70.80776978,349.0700073,62.54475784,
454.8399963,44.06398773,350,63.52110672,460,46.83219147,370,58.93074799,500,57.78304672,350,73.77041626,464.8399963,49.68251801,470,49.2457428,474.8399963,49.14363861,480,50.50115967,484.8399963,51.39888,350,75.0100174,350,68.02928162,350,65.44695282,
455.8999939,44.86084366,351.0700073,61.41262436,461.0599976,47.94824982,371.0700073,57.9662323,501.0400085,56.73321915,351.0700073,71.10467529,465.8999939,47.82151031,471.0599976,49.73013687,475.8999939,49.26805115,481.0599976,50.25471497,485.8999939,51.63155746,351.0700073,72.10269928,351.0700073,69.99859619,351.0700073,63.70230484,
456.9599915,43.19946289,352,61.22574234,461.9599915,44.12387848,372,58.56719208,501.9400024,57.29814529,352,71.33945465,466.9599915,47.27983093,471.9599915,48.97486877,476.9599915,48.96250153,481.9599915,50.47824097,486.9599915,52.09212875,352,72.59814453,352,69.98026276,352,63.69496536,
457.8699951,44.74887848,353.0700073,59.91840744,463.0299988,44.83982086,373.0700073,58.93214417,502.980011,57.02708817,353.0700073,71.20477295,467.8699951,46.11724854,473.0299988,46.04681396,477.8699951,49.05023193,483.0299988,50.07855988,487.8699951,51.14284897,353.0700073,73.90240479,353.0700073,69.97936249,353.0700073,62.5509758,
458.9299927,43.27448273,354,58.35295486,463.9299927,44.38598633,374,58.23685074,504.019989,56.91901016,354,69.70654297,468.9299927,45.4224205,473.9299927,47.29496002,478.9299927,48.80360794,483.9299927,48.69921112,488.9299927,51.87253952,354,73.26143646,354,71.08390808,354,65.55394745,
459.8399963,42.11410522,355.0700073,56.27867126,465,43.87582397,375.0700073,59.93704987,505.0700073,57.28271103,355.0700073,71.01275635,469.8399963,46.60087204,475,46.19879913,479.8399963,48.17406845,485,50.15774536,489.8399963,50.42731857,355.0700073,75.07492065,355.0700073,70.5034256,355.0700073,66.87464142,
460.8999939,41.60840988,356,55.86128616,466.0599976,44.57459259,376,59.31043243,505.9700012,55.82835388,356,68.15595245,470.8999939,45.28929138,476.0599976,46.73903656,480.8999939,47.19007874,486.0599976,51.11513519,490.8900146,53.56521225,356,74.85202026,356,71.72592163,356,67.41994476,
461.9599915,39.7861824,357.0700073,54.51538467,466.9599915,41.23428345,377.0700073,59.36528015,507.0100098,54.99630356,357.0700073,68.62223053,471.9599915,43.92915344,476.9599915,44.75791168,481.9599915,47.45904541,486.9599915,51.18994141,491.9400024,53.42213058,357.0700073,72.36160278,357.0700073,69.65583038,357.0700073,67.39225769,
462.8699951,38.39914322,358,54.13364792,468.0299988,41.60811615,378,60.54776001,508.0499878,54.80742645,358,68.25466919,472.8699951,44.03743362,478.0299988,45.26265717,482.8699951,48.58694077,488.0299988,51.16538239,492.980011,53.58904648,358,73.69264221,358,70.16734314,358,68.60488892,
463.9299927,39.41069412,359.0700073,52.02627182,468.9299927,40.40661621,379.0700073,59.09073639,508.9500122,54.35842514,359.0700073,68.95710754,473.9299927,44.20298386,478.9299927,46.11883163,483.9299927,48.25793839,488.9299927,52.22084808,493.8800049,53.71867371,359.0700073,72.96666718,359.0700073,72.35370636,359.0700073,68.24842834,
464.8399963,39.21719742,360,51.71363449,470,39.51296997,380,59.28205109,510,52.11549759,360,66.81153107,474.8399963,42.90648651,480,44.95022964,484.8399963,48.42542648,490,52.57154083,494.9200134,53.64422607,360,72.74344635,360,71.3299942,360,67.93463135,
465.8999939,38.1920433,361.0700073,50.84067535,471.0599976,39.83933258,381.0700073,59.79612732,511.0599976,52.80293655,361.0700073,65.33222961,475.8999939,42.7660141,481.0599976,44.32218552,485.8999939,48.75389481,491.0400085,51.86578369,495.9700012,53.448452,361.0700073,71.98355865,361.0700073,72.51091003,361.0700073,68.03511047,
466.9599915,38.44687653,362,49.90435791,471.9599915,39.13413239,382,59.46373749,511.9599915,52.00143433,362,64.85240173,476.9599915,42.27314758,481.9599915,45.23680878,486.9599915,49.85301971,491.9400024,52.1707077,496.8599854,54.1843338,362,72.51107788,362,72.01281738,362,68.82286835,
467.8699951,36.94657516,363.0700073,47.94317627,473.0299988,37.63311768,383.0700073,58.90637207,513.0300293,51.15610504,363.0700073,64.69219971,477.8699951,41.264431,483.0299988,45.12751007,487.8699951,48.94048309,492.980011,52.46035767,497.9100037,53.92434692,363.0700073,71.48904419,363.0700073,70.62931061,363.0700073,70.1789093,
468.9299927,37.3693161,364,47.11164474,473.9299927,38.06283569,384,59.05820465,513.9299927,50.01395035,364,62.07077408,478.9299927,41.89473343,483.9299927,45.21434784,488.9299927,49.15734482,494.019989,52.99699402,498.9500122,53.3925972,364,69.82646179,364,71.50597382,364,68.67947388,
469.8399963,35.35987473,365.0700073,45.85652542,475,37.43416595,385.0700073,59.09651184,515,48.47438049,365.0700073,62.22838211,479.8399963,40.70062637,485,45.6701355,489.8399963,49.89890671,495.0700073,52.22010803,499.8500061,53.4611702,365.0700073,70.63766479,365.0700073,70.2579422,365.0700073,69.83068848,
470.8999939,34.57364655,366,45.10810089,476.0599976,36.9209671,386,58.93933105,516.0599976,48.438694,366,61.50636673,480.8999939,42.61639786,486.0599976,45.44397736,490.8900146,49.47465897,495.9700012,52.42877197,500.8900146,53.12276459,366,68.3892746,366,69.84999847,366,69.59732819,
471.9599915,34.84633636,367.0700073,42.43239212,476.9599915,36.31237793,387.0700073,59.15939331,516.960022,46.94007111,367.0700073,57.76976776,481.9599915,43.03746033,486.9599915,45.61580658,491.9400024,49.86013031,497.0100098,52.64368439,501.9400024,52.65526581,367.0700073,69.21286774,367.0700073,69.17942047,367.0700073,67.40908813,
472.8699951,33.61938095,368,41.26356888,478.0299988,36.10932922,388,57.61706924,518.0300293,47.78342056,368,59.15048599,482.8699951,40.88562393,488.0299988,45.53118515,492.980011,50.31727219,498.0499878,52.03382111,502.980011,51.88101959,368,66.92827606,368,70.45874023,368,67.08206177,
473.9299927,33.22090149,369.0700073,39.18282318,478.9299927,37.32823181,389.0700073,58.42317581,518.9299927,44.99456787,369.0700073,56.65906525,483.9299927,41.6047554,488.9299927,45.84041214,493.8800049,51.07060242,498.9500122,52.71879578,503.8800049,52.14337158,369.0700073,66.55966949,369.0700073,69.95752716,369.0700073,68.87406158,
474.8399963,32.94545364,370,37.62923431,480,35.73753357,390,58.04672241,520,45.99258423,370,57.63278198,484.8399963,40.97534943,490,47.91431046,494.9200134,50.39489746,500,53.3130722,504.9200134,49.9980011,370,65.137146,370,68.57348633,370,69.48268127,
475.8999939,32.2432785,371.0700073,36.24237823,481.0599976,35.1227951,391.0599976,57.69647598,521.039978,43.67161179,371.0700073,56.3365097,485.8999939,42.39489365,491.0400085,46.74226761,495.9700012,51.63633728,501.0400085,52.50944519,505.9700012,50.9248085,371.0700073,65.79428864,371.0700073,68.85402679,371.0700073,68.94394684,
476.9599915,33.48525238,372,34.81605911,481.9599915,35.45604706,391.9599915,57.876297,521.9400024,42.26992416,372,54.27648926,486.9599915,41.25789642,491.9400024,46.04473114,496.8599854,50.58561325,501.9400024,50.80294037,506.8599854,49.70123291,372,65.15439606,372,67.25009155,372,67.8478775,
477.8699951,32.63650894,373.0700073,33.77148056,483.0299988,37.43270111,393.0299988,56.50944519,522.9799805,42.75632858,373.0700073,53.78783798,487.8699951,41.57753754,492.980011,47.16565704,497.9100037,48.36423111,502.980011,51.04348755,507.9100037,48.70192719,373.0700073,63.08713913,373.0700073,66.82003021,373.0700073,67.84489441,
478.9299927,33.10499954,374,30.95050049,483.9299927,35.35812378,393.9299927,56.4251976,524.0200195,42.4790535,374,51.41182709,488.9299927,42.03743744,494.019989,46.44161606,498.9500122,49.4317131,504.019989,51.46085358,508.9500122,48.47576523,374,61.68021011,374,65.56674194,374,66.45849609,
479.8399963,32.09054565,375.0700073,29.51364517,485,37.2745285,395,56.05386734,525.0700073,40.60271454,375.0700073,50.63501358,489.8399963,42.94667816,495.0700073,47.03137589,499.8500061,51.24893188,505.0700073,50.9003067,509.8500061,47.98545074,375.0700073,60.92805099,375.0700073,65.43441772,375.0700073,66.56591797,
480.8999939,32.97337341,376,29.50094604,486.0599976,36.71263885,396.0599976,54.09135056,525.9699707,38.48448944,376,48.49947357,490.8900146,41.72874069,495.9700012,46.75286865,500.8900146,50.19480515,505.9700012,49.59676361,510.8999939,46.88940048,376,61.05900955,376,65.55581665,376,66.57956696,
481.9599915,31.51534271,377.0700073,28.18397141,486.9599915,37.00108337,396.9599915,54.86935806,527.0100098,38.80617905,377.0700073,47.60563278,491.9400024,42.17999649,497.0100098,46.90921402,501.9400024,49.91153336,507.0100098,49.65810394,511.9599915,47.80646896,377.0700073,58.86735153,377.0700073,64.26644135,377.0700073,66.47964478,
482.8699951,30.90005112,378,26.08359146,488.0299988,37.65545654,398.0299988,54.10198212,528.0499878,38.09825516,378,45.69225693,492.980011,43.02804565,498.0499878,46.64561081,502.980011,48.64163971,508.0499878,48.24863434,512.8699951,45.32309723,378,58.4539299,378,63.27055359,378,64.42333984,
483.9299927,31.69481659,379.0700073,25.80029678,488.9299927,36.11798096,398.9299927,53.76865005,528.9500122,37.71429825,379.0700073,43.58525467,493.8800049,43.45454407,498.9500122,46.77545166,503.8800049,48.3496666,508.9500122,48.0793457,513.9299927,45.67341995,379.0700073,56.19603348,379.0700073,61.72196198,379.0700073,64.35667419,
484.8399963,32.40121078,380,24.0928688,490,35.79932404,400,52.10026932,530,35.3679924,380,42.41845322,494.9200134,43.43375015,500,45.05551529,504.9200134,47.83607864,510,46.50223541,514.8400269,43.49071884,380,54.72158051,380,60.42279816,380,64.18198395,
485.8999939,32.20866394,381.0700073,22.4622345,491.0400085,36.0406723,401.0700073,51.61924744,531.039978,35.11866379,381.0700073,40.79375076,495.9700012,42.88899994,501.0400085,47.44207382,505.9700012,47.75677872,511.0599976,46.28627014,515.9000244,43.88399124,381.0700073,54.2675705,381.0700073,59.43637848,381.0700073,62.72964859,
486.9599915,30.96952057,382,21.42676926,491.9400024,38.30627441,402,52.78065491,531.9400024,33.68582916,382,39.42777634,496.8599854,41.97169876,501.9400024,47.19348907,506.8599854,47.46230316,511.9599915,45.10112762,516.960022,43.20912933,382,53.19545364,382,58.15502167,382,61.73955154,
487.8699951,31.99150848,383.0700073,19.82698059,492.980011,37.1962204,403.0700073,51.57566452,532.9799805,34.04769135,383.0700073,38.02469635,497.9100037,43.40108109,502.980011,45.91757584,507.9100037,46.60954666,513.0300293,46.37534332,517.8699951,42.05910873,383.0700073,51.14440155,383.0700073,57.01098633,383.0700073,59.86267471,
488.9299927,32.65033722,384,18.51259232,494.019989,39.12106323,404,50.67754364,534.0200195,33.10733795,384,36.05734253,498.9500122,42.39628601,504.019989,46.53139877,508.9500122,45.2826004,513.9299927,43.69966888,518.9299927,39.91874313,384,48.30747986,384,56.81375122,384,60.07459641,
489.8399963,31.32665634,385.0700073,17.78321457,495.0700073,37.65836334,405.0700073,49.75912857,535.0700073,31.8228035,385.0700073,34.69975281,499.8500061,45.26926041,505.0700073,44.14844131,509.8500061,45.86151505,515,43.05953217,519.8400269,40.23760986,385.0700073,47.6203537,385.0700073,54.48152924,385.0700073,58.21596146,
490.8900146,34.4361763,386,16.11075211,495.9700012,37.30164337,406,49.9924469,535.9699707,31.9377327,386,33.13328552,500.8900146,42.64222336,505.9700012,44.23238373,510.8999939,44.37903976,516.0599976,42.71068573,520.8900146,39.35096741,386,45.28870773,386,53.08363342,386,58.68970871,
491.9400024,32.29536819,387.0700073,15.67264843,497.0100098,37.64498138,407.0700073,49.19180298,537.0100098,31.21285629,387.0700073,32.34094238,501.9400024,41.99513626,507.0100098,44.5970993,511.9599915,42.92140579,516.960022,41.73126221,521.9400024,39.05816269,387.0700073,44.25042343,387.0700073,52.4830246,387.0700073,56.42573166,
492.980011,33.05391312,388,13.51805592,498.0499878,37.13548279,408,48.91927719,538.0499878,30.40584946,388,30.78456306,502.980011,42.52160263,508.0499878,43.26054764,512.8699951,43.00796509,518.0300293,40.88309479,522.9799805,38.78276443,388,42.79786301,388,52.06585693,388,55.84397507,
493.8800049,33.822155,389.0700073,12.93753338,498.9500122,38.33159637,409.0700073,46.70229721,538.9500122,29.94266891,389.0700073,28.90586281,503.8800049,41.23228073,508.9500122,41.85023499,513.9299927,42.08998108,518.9299927,40.3369751,523.8800049,36.10098267,389.0700073,41.73114777,389.0700073,49.62585449,389.0700073,53.57115936,
