CdSe 10sec hi ex300,,CdSe 10sec hi em510301,,CdSe 10sec hi ex400,,CdSe 180sec hi ex400,,CdSe 180sec hi em525,,CdSe 180sec hi ex460,,CdSe 180sec hi em470,,CdSe 180min sonochem em520,,CdSe 180min sonochem ex410,,CdSe 180min sonochem em485,,CdSe 180min sonochem ex390,,CdSe 180min sonochem em560,,CdSe 180min sonochem ex470,,CdSe 30min sonochem ex470,,CdSe 30min sonochem em515,,CdSe 30min sonochem ex400,,CdSe 30min sonochem em470,,CdSe 30min sonochem ex385,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
429.0700073,50.34243393,369.0700073,546.7664795,528.9500122,413.1844788,528.9500122,483.905426,369.0700073,226.1711578,588.9699707,150.6553192,369.0700073,127.8360672,369.0700073,28.46483612,538.9500122,16.81513786,369.0700073,59.76078796,518.9299927,31.88408279,389.0700073,23.65970802,598.9699707,1.355823517,598.9699707,-27.26531982,389.0700073,342.156189,528.9500122,232.1402283,369.0700073,284.9371948,513.9299927,299.0178528,
430,49.08684158,370,566.8885498,530,398.164856,530,478.7807922,370,247.5531311,590,144.3928375,370,135.8110352,370,29.75823593,540,16.73801041,370,60.76655579,520,31.35795975,390,24.36437416,600,1.393449783,600,-28.93761444,390,341.0266113,530,223.8190613,370,297.9115601,514.8400269,291.5359192,
431.0599976,49.44852448,371.0700073,574.8051758,531.039978,388.357605,531.039978,472.3837891,371.0700073,258.2531128,591.0200195,141.9488983,371.0700073,142.6731567,371.0700073,30.70243073,541.0200195,16.58050537,371.0700073,64.06056976,521.039978,29.65232086,391.0599976,24.84309578,601.0200195,1.328897476,601.0200195,-29.33315277,391.0599976,343.1919861,531.039978,219.0121155,371.0700073,300.4839172,515.9000244,294.3128967,
431.9599915,49.95530701,372,582.3984985,531.9400024,378.5123291,531.9400024,467.8995667,372,262.641449,592.0499878,137.6156464,372,143.47612,372,31.86735153,542.0499878,16.04102707,372,62.75241852,521.9400024,28.09039307,391.9599915,24.27514458,602.0499878,0.4322967529,602.0499878,-30.74858093,391.9599915,346.3955688,531.9400024,212.0831299,372,303.5368958,516.960022,289.3693237,
433.0299988,48.7984848,373.0700073,586.6365356,532.9799805,364.5004883,532.9799805,456.2922974,373.0700073,270.5541077,592.9400024,133.737854,373.0700073,148.4998322,373.0700073,31.71572876,542.9400024,15.86555862,373.0700073,66.54556274,522.9799805,27.79867172,393.0299988,24.86471176,602.9400024,-0.3149604797,602.9400024,-30.92953491,393.0299988,345.7753906,532.9799805,206.8278809,373.0700073,303.0549011,517.8699951,287.2599182,
433.9299927,49.19987106,374,597.6297607,534.0200195,353.3945313,534.0200195,454.690155,374,281.5434265,593.9699707,128.6021881,374,155.0591125,374,32.24108887,543.9699707,15.66050911,374,64.54632568,524.0200195,26.13672638,393.9299927,24.88960457,603.9699707,-0.3152542114,603.9699707,-31.09400177,393.9299927,346.442749,534.0200195,196.6491699,374,304.2087708,518.9299927,281.5139465,
435,48.33420181,375.0700073,606.7819214,535.0700073,339.8599243,535.0700073,448.0889587,375.0700073,288.2521362,595,124.5982208,375.0700073,159.3626251,375.0700073,32.34826279,545,15.31599426,375.0700073,67.26780701,525.0700073,24.94636154,395,25.2317543,605,-0.8714466095,605,-32.97426987,395,345.7211914,535.0700073,191.9902344,375.0700073,309.7572937,519.8400269,281.282196,
436.0599976,49.28443527,376,606.6314087,535.9699707,325.5856628,535.9699707,439.6595154,376,293.0559692,596.0200195,120.5744781,376,163.7755432,376,33.78809357,546.0200195,15.2083168,376,66.42050171,525.9699707,24.03939438,396.0599976,25.74308205,606.0200195,-0.8728981018,606.0200195,-32.77635193,396.0599976,341.5748596,535.9699707,186.8248901,376,309.6862183,520.8900146,277.5363159,
436.9599915,48.62913895,377.0700073,616.2148438,537.0100098,317.015625,537.0100098,426.400116,377.0700073,301.8916016,597.0499878,116.342453,377.0700073,165.3373871,377.0700073,33.97653198,547.0499878,15.94012642,377.0700073,68.70031738,527.0100098,22.85503006,396.9599915,25.1868515,607.0499878,-1.48175621,607.0499878,-33.84712982,396.9599915,341.5137634,537.0100098,178.9736938,377.0700073,312.9546814,521.9400024,272.4628296,
438.0299988,49.40381241,378,617.2000122,538.0499878,309.2445068,538.0499878,414.5560913,378,308.5050049,597.9400024,112.6106567,378,171.9088898,378,33.59344482,547.9400024,15.84779358,378,70.27111053,528.0499878,22.17185593,398.0299988,25.85927582,607.9400024,-1.845502853,607.9400024,-34.79494476,398.0299988,340.3447571,538.0499878,174.3383179,378,313.9590454,522.9799805,266.6669922,
438.9299927,49.6554718,379.0700073,624.9175415,538.9500122,298.532196,538.9500122,407.8336792,379.0700073,320.1300049,598.9699707,109.5378265,379.0700073,174.0232544,379.0700073,34.59772491,548.9699707,15.44968796,379.0700073,69.38838959,528.9500122,21.54859352,398.9299927,25.40274429,608.9699707,-2.004050255,608.9699707,-34.59997559,398.9299927,342.2300415,538.9500122,169.526123,379.0700073,315.0359192,523.8800049,257.7694397,
440,47.93360901,380,630.8441162,540,288.3684692,540,397.8000183,380,323.5066528,600,104.4867401,380,179.6762238,380,34.78738403,550,16.14466095,380,70.67855072,530,20.83921051,400,25.40587234,610,-3.107639313,610,-34.87669373,400,342.4080505,540,164.6267395,380,312.550415,524.9199829,255.3565369,
441.0599976,48.83158112,381.0700073,638.5540161,541.0200195,276.9760437,541.0200195,388.0438843,381.0700073,330.8709106,601.0200195,102.6235657,381.0700073,183.7413788,381.0700073,35.29294968,551.039978,15.60030556,381.0700073,72.18804169,531.039978,19.51134682,401.0700073,26.45073318,611.0100098,-2.950105667,611.0100098,-36.67580414,401.0700073,341.0263062,541.0200195,157.5298767,381.0700073,314.1127014,525.9699707,247.4579773,
441.9599915,48.50330734,382,638.9943848,542.0499878,270.4841003,542.0499878,380.2568665,382,343.416748,602.0499878,96.46243286,382,188.7499695,382,36.51883316,551.9400024,17.13590813,382,72.05814362,531.9400024,19.41950607,402,26.05265808,612.0200195,-3.137882233,612.0200195,-36.01212692,402,342.3908691,542.0499878,150.8286743,382,315.0223694,526.8599854,243.8927917,
443.0299988,50.1220932,383.0700073,642.1826782,542.9400024,259.5024719,542.9400024,365.190918,383.0700073,351.1451111,602.9400024,93.64764404,383.0700073,191.140274,383.0700073,34.97283173,552.9799805,16.39407539,383.0700073,70.92468262,532.9799805,18.37692451,403.0700073,26.30072594,613.039978,-3.048640251,613.039978,-37.36408615,403.0700073,340.0390625,542.9400024,147.0789185,383.0700073,313.9456177,527.9099731,238.3263245,
443.9299927,49.04719162,384,649.7007446,543.9699707,250.934906,543.9699707,356.73172,384,359.9459534,603.9699707,91.48904419,384,197.8744659,384,36.54906464,554.0200195,16.87302971,384,72.07767487,534.0200195,18.40474129,404,26.18507195,614.0499878,-4.166255951,614.0499878,-38.27146912,404,342.2263794,543.9699707,140.0813904,384,318.9966431,528.9500122,230.9064636,
445,49.78869629,385.0700073,655.0162964,545,243.0376587,545,350.9011536,385.0700073,371.9172974,605,87.07051086,385.0700073,200.8932953,385.0700073,37.91304016,555.0700073,16.49891663,385.0700073,72.99226379,535.0700073,16.42675972,405.0700073,26.5987587,615.0700073,-3.966294289,615.0700073,-38.65394211,405.0700073,341.9151306,545,135.0415039,385.0700073,316.258606,529.8499756,223.7787476,
446.0599976,48.67035675,386,657.5366211,546.0200195,231.7727661,546.0200195,339.1556091,386,376.1594849,606.0200195,83.61003113,386,203.5515594,386,36.60544586,555.9699707,15.71981049,386,74.10416412,535.9699707,16.77188301,406,27.0000515,615.9400024,-4.930307388,615.9400024,-39.82223129,406,338.7462463,546.0200195,130.5864258,386,314.7033081,530.8900146,215.9212952,
446.9599915,50.11974335,387.0700073,660.2865601,547.0499878,228.7389526,547.0499878,328.782074,387.0700073,382.9456482,607.0499878,80.54888916,387.0700073,208.6447754,387.0700073,37.59972,557.0100098,16.69688988,387.0700073,73.59905243,537.0100098,15.95398712,407.0700073,26.32452202,616.9500122,-4.985133171,616.9500122,-40.10270691,407.0700073,337.45401,547.0499878,125.6992111,387.0700073,316.0132446,531.9400024,211.9575806,
448.0299988,49.08790207,388,664.3626709,547.9400024,219.2949829,547.9400024,321.6867065,388,388.3594055,607.9400024,75.78855896,388,212.7212677,388,38.28430939,558.0499878,16.52713585,388,73.37088776,538.0499878,15.71783447,408,26.61325455,617.9699707,-5.357268333,617.9699707,-40.78178024,408,338.9907532,547.9400024,122.2619553,388,313.420166,532.9799805,202.3981934,
448.9299927,50.33473969,389.0700073,665.6105347,548.9699707,212.9533081,548.9699707,310.5583801,389.0700073,402.518158,608.9699707,71.06262207,389.0700073,215.9686584,389.0700073,38.284729,558.9500122,17.1898098,389.0700073,72.82063293,538.9500122,14.96822357,409.0700073,26.71100426,618.9799805,-5.836701393,618.9799805,-41.52472305,409.0700073,336.2134705,548.9699707,117.5794144,389.0700073,310.8664246,533.8800049,197.9985657,
450,49.99033356,390,671.961792,550,204.8460999,550,301.4364014,390,410.3750916,610,69.43034363,390,221.3021851,390,38.77883911,560,17.01556396,390,74.86898041,540,15.37455177,410,27.13399315,620,-5.762310028,620,-42.40619278,410,335.1773682,550,113.3565903,390,311.900116,534.9199829,189.5309143,
451.0599976,50.60635757,391.0599976,668.8838501,551.039978,197.9368896,551.039978,292.8329163,391.0599976,419.6107178,611.0100098,66.34274292,391.0599976,226.1009216,391.0599976,39.31407928,561.039978,16.39322281,391.0599976,75.19599915,541.0200195,15.03460503,411.0599976,26.39246941,621.0200195,-6.036247253,621.0200195,-43.09084702,411.0599976,330.5322876,551.039978,108.8442459,391.0599976,311.2278748,535.9699707,184.8474121,
451.9599915,48.90686417,391.9599915,676.0333862,551.9400024,195.4534607,551.9400024,285.3364868,391.9599915,428.8173218,612.0200195,63.86358643,391.9599915,227.7249908,391.9599915,39.70156097,561.9400024,16.22597694,391.9599915,75.34632874,542.0499878,15.22918892,411.9599915,26.89284515,622.0499878,-5.888893127,622.0499878,-43.14177704,411.9599915,332.7479858,551.9400024,107.0550003,391.9599915,310.5204773,536.8599854,179.5681152,
453.0299988,50.9784317,393.0299988,675.1583862,552.9799805,185.6350708,552.9799805,276.3406372,393.0299988,435.6619873,613.039978,57.72610474,393.0299988,230.6125946,393.0299988,39.95441437,562.9799805,16.50728607,393.0299988,74.76607513,542.9400024,14.63182449,413.0299988,27.25997543,622.9400024,-6.455294609,622.9400024,-44.27501297,413.0299988,331.7841797,552.9799805,102.6822433,393.0299988,310.299469,537.9099731,174.256958,
453.9299927,50.77361679,393.9299927,678.616272,554.0200195,182.0611267,554.0200195,271.2184448,393.9299927,442.5093994,614.0499878,57.09054565,393.9299927,233.9743652,393.9299927,40.57316971,564.0200195,15.6080513,393.9299927,74.67959595,543.9699707,14.94303131,413.9299927,27.12817955,623.9699707,-6.59161377,623.9699707,-44.7834816,413.9299927,328.0420837,554.0200195,98.48093414,393.9299927,309.2559509,538.9500122,167.0214539,
455,51.8991394,395,678.8839111,555.0700073,174.8572388,555.0700073,263.4228821,395,450.6573792,615.0700073,53.45277405,395,235.5444946,395,39.28197861,565.0700073,15.40962219,395,73.87333679,545,14.73905182,415,27.48755264,625,-6.952360153,625,-45.0357933,415,326.196167,555.0700073,94.37136078,395,305.284729,539.8499756,162.4193115,
456.0599976,51.64292526,396.0599976,678.4467163,555.9699707,168.4114075,555.9699707,256.4339294,396.0599976,459.4727478,615.9400024,50.38923645,396.0599976,238.4368134,396.0599976,39.94779968,565.9699707,15.02860069,396.0599976,73.03329468,546.0200195,14.44287491,416.0599976,27.51428223,626.0200195,-6.950399399,626.0200195,-45.64076614,416.0599976,327.7720337,555.9699707,91.57280731,396.0599976,300.4076233,540.8800049,158.0104675,
456.9599915,52.20108032,396.9599915,680.9004517,557.0100098,162.3308258,557.0100098,249.468277,396.9599915,466.7158203,616.9500122,46.92320251,396.9599915,240.3071136,396.9599915,40.21064377,567.0100098,14.93030357,396.9599915,72.60653687,547.0499878,14.30520439,416.9599915,27.83562851,627.0499878,-7.644337654,627.0499878,-46.0446701,416.9599915,325.6200562,557.0100098,88.55921173,396.9599915,297.2920532,541.9099731,151.0105286,
458.0299988,52.65426254,398.0299988,680.2266235,558.0499878,158.4240875,558.0499878,243.8700104,398.0299988,474.4426575,617.9699707,43.37071228,398.0299988,244.8653412,398.0299988,39.7850647,568.0499878,14.29322815,398.0299988,72.81465149,547.9400024,14.85489464,418.0299988,28.28165245,627.9400024,-7.548303604,627.9400024,-47.00322342,418.0299988,325.9987793,558.0499878,84.67131805,398.0299988,293.4343872,542.9400024,144.7037659,
458.9299927,52.76462173,398.9299927,681.6594849,558.9500122,157.3040771,558.9500122,237.3465729,398.9299927,485.5238953,618.9799805,40.78250122,398.9299927,246.6706238,398.9299927,39.71663666,568.9500122,14.0114975,398.9299927,73.89553833,548.9699707,14.70764732,418.9299927,27.77461433,628.9699707,-8.053273201,628.9699707,-46.94169235,418.9299927,326.0711365,558.9500122,81.93647003,398.9299927,293.4999084,543.9699707,140.9958496,
460,52.72977066,400,676.3530273,560,149.7097168,560,230.1547089,400,493.7287903,620,38.12200928,400,246.6363678,400,40.59197998,570,13.99329185,400,71.95669556,550,14.62990952,420,28.19514847,630,-8.367425919,630,-47.81729889,420,327.2163086,560,79.97501373,400,290.1299744,544.8499756,136.3942871,
461.0599976,54.3520813,401.0700073,677.5728149,561.039978,144.04039,561.039978,224.8574829,401.0700073,502.3627014,621.0200195,36.49685669,401.0700073,251.7725067,401.0700073,40.63847733,571.0200195,13.20551109,401.0700073,72.49166107,551.039978,15.86219025,421.0700073,27.85960007,631.0100098,-8.702713013,631.0100098,-47.4284935,421.0700073,326.2165833,561.039978,76.22451019,401.0700073,284.3174438,545.8800049,132.4345093,
461.9599915,54.60123062,402,682.5949097,561.9400024,141.6225739,561.9400024,223.0723572,402,513.5494385,622.0499878,33.95899963,402,254.9565582,402,40.94872284,572.0499878,12.7743454,402,74.08179474,551.9400024,15.54144669,422,28.37626266,632.0200195,-8.59003067,632.0200195,-49.51504517,422,325.6158447,561.9400024,73.18325043,402,284.0401001,546.9099731,126.9236069,
463.0299988,54.16708755,403.0700073,686.0176392,562.9799805,134.9999695,562.9799805,214.755722,403.0700073,520.9130249,622.9400024,30.17919922,403.0700073,257.2606812,403.0700073,40.05362701,572.9400024,12.29923058,403.0700073,72.03781891,552.9799805,15.26609612,423.0700073,28.32248306,633.039978,-8.789536476,633.039978,-48.96869659,423.0700073,322.051239,562.9799805,71.01576996,403.0700073,281.1196594,547.9400024,122.6656876,
463.9299927,54.30242157,404,678.0719604,564.0200195,131.605484,564.0200195,208.1059418,404,529.6136475,623.9699707,28.20822144,404,260.1551819,404,42.04587173,573.9699707,12.02257919,404,71.4719696,554.0200195,15.1958313,424,29.14391708,634.0499878,-9.114870071,634.0499878,-49.75857925,424,319.136261,564.0200195,68.40001678,404,278.9675293,548.9699707,115.3293991,
465,56.19191742,405.0700073,681.925293,565.0700073,127.1794434,565.0700073,204.4749298,405.0700073,537.1838989,625,25.81877136,405.0700073,258.5491943,405.0700073,41.15887833,575,11.26456833,405.0700073,70.91203308,555.0700073,14.94792938,425.0700073,28.24113464,635.0700073,-9.424770355,635.0700073,-50.58675003,425.0700073,321.3085327,565.0700073,64.40882111,405.0700073,277.3905334,549.8499756,113.8439865,
466.0599976,55.13191223,406,686.9551392,565.9699707,123.3506317,565.9699707,199.2744293,406,542.3059082,626.0200195,23.1493988,406,259.7626038,406,41.14466476,576.0200195,11.20952606,406,69.93642426,555.9699707,15.02553177,426,28.26212311,635.9400024,-9.755075455,635.9400024,-50.8626976,426,317.1574097,565.9699707,64.73868561,406,272.7327271,550.8900146,109.3685837,
466.9599915,55.72458649,407.0700073,676.9632568,567.0100098,119.4339142,567.0100098,194.6291199,407.0700073,548.5286255,627.0499878,21.06356812,407.0700073,260.4526367,407.0700073,40.96996307,577.0499878,10.56298637,407.0700073,70.40570068,557.0100098,14.90937805,427.0700073,28.00099754,636.9500122,-9.651872635,636.9500122,-51.64822388,427.0700073,314.6374817,567.0100098,60.51755524,407.0700073,265.7723389,551.9400024,104.1912003,
468.0299988,56.49024582,408,678.3292236,568.0499878,116.0063934,568.0499878,188.3471985,408,555.9041748,627.9400024,18.13220215,408,260.639679,408,41.01070404,577.9400024,10.34321976,408,69.46246338,558.0499878,15.06297302,428,28.7030468,637.9699707,-9.965969086,637.9699707,-52.29246521,428,309.8630981,568.0499878,59.59815216,408,263.8473816,552.9799805,102.8715897,
468.9299927,56.65628815,409.0700073,679.8272095,568.9500122,109.5123596,568.9500122,182.5648499,409.0700073,567.760376,628.9699707,15.88928223,409.0700073,260.9812012,409.0700073,40.39775848,578.9699707,9.912694931,409.0700073,68.87541962,558.9500122,15.1002655,429.0700073,28.647686,638.9799805,-10.11533737,638.9799805,-52.83019257,429.0700073,306.895874,568.9500122,58.13651276,409.0700073,261.7746887,553.8800049,99.05623627,
470,56.98262024,410,671.8885498,570,106.0345154,570,178.7965851,410,571.2562866,630,12.79496765,410,265.1068726,410,39.93019867,580,9.674966812,410,68.79892731,560,14.83350563,430,28.86830139,640,-10.36784744,640,-53.64097595,430,305.5796204,570,55.3868103,410,256.2687683,554.9199829,94.70714569,
471.0599976,57.63400269,411.0599976,673.4946899,571.0200195,104.835083,571.0200195,176.295929,411.0599976,581.4436035,631.0100098,11.78514099,411.0599976,259.3053284,411.0599976,40.66564178,581.0200195,8.919471741,411.0599976,67.77494812,561.039978,15.02280426,431.0599976,28.95256233,641.0100098,-10.43208122,641.0100098,-53.55144882,431.0599976,304.39505,571.0200195,52.61966705,411.0599976,252.8518372,555.9699707,92.36798859,
471.9599915,58.29680252,411.9599915,671.5263062,572.0499878,98.97201538,572.0499878,171.7876282,411.9599915,587.0949707,632.0200195,10.00585938,411.9599915,261.5609436,411.9599915,41.09281158,582.0499878,9.051441193,411.9599915,66.32840729,561.9400024,14.64398193,431.9599915,28.73857117,642.0200195,-10.62532616,642.0200195,-53.70465469,431.9599915,302.2291565,572.0499878,50.6335907,411.9599915,249.3417053,556.8599854,87.67403412,
473.0299988,58.15190506,413.0299988,673.2203369,572.9400024,96.35032654,572.9400024,169.3751526,413.0299988,594.6121216,633.039978,6.6173172,413.0299988,261.3839111,413.0299988,40.53804779,582.9400024,8.331022263,413.0299988,65.60583496,562.9799805,14.22439003,433.0299988,28.73510361,643.039978,-10.94259357,643.039978,-54.65390778,433.0299988,300.3843384,572.9400024,50.07452393,413.0299988,245.3949585,557.9099731,87.28527069,
473.9299927,61.13031387,413.9299927,664.4181519,573.9699707,92.56666565,573.9699707,162.9144592,413.9299927,596.2936401,634.0499878,5.002182007,413.9299927,260.8209839,413.9299927,40.42377472,583.9699707,7.701272964,413.9299927,64.90435028,564.0200195,14.17712784,433.9299927,29.16234016,644.0499878,-10.79890347,644.0499878,-55.55990219,433.9299927,299.024231,573.9699707,46.52297974,413.9299927,240.4495087,558.9500122,82.44252777,
475,61.71022034,415,665.0183716,575,88.88005066,575,159.1165619,415,604.0953979,635.0700073,1.95350647,415,261.6430969,415,40.77248383,585,7.553647995,415,64.64294434,565.0700073,14.60658073,435,28.77623749,645.0700073,-10.97357559,645.0700073,-54.5619545,435,295.7327881,575,45.60946655,415,236.7689362,559.8499756,80.59123993,
476.0599976,62.65099716,416.0599976,665.1697998,576.0200195,86.98132324,576.0200195,155.9664764,416.0599976,615.9475098,635.9400024,-0.1466827393,416.0599976,262.8427429,416.0599976,40.71130371,586.0200195,6.35997963,416.0599976,64.13451385,565.9699707,13.432724,436.0599976,28.8408432,645.9400024,-11.00921059,645.9400024,-56.38025284,436.0599976,294.8010559,576.0200195,45.30342102,416.0599976,233.4005432,560.8900146,77.4978714,
476.9599915,63.18621826,416.9599915,662.4484253,577.0499878,84.8948822,577.0499878,151.9688416,416.9599915,623.4263916,636.9500122,-2.746582031,416.9599915,261.8056641,416.9599915,40.89750671,587.0499878,6.318628311,416.9599915,64.18665314,567.0100098,13.25362015,436.9599915,29.15224457,646.9500122,-11.41593838,646.9500122,-56.23376465,436.9599915,292.3857117,577.0499878,42.71834564,416.9599915,226.6208191,561.9400024,74.87634277,
478.0299988,64.1140976,418.0299988,663.0925903,577.9400024,81.57345581,577.9400024,147.2877197,418.0299988,637.4030151,637.9699707,-4.562812805,418.0299988,263.2341919,418.0299988,40.82138824,587.9400024,5.713386536,418.0299988,62.68779755,568.0499878,12.96364594,438.0299988,29.52995491,647.9699707,-11.4015522,647.9699707,-56.80286789,438.0299988,292.37677,577.9400024,40.71994781,418.0299988,224.1753845,562.9799805,71.52305603,
478.9299927,63.25474167,418.9299927,667.5946045,578.9699707,78.18539429,578.9699707,144.6460266,418.9299927,640.0322876,638.9799805,-5.920036316,418.9299927,263.315094,418.9299927,41.10292435,588.9699707,5.332643509,418.9299927,62.6957016,568.9500122,12.32598686,438.9299927,29.79006195,648.9799805,-12.00447655,648.9799805,-57.57323456,438.9299927,289.0330505,578.9699707,38.8245163,418.9299927,221.6665039,563.8800049,70.88635254,
480,64.67685699,420,664.0404053,580,74.01481628,580,141.7027588,420,652.8797607,640,-7.592712402,420,262.5043945,420,41.27995682,590,5.551374435,420,61.32726288,570,12.86446953,440,29.28322983,650,-11.54386139,650,-56.97484589,440,286.8456726,580,36.55278015,420,216.6052856,564.9199829,68.02347565,
481.0599976,67.5774765,421.0700073,662.0350342,581.0200195,72.0030365,581.0200195,138.3796539,421.0700073,657.8580933,641.0100098,-10.14753723,421.0700073,260.316864,421.0700073,41.10852432,591.0200195,4.704229355,421.0700073,61.46455383,571.0200195,12.08615875,441.0599976,29.40285683,651,-12.38220787,651,-58.29414368,441.0599976,286.6192322,581.0200195,34.83631897,421.0700073,213.5492554,565.9699707,64.6629715,
481.9599915,67.49658203,422,661.8882446,582.0499878,68.21566772,582.0499878,134.9616394,422,662.6608276,642.0200195,-12.92829895,422,259.0388794,422,40.96594238,592.0499878,4.805461884,422,61.48767853,572.0499878,11.80775261,441.9599915,29.30568314,652,-12.29021835,652,-59.25471115,441.9599915,283.1890259,582.0499878,33.88818359,422,210.599762,566.8599854,62.72667694,
483.0299988,70.47613525,423.0700073,662.2568359,582.9400024,65.61837769,582.9400024,131.3532562,423.0700073,671.9438477,643.039978,-13.44477844,423.0700073,258.0591125,423.0700073,40.99733353,592.9400024,3.80712986,423.0700073,58.95423889,572.9400024,11.66308594,443.0299988,29.83956718,653,-12.10343552,653,-58.48110199,443.0299988,281.2851868,582.9400024,32.87678528,423.0700073,205.9703979,567.9099731,61.76272583,
483.9299927,69.91917419,424,655.7587891,583.9699707,63.73497009,583.9699707,128.4869843,424,674.7839355,644.0499878,-16.12438202,424,255.0027924,424,40.18966293,593.9699707,3.587853432,424,58.60901642,573.9699707,10.338974,443.9299927,29.99837494,654,-12.31456184,654,-59.68138885,443.9299927,279.3596802,583.9699707,29.9726181,424,201.0056,568.9500122,57.22306061,
485,72.66973114,425.0700073,653.9207153,585,60.88615417,585,124.5127335,425.0700073,681.1044922,645.0700073,-16.96934509,425.0700073,253.1522369,425.0700073,40.2509346,595,3.251907349,425.0700073,57.23264694,575,10.83148575,445,29.88763237,655,-12.62542248,655,-59.88034439,445,278.2352905,585,29.29076385,425.0700073,196.7583923,569.8499756,56.75113678,
486.0599976,73.61964417,426,646.9675293,586.0200195,58.22418213,586.0200195,123.8338394,426,679.9984741,645.9400024,-19.4933548,426,251.5675507,426,40.54822922,596.0200195,3.078789711,426,57.53342819,576.0200195,9.258584976,446.0599976,30.15834427,656,-12.7438364,656,-59.92932892,446.0599976,274.7383728,586.0200195,27.74251556,426,191.0924835,570.8800049,55.02365875,
486.9599915,73.2257309,427.0700073,643.9862061,587.0499878,55.60165405,587.0499878,120.3356552,427.0700073,683.6947021,646.9500122,-20.91583252,427.0700073,246.7914124,427.0700073,39.88714218,597.0499878,2.766077995,427.0700073,55.59194565,577.0499878,9.582355499,446.9599915,30.26821899,657,-12.95317078,657,-61.31918716,446.9599915,272.8534241,587.0499878,25.98815155,427.0700073,187.3516235,571.9099731,52.56877136,
488.0299988,74.32896423,428,639.9342651,587.9400024,53.52433777,587.9400024,118.6227493,428,688.1947021,647.9699707,-22.39245605,428,244.0193481,428,39.71535492,597.9400024,2.305240631,428,54.3765564,577.9400024,9.303873062,448.0299988,29.60342216,658,-12.94089699,658,-61.36762238,448.0299988,272.9088135,587.9400024,26.48422241,428,181.055191,572.9400024,50.75428772,
488.9299927,76.37957764,429.0700073,632.3657227,588.9699707,51.1477356,588.9699707,116.0975876,429.0700073,692.2463989,648.9799805,-24.5439682,429.0700073,238.0476227,429.0700073,38.91879654,598.9699707,2.080442429,429.0700073,52.86003876,578.9699707,8.615856171,448.9299927,30.16570663,659,-12.97918701,659,-61.70018768,448.9299927,269.2958374,588.9699707,24.81513977,429.0700073,176.1549988,573.9699707,48.16090393,
490,79.55921936,430,629.3610229,590,49.05198669,590,113.0295944,430,694.9396973,650,-25.45788574,430,234.4369202,430,38.61021423,600,1.646432877,430,52.39422989,580,7.817684174,450,30.41921616,660,-13.20838928,660,-62.27724075,450,265.1887207,590,23.11786652,430,169.7810974,574.8499756,46.94667053,
491.0400085,79.73021698,431.0599976,625.0918579,591.0200195,46.86239624,591.0200195,108.9691696,431.0599976,700.6827393,651,-27.29592896,431.0599976,231.6022491,431.0599976,38.48789215,601.0200195,0.8569173813,431.0599976,50.78380203,581.0200195,7.902814865,451.0599976,29.33688736,661.0100098,-13.09314251,661.0100098,-62.60224915,451.0599976,260.6453247,591.0200195,23.09571838,431.0599976,165.99617,575.8800049,46.74654388,
491.9400024,82.63393402,431.9599915,622.8950806,592.0499878,44.85777283,592.0499878,108.8950119,431.9599915,702.8432617,652,-29.21261597,431.9599915,227.4531403,431.9599915,38.82026291,602.0499878,0.7368507385,431.9599915,50.2477684,582.0499878,7.354883194,451.9599915,30.16187477,662.0200195,-13.19355583,662.0200195,-63.32955933,451.9599915,259.6151123,592.0499878,21.77171326,431.9599915,162.614502,576.9099731,43.16677094,
492.980011,83.52324677,433.0299988,619.2636108,592.9400024,41.81208801,592.9400024,104.4118118,433.0299988,707.5588379,653,-30.35838318,433.0299988,223.1271057,433.0299988,39.798069,602.9400024,0.6529903412,433.0299988,48.65694046,582.9400024,7.112358093,453.0299988,30.36242867,663.039978,-13.30617237,663.039978,-63.24085999,453.0299988,255.8238068,592.9400024,21.92108917,433.0299988,156.5478516,577.9400024,43.13085938,
494.019989,86.37516785,433.9299927,613.3200684,593.9699707,40.76600647,593.9699707,104.3775558,433.9299927,715.6751099,654,-31.55091095,433.9299927,220.0912323,433.9299927,38.3075676,603.9699707,0.2610588074,433.9299927,48.55986404,583.9699707,6.507287979,453.9299927,30.11381721,664.0499878,-13.36319542,664.0499878,-63.17566681,453.9299927,254.2203217,593.9699707,18.00888062,433.9299927,152.8340912,578.9699707,40.56391907,
495.0700073,85.41337585,435,608.9298096,595,38.21469116,595,100.5302734,435,719.6409912,655,-33.41703796,435,214.7318115,435,38.13525009,605,-0.134185791,435,47.0843811,585,6.425828934,455,30.17143059,665.0700073,-13.6648922,665.0700073,-63.27793121,455,252.4482269,595,18.29407501,435,146.5547333,579.8499756,39.28056335,
