CdS sonochem 180min ex330-400_EX_330.00,,CdS sonochem 180min ex330-400_EX_335.00,,CdS sonochem 180min ex330-400_EX_340.00,,CdS sonochem 180min ex330-400_EX_345.00,,CdS sonochem 180min ex330-400_EX_350.00,,CdS sonochem 180min ex330-400_EX_355.00,,CdS sonochem 180min ex330-400_EX_360.00,,CdS sonochem 180min ex330-400_EX_365.00,,CdS sonochem 180min ex330-400_EX_370.00,,CdS sonochem 180min ex330-400_EX_375.00,,CdS sonochem 180min ex330-400_EX_380.00,,CdS sonochem 180min ex330-400_EX_385.00,,CdS sonochem 180min ex330-400_EX_390.00,,CdS sonochem 180min ex330-400_EX_395.00,,CdS sonochem 180min ex330-400_EX_400.00,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
466.0599976,-9.421041489,466.0599976,-5.411859512,466.0599976,-0.01992416382,466.0599976,6.407295227,466.0599976,11.24801636,466.0599976,16.99980545,466.0599976,19.62290955,466.0599976,21.12685394,466.0599976,22.78900146,466.0599976,23.18183899,466.0599976,22.39620209,466.0599976,18.31407166,466.0599976,14.62365723,466.0599976,10.61224365,466.0599976,6.097820282,
466.9599915,-10.79982567,466.9599915,-5.768415451,466.9599915,1.909629822,466.9599915,5.926525116,466.9599915,11.40830231,466.9599915,16.57014084,466.9599915,18.17241669,466.9599915,21.18675995,466.9599915,23.30784988,466.9599915,23.97143173,466.9599915,21.64829636,466.9599915,18.4655838,466.9599915,15.74235916,466.9599915,9.339008331,466.9599915,5.708557129,
468.0299988,-10.64548683,468.0299988,-5.957387924,468.0299988,-1.304008484,468.0299988,5.199108124,468.0299988,10.73736191,468.0299988,15.07367706,468.0299988,18.41415405,468.0299988,18.95210648,468.0299988,20.92551804,468.0299988,23.07160568,468.0299988,21.0672493,468.0299988,17.37618637,468.0299988,14.32560349,468.0299988,10.30457306,468.0299988,5.079982758,
468.9299927,-11.01807213,468.9299927,-6.308790207,468.9299927,-0.4747276306,468.9299927,5.693447113,468.9299927,9.089580536,468.9299927,13.20621872,468.9299927,18.16218185,468.9299927,18.79850006,468.9299927,22.92189407,468.9299927,22.44565582,468.9299927,20.18279266,468.9299927,17.12023163,468.9299927,13.77740479,468.9299927,9.654865265,468.9299927,6.597019196,
470,-12.17613792,470,-7.167695999,470,-1.310764313,470,4.446327209,470,9.816894531,470,12.66871262,470,16.87801743,470,18.54987335,470,20.91321182,470,21.80865097,470,18.93869781,470,16.72535324,470,12.76859283,470,9.641086578,470,6.336521149,
471.0599976,-11.62100983,471.0599976,-6.801181793,471.0599976,-1.639240265,471.0599976,3.808315277,471.0599976,7.838848114,471.0599976,12.29117203,471.0599976,16.67238617,471.0599976,16.96020508,471.0599976,19.78123093,471.0599976,20.88215637,471.0599976,19.34846115,471.0599976,17.37994003,471.0599976,12.65940094,471.0599976,10.51831055,471.0599976,5.943275452,
471.9599915,-10.87485504,471.9599915,-7.690711975,471.9599915,-2.272720337,471.9599915,3.245361328,471.9599915,8.879325867,471.9599915,11.34814072,471.9599915,15.90636444,471.9599915,17.01395416,471.9599915,19.56682205,471.9599915,19.20765305,471.9599915,18.39292908,471.9599915,16.30750275,471.9599915,12.47412491,471.9599915,8.926971436,471.9599915,4.843826294,
473.0299988,-12.8839817,473.0299988,-7.555351257,473.0299988,-3.229408264,473.0299988,2.616111755,473.0299988,7.162380219,473.0299988,11.35017014,473.0299988,14.80635452,473.0299988,17.62523651,473.0299988,18.67129517,473.0299988,17.84604263,473.0299988,17.8636055,473.0299988,15.45111084,473.0299988,12.81581879,473.0299988,9.073749542,473.0299988,5.489616394,
473.9299927,-12.71828461,473.9299927,-8.234043121,473.9299927,-3.499980927,473.9299927,0.8107452393,473.9299927,6.082515717,473.9299927,11.05026627,473.9299927,14.67827225,473.9299927,16.72405624,473.9299927,18.17515182,473.9299927,18.70934677,473.9299927,17.24026108,473.9299927,15.62401581,473.9299927,12.04934692,473.9299927,8.163761139,473.9299927,6.199466705,
475,-12.91681099,475,-8.572807312,475,-2.972816467,475,0.8196907043,475,5.774173737,475,9.709941864,475,13.44718552,475,14.53918076,475,18.04511261,475,16.96143723,475,16.96434784,475,15.51308823,475,11.54557419,475,8.534004211,475,6.217082977,
476.0599976,-13.35615158,476.0599976,-9.484819412,476.0599976,-5.09220314,476.0599976,0.3393211365,476.0599976,4.719631195,476.0599976,9.977272034,476.0599976,12.29541397,476.0599976,13.90135574,476.0599976,18.34804535,476.0599976,17.44887543,476.0599976,17.04049301,476.0599976,14.70901108,476.0599976,11.47370529,476.0599976,9.086833954,476.0599976,5.356861115,
476.9599915,-13.11628914,476.9599915,-9.525211334,476.9599915,-5.151666641,476.9599915,1.13130188,476.9599915,4.993873596,476.9599915,9.537998199,476.9599915,12.25531006,476.9599915,12.42518234,476.9599915,16.75645447,476.9599915,16.18848038,476.9599915,15.86412811,476.9599915,15.20520401,476.9599915,11.72400284,476.9599915,8.873321533,476.9599915,5.478191376,
478.0299988,-13.86607361,478.0299988,-10.40818787,478.0299988,-4.643081665,478.0299988,0.5803985596,478.0299988,4.102642059,478.0299988,8.772438049,478.0299988,10.59187698,478.0299988,13.90591812,478.0299988,16.43899536,478.0299988,16.60902405,478.0299988,16.0123558,478.0299988,14.20384216,478.0299988,11.4768486,478.0299988,8.654571533,478.0299988,5.836437225,
478.9299927,-14.14565849,478.9299927,-10.69893456,478.9299927,-5.160030365,478.9299927,0.1069068909,478.9299927,2.28875351,478.9299927,7.086387634,478.9299927,11.31277847,478.9299927,12.9269104,478.9299927,14.5408287,478.9299927,16.7882576,478.9299927,15.48495102,478.9299927,14.27920914,478.9299927,10.84104538,478.9299927,8.362724304,478.9299927,5.514076233,
480,-14.39173317,480,-10.03753471,480,-5.281723022,480,-1.599376678,480,3.326248169,480,7.333927155,480,11.56334686,480,11.84394836,480,14.23991776,480,14.9389534,480,14.71011353,480,13.97558975,480,10.32049561,480,8.386791229,480,5.859825134,
481.0599976,-13.40621567,481.0599976,-9.792972565,481.0599976,-5.000658035,481.0599976,-1.752361298,481.0599976,3.467048645,481.0599976,7.91462326,481.0599976,9.307193756,481.0599976,11.80911636,481.0599976,14.40811157,481.0599976,15.20242691,481.0599976,14.18566895,481.0599976,13.09017563,481.0599976,10.33745956,481.0599976,8.374340057,481.0599976,5.816078186,
481.9599915,-14.35519409,481.9599915,-9.98381424,481.9599915,-5.847312927,481.9599915,-2.888809204,481.9599915,2.815685272,481.9599915,6.204826355,481.9599915,9.449672699,481.9599915,11.18428421,481.9599915,15.12815475,481.9599915,14.47660065,481.9599915,15.82749557,481.9599915,13.96455002,481.9599915,12.25520706,481.9599915,9.149627686,481.9599915,6.10874939,
483.0299988,-14.29580879,483.0299988,-10.0167942,483.0299988,-5.032512665,483.0299988,-1.212997437,483.0299988,3.343231201,483.0299988,7.255977631,483.0299988,10.31672287,483.0299988,11.63100433,483.0299988,15.0113945,483.0299988,14.96393967,483.0299988,14.60025787,483.0299988,13.09762192,483.0299988,10.90949631,483.0299988,9.160224915,483.0299988,5.630764008,
483.9299927,-15.42718697,483.9299927,-9.893915176,483.9299927,-5.400415421,483.9299927,0.4209136963,483.9299927,2.868938446,483.9299927,6.623600006,483.9299927,8.591941833,483.9299927,12.61221695,483.9299927,14.56751633,483.9299927,14.49657059,483.9299927,14.76454163,483.9299927,14.2682457,483.9299927,12.23743439,483.9299927,9.286445618,483.9299927,6.750263214,
485,-14.89907646,485,-10.63687897,485,-5.97335434,485,-0.7835617065,485,2.108966827,485,6.848655701,485,9.486740112,485,10.97668076,485,15.33589172,485,16.30122757,485,15.08627319,485,13.87136078,485,11.5123024,485,9.922962189,485,7.037654877,
486.0599976,-15.17065239,486.0599976,-9.484069824,486.0599976,-5.220487595,486.0599976,-1.923557281,486.0599976,2.360530853,486.0599976,6.856403351,486.0599976,9.650543213,486.0599976,12.00598526,486.0599976,15.8415947,486.0599976,15.28618622,486.0599976,14.53370285,486.0599976,14.41009903,486.0599976,12.5653038,486.0599976,11.42733002,486.0599976,7.97857666,
486.9599915,-14.01407242,486.9599915,-10.09492302,486.9599915,-6.06744957,486.9599915,-1.743350983,486.9599915,0.8059120178,486.9599915,7.053256989,486.9599915,8.843276978,486.9599915,10.95574951,486.9599915,14.28752136,486.9599915,15.38379669,486.9599915,13.81215286,486.9599915,15.19122696,486.9599915,12.36869049,486.9599915,10.92464066,486.9599915,8.101177216,
488.0299988,-15.23224068,488.0299988,-10.24642754,488.0299988,-5.441053391,488.0299988,-0.732875824,488.0299988,3.271938324,488.0299988,7.252140045,488.0299988,10.65046692,488.0299988,12.25547791,488.0299988,15.90607834,488.0299988,15.60186005,488.0299988,14.84570694,488.0299988,14.51864624,488.0299988,12.68745422,488.0299988,11.02310181,488.0299988,8.614051819,
488.9299927,-14.43444824,488.9299927,-10.84461021,488.9299927,-6.177509308,488.9299927,-0.991809845,488.9299927,1.942966461,488.9299927,6.751899719,488.9299927,9.702552795,488.9299927,12.32039642,488.9299927,15.31466675,488.9299927,16.59714508,488.9299927,15.29917145,488.9299927,15.07722092,488.9299927,13.646698,488.9299927,11.51950073,488.9299927,9.344898224,
490,-14.44358253,490,-9.099536896,490,-5.618207932,490,-1.596302032,490,3.090572357,490,8.088943481,490,11.12608337,490,11.1582756,490,15.13795471,490,16.49858475,490,16.99314117,490,15.21566772,490,14.1156044,490,12.34105301,490,9.604595184,
491.0400085,-12.94333267,491.0400085,-9.453538895,491.0400085,-3.884040833,491.0400085,0.1344451904,491.0400085,4.127513885,491.0400085,7.153339386,491.0400085,12.20714569,491.0400085,12.67640686,491.0400085,16.0692482,491.0400085,15.31629944,491.0400085,17.33078766,491.0400085,16.058815,491.0400085,15.31294632,491.0400085,14.05550766,491.0400085,11.31756592,
491.9400024,-12.83213234,491.9400024,-9.269205093,491.9400024,-3.801113129,491.9400024,0.8282394409,491.9400024,3.784088135,491.9400024,9.07919693,491.9400024,11.89385605,491.9400024,12.24813843,491.9400024,16.43089676,491.9400024,18.17897797,491.9400024,18.0785675,491.9400024,17.36527634,491.9400024,15.85960007,491.9400024,13.63607788,491.9400024,11.36575699,
492.980011,-11.12447357,492.980011,-7.25787735,492.980011,-4.81798172,492.980011,-0.3990097046,492.980011,4.102329254,492.980011,7.984817505,492.980011,12.50370026,492.980011,14.06282043,492.980011,16.69001007,492.980011,18.92234802,492.980011,18.18572235,492.980011,16.68094254,492.980011,16.46200943,492.980011,15.70228958,492.980011,13.81441116,
494.019989,-11.48735046,494.019989,-7.517057419,494.019989,-3.772090912,494.019989,0.8789749146,494.019989,5.671157837,494.019989,8.942245483,494.019989,13.11925507,494.019989,13.62156296,494.019989,18.86714172,494.019989,19.34606934,494.019989,20.07106018,494.019989,19.64530182,494.019989,18.44594574,494.019989,16.04394913,494.019989,14.96595383,
495.0700073,-13.26766396,495.0700073,-8.315843582,495.0700073,-3.16135025,495.0700073,1.748828888,495.0700073,7.109199524,495.0700073,9.791759491,495.0700073,13.57708359,495.0700073,15.13685608,495.0700073,19.45711899,495.0700073,20.15505219,495.0700073,20.73933411,495.0700073,19.53375244,495.0700073,18.91610336,495.0700073,17.7416153,495.0700073,15.59749603,
495.9700012,-10.95665741,495.9700012,-6.35266304,495.9700012,-1.770618439,495.9700012,1.825958252,495.9700012,5.412189484,495.9700012,9.747406006,495.9700012,13.01832962,495.9700012,15.34841156,495.9700012,19.54180527,495.9700012,21.06320953,495.9700012,21.0511322,495.9700012,21.11502075,495.9700012,20.16371918,495.9700012,18.54679871,495.9700012,17.0388298,
497.0100098,-10.43907928,497.0100098,-6.58083725,497.0100098,-1.835048676,497.0100098,2.605522156,497.0100098,6.379447937,497.0100098,11.82565308,497.0100098,14.50625229,497.0100098,16.34368896,497.0100098,21.12554169,497.0100098,23.06832504,497.0100098,21.95501328,497.0100098,22.59304047,497.0100098,20.7663765,497.0100098,19.91954803,497.0100098,17.73904037,
498.0499878,-10.64569283,498.0499878,-5.096193314,498.0499878,-0.6128616333,498.0499878,4.499202728,498.0499878,7.251911163,498.0499878,12.5827179,498.0499878,14.40849686,498.0499878,17.5887146,498.0499878,21.42501068,498.0499878,22.97018814,498.0499878,23.92451477,498.0499878,23.93251419,498.0499878,22.79786301,498.0499878,20.29851532,498.0499878,18.29549789,
498.9500122,-7.808319092,498.9500122,-5.861581802,498.9500122,-0.1847991943,498.9500122,4.887756348,498.9500122,7.187339783,498.9500122,11.71386719,498.9500122,16.10512543,498.9500122,17.92310333,498.9500122,22.38193893,498.9500122,23.24750137,498.9500122,24.91455078,498.9500122,23.4536972,498.9500122,24.02289963,498.9500122,22.07161713,498.9500122,20.0724144,
500,-8.952167511,500,-3.8943367,500,0.7102241516,500,5.493068695,500,9.162021637,500,13.45925903,500,17.9743309,500,19.29718781,500,23.39222717,500,25.39370346,500,26.99145508,500,25.09710693,500,25.12373352,500,23.96453094,500,22.72748566,
501.0400085,-8.659017563,501.0400085,-3.864505768,501.0400085,1.043571472,501.0400085,5.355472565,501.0400085,9.132030487,501.0400085,14.55581284,501.0400085,16.69660568,501.0400085,18.36803055,501.0400085,24.67754745,501.0400085,26.31231689,501.0400085,26.32294464,501.0400085,26.3532753,501.0400085,26.31433868,501.0400085,25.06040955,501.0400085,23.41756439,
501.9400024,-7.642377853,501.9400024,-2.919765472,501.9400024,3.593524933,501.9400024,6.911243439,501.9400024,11.13766861,501.9400024,16.0896492,501.9400024,20.23677063,501.9400024,20.88789749,501.9400024,25.21614838,501.9400024,27.79647064,501.9400024,28.20734406,501.9400024,29.73706818,501.9400024,27.8237915,501.9400024,26.83468628,501.9400024,25.14408875,
502.980011,-6.566043854,502.980011,-2.793434143,502.980011,2.641166687,502.980011,7.569072723,502.980011,11.63138199,502.980011,15.90791321,502.980011,19.57456589,502.980011,22.06965637,502.980011,26.43769073,502.980011,28.50642395,502.980011,29.20769501,502.980011,29.38687134,502.980011,28.69826508,502.980011,27.58041382,502.980011,27.32792664,
504.019989,-6.569690704,504.019989,-1.872612,504.019989,2.579128265,504.019989,8.280185699,504.019989,12.78586197,504.019989,17.44792938,504.019989,22.01688004,504.019989,23.9115181,504.019989,27.53487396,504.019989,28.84233093,504.019989,30.62284851,504.019989,30.35605621,504.019989,30.79009247,504.019989,29.23830414,504.019989,27.43211365,
505.0700073,-5.822929382,505.0700073,-0.3094940186,505.0700073,3.103622437,505.0700073,10.57365417,505.0700073,13.57018661,505.0700073,16.61867142,505.0700073,21.71779633,505.0700073,23.35259628,505.0700073,29.98790741,505.0700073,31.00492096,505.0700073,31.24851227,505.0700073,32.44291687,505.0700073,31.83876038,505.0700073,30.274086,505.0700073,29.55870056,
505.9700012,-5.642641068,505.9700012,0.3259849548,505.9700012,4.18649292,505.9700012,9.174480438,505.9700012,14.39632416,505.9700012,18.61724854,505.9700012,21.70472717,505.9700012,25.23423004,505.9700012,28.5394516,505.9700012,31.54026794,505.9700012,31.85415649,505.9700012,33.45970917,505.9700012,32.42372894,505.9700012,32.76221466,505.9700012,30.34890747,
507.0100098,-4.264572144,507.0100098,-1.670463562,507.0100098,4.388435364,507.0100098,10.41098022,507.0100098,14.9013443,507.0100098,20.97078705,507.0100098,21.96366119,507.0100098,25.33248138,507.0100098,29.82531738,507.0100098,32.05664825,507.0100098,34.03913879,507.0100098,32.67081451,507.0100098,33.31085968,507.0100098,32.72022247,507.0100098,30.76493835,
508.0499878,-3.966339111,508.0499878,0.0403137207,508.0499878,6.157020569,508.0499878,11.32610321,508.0499878,15.82590103,508.0499878,20.93867493,508.0499878,23.80880356,508.0499878,27.37123108,508.0499878,30.81917572,508.0499878,33.10160065,508.0499878,34.76337433,508.0499878,34.39685059,508.0499878,35.24790955,508.0499878,33.07434082,508.0499878,33.70368958,
508.9500122,-4.381958008,508.9500122,1.295761108,508.9500122,6.779708862,508.9500122,12.23208618,508.9500122,13.80877304,508.9500122,20.14735031,508.9500122,24.10139084,508.9500122,26.42277908,508.9500122,32.03011322,508.9500122,33.19613647,508.9500122,34.23527527,508.9500122,34.90077972,508.9500122,34.67705536,508.9500122,34.56549835,508.9500122,33.94538879,
510,-3.389438629,510,1.133583069,510,6.097770691,510,11.94472504,510,15.60755157,510,19.89068222,510,24.55896378,510,26.76266098,510,32.1806488,510,34.33664703,510,35.33794403,510,36.52622223,510,36.75363159,510,36.17129517,510,35.19215393,
511.0599976,-4.070205688,511.0599976,2.534931183,511.0599976,7.70967865,511.0599976,10.39160538,511.0599976,16.35705185,511.0599976,19.69984818,511.0599976,25.98030472,511.0599976,27.36061096,511.0599976,33.01119995,511.0599976,33.80563354,511.0599976,35.36126709,511.0599976,37.79434967,511.0599976,36.58290863,511.0599976,36.50865936,511.0599976,34.70418549,
511.9599915,-2.815876007,511.9599915,3.17660141,511.9599915,7.506816864,511.9599915,11.6354866,511.9599915,16.94417191,511.9599915,19.37653351,511.9599915,25.00178528,511.9599915,28.63505554,511.9599915,33.42516327,511.9599915,34.71042633,511.9599915,36.45765686,511.9599915,35.90763092,511.9599915,36.89141083,511.9599915,36.30432129,511.9599915,35.34692383,
513.0300293,-3.689331055,513.0300293,1.465702057,513.0300293,5.518070221,513.0300293,10.8901329,513.0300293,16.05769348,513.0300293,21.45996475,513.0300293,24.09128189,513.0300293,28.97924805,513.0300293,33.22832489,513.0300293,34.95605469,513.0300293,35.71971893,513.0300293,36.05504608,513.0300293,37.52179718,513.0300293,36.16465759,513.0300293,36.9394455,
513.9299927,-2.923622131,513.9299927,1.511291504,513.9299927,7.608154297,513.9299927,12.25102615,513.9299927,16.73501968,513.9299927,21.94358826,513.9299927,24.10290909,513.9299927,26.82137299,513.9299927,32.21582794,513.9299927,34.49938965,513.9299927,34.60179138,513.9299927,37.07983398,513.9299927,37.72480011,513.9299927,36.11912537,513.9299927,35.06003571,
515,-3.991645813,515,1.762607574,515,5.261211395,515,12.73033905,515,15.53874969,515,19.65784836,515,24.29632568,515,27.90431976,515,33.96893311,515,34.9239502,515,35.74485779,515,36.13802338,515,37.14498138,515,37.9216156,515,35.81208038,
516.0599976,-3.33656311,516.0599976,1.358112335,516.0599976,6.458621979,516.0599976,12.94683456,516.0599976,16.31852722,516.0599976,19.65310287,516.0599976,23.96915436,516.0599976,27.2496109,516.0599976,31.95482635,516.0599976,34.35535431,516.0599976,34.49533844,516.0599976,36.15007019,516.0599976,36.02454376,516.0599976,37.8232193,516.0599976,35.15420532,
516.960022,-3.026748657,516.960022,1.3788414,516.960022,7.246242523,516.960022,10.10219574,516.960022,15.70201874,516.960022,19.46871948,516.960022,22.19526672,516.960022,26.36944962,516.960022,30.15579224,516.960022,33.22905731,516.960022,35.6443634,516.960022,36.48806763,516.960022,37.59174347,516.960022,35.7803421,516.960022,35.66262817,
518.0300293,-4.290348053,518.0300293,0.7475166321,518.0300293,5.938419342,518.0300293,10.94384766,518.0300293,15.22337341,518.0300293,19.35661316,518.0300293,22.53202438,518.0300293,25.58887482,518.0300293,31.1428299,518.0300293,33.15075684,518.0300293,35.02536774,518.0300293,36.41397858,518.0300293,35.87827301,518.0300293,37.19285583,518.0300293,34.53194427,
518.9299927,-3.937725067,518.9299927,-0.5340690613,518.9299927,4.231002808,518.9299927,10.96548462,518.9299927,13.37550735,518.9299927,19.18727493,518.9299927,22.80638885,518.9299927,23.70933533,518.9299927,30.83885956,518.9299927,32.96968842,518.9299927,34.60177612,518.9299927,35.16100311,518.9299927,35.03948975,518.9299927,35.12162018,518.9299927,33.25649261,
520,-4.435779572,520,-0.1192321777,520,4.930416107,520,9.877742767,520,12.80987549,520,18.29146957,520,21.40293884,520,23.45533752,520,28.77372742,520,31.33128357,520,33.16022491,520,35.18187714,520,34.68643188,520,34.50379181,520,33.17366028,
521.039978,-5.294967651,521.039978,0.003238677979,521.039978,4.180812836,521.039978,8.060817719,521.039978,11.53796387,521.039978,16.83747482,521.039978,21.01937866,521.039978,23.66197968,521.039978,28.52925873,521.039978,31.40245056,521.039978,31.98558044,521.039978,33.25774384,521.039978,33.12462616,521.039978,33.6492691,521.039978,30.74591827,
521.9400024,-5.283887863,521.9400024,-0.94298172,521.9400024,4.383972168,521.9400024,10.66133881,521.9400024,12.76715088,521.9400024,16.44075394,521.9400024,20.36103058,521.9400024,22.27390289,521.9400024,27.03991318,521.9400024,29.12142944,521.9400024,31.03566742,521.9400024,32.11238098,521.9400024,31.95819855,521.9400024,33.37416077,521.9400024,31.1309433,
522.9799805,-6.760217667,522.9799805,-1.737930298,522.9799805,3.09299469,522.9799805,7.8254776,522.9799805,11.09851074,522.9799805,14.92108536,522.9799805,18.64359665,522.9799805,21.1506691,522.9799805,24.14513016,522.9799805,27.78968811,522.9799805,29.33237457,522.9799805,31.31123352,522.9799805,31.63035583,522.9799805,31.37757874,522.9799805,30.14312744,
524.0200195,-7.267858505,524.0200195,-2.736232758,524.0200195,1.535785675,524.0200195,6.879707336,524.0200195,8.727657318,524.0200195,14.0104866,524.0200195,17.96378326,524.0200195,21.35096359,524.0200195,25.16437912,524.0200195,27.07004929,524.0200195,27.86645508,524.0200195,29.41103363,524.0200195,30.41292572,524.0200195,29.26831055,524.0200195,29.02192688,
525.0700073,-7.736177444,525.0700073,-3.044677734,525.0700073,1.402908325,525.0700073,5.297740936,525.0700073,8.399612427,525.0700073,13.23500824,525.0700073,17.54562378,525.0700073,19.15517044,525.0700073,24.28822708,525.0700073,26.79812622,525.0700073,26.24653625,525.0700073,28.77687836,525.0700073,29.15283966,525.0700073,28.74516296,525.0700073,27.7470932,
525.9699707,-7.827163696,525.9699707,-3.086421967,525.9699707,0.6827964783,525.9699707,3.567466736,525.9699707,8.538887024,525.9699707,12.86494827,525.9699707,15.60832214,525.9699707,17.94157791,525.9699707,22.96936798,525.9699707,25.03734589,525.9699707,26.21188354,525.9699707,26.56513977,525.9699707,27.97675323,525.9699707,27.60705566,525.9699707,27.39335632,
527.0100098,-8.751436234,527.0100098,-4.399600983,527.0100098,-0.670211792,527.0100098,4.09967804,527.0100098,6.50220871,527.0100098,11.15671158,527.0100098,14.73804092,527.0100098,15.50290298,527.0100098,22.80126953,527.0100098,24.59167862,527.0100098,25.67719269,527.0100098,26.23410797,527.0100098,25.65106964,527.0100098,26.4026413,527.0100098,25.85307312,
528.0499878,-8.872581482,528.0499878,-6.26848793,528.0499878,-0.6552047729,528.0499878,1.670768738,528.0499878,6.006240845,528.0499878,10.07666016,528.0499878,12.91880798,528.0499878,15.30891037,528.0499878,19.75143433,528.0499878,20.95137024,528.0499878,22.29177475,528.0499878,24.82452774,528.0499878,23.8068428,528.0499878,24.24981308,528.0499878,24.16302872,
528.9500122,-9.84151268,528.9500122,-6.505996704,528.9500122,-1.965229034,528.9500122,2.772453308,528.9500122,5.978370667,528.9500122,8.737854004,528.9500122,12.13537598,528.9500122,13.39305496,528.9500122,18.48122787,528.9500122,21.239048,528.9500122,21.49022675,528.9500122,24.62446594,528.9500122,22.05445862,528.9500122,23.58724976,528.9500122,22.01102829,
530,-10.42219353,530,-6.066942215,530,-3.729480743,530,0.5536346436,530,3.442558289,530,8.086196899,530,11.47267532,530,13.56993866,530,17.9074707,530,19.09062195,530,20.88295364,530,20.7861557,530,22.77363586,530,22.02841187,530,21.3583107,
531.039978,-11.22023392,531.039978,-7.138160706,531.039978,-3.962486267,531.039978,0.4926834106,531.039978,3.212444305,531.039978,6.745853424,531.039978,8.348499298,531.039978,10.82327652,531.039978,16.34516144,531.039978,16.94943237,531.039978,18.46651459,531.039978,20.085289,531.039978,20.47646332,531.039978,20.90884399,531.039978,20.5775032,
531.9400024,-11.18939972,531.9400024,-8.125202179,531.9400024,-5.193635941,531.9400024,-1.347610474,531.9400024,1.929855347,531.9400024,5.424640656,531.9400024,9.020053864,531.9400024,11.21346664,531.9400024,14.77583313,531.9400024,16.20215988,531.9400024,17.32631683,531.9400024,18.31770325,531.9400024,19.54341888,531.9400024,19.8860321,531.9400024,19.5555687,
532.9799805,-12.15093994,532.9799805,-8.679229736,532.9799805,-5.091171265,532.9799805,-1.681865692,532.9799805,0.9732666016,532.9799805,4.59431076,532.9799805,7.62828064,532.9799805,9.406719208,532.9799805,13.06919098,532.9799805,15.00561905,532.9799805,17.6612587,532.9799805,17.35866165,532.9799805,17.41860199,532.9799805,17.73654175,532.9799805,17.96112442,
534.0200195,-12.63022614,534.0200195,-10.81562805,534.0200195,-5.754234314,534.0200195,-2.973625183,534.0200195,-2.238658905,534.0200195,2.392494202,534.0200195,5.947814941,534.0200195,8.568294525,534.0200195,12.12038422,534.0200195,13.62361908,534.0200195,15.04519653,534.0200195,16.25041962,534.0200195,16.24900818,534.0200195,16.04729843,534.0200195,15.36279297,
535.0700073,-14.03322601,535.0700073,-9.720190048,535.0700073,-6.438035965,535.0700073,-3.7579422,535.0700073,-0.8796272278,535.0700073,1.506965637,535.0700073,5.993770599,535.0700073,6.878250122,535.0700073,10.49861908,535.0700073,12.30537415,535.0700073,13.20954895,535.0700073,14.57287979,535.0700073,15.62714005,535.0700073,14.86730957,535.0700073,13.92506409,
535.9699707,-13.60982132,535.9699707,-10.46299934,535.9699707,-7.655029297,535.9699707,-5.027494431,535.9699707,-2.717739105,535.9699707,1.112453461,535.9699707,3.410457611,535.9699707,5.877353668,535.9699707,8.556518555,535.9699707,11.04483795,535.9699707,12.7967186,535.9699707,13.38864517,535.9699707,14.3740654,535.9699707,13.83234406,535.9699707,12.9122963,
537.0100098,-14.88129425,537.0100098,-11.18810654,537.0100098,-8.942146301,537.0100098,-4.678432465,537.0100098,-2.771980286,537.0100098,1.269283295,537.0100098,3.538078308,537.0100098,5.175254822,537.0100098,7.75428772,537.0100098,9.9815979,537.0100098,11.78446579,537.0100098,12.68607712,537.0100098,13.09583664,537.0100098,13.6150589,537.0100098,12.55909729,
538.0499878,-14.79589844,538.0499878,-12.0285759,538.0499878,-9.293439865,538.0499878,-5.092761993,538.0499878,-3.034091949,538.0499878,-1.495544434,538.0499878,2.551631927,538.0499878,3.612476349,538.0499878,7.596214294,538.0499878,8.70324707,538.0499878,9.963977814,538.0499878,11.32042313,538.0499878,11.13042831,538.0499878,11.92008591,538.0499878,11.18109131,
538.9500122,-15.85407448,538.9500122,-12.68784142,538.9500122,-10.38729286,538.9500122,-7.117588043,538.9500122,-3.708827972,538.9500122,-1.349906921,538.9500122,0.8002204895,538.9500122,2.428466797,538.9500122,6.828975677,538.9500122,8.031600952,538.9500122,8.63092804,538.9500122,9.675395966,538.9500122,10.84608459,538.9500122,10.6777153,538.9500122,10.24979401,
