CdSe sonochem 30min ex300,,CdSe sonochem 30min ex300 slit10nm,,CdSe sonochem 30min ex375 slit10nm,,CdSe sonochem 30min slit10nm ex320,,CdSe sonochem 30min slit10nm em600,,CdSe sonochem 30min slit10nm ex420,,CdSe sonochem 30min slit10nm em610,,CdSe sonochem 30min slit10nm ex485,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
451.9599915,0.8423783183,461.9599915,7.081906319,,,481.9599915,-11.50189209,461.9599915,125.247406,582.0499878,173.4946442,461.9599915,11.87728119,636.9500122,17.02812195,
453.0299988,0.631136775,463.0299988,7.17641449,,,483.0299988,-12.16047287,463.0299988,123.6369781,582.9400024,175.2028656,463.0299988,11.74747276,637.9699707,16.93634796,
453.9299927,0.7565395832,463.9299927,7.219496727,,,483.9299927,-12.65773296,463.9299927,125.3651123,583.9699707,176.6078033,463.9299927,11.57166481,638.9799805,16.67006111,
455,0.9164712429,465,6.178269386,,,485,-12.39781761,465,124.2802734,585,179.0044708,465,11.86781311,639.8499756,16.95978928,
456.0599976,0.778619945,466.0599976,6.325978279,,,486.0599976,-12.3524189,466.0599976,126.302597,586.0200195,178.3642273,466.0599976,12.34278679,640.8599854,17.08915329,
456.9599915,0.6834900975,466.9599915,6.758248329,,,486.9599915,-12.86272144,466.9599915,123.03479,587.0499878,180.4550018,466.9599915,11.63288116,641.8800049,16.76356316,
458.0299988,0.8511873484,468.0299988,5.644040108,,,488.0299988,-11.99940586,468.0299988,124.735199,587.9400024,181.9363556,468.0299988,12.01773643,642.8900146,16.56178474,
458.9299927,0.7142816782,468.9299927,5.82919693,,,488.9299927,-13.22420788,468.9299927,124.0778809,588.9699707,183.400238,468.9299927,12.17825508,643.9099731,16.57998276,
460,0.8818592429,470,5.389104843,,,490,-12.12019157,470,127.3676605,590,183.397934,470,11.80851173,644.9199829,16.13743401,
461.0599976,0.8511404395,471.0599976,5.650448799,,,491.0400085,-12.61294079,471.0599976,126.9411469,591.0200195,183.3855591,471.0599976,12.21073914,645.9400024,16.52596092,
461.9599915,0.6781460643,471.9599915,5.29921627,,,491.9400024,-13.07226467,471.9599915,127.391037,592.0499878,185.1890717,471.9599915,11.95808983,646.9500122,16.19856071,
463.0299988,0.9791762829,473.0299988,4.985906601,,,492.980011,-13.17623043,473.0299988,129.5212402,592.9400024,185.1208038,473.0299988,13.13242722,647.9699707,15.75389576,
463.9299927,0.9283373952,473.9299927,5.360188484,,,494.019989,-13.3734684,473.9299927,128.7459717,593.9699707,187.135376,473.9299927,12.731287,648.9799805,15.62302113,
465,0.6079103947,475,4.910777092,,,495.0700073,-13.08931255,475,129.6368866,595,187.1803284,475,12.46622467,649.8499756,15.49521351,
466.0599976,0.707823813,476.0599976,5.25805378,,,495.9700012,-13.67516613,476.0599976,132.1432648,596.0200195,189.0689545,476.0599976,11.84811401,650.8499756,15.55891895,
466.9599915,0.6434198022,476.9599915,5.340450287,,,497.0100098,-13.21448898,476.9599915,131.6592102,597.0499878,188.8151855,476.9599915,12.30579567,651.8499756,15.35402012,
468.0299988,0.5419858694,478.0299988,4.61866951,,,498.0499878,-13.38906479,478.0299988,135.0722046,597.9400024,189.1049652,478.0299988,13.19271278,652.8499756,15.02279758,
468.9299927,0.7955496907,478.9299927,4.561021805,,,498.9500122,-13.44756126,478.9299927,136.0894165,598.9699707,189.7905884,478.9299927,12.26778221,653.8499756,14.89711094,
470,0.5162633061,480,4.298733711,,,500,-13.50467777,480,138.4698181,600,190.4829254,480,11.85832405,654.8499756,14.15052128,
471.0599976,0.6748918295,481.0599976,4.334925652,,,501.0400085,-12.99374962,481.0400085,139.8400421,601.0200195,190.0796051,481.0400085,13.11357498,655.8499756,14.21288967,
471.9599915,0.5871406198,481.9599915,4.462717056,,,501.9400024,-12.87160873,481.9400024,140.5213776,602.0499878,191.965271,481.9400024,12.70749283,656.8499756,14.20087147,
473.0299988,0.608064115,483.0299988,4.023594856,,,502.980011,-13.10336018,482.980011,140.1376038,602.9400024,191.931366,482.980011,13.08848763,657.8499756,14.4423399,
473.9299927,0.3960403502,483.9299927,4.0585289,,,504.019989,-13.21793365,484.019989,140.9924316,603.9699707,190.8968201,484.019989,13.19252586,658.8499756,14.3993063,
475,0.4771688879,485,3.95677495,,,505.0700073,-12.94197273,485.0700073,143.2512207,605,191.9831238,485.0700073,13.00630951,659.8499756,13.7685461,
476.0599976,0.4920905828,486.0599976,3.982676268,,,505.9700012,-12.54207134,485.9700012,143.2315674,606.0200195,193.1148682,485.9700012,13.20471191,660.8599854,14.23438549,
476.9599915,0.5217002034,486.9599915,3.445331812,,,507.0100098,-12.19406319,487.0100098,142.2873993,607.0499878,192.6043854,487.0100098,13.55742264,661.8800049,13.42869282,
478.0299988,0.5799816847,488.0299988,3.546633005,,,508.0499878,-12.09388638,488.0499878,141.2799683,607.9400024,192.1593475,488.0499878,12.83259773,662.8900146,13.59695148,
478.9299927,0.3500208259,488.9299927,3.185642481,,,508.9500122,-12.43125343,488.9500122,140.838089,608.9699707,192.252655,488.9500122,13.09599876,663.9099731,13.17428493,
480,0.5939229727,490,3.653266668,,,510,-11.65075874,490,138.8773804,610,194.5175018,490,13.19252014,664.9199829,12.90118694,
481.0599976,0.478920579,491.0400085,3.241798639,,,511.0599976,-11.59854698,491.0599976,137.6005859,611.0100098,193.2380676,491.0599976,12.85889816,665.9400024,12.46267891,
481.9599915,0.580598712,491.9400024,3.200394392,,,511.9599915,-11.09979725,491.9599915,137.4484711,612.0200195,193.7270355,491.9599915,13.09262085,666.9500122,12.26736259,
483.0299988,0.612560153,492.980011,2.757073164,,,513.0300293,-11.40577888,493.0299988,134.3069611,613.039978,192.7334747,493.0299988,13.04043579,667.9699707,12.47178364,
483.9299927,0.36733374,494.019989,3.027148962,,,513.9299927,-10.73330021,493.9299927,135.4123535,614.0499878,193.2482452,493.9299927,13.26338577,668.9799805,12.36951065,
485,0.5805918574,495.0700073,2.926189184,,,515,-10.94976711,495,134.8985291,615.0700073,192.8881836,495,13.0917511,669.8499756,12.2911272,
486.0599976,0.3490550816,495.9700012,2.67759347,,,516.0599976,-10.07443523,496.0599976,132.9461975,615.9400024,191.7884674,496.0599976,13.45239639,670.8499756,12.02642059,
486.9599915,0.4349526763,497.0100098,2.719430208,,,516.960022,-10.16987133,496.9599915,133.2987366,616.9500122,191.4306183,496.9599915,13.30783653,671.8499756,12.03865242,
488.0299988,0.4965757132,498.0499878,2.770457983,,,518.0300293,-8.809827805,498.0299988,134.9766235,617.9699707,190.3315277,498.0299988,13.38765335,672.8499756,11.55377197,
488.9299927,0.3443741798,498.9500122,2.749802351,,,518.9299927,-8.600487709,498.9299927,132.4385681,618.9799805,190.6870422,498.9299927,13.39710426,673.8499756,11.7551403,
490,0.3611992598,500,2.867379904,,,520,-7.740641594,500,133.9732056,620,190.8339996,500,13.82502747,674.8499756,11.34977531,
491.0400085,0.505640626,501.0400085,2.727786303,,,521.039978,-7.436296463,501.0400085,135.0720215,621.0200195,189.1304321,501.0400085,13.29119492,675.8499756,10.98018646,
491.9400024,0.500810504,501.9400024,2.500604868,,,521.9400024,-6.281478882,501.9400024,136.259613,622.0499878,187.9904175,501.9400024,13.6891346,676.8499756,10.94579411,
492.980011,0.414917171,502.980011,2.249459028,,,522.9799805,-6.17565155,502.980011,136.4625702,622.9400024,188.5018005,502.980011,13.52451897,677.8499756,10.51175785,
494.019989,0.3655147851,504.019989,2.413348913,,,524.0200195,-5.435113907,504.019989,135.6747894,623.9699707,187.560791,504.019989,13.07542801,678.8499756,10.4783411,
495.0700073,0.5700814724,505.0700073,2.594762564,,,525.0700073,-4.185703278,505.0700073,134.283493,625,186.8276825,505.0700073,13.47970009,679.8499756,10.13586903,
495.9700012,0.4714466631,505.9700012,2.633223295,,,525.9699707,-2.928010941,505.9700012,135.9212646,626.0200195,186.8576202,505.9700012,13.44934654,680.8499756,9.994557381,
497.0100098,0.3459531069,507.0100098,2.701263666,,,527.0100098,-2.748048782,507.0100098,137.2119293,627.0499878,185.7473907,507.0100098,13.18764496,681.8499756,9.95862484,
498.0499878,0.5447320938,508.0499878,3.021529436,,,528.0499878,-2.231229782,508.0499878,136.3611298,627.9400024,184.6417999,508.0499878,13.37191391,682.8499756,9.891311646,
498.9500122,0.305588901,508.9500122,2.887254953,,,528.9500122,-0.9620437622,508.9500122,134.7494659,628.9699707,183.79422,508.9500122,12.7273674,683.8499756,9.203496933,
500,0.541541934,510,2.844824076,,,530,0.9754390717,510,136.6077423,630,183.3002014,510,13.00493622,684.8499756,9.512931824,
501.0400085,0.3032569289,511.0599976,3.075341463,,,531.039978,1.073980331,511.0400085,135.7557068,631.0100098,182.141983,511.0400085,13.95327568,685.8499756,9.100186348,
501.9400024,0.4076184332,511.9599915,3.05860734,,,531.9400024,2.591869354,511.9400024,135.2843933,632.0200195,179.7556458,511.9400024,12.54100227,686.8499756,9.415110588,
502.980011,0.5135039687,513.0300293,3.018101931,,,532.9799805,3.320562363,512.9799805,133.7899323,633.039978,179.7017212,512.9799805,13.3712616,687.8499756,9.065624237,
504.019989,0.2867114246,513.9299927,3.104758978,,,534.0200195,5.279085159,514.0200195,134.8855591,634.0499878,178.8630219,514.0200195,12.73938942,688.8499756,8.801405907,
505.0700073,0.3682115078,515,2.94601512,,,535.0700073,5.780061722,515.0700073,132.1273651,635.0700073,177.769516,515.0700073,13.21099472,689.8499756,8.859783173,
505.9700012,0.4547053874,516.0599976,3.112062693,,,535.9699707,7.139392853,515.9699707,130.2565155,635.9400024,178.0472412,515.9699707,13.4287262,690.8499756,8.920840263,
507.0100098,0.4493544102,516.960022,3.653124094,,,537.0100098,8.202596664,517.0100098,130.0661621,636.9500122,174.8835754,517.0100098,13.16061211,691.8499756,8.972423553,
508.0499878,0.2848074138,518.0300293,3.677206755,,,538.0499878,9.327630997,518.0499878,125.6978912,637.9699707,173.7074585,518.0499878,13.74265671,692.8499756,8.900803566,
508.9500122,0.4262059629,518.9299927,3.822128534,,,538.9500122,10.83881569,518.9500122,125.8309937,638.9799805,173.5467072,518.9500122,12.82655525,693.8499756,8.542915344,
510,0.4150665104,520,3.671608686,,,540,12.28859901,520,123.8077087,640,171.212616,520,12.38754654,694.8499756,8.560286522,
511.0599976,0.320469439,521.039978,4.006720543,,,541.0200195,14.03414726,521.039978,123.8052368,641.0100098,170.5206909,521.039978,12.27308846,695.8499756,8.829123497,
511.9599915,0.3747099638,521.9400024,4.193926811,,,542.0499878,16.51444054,521.9400024,121.7219086,642.0200195,169.6757355,521.9400024,12.05507278,696.8499756,8.503933907,
513.0300293,0.3128418028,522.9799805,3.963594675,,,542.9400024,17.12775612,522.9799805,117.494812,643.039978,167.7150421,522.9799805,12.16437531,697.8499756,8.489841461,
513.9299927,0.4478317499,524.0200195,4.634939194,,,543.9699707,18.01202202,524.0200195,115.5373688,644.0499878,167.4405975,524.0200195,11.22786331,698.8499756,8.182336807,
515,0.3313412964,525.0700073,5.05328846,,,545,19.37214851,525.0700073,114.9214478,645.0700073,165.8528748,525.0700073,11.23890877,699.8499756,8.443129539,
516.0599976,0.3510788679,525.9699707,4.719127655,,,546.0200195,21.3984127,525.9699707,110.4971619,645.9400024,164.3743286,525.9699707,11.67255974,700.8499756,8.001049042,
516.960022,0.3852213025,527.0100098,5.155350685,,,547.0499878,23.08348274,527.0100098,108.8796997,646.9500122,161.1333923,527.0100098,10.64208031,701.8499756,7.94423008,
518.0300293,0.5333874226,528.0499878,5.733037949,,,547.9400024,24.42720604,528.0499878,106.8960876,647.9699707,160.9431763,528.0499878,10.27841568,702.8499756,7.980367661,
518.9299927,0.5220558047,528.9500122,6.211598396,,,548.9699707,27.357687,528.9500122,103.4067535,648.9799805,159.9727936,528.9500122,10.3511467,703.8499756,7.66883564,
520,0.3692177832,530,6.035513878,,,550,27.01184654,530,101.102478,650,157.8652344,530,10.17953491,704.8499756,7.624798775,
521.039978,0.4608750939,531.039978,6.599182129,,,551.039978,29.26441383,531.039978,98.14778137,651,155.6477356,531.039978,9.732652664,705.8499756,7.372324944,
521.9400024,0.3383634388,531.9400024,6.890354156,,,551.9400024,30.54927635,531.9400024,94.98248291,652,155.0279694,531.9400024,9.551420212,706.8499756,7.318492889,
522.9799805,0.6169607639,532.9799805,7.235253334,,,552.9799805,31.98439598,532.9799805,88.87911987,653,153.2303619,532.9799805,9.288751602,707.8499756,7.330913544,
524.0200195,0.590310514,534.0200195,7.832894325,,,554.0200195,33.90226746,534.0200195,85.79656982,654,152.5276031,534.0200195,8.192329407,708.8499756,7.403589249,
525.0700073,0.4992141724,535.0700073,8.723672867,,,555.0700073,35.94541168,535.0700073,80.2580719,655,149.8163452,535.0700073,8.313299179,709.8499756,6.94411087,
525.9699707,0.3793592453,535.9699707,9.212397575,,,555.9699707,35.50360107,535.9699707,77.06573486,656,148.9336548,535.9699707,7.645555496,710.9799805,7.238498688,
527.0100098,0.6550703645,537.0100098,8.732011795,,,557.0100098,37.62101746,537.0100098,72.91731262,657,148.1748962,537.0100098,7.617523193,711.9699707,7.072455406,
528.0499878,0.6095147133,538.0499878,9.311790466,,,558.0499878,40.72686005,538.0499878,68.54066467,658,146.7997284,538.0499878,7.284280777,712.9500122,7.053116798,
528.9500122,0.6188674569,538.9500122,9.693800926,,,558.9500122,39.29368591,538.9500122,63.27456665,659,144.0982666,538.9500122,6.154026985,713.9400024,6.768871307,
530,0.6242798567,540,10.28095913,,,560,41.35212708,540,59.17605591,660,143.2694855,540,5.988251686,714.9199829,6.783870697,
531.039978,0.6793171167,541.0200195,11.01637936,,,561.039978,45.19940186,541.0200195,54.32131958,661.0100098,140.733139,541.0200195,5.621502876,715.9099731,6.539678574,
531.9400024,0.6336174607,542.0499878,11.15829277,,,561.9400024,44.45098114,542.0499878,51.14775085,662.0200195,138.6520538,542.0499878,5.469735146,716.9000244,6.355750084,
532.9799805,0.8786513209,542.9400024,11.54136658,,,562.9799805,46.26247406,542.9400024,48.29359436,663.039978,137.5188446,542.9400024,5.065379143,717.8800049,6.343490601,
534.0200195,0.8874836564,543.9699707,12.03533268,,,564.0200195,45.98974609,543.9699707,44.18093872,664.0499878,135.0130005,543.9699707,4.881011963,718.8699951,5.742334366,
535.0700073,0.7506151795,545,12.52483749,,,565.0700073,47.10739899,545,39.64599609,665.0700073,132.807312,545,3.999100685,719.8499756,5.874734879,
535.9699707,0.8217795491,546.0200195,13.77496624,,,565.9699707,49.77833557,546.0200195,34.80499268,665.9400024,132.1073151,546.0200195,3.07195282,720.9799805,5.759791374,
537.0100098,0.8953351378,547.0499878,14.03979206,,,567.0100098,50.19533539,547.0499878,31.64097595,666.9500122,130.1666412,547.0499878,3.461893082,721.9699707,5.696602821,
538.0499878,0.9107400775,547.9400024,14.33724117,,,568.0499878,51.63136292,547.9400024,28.02639771,667.9699707,129.3281708,547.9400024,2.832198143,722.9500122,5.372852325,
538.9500122,0.9567638636,548.9699707,14.7972002,,,568.9500122,52.44378662,548.9699707,23.7401886,668.9799805,126.6832199,548.9699707,2.737504005,723.9400024,5.428990364,
540,0.8961755633,550,15.82778072,,,570,54.9605484,550,17.7615509,670,125.922493,550,2.570533752,724.9199829,5.397246361,
541.0200195,1.099874735,,,,,571.0200195,52.31387329,551.039978,15.68693542,671,122.8837051,551.039978,1.58067894,725.9099731,5.016939163,
542.0499878,1.0221591,,,,,572.0499878,56.62466431,551.9400024,11.25266266,672,122.213295,551.9400024,2.055199623,726.9000244,5.068615913,
542.9400024,0.9619435668,,,,,572.9400024,56.61690521,552.9799805,6.50289917,673,118.9355087,552.9799805,1.337334633,727.8800049,4.847221375,
543.9699707,0.9821035862,,,,,573.9699707,57.04847717,554.0200195,1.621246338,674,118.2888412,554.0200195,0.7526054382,728.8699951,4.78421402,
545,0.9904054999,,,,,575,58.55441284,555.0700073,0.9499130249,675,115.7621841,555.0700073,0.09694671631,729.8499756,4.705013275,
546.0200195,1.174553871,,,,,576.0200195,58.74339294,555.9699707,-1.83769989,676,113.3673782,555.9699707,0.8644990921,730.9799805,4.200158119,
547.0499878,1.334094048,,,,,577.0499878,58.7579422,557.0100098,-5.783554077,677,112.2730637,557.0100098,0.5734300613,731.9699707,4.383657455,
547.9400024,1.368211746,,,,,577.9400024,61.0186615,558.0499878,-9.0807724,678,110.0691757,558.0499878,-0.3308477402,732.9500122,4.28954792,
548.9699707,1.487869263,,,,,578.9699707,61.23657227,558.9500122,-13.17308807,679,108.0041885,558.9500122,-0.1427364349,733.9400024,3.736367464,
550,1.224242926,,,,,580,63.77115631,560,-15.18449402,680,107.5580978,560,-0.3409824371,734.9199829,3.981330156,
,,,,,,581.0200195,62.91938019,561.0200195,-19.4784317,681,104.5004807,561.0200195,-0.6466598511,735.9099731,3.891996622,
,,,,,,582.0499878,63.45847321,562.0499878,-21.41668701,682,103.3290939,562.0499878,-1.221847534,736.9000244,3.494996786,
,,,,,,582.9400024,65.28233337,562.9400024,-24.17708588,683,102.5676346,562.9400024,-1.858436108,737.8800049,3.59139514,
,,,,,,583.9699707,63.86161041,563.9699707,-26.94814301,684,100.8311081,563.9699707,-1.435393333,738.8699951,3.399670362,
,,,,,,585,66.99713898,565,-30.23700714,685,98.86004639,565,-2.147071362,739.8499756,3.448108912,
,,,,,,586.0200195,64.71623993,566.0200195,-33.78268433,686,98.60913086,566.0200195,-2.816263199,740.9799805,3.278095961,
,,,,,,587.0499878,66.45146942,567.0499878,-36.79869843,687,97.11441803,567.0499878,-3.633358002,741.9699707,3.226574183,
,,,,,,587.9400024,68.36143494,567.9400024,-37.93697739,688,96.00106049,567.9400024,-2.571162224,742.9500122,3.064301252,
,,,,,,588.9699707,67.87573242,568.9699707,-39.94407272,689,95.7900238,568.9699707,-3.04061842,743.9400024,2.885312319,
,,,,,,590,70.03881073,570,-43.32789612,690,94.7010498,570,-3.458539963,744.9199829,2.721702337,
,,,,,,591.0200195,69.35577393,571.039978,-45.00370789,691,94.42401123,571.039978,-4.112715721,745.9099731,2.682759047,
,,,,,,592.0499878,70.01906586,571.9400024,-47.4502182,692,93.78618622,571.9400024,-4.034655094,746.9000244,2.750848532,
,,,,,,592.9400024,70.84043884,572.9799805,-48.09401703,693,93.37957764,572.9799805,-4.338114738,747.8800049,2.683400393,
,,,,,,593.9699707,68.80172729,574.0200195,-49.04838562,694,92.48387146,574.0200195,-4.38006258,748.8699951,2.352960348,
,,,,,,595,70.54024506,575.0700073,-48.51092529,695,92.06085205,575.0700073,-4.706671715,749.8499756,2.191180468,
,,,,,,596.0200195,70.73899078,575.9699707,-49.63015366,696,91.61306763,575.9699707,-4.61373806,750.9699707,2.177261591,
,,,,,,597.0499878,69.86442566,577.0100098,-49.73334885,697,90.86986542,577.0100098,-4.794238091,751.9400024,1.956866026,
,,,,,,597.9400024,73.44033813,578.0499878,-49.47028732,698,90.60127258,578.0499878,-4.917786121,752.9099731,1.797104597,
,,,,,,598.9699707,71.57783508,578.9500122,-48.78051376,699,89.73040009,578.9500122,-5.006100655,753.8800049,1.949272394,
,,,,,,600,73.06155396,580,-47.3661232,700,88.13597107,580,-4.733944893,754.8599854,1.759405375,
,,,,,,,,,,,,581.0200195,-4.585767269,755.9699707,1.749322176,
,,,,,,,,,,,,582.0499878,-5.160792351,756.9400024,1.79491353,
,,,,,,,,,,,,582.9400024,-4.834109783,757.9099731,1.567750692,
,,,,,,,,,,,,583.9699707,-4.535236835,758.8800049,1.544311285,
,,,,,,,,,,,,585,-5.01023674,759.8599854,1.387447596,
,,,,,,,,,,,,586.0200195,-4.877705097,760.9799805,1.483476877,
,,,,,,,,,,,,587.0499878,-5.472636223,761.9699707,1.199015856,
,,,,,,,,,,,,587.9400024,-4.823886871,762.9500122,1.184612513,
,,,,,,,,,,,,588.9699707,-4.601854801,763.9400024,0.8564455509,
,,,,,,,,,,,,590,-4.604733467,764.9199829,1.183703184,
,,,,,,,,,,,,591.0100098,-4.913826942,765.9099731,1.02877593,
,,,,,,,,,,,,592.0200195,-4.633114338,766.9000244,0.715287447,
,,,,,,,,,,,,593.039978,-4.446202278,767.8800049,0.7669541836,
,,,,,,,,,,,,594.0499878,-4.325780392,768.8699951,0.7971131802,
,,,,,,,,,,,,595.0700073,-4.327299118,769.8499756,0.6774270535,
,,,,,,,,,,,,595.9400024,-3.942648411,770.9500122,0.6759722233,
,,,,,,,,,,,,596.9500122,-3.53772068,771.9099731,0.5510721207,
,,,,,,,,,,,,597.9699707,-3.677776814,772.8699951,0.4829461575,
,,,,,,,,,,,,598.9799805,-2.798837662,773.9699707,0.4176001549,
,,,,,,,,,,,,600,-1.44067812,774.9299927,0.2821416855,
,,,,,,,,,,,,,,775.8900146,0.2884161472,
,,,,,,,,,,,,,,776.9799805,0.28312397,
,,,,,,,,,,,,,,777.9400024,0.4256103039,
,,,,,,,,,,,,,,778.9000244,0.2433781624,
,,,,,,,,,,,,,,779.8599854,0.1066200733,
,,,,,,,,,,,,,,780.9699707,0.06806588173,
,,,,,,,,,,,,,,781.9400024,-0.08173298836,
,,,,,,,,,,,,,,782.9099731,-0.3154914379,
,,,,,,,,,,,,,,783.8800049,-0.2119724751,
,,,,,,,,,,,,,,784.8599854,-0.2479887009,
,,,,,,,,,,,,,,785.9699707,-0.3603086472,
,,,,,,,,,,,,,,786.9400024,-0.415317297,
,,,,,,,,,,,,,,787.9099731,-0.2571065426,
,,,,,,,,,,,,,,788.8800049,-0.3612253666,
,,,,,,,,,,,,,,789.8599854,-0.4072930813,
,,,,,,,,,,,,,,790.9500122,-0.4043500423,
,,,,,,,,,,,,,,791.9099731,-0.6205756664,
,,,,,,,,,,,,,,792.8699951,-0.5015451908,
,,,,,,,,,,,,,,793.9699707,-0.554558754,
