CdS sonochem 90min ex335,,CdS sonochem 90min em410,,CdS sonochem 90min ex300,,CdS sonochem 90min em350,,CdS sonochem 90min ex295,,CdS sonochem 90min ex295 slow,,CdS sonochem 90min ex335 slow,,CdS sonochem 90min em410 slow,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
488.9299927,34.08187103,384,25.72008705,453.9299927,42.84061813,,,448.9299927,46.77946472,448.9299927,46.38388062,488.9299927,35.09222794,384,25.29698563,
489.8399963,33.13294983,385.0700073,23.14932823,455,42.18535233,,,450,45.51786041,450,46.57672882,489.8399963,33.47134399,385.0700073,22.92679214,
490.8900146,32.67720032,386,20.56123924,456.0599976,42.49030685,,,451.0599976,43.46163177,451.0599976,45.60507965,490.8900146,32.38184738,386,21.20111465,
491.9400024,31.69893074,387.0700073,19.27879524,456.9599915,40.57249832,,,451.9599915,44.16498566,451.9599915,44.44322968,491.9400024,30.58126068,387.0700073,19.25250244,
492.980011,30.12384987,388,17.08341789,458.0299988,40.14774704,,,453.0299988,43.0934906,453.0299988,44.32554626,492.980011,30.56352615,388,16.96508026,
493.8800049,29.66573906,389.0700073,15.76705742,458.9299927,39.25868607,,,453.9299927,42.79148102,453.9299927,43.69356537,493.8800049,30.06235504,389.0700073,15.04263687,
494.9200134,28.92787361,390,13.51190758,460,40.0837822,,,455,41.96156311,455,43.396698,494.9200134,28.96195984,390,13.67892456,
495.9700012,27.79979897,391.0599976,10.99222755,461.0599976,37.39088821,,,456.0599976,41.87214661,456.0599976,42.48387146,495.9700012,27.29743576,391.0599976,11.51769257,
496.8599854,27.23109627,391.9599915,10.49544334,461.9599915,37.05636215,,,456.9599915,41.9859848,456.9599915,41.90781403,496.8599854,27.00064087,391.9599915,10.37704086,
497.9100037,25.81023979,393.0299988,8.534332275,463.0299988,36.27820206,,,458.0299988,40.53143311,458.0299988,41.24550629,497.9100037,25.60123062,393.0299988,8.906024933,
498.9500122,24.73990822,393.9299927,6.505910873,463.9299927,35.99894333,,,458.9299927,39.07998657,458.9299927,40.43935394,498.9500122,25.11671066,393.9299927,7.414718628,
499.8500061,24.93719673,395,5.129135132,465,35.77767563,,,460,39.20980072,460,39.7412262,499.8500061,23.84027863,395,5.500068665,
500.8900146,22.61922264,396.0599976,4.033256531,466.0599976,35.34020996,,,461.0599976,39.77711487,461.0599976,39.02310181,500.8900146,23.225914,396.0599976,4.157152176,
501.9400024,21.87962151,396.9599915,2.741044998,466.9599915,34.41682434,,,461.9599915,37.10392761,461.9599915,38.09078217,501.9400024,21.66320801,396.9599915,2.75878334,
502.980011,20.68675423,398.0299988,1.394144058,468.0299988,33.21197891,,,463.0299988,36.80688477,463.0299988,37.95517731,502.980011,20.98491287,398.0299988,1.454376221,
503.8800049,20.50782204,398.9299927,-0.5745487213,468.9299927,33.09012604,,,463.9299927,37.08281708,463.9299927,37.78132629,503.8800049,20.27796555,398.9299927,0.2458343506,
504.9200134,21.8772831,400,-0.980884552,470,32.35809326,,,465,37.17333221,465,36.97879791,504.9200134,19.45352936,400,-0.7419662476,
505.9700012,19.34887505,,,471.0599976,30.57549667,,,466.0599976,35.5220108,466.0599976,36.0533371,505.9700012,18.81965637,,,
506.8599854,18.88942146,,,471.9599915,30.34856033,,,466.9599915,36.25198364,466.9599915,35.91907501,506.8599854,17.70215988,,,
507.9100037,17.39493752,,,473.0299988,29.66308212,,,468.0299988,33.77331543,468.0299988,35.08753204,507.9100037,17.36159515,,,
508.9500122,16.39027977,,,473.9299927,28.5825386,,,468.9299927,34.6350174,468.9299927,34.38996887,508.9500122,16.70135117,,,
509.8500061,15.08613396,,,475,27.67097855,,,470,33.40410614,470,33.59420013,509.8500061,15.69227982,,,
510.8999939,15.15822029,,,476.0599976,27.40538406,,,471.0599976,31.45152092,471.0599976,32.73789978,510.8999939,14.93203354,,,
511.9599915,14.29337883,,,476.9599915,26.09327698,,,471.9599915,31.633955,471.9599915,32.40375519,511.9599915,14.22153091,,,
512.8699951,14.56202888,,,478.0299988,25.94797134,,,473.0299988,32.38291931,473.0299988,31.68667793,512.8699951,13.08198929,,,
513.9299927,12.97195625,,,478.9299927,23.95477295,,,473.9299927,30.27158546,473.9299927,31.41771889,513.9299927,13.14764786,,,
514.8400269,12.5931797,,,480,24.13236618,,,475,29.11081505,475,30.8098278,514.8400269,12.62474823,,,
515.9000244,11.56641579,,,481.0599976,24.38298035,,,476.0599976,28.8289814,476.0599976,29.97436333,515.9000244,11.60704422,,,
516.960022,10.71479988,,,481.9599915,23.42237091,,,476.9599915,28.70114708,476.9599915,29.69609261,516.960022,11.30224991,,,
517.8699951,10.88591576,,,483.0299988,21.84669495,,,478.0299988,28.17381096,478.0299988,28.82029915,517.8699951,10.55868912,,,
518.9299927,8.732492447,,,483.9299927,21.25774384,,,478.9299927,26.72683525,478.9299927,28.24185753,518.9299927,9.890857697,,,
519.8400269,9.733884811,,,485,21.33553314,,,480,26.71239662,480,27.36807823,519.8400269,8.797073364,,,
520.8900146,8.14106369,,,486.0599976,19.58705902,,,481.0599976,26.21688271,481.0599976,26.62430382,520.8900146,8.666122437,,,
521.9400024,8.249652863,,,486.9599915,20.01423264,,,481.9599915,25.25259972,481.9599915,26.34608269,521.9400024,7.52703476,,,
522.9799805,6.6472435,,,488.0299988,20.07002258,,,483.0299988,25.06081581,483.0299988,25.61689949,522.9799805,7.496162415,,,
523.8800049,6.063741684,,,488.9299927,19.02018356,,,483.9299927,24.80045128,483.9299927,25.0830822,523.8800049,6.872953415,,,
524.9199829,5.124568939,,,490,16.74241638,,,485,24.8676548,485,24.24888039,524.9199829,5.908348083,,,
525.9699707,6.772396088,,,491.0400085,16.63272858,,,486.0599976,24.0448246,486.0599976,23.46266747,525.9699707,5.18479538,,,
526.8599854,4.045721054,,,491.9400024,16.17177582,,,486.9599915,22.1400547,486.9599915,22.88059807,526.8599854,4.144317627,,,
527.9099731,3.72133255,,,492.980011,15.5988121,,,488.0299988,22.90214348,488.0299988,22.5555172,527.9099731,4.576332092,,,
528.9500122,3.380216599,,,494.019989,14.96003342,,,488.9299927,21.7922802,488.9299927,22.23328209,528.9500122,3.585309982,,,
529.8499756,2.704973221,,,495.0700073,14.18777466,,,490,20.35444832,490,21.44175148,529.8499756,3.407186508,,,
530.8900146,3.755781174,,,495.9700012,14.41095734,,,491.0400085,19.73512077,491.0400085,21.00589561,530.8900146,3.059724808,,,
531.9400024,1.678218842,,,497.0100098,13.05073166,,,491.9400024,20.02739143,491.9400024,20.12998009,531.9400024,1.97262764,,,
532.9799805,1.886175156,,,498.0499878,12.04918671,,,492.980011,19.42370415,492.980011,19.15969658,532.9799805,1.455810547,,,
533.8800049,1.406036377,,,498.9500122,10.82738113,,,494.019989,18.48190117,494.019989,19.58776665,533.8800049,1.16999054,,,
534.9199829,1.114896774,,,500,10.6141777,,,495.0700073,17.85847282,495.0700073,18.74157524,534.9199829,0.6688461304,,,
535.9699707,0.2280712128,,,501.0400085,9.885101318,,,495.9700012,17.19825554,495.9700012,18.08803749,535.9699707,0.1169300079,,,
536.8599854,0.03921699524,,,501.9400024,9.413684845,,,497.0100098,16.15494728,497.0100098,17.6860981,536.8599854,-0.1214103699,,,
537.9099731,-0.06129646301,,,502.980011,9.894706726,,,498.0499878,15.99651909,498.0499878,17.04659081,537.9099731,-0.2409610748,,,
538.9500122,-1.594549179,,,504.019989,7.526847839,,,498.9500122,15.3002758,498.9500122,16.31953621,538.9500122,-0.6660785675,,,
539.8499756,-1.180459976,,,505.0700073,6.453384399,,,500,14.95180321,500,15.9265728,539.8499756,-1.431694031,,,
540.8800049,-0.3582553864,,,505.9700012,7.439811707,,,501.0400085,15.05120659,501.0400085,15.21149254,540.8800049,-2.439685822,,,
541.9099731,-1.621191025,,,507.0100098,5.979373932,,,501.9400024,14.48899651,501.9400024,14.58959389,541.9099731,-2.513063431,,,
542.9400024,-2.57244873,,,508.0499878,6.691558838,,,502.980011,13.95879555,502.980011,14.30610085,542.9400024,-3.087320328,,,
543.9699707,-2.968050003,,,508.9500122,6.355232239,,,504.019989,13.83160973,504.019989,13.54514122,543.9699707,-2.764751434,,,
544.8499756,-2.70010376,,,510,4.979782104,,,505.0700073,12.43880653,505.0700073,13.08161736,544.8499756,-3.539447784,,,
545.8800049,-3.955871582,,,511.0599976,4.324028015,,,505.9700012,13.61413002,505.9700012,12.3897686,545.8800049,-4.095281601,,,
546.9099731,-3.852851868,,,511.9599915,4.474117279,,,507.0100098,11.0845108,507.0100098,12.08554649,546.9099731,-4.083364487,,,
547.9400024,-5.004940033,,,513.0300293,3.647254944,,,508.0499878,11.2209568,508.0499878,11.51163483,547.9400024,-4.74146843,,,
548.9699707,-4.87361145,,,513.9299927,3.105567932,,,508.9500122,11.58668709,508.9500122,11.31662369,548.9699707,-5.093708038,,,
549.8499756,-5.034898758,,,515,2.048210144,,,510,9.836902618,510,10.23159981,549.8499756,-5.089761734,,,
550.8900146,-6.317020416,,,516.0599976,1.966398239,,,511.0599976,9.649665833,511.0599976,9.814210892,550.8900146,-5.876754761,,,
551.9400024,-6.207435608,,,516.960022,1.244264603,,,511.9599915,8.408226013,511.9599915,10.10272789,551.9400024,-6.033632278,,,
552.9799805,-6.711103439,,,518.0300293,1.281778336,,,513.0300293,9.458108902,513.0300293,9.14947319,552.9799805,-6.809244156,,,
553.8800049,-6.859035492,,,518.9299927,1.651727676,,,513.9299927,7.583086014,513.9299927,8.699071884,553.8800049,-6.935285568,,,
554.9199829,-7.501612663,,,520,0.3318862915,,,515,7.047996521,515,8.058460236,554.9199829,-7.480541229,,,
555.9699707,-7.891798019,,,521.039978,-1.559474945,,,516.0599976,7.339019775,516.0599976,7.862373352,555.9699707,-7.529520035,,,
556.8599854,-8.685745239,,,521.9400024,-0.2141056061,,,516.960022,6.755729675,516.960022,7.203702927,556.8599854,-7.857990265,,,
557.9099731,-8.495034218,,,522.9799805,-0.5932998657,,,518.0300293,6.694761276,518.0300293,6.694009781,557.9099731,-8.535563469,,,
558.9500122,-8.541134834,,,524.0200195,-1.2697258,,,518.9299927,6.921579361,518.9299927,6.61324501,558.9500122,-8.674207687,,,
559.8499756,-8.283520699,,,525.0700073,-1.267221451,,,520,5.932355881,520,6.237371445,559.8499756,-8.769314766,,,
560.8900146,-7.966610909,,,525.9699707,-2.392427444,,,521.039978,5.359430313,521.039978,5.814668655,560.8900146,-9.256708145,,,
561.9400024,-9.853914261,,,527.0100098,-2.610912323,,,521.9400024,4.314785004,521.9400024,5.021722794,561.9400024,-9.54425621,,,
562.9799805,-9.713330269,,,528.0499878,-3.960090637,,,522.9799805,4.567443848,522.9799805,4.577381134,562.9799805,-9.816890717,,,
563.8800049,-9.628516197,,,528.9500122,-3.486907959,,,524.0200195,3.675439835,524.0200195,4.476127625,563.8800049,-10.11206627,,,
564.9199829,-10.91541672,,,530,-5.197618484,,,525.0700073,3.077726364,525.0700073,3.904035568,564.9199829,-10.04846573,,,
565.9699707,-9.503171921,,,531.039978,-5.424514771,,,525.9699707,3.281383514,525.9699707,3.548419952,565.9699707,-10.63783741,,,
566.8599854,-10.8407135,,,531.9400024,-5.279060364,,,527.0100098,2.710161209,527.0100098,3.241142273,566.8599854,-10.78546524,,,
567.9099731,-10.50271702,,,532.9799805,-5.934576035,,,528.0499878,2.706285477,528.0499878,2.541294098,567.9099731,-10.9407711,,,
568.9500122,-10.91915417,,,534.0200195,-6.657491684,,,528.9500122,2.916118622,528.9500122,2.315681458,568.9500122,-11.12492466,,,
569.8499756,-10.2857523,,,535.0700073,-6.941102982,,,530,1.696416855,530,2.103092194,569.8499756,-11.5365448,,,
570.8800049,-11.19253826,,,535.9699707,-6.965204239,,,531.039978,1.091083527,531.039978,1.476732254,570.8800049,-11.85314846,,,
571.9099731,-10.96107674,,,537.0100098,-6.364210129,,,531.9400024,0.6558837891,531.9400024,0.9249305725,571.9099731,-12.07349205,,,
572.9400024,-12.00663662,,,538.0499878,-7.808023453,,,532.9799805,0.6524600983,532.9799805,0.7587223053,572.9400024,-11.82818413,,,
573.9699707,-11.95079517,,,538.9500122,-7.901836395,,,534.0200195,0.2867488861,534.0200195,0.5304050446,573.9699707,-12.85816193,,,
574.8499756,-11.55196571,,,540,-8.622062683,,,535.0700073,-0.3035125732,535.0700073,0.1121082306,574.8499756,-12.49440002,,,
575.8800049,-12.52461052,,,541.0200195,-8.414983749,,,535.9699707,-0.6574172974,535.9699707,-0.2956523895,575.8800049,-12.95527267,,,
576.9099731,-12.20800209,,,542.0499878,-9.504323959,,,537.0100098,-0.9507141113,537.0100098,-0.3852920532,576.9099731,-12.88319397,,,
577.9400024,-13.34219837,,,542.9400024,-8.816633224,,,538.0499878,-1.123342514,538.0499878,-0.5877304077,577.9400024,-13.36496544,,,
578.9699707,-12.77114964,,,543.9699707,-8.844449997,,,538.9500122,-1.535177231,538.9500122,-1.050487518,578.9699707,-13.24550152,,,
579.8499756,-12.83852291,,,545,-10.5416317,,,540,-1.86611557,540,-1.57600975,579.8499756,-13.27023792,,,
580.8800049,-13.82335758,,,546.0200195,-10.35981178,,,541.0200195,-2.335411072,541.0200195,-1.929412842,580.8800049,-13.7050457,,,
581.9099731,-13.99293709,,,547.0499878,-10.33655548,,,542.0499878,-2.300420761,542.0499878,-2.314647675,581.9099731,-13.81596565,,,
582.9400024,-13.26215172,,,547.9400024,-10.68819618,,,542.9400024,-2.562070847,542.9400024,-2.332801819,582.9400024,-13.94139194,,,
583.9699707,-13.86502075,,,548.9699707,-11.41366768,,,543.9699707,-2.994596481,543.9699707,-3.003582001,583.9699707,-14.27013493,,,
584.8499756,-14.89955902,,,550,-11.47605705,,,545,-3.686447144,545,-3.26288414,584.8499756,-14.88637447,,,
585.8800049,-14.28095913,,,551.039978,-11.9277935,,,546.0200195,-3.34913063,546.0200195,-3.554782867,585.8800049,-14.6134243,,,
586.9099731,-14.6466856,,,551.9400024,-12.58509827,,,547.0499878,-4.163146973,547.0499878,-3.718177795,586.9099731,-14.99000835,,,
587.9400024,-15.5308876,,,552.9799805,-13.04383087,,,547.9400024,-4.668419838,547.9400024,-4.15458107,587.9400024,-14.89801407,,,
588.9699707,-14.49833679,,,554.0200195,-12.71579456,,,548.9699707,-4.939193726,548.9699707,-4.338459969,588.9699707,-15.6211853,,,
589.8499756,-14.85980034,,,555.0700073,-13.23195171,,,550,-4.63988781,550,-4.55642128,589.8499756,-15.44569874,,,
590.8800049,-15.35747147,,,555.9699707,-13.5299654,,,,,,,590.8800049,-15.55579185,,,
591.9099731,-15.69495773,,,557.0100098,-13.36300755,,,,,,,591.9099731,-15.58187771,,,
592.9400024,-16.14937592,,,558.0499878,-13.79530811,,,,,,,592.9400024,-15.87061787,,,
593.9699707,-15.55924034,,,558.9500122,-14.43836212,,,,,,,593.9699707,-15.83669472,,,
594.8499756,-15.723423,,,560,-13.97723484,,,,,,,594.8499756,-15.84080887,,,
595.8800049,-16.50855255,,,561.039978,-14.53817463,,,,,,,595.8800049,-16.24074554,,,
596.9099731,-16.27231598,,,561.9400024,-15.05699158,,,,,,,596.9099731,-16.34477043,,,
597.9400024,-16.4961338,,,562.9799805,-14.78042507,,,,,,,597.9400024,-16.48314285,,,
598.9699707,-16.58552551,,,564.0200195,-14.28380585,,,,,,,598.9699707,-16.75153732,,,
599.8499756,-16.66189003,,,565.0700073,-15.75647545,,,,,,,599.8499756,-17.09036636,,,
600.8800049,-16.52665901,,,565.9699707,-16.01308823,,,,,,,600.8800049,-17.00320435,,,
,,,,567.0100098,-16.37099648,,,,,,,,,,,
,,,,568.0499878,-15.8530674,,,,,,,,,,,
,,,,568.9500122,-16.78997803,,,,,,,,,,,
,,,,570,-17.03767204,,,,,,,,,,,
,,,,571.0200195,-17.03757668,,,,,,,,,,,
,,,,572.0499878,-17.52486038,,,,,,,,,,,
,,,,572.9400024,-17.58914948,,,,,,,,,,,
,,,,573.9699707,-17.46060944,,,,,,,,,,,
,,,,575,-16.92708206,,,,,,,,,,,
,,,,576.0200195,-18.48911858,,,,,,,,,,,
,,,,577.0499878,-18.20908356,,,,,,,,,,,
,,,,577.9400024,-18.34041214,,,,,,,,,,,
,,,,578.9699707,-18.38718796,,,,,,,,,,,
,,,,580,-19.16253471,,,,,,,,,,,
,,,,581.0200195,-19.13677597,,,,,,,,,,,
,,,,582.0499878,-18.82554626,,,,,,,,,,,
,,,,582.9400024,-18.83472824,,,,,,,,,,,
,,,,583.9699707,-18.96032715,,,,,,,,,,,
,,,,585,-19.3428154,,,,,,,,,,,
,,,,586.0200195,-19.44080734,,,,,,,,,,,
,,,,587.0499878,-19.13241577,,,,,,,,,,,
,,,,587.9400024,-18.2732048,,,,,,,,,,,
,,,,588.9699707,-15.89071846,,,,,,,,,,,
,,,,590,-12.10997581,,,,,,,,,,,
,,,,591.0200195,-3.50154686,,,,,,,,,,,
,,,,592.0499878,11.10345459,,,,,,,,,,,
,,,,592.9400024,27.07197571,,,,,,,,,,,
,,,,593.9699707,45.86068344,,,,,,,,,,,
,,,,595,63.00835037,,,,,,,,,,,
,,,,596.0200195,78.46064758,,,,,,,,,,,
,,,,597.0499878,91.91007996,,,,,,,,,,,
,,,,597.9400024,96.91479492,,,,,,,,,,,
,,,,598.9699707,94.83854675,,,,,,,,,,,
,,,,600,89.94970703,,,,,,,,,,,

CdS sonochem 90min ex335,
CdS sonochem 90min ex335
Collection Time: 8/19/2022 12:35:00 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        345.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               335.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:23:28 PM
Method Modifications:
Overlayed Graphs Changed: 8/19/2022 12:24:53 PM, Old:OFF, New:ON
Y max Changed: 8/19/2022 12:24:53 PM, Old:  1000.0000, New:   300.0000
Excitation Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:28:28 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 300.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 310.00, New: 400.00
Stop Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 500.00, New: 390.00
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:29:17 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 240.00, New: 330.00
Emission Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 400.00, New: 340.00
Stop Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 390.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:02 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 330.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 340.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 500.00, New: 400.00
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:53 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:30:53 PM, Old: 240.00, New: 335.00
Emission Wavelength Changed: 8/19/2022 12:30:53 PM, Old: 410.00, New: 345.00
Stop Wavelength Changed: 8/19/2022 12:30:53 PM, Old: 400.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:30:55 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:30:55 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 12:34:51 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:34:51 PM, Old:Reading, New:ON
End Method Modifications

CdS sonochem 90min em410,
CdS sonochem 90min em410
Collection Time: 8/19/2022 12:36:01 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        240.00
Stop (nm)                         400.00
Em. Wavelength (nm)               410.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:23:28 PM
Method Modifications:
Overlayed Graphs Changed: 8/19/2022 12:24:53 PM, Old:OFF, New:ON
Y max Changed: 8/19/2022 12:24:53 PM, Old:  1000.0000, New:   300.0000
Excitation Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:28:28 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 300.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 310.00, New: 400.00
Stop Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 500.00, New: 390.00
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:29:17 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 240.00, New: 330.00
Emission Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 400.00, New: 340.00
Stop Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 390.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:02 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 330.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 340.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 500.00, New: 400.00
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:53 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:30:53 PM, Old: 240.00, New: 335.00
Emission Wavelength Changed: 8/19/2022 12:30:53 PM, Old: 410.00, New: 345.00
Stop Wavelength Changed: 8/19/2022 12:30:53 PM, Old: 400.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:30:55 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:30:55 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 12:34:51 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:34:51 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:35:39 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:35:39 PM, Old: 335.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:35:39 PM, Old: 345.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:35:39 PM, Old: 600.00, New: 400.00
Zero Mode Changed: 8/19/2022 12:35:42 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:35:43 PM, Old:Reading, New:ON
End Method Modifications

CdS sonochem 90min ex300,
CdS sonochem 90min ex300
Collection Time: 8/19/2022 12:37:00 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        310.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               300.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:23:28 PM
Method Modifications:
Overlayed Graphs Changed: 8/19/2022 12:24:53 PM, Old:OFF, New:ON
Y max Changed: 8/19/2022 12:24:53 PM, Old:  1000.0000, New:   300.0000
Excitation Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:28:28 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 300.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 310.00, New: 400.00
Stop Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 500.00, New: 390.00
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:29:17 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 240.00, New: 330.00
Emission Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 400.00, New: 340.00
Stop Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 390.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:02 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 330.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 340.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 500.00, New: 400.00
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:ON, New:Reading
