CdSe 180sec ex295,,CdSe 180sec ex340,,CdSe 180sec ex455,,CdSe 180sec em530,,CdSe 180sec ex420,,CdSe 180sec ex330,,CdSe 180sec em420,,CdSe 180sec ex355,,CdSe 180sec em455,,CdSe 180sec ex390,,CdSe 180sec em460,,CdSe 180sec ex400,,CdSe 180sec em530,,CdSe 180sec em530,,CdSe 180sec ex420,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
374,0.002981126308,418.9299927,5.402936459,534.0200195,21.48207092,359.0700073,8.471532822,498.9500122,2.206014633,409.0700073,1.632124305,309.0700073,0.2773416042,433.9299927,2.492756844,309.0700073,-0.3557089269,468.9299927,3.863385201,309.0700073,0.006452202797,478.9299927,2.985221624,359.0700073,8.661857605,339.0700073,4.538133621,498.9500122,2.046021938,
375.0700073,0.07465278357,420,5.643454075,535.0700073,21.07361031,360,8.614331245,500,2.357450962,410,1.488411665,310,0.1293127835,434.8399963,2.436558962,310,-0.343246907,470,3.582154751,310,-0.0480081439,480,2.762122393,360,8.305027962,340,5.396130562,500,2.159919262,
376,0.02911322564,421.0700073,5.693604469,535.9699707,20.7092247,361.0700073,8.759092331,501.0400085,2.499824047,411.0599976,1.391974688,311.0700073,0.3504399955,435.8999939,2.466669798,311.0700073,-0.2077863812,471.0599976,3.737046242,311.0700073,-0.07328599691,481.0599976,2.858804464,361.0700073,8.579195976,341.0700073,4.670290947,501.0400085,2.428008318,
377.0700073,0.05272942036,422,5.579463482,537.0100098,20.41212082,362,8.879517555,501.9400024,2.508398294,411.9599915,1.748872161,312,0.466653198,436.9599915,2.297732115,312,-0.00176513195,471.9599915,3.804996967,312,0.07337212563,481.9599915,2.645887136,362,8.201609612,342,5.229804993,501.9400024,2.487673759,
378,0.01505859196,423.0700073,5.711242676,538.0499878,19.9227562,363.0700073,8.707684517,502.980011,2.928816557,413.0299988,1.128899813,313.0700073,0.397126466,437.8699951,2.428440809,313.0700073,-0.1952011585,473.0299988,3.607577801,313.0700073,0.08445549011,483.0299988,2.551812172,363.0700073,8.960486412,343.0700073,5.758741379,502.980011,2.739363432,
379.0700073,0.1299318522,424,5.620131969,538.9500122,19.77502632,364,9.174571037,504.019989,3.26708746,413.9299927,1.530757904,314,0.2212556601,438.9299927,2.486623764,314,-0.3615820706,473.9299927,3.361278057,314,0.1801899672,483.9299927,2.677537441,364,8.636766434,344,5.474821091,504.019989,3.084753513,
380,0.1634097397,425.0700073,6.115979195,540,18.97492599,365.0700073,9.615264893,505.0700073,3.573142529,415,1.484857082,315.0700073,0.4346630871,439.8399963,2.366854668,315.0700073,-0.2751355767,475,3.281271935,315.0700073,0.2687906623,485,2.66262579,365.0700073,8.471028328,345.0700073,6.112074852,505.0700073,3.532664061,
381.0700073,0.01369262859,426,5.154080868,541.0200195,18.92156219,366,9.691399574,505.9700012,3.950819016,416.0599976,1.775967002,316,0.6666820049,440.8999939,2.535300255,316,-0.08205884695,476.0599976,3.280656338,316,0.196041584,486.0599976,2.600075483,366,8.474238396,346,6.002007484,505.9700012,3.58729291,
382,0.01370553672,427.0700073,5.291407108,542.0499878,18.06642342,367.0700073,10.14685631,507.0100098,4.453495979,416.9599915,1.582803607,317.0700073,0.4630669653,441.9599915,2.202940941,317.0700073,-0.09136003256,476.9599915,2.978102684,317.0700073,0.151440084,486.9599915,2.353773117,367.0700073,9.823479652,347.0700073,6.257657051,507.0100098,4.274041653,
383.0700073,0.09589447081,428,5.766580105,542.9400024,18.31109619,368,9.600458145,508.0499878,5.003883362,418.0299988,1.297185063,318,0.7011640072,442.8699951,2.756124973,318,-0.1669792533,478.0299988,3.014053822,318,0.3520143628,488.0299988,2.240586758,368,9.455156326,348,6.400896072,508.0499878,4.643815994,
384,0.0427705124,429.0700073,5.879424572,543.9699707,17.44140625,369.0700073,10.35038471,508.9500122,5.496816635,418.9299927,1.385455489,319.0700073,0.51166749,443.9299927,2.868530989,319.0700073,0.166208744,478.9299927,3.048540115,319.0700073,0.0426556468,488.9299927,2.184636116,369.0700073,9.461492538,349.0700073,5.843921661,508.9500122,5.35056448,
385.0700073,0.08461050689,430,5.555903912,545,17.33365059,370,10.85516071,510,6.115008354,420,1.218816519,320,0.9426263571,444.8399963,2.881125927,320,0.166803956,480,2.823983669,320,0.3027906418,490,2.447541952,370,10.14983845,350,6.045639038,510,5.94815731,
386,0.0327045247,431.0599976,5.656821728,546.0200195,16.85165405,371.0700073,10.90757847,511.0599976,7.103571892,421.0700073,1.633236408,320.9299927,0.7639791965,445.8999939,2.486506701,320.9299927,-0.1559084654,481.0599976,2.617862225,320.9299927,0.3578969836,491.0400085,2.308282614,371.0700073,10.0996666,351.0700073,6.106459618,511.0599976,6.927587509,
387.0700073,0.1508838385,431.9599915,4.94981575,547.0499878,16.38598251,372,11.13959885,511.9599915,8.030067444,422,1.481442213,322.0299988,0.9140373468,446.9599915,2.481895685,322.0299988,0.2196846604,481.9599915,2.731598854,322.0299988,0.1238821149,491.9400024,2.171715975,372,10.82932568,352,6.529224396,511.9599915,7.363154888,
388,0.1135407239,433.0299988,6.322240829,547.9400024,16.43906212,373.0700073,10.80991173,513.0300293,8.645062447,423.0700073,1.26543045,322.9599915,1.151338816,447.8699951,2.908074856,322.9599915,0.5100685954,483.0299988,2.59621048,322.9599915,0.6891546249,492.980011,2.1994102,373.0700073,11.00537968,353.0700073,6.296936035,513.0300293,8.53356266,
389.0700073,0.08083330095,433.9299927,5.626333714,548.9699707,15.92499256,374,11.18123531,513.9299927,9.319122314,424,1.555048704,324.0599976,0.7884825468,448.9299927,2.690139055,324.0599976,0.295371592,483.9299927,2.636540413,324.0599976,0.547167778,494.019989,2.267867804,374,11.05934238,354,7.625421524,513.9299927,8.865325928,
390,0.1725501865,435,5.898082256,550,15.76682186,375.0700073,11.56671715,515,10.45463657,425.0700073,1.531514883,325,1.194535017,449.8399963,3.005602121,325,-0.1020761132,485,2.61952734,325,0.7092189789,495.0700073,2.347981453,375.0700073,11.44344711,355.0700073,7.187949181,515,10.16989994,
391.0700073,0.1121858656,436.0599976,6.015073776,551.039978,15.12201023,376,11.86803627,516.0599976,11.43129444,426,1.42457521,325.9299927,0.9705340862,450.8999939,3.10891223,325.9299927,-0.03736311197,486.0599976,2.534084797,325.9299927,0.6857894659,495.9700012,2.203060865,376,11.99373913,356,6.97976017,516.0599976,11.19200325,
392,0.0020038113,436.9599915,5.792422295,551.9400024,15.24586391,377.0700073,11.82272434,516.960022,12.81948566,427.0700073,1.049022675,327.0299988,0.9858499765,451.9599915,2.646811485,327.0299988,0.432107389,486.9599915,2.577030659,327.0299988,0.628098011,497.0100098,2.13787508,377.0700073,11.03519535,357.0700073,7.406664848,516.960022,12.21126175,
393.0700073,0.1339234859,438.0299988,5.722546101,552.9799805,14.77981472,378,11.92712593,518.0300293,13.49670506,428,1.804629207,327.9599915,1.000035644,452.8699951,2.90118885,327.9599915,0.5264342427,488.0299988,2.264562607,327.9599915,0.7002651691,498.0499878,2.231441021,378,11.44653511,358,7.714465141,518.0300293,12.92898941,
394,0.03146251291,438.9299927,5.646867752,554.0200195,14.40188122,379.0700073,12.28840351,518.9299927,14.48582458,429.0700073,1.677765727,329.0599976,0.9125522375,453.9299927,2.867807865,329.0599976,0.6859509349,488.9299927,2.418271542,329.0599976,0.6921771765,498.9500122,2.358070135,379.0700073,12.01862431,359.0700073,7.546042442,518.9299927,13.91094112,
395.0700073,0.2147722393,440,5.866112709,555.0700073,14.37217903,380,12.41169262,520,15.46653557,430,1.417025328,330,1.208041072,454.8399963,3.344295025,330,0.6646607518,490,2.077245235,330,0.7961983681,500,2.734790087,380,12.57185173,360,7.943799973,520,15.01834106,
396,0.07003155351,441.0599976,6.032167435,555.9699707,14.30409718,381.0700073,12.49418354,521.039978,16.2914753,431.0599976,1.527843595,331.0700073,1.381196022,455.8999939,3.185166836,331.0700073,1.193544149,491.0400085,2.385935307,331.0700073,1.335056067,501.0400085,2.51662302,381.0700073,12.15961742,361.0700073,7.93055439,521.039978,15.8633604,
397.0700073,0.1855473667,441.9599915,5.841250896,557.0100098,14.1249218,382,12.47356606,521.9400024,17.3909111,431.9599915,1.074388623,332,1.403774858,456.9599915,3.108276844,332,0.7123507857,491.9400024,2.376838684,332,1.19247818,501.9400024,2.684648991,382,12.53872585,362,7.883524895,521.9400024,16.57710838,
398,0.1419204623,443.0299988,6.080038548,558.0499878,14.32754421,383.0700073,12.75222778,522.9799805,17.87269592,433.0299988,1.628159404,333.0700073,1.45317781,457.8699951,3.30678153,333.0700073,1.097907543,492.980011,2.203876972,333.0700073,1.219637156,502.980011,2.975356579,383.0700073,12.76185226,363.0700073,8.117799759,522.9799805,17.124897,
399.0700073,0.1240326017,443.9299927,6.308215141,558.9500122,14.0001688,384,12.96793556,524.0200195,18.13545418,433.9299927,1.364005923,334,1.291608334,458.9299927,2.907278776,334,0.8764119744,494.019989,2.25999403,334,1.143273592,504.019989,3.430654526,384,12.88450718,364,8.003098488,524.0200195,17.46072006,
400,0.1260882169,445,6.150680065,560,13.84357071,385.0700073,13.13957977,525.0700073,18.99489975,435,1.49392128,335.0700073,1.381937623,459.8399963,2.780609131,335.0700073,1.191494703,495.0700073,2.097933769,335.0700073,1.329217553,505.0700073,3.402240038,385.0700073,12.86068249,365.0700073,8.307311058,525.0700073,18.38119507,
401.0700073,0.1413933039,446.0599976,6.426742077,561.039978,13.39009666,386,13.77244568,525.9699707,19.01067924,436.0599976,1.207516789,336,1.454621673,460.8999939,3.290600777,336,0.8792113662,495.9700012,2.221403122,336,0.8728660345,505.9700012,3.957741261,386,13.13593292,366,8.164525986,525.9699707,18.42378426,
402,0.164044261,446.9599915,6.983018875,561.9400024,13.60998726,387.0700073,13.72135639,527.0100098,19.67530441,436.9599915,1.376852632,337.0700073,1.533003449,461.9599915,2.888349771,337.0700073,1.40550375,497.0100098,2.19912672,337.0700073,1.674709797,507.0100098,4.140175819,387.0700073,13.45796013,367.0700073,9.696487427,527.0100098,18.45806313,
403.0700073,0.05577789992,448.0299988,6.183983326,562.9799805,13.14552879,388,14.38335991,528.0499878,19.7768898,438.0299988,1.405199289,338,1.597156882,462.8699951,2.910908699,338,1.325520039,498.0499878,2.426553726,338,1.615450144,508.0499878,4.721679211,388,13.68480015,368,9.050126076,528.0499878,18.77408791,
404,0.1698275805,448.9299927,6.154738903,564.0200195,12.79799652,389.0700073,14.1578846,528.9500122,19.33786392,438.9299927,1.410473347,339.0700073,1.637898803,463.9299927,3.017129183,339.0700073,1.302515984,498.9500122,2.254260063,339.0700073,1.736822128,508.9500122,5.003149509,389.0700073,13.59182167,369.0700073,8.692755699,528.9500122,18.63798332,
405.0700073,0.0734269172,450,6.311197758,565.0700073,12.82732201,390,14.41514397,530,19.65699768,440,1.45348835,340,1.785379171,464.8399963,2.82972002,340,1.084676027,500,2.538305759,340,1.842184544,510,6.065692425,390,14.20644569,370,9.66588974,530,18.47370529,
406,0.1558513492,451.0599976,6.746299744,565.9699707,12.65869331,391.0599976,14.53812695,531.039978,19.23846054,441.0599976,1.461301565,341.0700073,1.487031102,465.8999939,2.576065779,341.0700073,1.56332469,501.0400085,2.643970966,341.0700073,1.526904106,511.0599976,6.628736973,391.0599976,14.22104359,371.0700073,9.842213631,531.039978,18.87310219,
407.0700073,0.1589501202,451.9599915,6.090105534,567.0100098,12.67243862,391.9599915,14.71764278,531.9400024,18.9931469,441.9599915,1.365878344,342,1.620128632,466.9599915,2.923013687,342,1.869286537,501.9400024,2.775314331,342,1.558027744,511.9599915,6.953339577,391.9599915,14.69921684,372,9.807109833,531.9400024,18.58442688,
408,0.01805186644,453.0299988,6.904693604,568.0499878,12.44506454,393.0299988,14.83613586,532.9799805,18.81827354,443.0299988,1.355296135,343.0700073,1.494093895,467.8699951,2.944386482,343.0700073,1.693903923,502.980011,2.628180504,343.0700073,2.425162315,513.0300293,7.78004694,393.0299988,15.17092514,373.0700073,10.37356186,532.9799805,18.0581131,
409.0700073,0.08503540605,453.9299927,7.121413708,568.9500122,12.16014099,393.9299927,15.23908806,534.0200195,18.74928093,443.9299927,1.150071502,344,1.633595347,468.9299927,2.645174026,344,1.57930541,504.019989,3.122233391,344,1.946330547,513.9299927,8.583707809,393.9299927,14.5697279,374,10.81544018,534.0200195,17.85738754,
410,0.2010261863,455,6.639027596,570,12.03241158,395,15.46946907,535.0700073,18.11576843,445,1.58122921,345.0700073,1.471339583,469.8399963,2.450412035,345.0700073,1.37451601,505.0700073,3.5093894,345.0700073,2.250755787,515,9.219685555,395,14.59098721,375.0700073,10.23811817,535.0700073,17.4815979,
411.0599976,0.216556862,456.0599976,6.470413208,571.0200195,12.03287888,396.0599976,15.56176853,535.9699707,17.81299019,446.0599976,1.355733991,346,1.692269444,470.8999939,2.447621584,346,2.172847271,505.9700012,3.628374577,346,2.065636158,516.0599976,10.17175484,396.0599976,14.99323177,376,10.77179527,535.9699707,17.23236275,
411.9599915,0.113111943,456.9599915,6.938479424,572.0499878,11.90506172,396.9599915,15.98758602,537.0100098,17.5313549,446.9599915,1.610103369,347.0700073,1.360741019,471.9599915,2.5100317,347.0700073,1.848478079,507.0100098,3.669210911,347.0700073,2.07258153,516.960022,10.74489307,396.9599915,15.44540882,377.0700073,10.58693314,537.0100098,16.68019867,
413.0299988,0.1930930614,458.0299988,6.733115196,572.9400024,11.78613472,398.0299988,16.18197823,538.0499878,16.90674019,448.0299988,1.635755062,348,1.745267987,472.8699951,2.569144487,348,1.850723028,508.0499878,4.408066273,348,2.3762362,518.0300293,11.84845734,398.0299988,15.38076019,378,11.09676933,538.0499878,16.57930374,
413.9299927,0.09507569671,458.9299927,6.967885971,573.9699707,11.80506706,398.9299927,16.4906559,538.9500122,16.89606094,448.9299927,1.574323297,349.0700073,1.822471619,473.9299927,2.643539429,349.0700073,2.145080566,508.9500122,4.613302231,349.0700073,2.175012589,518.9299927,12.42469597,398.9299927,15.43884659,379.0700073,11.28353119,538.9500122,16.22935867,
415,0.2224533409,460,6.661944866,575,11.38797474,400,15.90487385,540,15.98332024,450,1.23796773,350,1.627536535,474.8399963,2.038072109,350,2.18789959,510,5.364812851,350,1.911444664,520,12.96258068,400,16.4780941,380,11.48902512,540,15.44260693,
416.0599976,0.08225302398,461.0599976,6.323996544,576.0200195,11.33115768,401.0700073,17.38654137,541.0200195,15.71101761,451.0599976,1.337283969,351.0700073,1.432726383,475.8999939,2.12678957,351.0700073,2.275244713,511.0599976,5.86245203,351.0700073,2.271682739,521.039978,13.8074398,401.0700073,17.06765747,381.0700073,11.87678432,541.0200195,15.00777054,
416.9599915,0.2157941908,461.9599915,6.493192673,577.0499878,11.77343845,402,17.81797981,542.0499878,15.54186058,451.9599915,1.34419024,352,1.673295856,476.9599915,2.06107688,352,2.150743484,511.9599915,6.314700603,352,2.454894781,521.9400024,14.67794895,402,16.5496254,382,11.5131321,542.0499878,14.96142101,
418.0299988,0.1781741232,463.0299988,6.562812805,577.9400024,11.37055206,403.0700073,17.74128723,542.9400024,14.95999718,453.0299988,1.699429274,353.0700073,1.723259807,477.8699951,2.136795998,353.0700073,1.896060705,513.0300293,6.674965858,353.0700073,2.506667614,522.9799805,15.26015663,403.0700073,16.95224762,383.0700073,12.11202717,542.9400024,14.99444866,
418.9299927,0.1872737259,463.9299927,6.646561146,578.9699707,11.01795292,404,17.13150215,543.9699707,15.03685665,453.9299927,1.315314412,354,1.717032671,478.9299927,2.075397968,354,1.836346626,513.9299927,7.14138031,354,2.44935298,524.0200195,15.42963505,404,16.70827484,384,12.18028831,543.9699707,14.06905174,
420,0.1093157232,465,6.440016747,580,10.85788059,405.0700073,17.78311348,545,14.56505775,455,1.597324491,355.0700073,2.042254925,479.8399963,2.150615931,355.0700073,2.335959911,515,8.097146034,355.0700073,2.212973595,525.0700073,16.22107124,405.0700073,17.17823601,385.0700073,12.39995003,545,14.18254757,
421.0700073,0.05356472731,466.0599976,5.801580906,581.0200195,10.84471607,406,17.88105392,546.0200195,14.16906548,456.0599976,1.768323898,356,1.696371555,480.8999939,1.918430328,356,2.168848038,516.0599976,8.503381729,356,2.735717058,525.9699707,16.20859146,406,17.45119858,386,12.69426823,546.0200195,13.9736042,
422,0.09700925648,466.9599915,6.123869419,582.0499878,10.797472,407.0700073,18.5496769,547.0499878,13.59429741,456.9599915,1.474214077,357.0700073,1.589464307,481.9599915,1.836800218,357.0700073,2.449428797,516.960022,9.902471542,357.0700073,2.527338743,527.0100098,15.88804722,407.0700073,17.24928665,387.0700073,12.58489609,547.0499878,13.58333778,
423.0700073,0.1786236912,468.0299988,5.36794138,582.9400024,10.70216656,408,17.83110809,547.9400024,13.56191826,458.0299988,1.59820199,358,1.555735469,482.8699951,1.873747349,358,2.567402601,518.0300293,10.23497963,358,2.709110498,528.0499878,16.49985123,408,17.99113083,388,13.10792255,547.9400024,13.22376251,
424,0.03930176049,468.9299927,5.307631969,583.9699707,10.50868034,409.0700073,18.02761841,548.9699707,13.41393089,458.9299927,1.503184676,359.0700073,1.644489527,483.9299927,1.788767219,359.0700073,2.394955873,518.9299927,10.72961617,359.0700073,2.779893398,528.9500122,16.34144974,409.0700073,17.91377258,389.0700073,12.78949833,548.9699707,13.22736835,
425.0700073,0.1584874392,470,5.412356377,585,10.38600826,410,18.71957397,550,13.02318573,460,1.789803386,360,1.60768652,484.8399963,1.731455207,360,2.445342541,520,11.43000793,360,2.744514227,530,16.37803841,410,17.82360649,390,13.36953163,550,12.8752346,
426,0.1333331168,471.0599976,4.996347904,586.0200195,10.38888836,411.0599976,18.69147491,551.039978,13.08272457,461.0599976,1.668604851,361.0700073,1.571445942,485.8999939,1.628355503,361.0700073,2.565498829,521.039978,12.36224842,361.0700073,2.571312189,531.039978,15.71227741,411.0599976,18.05008125,391.0599976,13.493577,551.039978,12.73667336,
427.0700073,0.1335710883,471.9599915,5.499351978,587.0499878,10.6111927,411.9599915,18.82691956,551.9400024,12.69246101,461.9599915,1.56482482,362,1.517617464,486.9599915,1.571871996,362,2.400963783,521.9400024,13.0301609,362,3.022952318,531.9400024,15.87770367,411.9599915,18.0594902,391.9599915,13.63088417,551.9400024,12.13097763,
428,0.1229409128,473.0299988,5.150883198,587.9400024,10.43126678,413.0299988,18.47067451,552.9799805,12.25438213,463.0299988,1.512554288,363.0700073,1.659053206,487.8699951,1.457982302,363.0700073,2.483492613,522.9799805,13.44560814,363.0700073,2.568356991,532.9799805,15.73774242,413.0299988,18.73126984,393.0299988,13.79078197,552.9799805,12.42267227,
429.0700073,-0.01287923381,473.9299927,5.13358593,588.9699707,9.910028458,413.9299927,19.02181816,554.0200195,12.0982542,463.9299927,1.302899003,364,1.516640663,488.9299927,1.580592513,364,2.581143141,524.0200195,13.52934456,364,2.790618896,534.0200195,15.31440449,413.9299927,18.20899773,393.9299927,14.23192978,554.0200195,12.08284855,
430,0.1430097371,475,4.786742687,590,10.23263073,415,18.99203873,555.0700073,11.93777084,465,1.436021447,365.0700073,1.56911552,489.8399963,1.349341035,365.0700073,2.493974924,525.0700073,14.43193531,365.0700073,2.990856647,535.0700073,15.08038712,415,18.16080666,395,14.17471695,555.0700073,11.49011135,
431.0599976,0.1396464109,476.0599976,4.406734943,591.0200195,9.797017097,416.0599976,18.73627663,555.9699707,12.02449131,466.0599976,1.375796199,366,1.615783691,490.8900146,1.62274313,366,2.381773233,525.9699707,14.31413651,366,3.122026205,535.9699707,14.22994709,416.0599976,18.96596527,396.0599976,14.94365025,555.9699707,11.15203667,
431.9599915,0.1381666213,476.9599915,4.236487389,592.0499878,9.857348442,416.9599915,19.63837433,557.0100098,11.68275547,466.9599915,1.354197979,367.0700073,1.559289813,491.9400024,1.159108877,367.0700073,2.648252249,527.0100098,14.67399025,367.0700073,3.1852386,537.0100098,14.14280701,416.9599915,18.63589859,396.9599915,14.72926617,557.0100098,11.34928036,
433.0299988,0.1291665584,478.0299988,4.397099018,592.9400024,9.685369492,418.0299988,19.21906471,558.0499878,11.06165981,468.0299988,1.279674172,368,1.472984314,492.980011,1.2259866,368,2.66762352,528.0499878,14.16453838,368,2.934079885,538.0499878,14.26081181,418.0299988,18.50121117,398.0299988,15.5238924,558.0499878,11.40279961,
433.9299927,0.1059522629,478.9299927,4.471553802,593.9699707,9.927733421,418.9299927,19.72443771,558.9500122,11.29656219,468.9299927,1.293792367,369.0700073,1.589377165,493.8800049,1.367796659,369.0700073,2.925902843,528.9500122,14.48895264,369.0700073,3.048885822,538.9500122,13.84138966,418.9299927,18.81122589,398.9299927,15.15762997,558.9500122,10.9499588,
435,0.1779699177,480,3.981373787,595,9.561578751,420,19.83321953,560,11.29526138,470,1.129121304,370,1.636434793,494.9200134,1.126826048,370,2.913189173,530,14.58566189,370,3.288525343,540,13.42230892,420,18.70374489,400,15.34919643,560,10.70003033,
436.0599976,0.1234704852,481.0599976,4.016444683,596.0200195,9.363087654,421.0700073,19.46055984,561.039978,10.98088169,471.0599976,1.264542222,371.0700073,1.545538425,495.9700012,1.169456363,371.0700073,2.767002583,531.039978,14.26259708,371.0700073,3.130391598,541.0200195,12.99643326,421.0700073,18.87075615,401.0700073,15.49969006,561.039978,10.53324223,
436.9599915,0.1113270074,481.9599915,3.465516329,597.0499878,9.292098045,422,19.61396408,561.9400024,10.83655167,471.9599915,1.072194457,372,1.559886932,496.8599854,1.254917741,372,3.001730919,531.9400024,13.99731731,372,3.372297764,542.0499878,12.63195801,422,18.94727325,402,15.79536915,561.9400024,10.76377583,
438.0299988,0.106372878,483.0299988,3.293068647,597.9400024,9.468580246,423.0700073,19.73106575,562.9799805,10.61650085,473.0299988,1.036138535,373.0700073,1.626245379,497.9100037,1.628141046,373.0700073,2.93145895,532.9799805,13.80036831,373.0700073,3.312985182,542.9400024,13.0096159,423.0700073,18.7946949,403.0700073,16.31387711,562.9799805,10.66049671,
