CdS sonochem 180min em420,,CdS sonochem 180min ex360,,CdS sonochem 180min em440,,CdS sonochem 180min ex365,,CdS sonochem 180min ex370,,CdS sonochem 180min em512,,CdS sonochem 180min ex400,,CdS sonochem 180min em515,,CdS sonochem 180min em435,,CdS sonochem 180min ex295,,CdS sonochem 180min em400,,CdS sonochem 180min ex340,,CdS sonochem 180min em425,,CdS sonochem 180min ex385,,CdS sonochem 180min ex365,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
297.0299988,2.656582117,427.0700073,63.70975876,297.0299988,1.673721313,431.9599915,65.06986237,436.9599915,65.3200531,297.0299988,1.148412704,466.9599915,33.14910889,297.0299988,0.934504509,297.0299988,2.20562005,362,2.429372072,297.0299988,3.432391882,407.0700073,40.20890808,297.0299988,1.893448591,451.9599915,51.43906021,431.9599915,64.42037201,
297.9599915,3.015086889,428,65.59690094,297.9599915,1.568873405,432.8699951,66.4779892,438.0299988,66.12119293,297.9599915,1.497550964,468.0299988,34.32266998,297.9599915,1.258833885,297.9599915,2.477921724,363.0700073,2.183991671,297.9599915,3.446376085,408,41.6710434,297.9599915,2.187682867,452.8699951,50.60645676,432.8699951,63.42327881,
299.0599976,3.927348375,429.0700073,63.38012314,299.0599976,2.14195919,433.9299927,65.49523926,438.9299927,64.65750122,299.0599976,1.851739883,468.9299927,34.4485321,299.0599976,1.438531876,299.0599976,2.823664904,364,2.596285343,299.0599976,3.966385126,409.0700073,44.19737244,299.0599976,2.399137259,453.9299927,51.49184418,433.9299927,65.39683533,
300,3.858883142,430,65.62943268,300,2.452716827,434.8399963,66.50553131,440,65.22892761,300,2.35306406,470,33.24310303,300,1.549877167,300,2.630207777,365.0700073,2.437412262,300,4.375966072,410,44.55983353,300,3.210613489,454.8399963,50.65523148,434.8399963,64.35614014,
301.0700073,4.776211739,431.0599976,65.43738556,301.0700073,3.364255905,435.8999939,65.67532349,441.0599976,65.69087982,301.0700073,2.979100227,471.0599976,33.38786316,301.0700073,2.436280727,301.0700073,3.58852458,366,2.66528511,301.0700073,4.776835442,411.0599976,43.62535858,301.0700073,3.614737272,455.8999939,50.23012161,435.8999939,64.733284,
302,5.406648636,431.9599915,66.00013733,302,3.913535118,436.9599915,65.95842743,441.9599915,66.03942871,302,3.079733849,471.9599915,33.33480072,302,2.842112064,302,4.315691948,367.0700073,2.599941254,302,5.557995796,411.9599915,45.53538513,302,4.65376091,456.9599915,51.47735977,436.9599915,65.67289734,
303.0700073,5.346581459,433.0299988,66.67715454,303.0700073,4.679510117,437.8699951,66.88466644,443.0299988,66.54888153,303.0700073,4.892832756,473.0299988,33.25841522,303.0700073,3.769052982,303.0700073,5.251200676,368,2.968099117,303.0700073,6.204690933,413.0299988,43.72786331,303.0700073,5.189880371,457.8699951,51.51163101,437.8699951,64.45591736,
304,6.116659164,433.9299927,66.01532745,304,4.61665535,438.9299927,65.69960785,443.9299927,65.53678131,304,5.228701591,473.9299927,33.23005676,304,4.237972736,304,5.588306427,369.0700073,2.578366041,304,6.740283012,413.9299927,46.67481613,304,5.594729424,458.9299927,50.16076279,438.9299927,65.76265717,
305.0700073,7.718732834,435,68.37096405,305.0700073,5.800568581,439.8399963,67.1605835,445,65.51278687,305.0700073,4.916802406,475,33.76625824,305.0700073,5.203382969,305.0700073,6.707501411,370,2.912290812,305.0700073,8.260077477,415,45.28994751,305.0700073,6.34805584,459.8399963,51.23326874,439.8399963,64.91673279,
306,8.883161545,436.0599976,66.45643616,306,6.855967522,440.8999939,66.61575317,446.0599976,65.92842102,306,6.564998627,476.0599976,33.96607971,306,5.477193356,306,7.314112663,371.0700073,2.896082878,306,8.564659119,416.0599976,47.84741211,306,7.458422661,460.8999939,50.90998459,440.8999939,65.90349579,
307.0700073,9.135025978,436.9599915,66.90345764,307.0700073,7.562185287,441.9599915,66.4496994,446.9599915,64.23900604,307.0700073,6.755436897,476.9599915,33.34873962,307.0700073,6.817127705,307.0700073,8.043697357,372,3.110470772,307.0700073,9.886230469,416.9599915,48.81787109,307.0700073,8.0359869,461.9599915,50.36827469,441.9599915,65.07302856,
308,10.12690163,438.0299988,66.33119202,308,7.991106033,442.8699951,66.91756439,448.0299988,65.59033966,308,7.434381485,478.0299988,33.74571228,308,7.841157436,308,9.057991028,373.0700073,3.291404486,308,11.0796442,418.0299988,49.46551895,308,9.656927109,462.8699951,49.73249054,442.8699951,65.59201813,
309.0700073,11.10395432,438.9299927,66.47277069,309.0700073,9.148043633,443.9299927,65.19335938,448.9299927,65.35443878,309.0700073,8.465777397,478.9299927,34.08144379,309.0700073,8.409679413,309.0700073,9.830299377,374,3.223152876,309.0700073,11.87768173,418.9299927,48.77042007,309.0700073,10.65762806,463.9299927,48.56911469,443.9299927,65.26622772,
310,12.14863682,440,66.17121887,310,10.02546692,444.8399963,65.88053894,450,65.60300446,310,9.157958984,480,33.47425842,310,9.264623642,310,10.55852032,375.0700073,3.074578285,310,12.93584919,420,49.79649353,310,11.18791485,464.8399963,48.55172348,444.8399963,66.51361847,
311.0700073,13.57893372,441.0599976,66.4773407,311.0700073,10.99954033,445.8999939,65.0841217,451.0599976,63.83086014,311.0700073,10.21088696,481.0599976,33.433815,311.0700073,9.875318527,311.0700073,11.42075634,376,3.264228821,311.0700073,13.34223557,421.0700073,49.73789978,311.0700073,11.98439407,465.8999939,47.74769592,445.8999939,64.68250275,
312,14.21813774,441.9599915,66.90324402,312,11.34156513,446.9599915,64.85995483,451.9599915,64.80025482,312,11.05839348,481.9599915,34.54145813,312,10.57071877,312,12.16444206,377.0700073,3.44230628,312,13.91565228,422,49.47701645,312,13.54875946,466.9599915,47.6741066,446.9599915,64.96733093,
313.0700073,15.54351807,443.0299988,65.96705627,313.0700073,12.22085857,447.8699951,64.52867126,453.0299988,64.72589874,313.0700073,12.38638306,483.0299988,34.40168762,313.0700073,11.24850845,313.0700073,12.8846302,378,3.570471287,313.0700073,14.42413807,423.0700073,51.09689713,313.0700073,13.73624229,467.8699951,47.38752747,447.8699951,64.91829681,
314,16.5570507,443.9299927,65.58364105,314,12.8156805,448.9299927,63.99585724,453.9299927,64.02191162,314,13.74418449,483.9299927,34.36370087,314,12.2446003,314,13.95124435,379.0700073,3.703074455,314,16.09198761,424,51.17412186,314,14.66976738,468.9299927,46.34112549,448.9299927,65.2043457,
315.0700073,17.61469269,445,65.66928101,315.0700073,13.0597887,449.8399963,63.66704559,455,62.85173416,315.0700073,12.88218117,485,35.84390259,315.0700073,13.33785057,315.0700073,15.68599701,380,3.55136919,315.0700073,17.59611702,425.0700073,50.2052002,315.0700073,16.12275505,469.8399963,46.38579559,449.8399963,64.04021454,
316,19.30004501,446.0599976,64.77545929,316,15.97716999,450.8999939,65.00305939,456.0599976,62.81321335,316,14.60898972,486.0599976,36.31298065,316,14.25820732,316,15.30125999,381.0700073,3.482583761,316,18.04689598,426,49.49039459,316,16.88014221,470.8999939,47.03857803,450.8999939,65.26948547,
317.0700073,20.46497917,446.9599915,64.26230621,317.0700073,17.25369644,451.9599915,64.85237885,456.9599915,62.77738571,317.0700073,15.38829613,486.9599915,36.49407196,317.0700073,15.99866676,317.0700073,17.08392525,382,3.961914539,317.0700073,19.3119297,427.0700073,49.51506424,317.0700073,19.24221611,471.9599915,45.6893158,451.9599915,62.26422882,
318,21.75416946,448.0299988,63.83568192,318,16.98881149,452.8699951,65.54945374,458.0299988,61.84157944,318,17.04508209,488.0299988,36.30231476,318,15.54419518,318,18.54961205,383.0700073,4.288976669,318,19.99075699,428,48.33474731,318,19.4247551,472.8699951,45.7678566,452.8699951,62.51866913,
319.0700073,23.47708702,448.9299927,64.77137756,319.0700073,19.28478622,453.9299927,63.31291962,458.9299927,61.60316849,319.0700073,17.68033981,488.9299927,37.44720459,319.0700073,16.42407036,319.0700073,20.02955437,384,3.816215515,319.0700073,22.54258156,429.0700073,51.00743866,319.0700073,21.90668488,473.9299927,43.94755554,453.9299927,61.45419312,
320,24.82322311,450,64.86516571,320,20.11968994,454.8399963,64.36681366,460,61.64417648,320,18.08924103,490,38.77781677,320,18.43676758,320,21.2153492,385.0700073,3.92264843,320,22.18227768,430,49.63632965,320,22.65575027,474.8399963,44.39258575,454.8399963,61.94833374,
320.9299927,25.72200203,451.0599976,62.84524918,320.9299927,21.10991287,455.8999939,62.70238495,461.0599976,60.58507919,320.9299927,20.30172348,491.0400085,39.56997681,320.9299927,18.99166679,320.9299927,23.54960251,386,3.984605312,320.9299927,24.33924675,431.0599976,46.77260971,320.9299927,24.35329056,475.8999939,43.5163765,455.8999939,61.23152161,
322.0299988,27.16153336,451.9599915,65.40477753,322.0299988,22.69781876,456.9599915,61.49594116,461.9599915,58.92711258,322.0299988,21.33093262,491.9400024,39.99004364,322.0299988,20.31883812,322.0299988,23.76499367,387.0700073,3.848406076,322.0299988,24.8251133,431.9599915,49.35690308,322.0299988,25.72480774,476.9599915,43.80327988,456.9599915,61.03727722,
322.9599915,28.21551514,453.0299988,62.40085983,322.9599915,24.35480881,457.8699951,61.05084991,463.0299988,59.9854393,322.9599915,21.61411285,492.980011,41.91481781,322.9599915,22.12847137,322.9599915,25.76535988,388,4.230359077,322.9599915,25.5666275,433.0299988,49.03143692,322.9599915,26.42870331,477.8699951,44.63485718,457.8699951,60.07551193,
324.0599976,29.21240616,453.9299927,61.72121048,324.0599976,25.35559845,458.9299927,60.56497955,463.9299927,56.96690369,324.0599976,21.88998413,494.019989,42.76244354,324.0599976,23.01793289,324.0599976,26.18688202,389.0700073,3.987033844,324.0599976,26.94000816,433.9299927,48.39072418,324.0599976,28.30426788,478.9299927,43.52009583,458.9299927,60.44297791,
325,31.07715988,455,61.72997665,325,26.27823257,459.8399963,60.52415466,465,58.51589966,325,22.68424988,495.0700073,43.69635773,325,23.39612198,325,27.15114784,390,4.017893314,325,26.45901489,435,49.64797974,325,30.07050705,479.8399963,42.83875656,459.8399963,59.46627045,
325.9299927,32.30602646,456.0599976,62.47360611,325.9299927,27.11408997,460.8999939,58.88075638,466.0599976,58.22276688,325.9299927,25.11655235,495.9700012,43.81044769,325.9299927,24.17339325,325.9299927,28.51190376,391.0700073,4.117121696,325.9299927,27.82817078,436.0599976,47.67873383,325.9299927,30.75720215,480.8999939,44.21861267,460.8999939,58.87588501,
327.0299988,33.17127228,456.9599915,60.89120865,327.0299988,29.25267029,461.9599915,58.37454224,466.9599915,56.99500656,327.0299988,25.09112549,497.0100098,45.1006546,327.0299988,26.00123596,327.0299988,30.46819496,392,4.106559753,327.0299988,28.66235924,436.9599915,46.53766632,327.0299988,31.56730652,481.9599915,42.15486145,461.9599915,58.25665665,
327.9599915,33.33663177,458.0299988,60.39522934,327.9599915,28.96504211,462.8699951,57.077034,468.0299988,56.55138397,327.9599915,25.83105087,498.0499878,47.27849579,327.9599915,25.38979721,327.9599915,32.01727676,393.0700073,4.253327847,327.9599915,28.71512794,438.0299988,46.8513298,327.9599915,32.60794067,482.8699951,42.49967575,462.8699951,56.16193008,
329.0599976,35.76488495,458.9299927,58.7629776,329.0599976,30.31790543,463.9299927,57.46651459,468.9299927,53.89759445,329.0599976,28.67195129,498.9500122,48.15699005,329.0599976,24.5054493,329.0599976,32.17221069,394,4.534828186,329.0599976,29.4906044,438.9299927,47.44163132,329.0599976,34.65301514,483.9299927,42.31784439,463.9299927,56.31895065,
330,39.25189972,460,59.6340332,330,32.342659,464.8399963,55.70236588,470,54.02658463,330,27.11651611,500,49.1007843,330,27.38356972,330,35.69995117,395.0700073,4.48491621,330,31.49975204,440,47.46603394,330,35.02643204,484.8399963,42.96008682,464.8399963,56.24046326,
331.0700073,38.82284927,461.0599976,58.32548904,331.0700073,34.70115662,465.8999939,55.35813522,471.0599976,53.55756378,331.0700073,28.08599854,501.0400085,50.54512024,331.0700073,28.25243187,331.0700073,36.11564636,396,4.362580776,331.0700073,31.59956741,441.0599976,46.78861237,331.0700073,35.78577423,485.8999939,43.46386337,465.8999939,55.21036911,
332,38.82087708,461.9599915,56.91060638,332,35.2462883,466.9599915,54.96909714,471.9599915,51.34662247,332,29.66831589,501.9400024,53.13721466,332,29.18306541,332,37.5955925,397.0700073,4.471702099,332,33.71710205,441.9599915,47.28858948,332,39.61907196,486.9599915,43.16949081,466.9599915,54.48318863,
333.0700073,41.9685173,463.0299988,56.96754837,333.0700073,36.05665588,467.8699951,52.57883835,473.0299988,52.69980621,333.0700073,31.56418228,502.980011,53.68650055,333.0700073,29.7923336,333.0700073,38.25482178,398,4.596907139,333.0700073,33.98315048,443.0299988,46.2383194,333.0700073,41.40101624,487.8699951,43.53549957,467.8699951,53.73364258,
334,41.34187317,463.9299927,56.03738403,334,37.74452972,468.9299927,53.22412491,473.9299927,51.91120529,334,30.26199341,504.019989,55.91397095,334,31.1679554,334,41.40962601,399.0700073,4.412537575,334,33.18049622,443.9299927,46.95094681,334,40.93918991,488.9299927,44.1692543,468.9299927,52.34397125,
335.0700073,42.43388748,465,55.2632103,335.0700073,39.39998627,469.8399963,51.6578598,475,50.55120468,335.0700073,32.51391983,505.0700073,56.67507935,335.0700073,31.95876884,335.0700073,40.78667831,400,4.497135639,335.0700073,33.53278732,445,45.12001801,335.0700073,43.44378281,489.8399963,45.64310837,469.8399963,51.80547333,
336,45.40262985,466.0599976,53.97397232,336,40.86505508,470.8999939,51.44325638,476.0599976,50.56747818,336,33.73910904,505.9700012,57.50439453,336,33.48564529,336,43.54793549,401.0700073,4.808403492,336,34.40398026,446.0599976,44.58876419,336,43.62786102,490.8900146,45.6924324,470.8999939,49.7356987,
337.0700073,47.4942627,466.9599915,52.98861313,337.0700073,42.14046097,471.9599915,50.60042191,476.9599915,50.13089752,337.0700073,34.54943466,507.0100098,58.05593109,337.0700073,34.65048599,337.0700073,44.60650635,402,4.940900326,337.0700073,34.36850357,446.9599915,43.33591461,337.0700073,45.34633636,491.9400024,47.01369476,471.9599915,49.89655685,
338,46.80723953,468.0299988,52.69421768,338,43.23372269,472.8699951,50.89139175,478.0299988,49.19137573,338,35.96959686,508.0499878,59.93579102,338,34.08494568,338,44.53429031,403.0700073,4.493804455,338,34.13598251,448.0299988,43.98178101,338,46.48674774,492.980011,47.62171555,472.8699951,50.06161499,
339.0700073,48.47612,468.9299927,52.19672394,339.0700073,44.31974411,473.9299927,47.3246727,478.9299927,48.98899841,339.0700073,37.30319214,508.9500122,61.19825745,339.0700073,36.38427353,339.0700073,45.15133667,404,4.865915775,339.0700073,34.38339615,448.9299927,44.6597023,339.0700073,46.46896362,493.8800049,47.638134,473.9299927,49.7874527,
340,47.23279953,470,51.8174057,340,46.30409241,474.8399963,47.87619019,480,46.99465942,340,37.73619843,510,61.37859344,340,37.55030441,340,47.08075714,405.0700073,4.289174557,340,36.93746567,450,43.17994308,340,48.4201622,494.9200134,49.32040405,474.8399963,47.7230835,
341.0700073,50.25693512,471.0599976,50.72472382,341.0700073,47.56994247,475.8999939,48.83716965,481.0599976,47.65915298,341.0700073,39.74631882,511.0599976,61.27974701,341.0700073,38.75617599,341.0700073,50.44367599,406,4.597902298,341.0700073,36.23614883,451.0599976,43.95888901,341.0700073,50.29498672,495.9700012,48.80416489,475.8999939,46.84041214,
342,50.68220901,471.9599915,48.98934174,342,49.14748383,476.9599915,47.14251709,481.9599915,48.88529205,342,40.16566086,511.9599915,62.77732086,342,38.89257813,342,50.300457,407.0700073,4.833411217,342,34.68395233,451.9599915,42.21421432,342,51.5083847,496.8599854,50.43810654,476.9599915,47.7402916,
343.0700073,52.79682541,473.0299988,48.1488533,343.0700073,51.03408432,477.8699951,46.69786835,483.0299988,48.86040115,343.0700073,41.04704285,513.0300293,63.23812866,343.0700073,40.94164276,343.0700073,52.0729599,408,4.616559029,343.0700073,34.50301743,453.0299988,42.41614914,343.0700073,51.81040955,497.9100037,52.53011322,477.8699951,46.2493515,
344,53.14268875,473.9299927,48.85603333,344,51.83596039,478.9299927,46.24047852,483.9299927,47.16264343,344,42.16759872,513.9299927,62.18408966,344,42.71492386,344,53.07888031,409.0700073,4.72153759,344,34.93990707,453.9299927,42.90043259,344,52.63689423,498.9500122,54.51860046,478.9299927,45.78158951,
345.0700073,54.31092072,475,46.98373413,345.0700073,52.51916885,479.8399963,46.56806564,485,46.72989655,345.0700073,43.13718033,515,62.58244324,345.0700073,42.05372238,345.0700073,53.65705109,410,4.334904194,345.0700073,34.44009399,455,42.25558853,345.0700073,53.74547958,499.8500061,54.88647079,479.8399963,45.61956406,
346,56.45404816,476.0599976,46.39309311,346,54.42484283,480.8999939,44.78376389,486.0599976,48.1874733,346,44.46234894,516.0599976,62.51756287,346,43.60616302,346,56.08589935,411.0599976,4.620178699,346,34.60688019,456.0599976,39.85712814,346,55.41599274,500.8900146,56.01499176,480.8999939,44.98765182,
347.0700073,54.53231049,476.9599915,46.19543076,347.0700073,55.88393402,481.9599915,45.62677765,486.9599915,47.26217651,347.0700073,44.57987595,516.960022,62.94174194,347.0700073,43.16603851,347.0700073,55.65724182,411.9599915,4.811784267,347.0700073,33.27000427,456.9599915,39.31717682,347.0700073,55.35271835,501.9400024,56.8397522,481.9599915,43.83422089,
348,55.1507988,478.0299988,45.97452545,348,56.39692688,482.8699951,45.37360001,488.0299988,47.48894119,348,45.56849289,518.0300293,61.91696167,348,45.18029404,348,57.91048813,413.0299988,5.029173851,348,34.75611877,458.0299988,40.65497971,348,55.90653229,502.980011,58.51412964,482.8699951,44.73413849,
349.0700073,56.31361771,478.9299927,45.30660629,349.0700073,56.30834198,483.9299927,44.78570175,488.9299927,47.01137924,349.0700073,45.54693985,518.9299927,60.11456299,349.0700073,45.34820175,349.0700073,59.74037933,413.9299927,4.514092445,349.0700073,34.87305069,458.9299927,39.54077911,349.0700073,56.46725845,503.8800049,59.73075104,483.9299927,45.12472916,
350,56.76126099,480,44.96119308,350,58.30400848,484.8399963,45.08486938,490,46.84669113,350,48.14328384,520,60.59117126,350,45.68061066,350,59.87553024,415,4.7373209,350,34.20005035,460,39.09189224,350,57.74894714,504.9200134,59.95103455,484.8399963,43.75362778,
351.0700073,56.52209854,481.0599976,44.83877182,351.0700073,58.69309998,485.8999939,45.75440598,491.0400085,48.51603699,351.0700073,48.99913788,521.039978,59.76255035,351.0700073,47.91000366,351.0700073,59.16591263,416.0599976,4.706036568,351.0700073,33.80383682,461.0599976,37.59492111,351.0700073,59.19270325,505.9700012,62.00391388,485.8999939,45.47237778,
352,58.10949326,481.9599915,43.60359955,352,59.32890701,486.9599915,45.05370712,491.9400024,48.83137131,352,46.84714508,521.9400024,58.66879272,352,48.31959534,352,60.68500519,416.9599915,4.47296524,352,33.26387024,461.9599915,37.0014534,352,59.29310608,506.8599854,62.46754456,486.9599915,45.75398636,
353.0700073,59.25008774,483.0299988,44.61464691,353.0700073,59.69623566,487.8699951,44.00835037,492.980011,50.65359879,353.0700073,50.1591301,522.9799805,57.26994324,353.0700073,48.53505707,353.0700073,61.10355759,418.0299988,4.610239506,353.0700073,32.91919327,463.0299988,36.7807312,353.0700073,59.54059219,507.9100037,62.23975372,487.8699951,44.55527496,
354,59.13183594,483.9299927,42.77868271,354,61.35896301,488.9299927,45.70111084,494.019989,50.12001419,354,50.51686478,524.0200195,54.80407715,354,50.57253265,354,62.72480392,418.9299927,4.61307621,354,32.19306946,463.9299927,35.32100296,354,60.85458755,508.9500122,63.48618317,488.9299927,44.96852493,
355.0700073,58.92300034,485,43.24522018,355.0700073,63.11045074,489.8399963,45.71866226,495.0700073,51.22673035,355.0700073,53.14221191,525.0700073,54.606987,355.0700073,50.51351547,355.0700073,62.77330399,420,4.597162247,355.0700073,32.60958099,465,35.33791351,355.0700073,61.28754807,509.8500061,64.4704895,489.8399963,45.93566513,
356,58.25232697,486.0599976,43.72166443,356,63.75538635,490.8900146,45.85136032,495.9700012,53.34801865,356,54.29235077,525.9699707,53.78374481,356,52.17434692,356,63.253582,421.0700073,4.918512821,356,32.09857559,466.0599976,34.54680252,356,61.32901382,510.8999939,66.29122925,490.8900146,45.51772308,
357.0700073,58.65493774,486.9599915,43.78638077,357.0700073,65.02040863,491.9400024,47.33132935,497.0100098,52.62812424,357.0700073,53.14977264,527.0100098,52.55665588,357.0700073,52.66182327,357.0700073,65.92675018,422,4.737704754,357.0700073,30.29110718,466.9599915,33.67749786,357.0700073,62.98534775,511.9599915,64.79960632,491.9400024,46.22682571,
358,59.87148285,488.0299988,43.85785675,358,63.48531342,492.980011,47.97626877,498.0499878,54.85343933,358,54.18717957,528.0499878,52.17617798,358,53.13130188,358,64.76013184,423.0700073,4.435183048,358,30.66909027,468.0299988,34.57410431,358,61.23893356,512.8699951,67.02500916,492.980011,45.88877487,
359.0700073,59.1007843,488.9299927,43.98303986,359.0700073,64.77985382,493.8800049,46.70973587,498.9500122,54.29494858,359.0700073,54.55693054,528.9500122,50.50408936,359.0700073,53.35436249,359.0700073,66.45401001,424,4.569842815,359.0700073,30.3127861,468.9299927,34.84938431,359.0700073,62.56908798,513.9299927,65.58971405,493.8800049,47.37582779,
360,59.46606827,490,44.44857788,360,65.96154785,494.9200134,47.65804291,500,56.13571167,360,56.13479614,530,48.21594238,360,54.93893814,360,65.77031708,425.0700073,4.592679501,360,29.8038826,470,34.95643616,360,62.72850418,514.8400269,65.52796936,494.9200134,47.3759346,
361.0700073,59.27854538,491.0400085,44.32755661,361.0700073,66.80917358,495.9700012,48.44425583,501.0400085,57.34486389,361.0700073,57.5315094,531.039978,47.43110657,361.0700073,54.93649292,361.0700073,66.01567078,426,4.665346146,361.0700073,28.4135952,471.0599976,33.95914841,361.0700073,60.17592621,515.9000244,64.86132813,495.9700012,49.82458115,
362,59.98781586,491.9400024,44.52100754,362,66.76818085,496.8599854,50.55780411,501.9400024,57.61670303,362,57.51519012,531.9400024,46.03366089,362,57.17876816,362,65.67933655,427.0700073,4.439386845,362,27.99762726,471.9599915,32.82415771,362,62.64049149,516.960022,64.59165192,496.8599854,47.8170166,
363.0700073,57.41727829,492.980011,45.92922592,363.0700073,66.51725769,497.9100037,51.18218994,502.980011,58.32699203,363.0700073,58.13781357,532.9799805,45.43043518,363.0700073,56.94625092,363.0700073,67.4355545,428,4.517334461,363.0700073,27.87507629,473.0299988,32.86414719,363.0700073,63.08970261,517.8699951,64.03740692,497.9100037,51.12876129,
364,58.50889587,494.019989,45.72351456,364,66.16424561,498.9500122,52.53580475,504.019989,61.13537979,364,56.83899307,534.0200195,43.4544754,364,57.25249481,364,65.98413849,429.0700073,4.787389755,364,27.26051903,473.9299927,31.758461,364,61.66757584,518.9299927,62.92292023,498.9500122,51.74776459,
365.0700073,57.69378662,495.0700073,46.89799881,365.0700073,66.48142242,499.8500061,53.29637909,505.0700073,60.36658859,365.0700073,57.96262741,535.0700073,42.03222656,365.0700073,57.46131897,365.0700073,66.14639282,430,4.704798222,365.0700073,25.53467941,475,30.63690567,365.0700073,61.27680588,519.8400269,62.13145447,499.8500061,51.36067581,
366,57.27812195,495.9700012,48.67470169,366,66.54139709,500.8900146,54.2809906,505.9700012,61.48843765,366,59.54887772,535.9699707,40.99717712,366,57.05414963,366,66.55957031,431.0599976,4.478424072,366,24.22401237,476.0599976,30.9667511,366,60.61922836,520.8900146,62.98137665,500.8900146,53.55410004,
367.0700073,55.86304855,497.0100098,47.5919075,367.0700073,65.8914566,501.9400024,55.17516327,507.0100098,61.5479393,367.0700073,59.76656723,537.0100098,39.93119049,367.0700073,58.71173859,367.0700073,66.01062012,431.9599915,4.572756767,367.0700073,23.66831017,476.9599915,29.44536209,367.0700073,59.44997787,521.9400024,59.56513977,501.9400024,53.72714996,
368,54.56482697,498.0499878,49.18711472,368,66.69861603,502.980011,54.97434235,508.0499878,62.96142197,368,61.23497391,538.0499878,39.22159576,368,59.45793152,368,66.72058105,433.0299988,4.18560648,368,23.99259949,478.0299988,30.44963074,368,59.94590378,522.9799805,60.39461517,502.980011,54.98536682,
369.0700073,54.65091705,498.9500122,50.9034729,369.0700073,65.91703796,503.8800049,55.17749786,508.9500122,63.31433487,369.0700073,61.34222031,538.9500122,38.13530731,369.0700073,59.28913116,369.0700073,65.06131744,433.9299927,4.24821043,369.0700073,22.23700714,478.9299927,29.61344147,369.0700073,59.69042587,523.8800049,57.67180634,503.8800049,56.54895782,
370,55.84434509,500,49.7621727,370,66.64712524,504.9200134,56.85185242,510,64.4375,370,63.80887985,540,35.57409668,370,62.15592957,370,65.98013306,435,4.168031216,370,21.04644012,480,30.56587601,370,59.95238495,524.9199829,57.59489441,504.9200134,56.65610123,
371.0700073,54.62709808,501.0400085,51.38146591,371.0700073,65.79472351,505.9700012,57.92970657,511.0599976,64.78124237,371.0700073,63.81570053,541.0200195,35.36177063,371.0700073,63.25623322,371.0700073,65.56160736,436.0599976,4.29994297,371.0700073,20.95119858,481.0599976,28.82004166,371.0700073,58.8130188,525.9699707,56.56169891,505.9700012,57.38907242,
372,52.38792038,501.9400024,51.82769012,372,66.04370117,506.8599854,58.13087463,511.9599915,64.82624054,372,64.52490234,542.0499878,33.43151855,372,63.37643433,372,65.16014862,436.9599915,4.152245045,372,19.59617424,481.9599915,28.83781815,372,57.7087822,526.8599854,54.35410309,506.8599854,58.35695267,
373.0700073,51.89605331,502.980011,54.75966644,373.0700073,66.06172943,507.9100037,58.52350998,513.0300293,64.47055054,373.0700073,64.26057434,542.9400024,33.79681396,373.0700073,63.57431793,373.0700073,63.63074112,438.0299988,4.14336586,373.0700073,18.71465683,483.0299988,29.77735519,373.0700073,57.15927124,527.9099731,53.88650131,507.9100037,59.62678528,
