X: (V),Y: (Hits)
0.0138759,4
0.0138901,2
0.0139043,4
0.0139184,3
0.0139326,1
0.0139468,3
0.013961,4
0.0139751,2
0.0139893,4
0.0140035,3
0.0140177,0
0.0140319,1
0.014046,1
0.0140602,2
0.0140744,0
0.0140886,0
0.0141027,3
0.0141169,1
0.0141311,1
0.0141453,2
0.0141594,2
0.0141736,0
0.0141878,0
0.014202,0
0.0142162,6
0.0142303,5
0.0142445,2
0.0142587,4
0.0142729,1
0.014287,4
0.0143012,0
0.0143154,1
0.0143296,1
0.0143437,1
0.0143579,1
0.0143721,0
0.0143863,0
0.0144005,1
0.0144146,2
0.0144288,1
0.014443,1
0.0144572,1
0.0144713,1
0.0144855,3
0.0144997,3
0.0145139,2
0.014528,4
0.0145422,1
0.0145564,1
0.0145706,0
0.0145848,4
0.0145989,0
0.0146131,2
0.0146273,4
0.0146415,1
0.0146556,1
0.0146698,2
0.014684,1
0.0146982,0
0.0147123,1
0.0147265,1
0.0147407,0
0.0147549,1
0.0147691,1
0.0147832,0
0.0147974,2
0.0148116,0
0.0148258,2
0.0148399,0
0.0148541,2
0.0148683,1
0.0148825,0
0.0148966,1
0.0149108,0
0.014925,1
0.0149392,1
0.0149534,0
0.0149675,1
0.0149817,3
0.0149959,1
0.0150101,1
0.0150242,1
0.0150384,0
0.0150526,0
0.0150668,2
0.0150809,1
0.0150951,0
0.0151093,2
0.0151235,0
0.0151377,0
0.0151518,0
0.015166,1
0.0151802,0
0.0151944,2
0.0152085,0
0.0152227,1
0.0152369,1
0.0152511,0
0.0152652,0
0.0152794,0
0.0152936,3
0.0153078,1
0.015322,0
0.0153361,1
0.0153503,2
0.0153645,0
0.0153787,1
0.0153928,1
0.015407,1
0.0154212,0
0.0154354,1
0.0154495,1
0.0154637,2
0.0154779,0
0.0154921,0
0.0155063,1
0.0155204,0
0.0155346,0
0.0155488,1
0.015563,0
0.0155771,0
0.0155913,2
0.0156055,0
0.0156197,1
0.0156338,2
0.015648,0
0.0156622,1
0.0156764,0
0.0156906,1
0.0157047,1
0.0157189,1
0.0157331,4
0.0157473,1
0.0157614,1
0.0157756,0
0.0157898,1
0.015804,4
0.0158181,4
0.0158323,1
0.0158465,0
0.0158607,2
0.0158749,0
0.015889,3
0.0159032,1
0.0159174,0
0.0159316,0
0.0159457,1
0.0159599,0
0.0159741,0
0.0159883,0
0.0160024,1
0.0160166,1
0.0160308,1
0.016045,0
0.0160592,0
0.0160733,0
0.0160875,0
0.0161017,0
0.0161159,1
0.01613,0
0.0161442,0
0.0161584,0
0.0161726,0
0.0161867,2
0.0162009,0
0.0162151,1
0.0162293,2
0.0162434,3
0.0162576,0
0.0162718,0
0.016286,1
0.0163002,3
0.0163143,0
0.0163285,0
0.0163427,1
0.0163569,0
0.016371,0
0.0163852,0
0.0163994,2
0.0164136,1
0.0164277,0
0.0164419,1
0.0164561,2
0.0164703,1
0.0164845,0
0.0164986,0
0.0165128,1
0.016527,0
0.0165412,0
0.0165553,1
0.0165695,0
0.0165837,0
0.0165979,1
0.016612,0
0.0166262,0
0.0166404,1
0.0166546,1
0.0166688,1
0.0166829,2
0.0166971,0
0.0167113,0
0.0167255,0
0.0167396,0
0.0167538,1
0.016768,1
0.0167822,0
0.0167963,0
0.0168105,0
0.0168247,0
0.0168389,0
0.0168531,1
0.0168672,0
0.0168814,0
0.0168956,0
0.0169098,1
0.0169239,0
0.0169381,0
0.0169523,0
0.0169665,0
0.0169806,0
0.0169948,0
0.017009,1
0.0170232,0
0.0170374,0
0.0170515,0
0.0170657,0
0.0170799,0
0.0170941,0
0.0171082,0
0.0171224,1
0.0171366,0
0.0171508,0
0.0171649,0
0.0171791,0
0.0171933,0
0.0172075,0
0.0172217,0
0.0172358,0
0.01725,1
0.0172642,1
0.0172784,0
0.0172925,0
0.0173067,0
0.0173209,0
0.0173351,1
0.0173492,0
0.0173634,1
0.0173776,1
0.0173918,0
0.017406,1
0.0174201,2
0.0174343,0
0.0174485,0
0.0174627,0
0.0174768,0
0.017491,1
0.0175052,1
0.0175194,0
0.0175335,0
0.0175477,0
0.0175619,0
0.0175761,0
0.0175903,0
0.0176044,0
0.0176186,0
0.0176328,1
0.017647,0
0.0176611,1
0.0176753,0
0.0176895,0
0.0177037,0
0.0177178,0
0.017732,0
0.0177462,0
0.0177604,1
0.0177746,1
0.0177887,0
0.0178029,0
0.0178171,1
0.0178313,0
0.0178454,1
0.0178596,1
0.0178738,0
0.017888,0
0.0179021,0
0.0179163,0
0.0179305,0
0.0179447,1
0.0179589,0
0.017973,1
0.0179872,1
0.0180014,0
0.0180156,0
0.0180297,0
0.0180439,0
0.0180581,0
0.0180723,1
0.0180864,0
0.0181006,0
0.0181148,0
