timestamp_iso,elapsed_s,t1_C
2025-10-30T13:34:03.069088,4805.909,11.556
2025-10-30T13:34:03.316846,4806.157,11.409
2025-10-30T13:34:03.563430,4806.404,11.384
2025-10-30T13:34:03.809371,4806.650,11.409
2025-10-30T13:34:04.054376,4806.895,11.458
2025-10-30T13:34:04.299115,4807.139,11.335
2025-10-30T13:34:04.542198,4807.382,11.433
2025-10-30T13:34:04.787879,4807.628,11.507
2025-10-30T13:34:05.047608,4807.888,11.531
2025-10-30T13:34:05.297981,4808.138,11.458
2025-10-30T13:34:05.550675,4808.391,11.458
2025-10-30T13:34:05.798425,4808.639,11.433
2025-10-30T13:34:06.042764,4808.883,11.433
2025-10-30T13:34:06.291167,4809.131,11.360
2025-10-30T13:34:06.537379,4809.378,11.458
