CdSe 120 sec em420,,CdSe 120 sec em410,,CdSe 120 sec ex345,,CdSe 120 sec em425,,CdSe 120 sec em435,,CdSe 120 sec em445,,CdSe 120 sec em455,,CdSe 120 sec em465,,CdSe 120 sec ex365,,CdSe 120 sec ex335,,CdSe 120 sec em500,,CdSe 120 sec ex385,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
317.0700073,22.07171249,317.0700073,25.76435089,431.9599915,42.2131958,317.0700073,21.61339378,317.0700073,19.20390892,317.0700073,16.96369553,317.0700073,14.27428913,317.0700073,12.43979359,451.9599915,41.22266769,421.8399963,40.53918076,337.0700073,27.99923706,471.9599915,36.00878906,
318,23.65899658,318,25.65781784,432.8699951,42.49024582,318,22.46998787,318,19.57883453,318,16.36071014,318,14.32617092,318,11.89113235,452.8699951,39.64211655,422.9200134,40.18214035,338,28.49851227,472.8699951,37.30753326,
319.0700073,25.24408722,319.0700073,26.49627304,433.9299927,42.55615616,319.0700073,23.99090004,319.0700073,20.56293869,319.0700073,17.71948624,319.0700073,15.67605305,319.0700073,13.20075893,453.9299927,40.39387512,423.8399963,39.11535645,339.0700073,30.12976456,473.9299927,36.5906601,
320,26.52101517,320,26.87148666,434.8399963,41.03562164,320,24.31386948,320,21.26206779,320,18.06950951,320,15.79422092,320,13.92960835,454.8399963,39.95396042,424.9200134,39.13731766,340,29.61881256,474.8399963,37.67972946,
320.9299927,27.36535263,320.9299927,29.00336838,435.8999939,40.4800415,320.9299927,25.43888092,320.9299927,22.24562263,320.9299927,19.4496727,320.9299927,16.12944031,320.9299927,15.02533245,455.8999939,40.23450089,425.8399963,38.66229248,341.0700073,30.95531845,475.8999939,37.84034729,
322.0299988,28.01839828,322.0299988,28.51342773,436.9599915,40.66493988,322.0299988,27.61079979,322.0299988,22.58621979,322.0299988,20.32683754,322.0299988,18.18380737,322.0299988,14.96448994,456.9599915,39.27951813,426.9200134,38.04047012,342,31.16379166,476.9599915,38.76268387,
322.9599915,29.02886581,322.9599915,29.79471207,437.8699951,39.71982193,322.9599915,27.39823914,322.9599915,23.74733925,322.9599915,20.93610191,322.9599915,17.18482971,322.9599915,15.76436901,457.8699951,40.04209518,427.8399963,39.1603241,343.0700073,32.00317764,477.8699951,37.69761658,
324.0599976,30.42337036,324.0599976,30.30011368,438.9299927,39.66668701,324.0599976,28.50796318,324.0599976,24.41907883,324.0599976,21.37169075,324.0599976,19.454216,324.0599976,16.00900269,458.9299927,38.03948593,428.9200134,36.53387833,344,33.01046371,478.9299927,39.93288422,
325,29.36345673,325,31.07096863,439.8399963,40.15540314,325,28.77080727,325,25.32936859,325,22.08996964,325,20.43408966,325,16.91663933,459.8399963,38.51520538,429.8399963,36.75479126,345.0700073,32.99376678,479.8399963,39.77419281,
325.9299927,30.0570755,325.9299927,32.35816574,440.8999939,40.00491714,325.9299927,29.51527596,325.9299927,25.54997635,325.9299927,23.53647423,325.9299927,20.22283936,325.9299927,15.45611668,460.8999939,38.44435883,430.8999939,37.81468582,346,34.56921005,480.8999939,40.83183289,
327.0299988,32.02265549,327.0299988,32.05171967,441.9599915,38.65732956,327.0299988,29.91163445,327.0299988,26.96383095,327.0299988,24.21037865,327.0299988,20.03865051,327.0299988,18.52783012,461.9599915,37.60670853,431.9599915,37.85077667,347.0700073,35.02062607,481.9599915,40.31803131,
327.9599915,32.63771057,327.9599915,33.25200272,442.8699951,38.55995941,327.9599915,30.24345589,327.9599915,27.17365074,327.9599915,25.14346313,327.9599915,21.81978989,327.9599915,18.31149483,462.8699951,37.42311478,432.8699951,35.70613098,348,35.36199951,482.8699951,41.77698898,
329.0599976,32.48030853,329.0599976,34.4993782,443.9299927,37.62303162,329.0599976,32.51823807,329.0599976,29.9256897,329.0599976,25.69475555,329.0599976,22.22867203,329.0599976,19.61421967,463.9299927,37.59667969,433.9299927,36.14396286,349.0700073,34.88439941,483.9299927,41.26123428,
330,33.62135696,330,33.96460724,444.8399963,37.22399902,330,32.89074707,330,29.67497253,330,25.7306385,330,21.31764603,330,19.05893326,464.8399963,37.99259186,434.8399963,35.18458176,350,36.08999634,484.8399963,43.20136261,
331.0700073,36.44411087,331.0700073,34.398983,445.8999939,37.06572723,331.0700073,35.43901062,331.0700073,29.98023605,331.0700073,26.7995491,331.0700073,23.95536804,331.0700073,20.12713623,465.8999939,37.9001236,435.8999939,36.19971848,351.0700073,37.37351608,485.8999939,44.32561493,
332,36.48365402,332,36.309021,446.9599915,36.49548721,332,34.99163818,332,32.08548355,332,27.85148048,332,24.53625488,332,21.67246437,466.9599915,37.93223572,436.9599915,35.32440948,352,37.11359787,486.9599915,44.95378113,
333.0700073,37.61232758,333.0700073,36.98592758,447.8699951,36.01473999,333.0700073,35.10272217,333.0700073,32.36572266,333.0700073,27.68746758,333.0700073,24.89499283,333.0700073,21.12928963,467.8699951,36.48936844,437.8699951,35.8746109,353.0700073,38.33813477,487.8699951,45.00172806,
334,36.51015472,334,36.72934723,448.9299927,36.27958298,334,37.78528214,334,32.32318115,334,30.772295,334,24.11776352,334,21.63921165,468.9299927,36.83654022,438.9299927,34.20968628,354,38.90475845,488.9299927,45.89399719,
335.0700073,36.79350281,335.0700073,36.2977562,449.8399963,36.05088806,335.0700073,36.3138237,335.0700073,34.31162643,335.0700073,30.47770119,335.0700073,26.51314926,335.0700073,23.09318161,469.8399963,36.90070724,439.8399963,33.66343689,355.0700073,38.74162292,489.8399963,46.12411118,
336,38.94326782,336,37.61022186,450.8999939,36.08504486,336,37.47757339,336,35.06904221,336,30.94622993,336,28.19940948,336,22.79621506,470.8999939,36.39086914,440.8999939,32.4145813,356,40.18418884,490.8900146,46.78350449,
337.0700073,38.73021317,337.0700073,36.16361237,451.9599915,34.72109222,337.0700073,37.40734482,337.0700073,34.42442322,337.0700073,30.15862846,337.0700073,27.50252151,337.0700073,23.79166222,471.9599915,35.68650055,441.9599915,32.13152313,357.0700073,40.05153656,491.9400024,47.61166763,
338,37.7331543,338,37.28082657,452.8699951,34.46847916,338,37.85432053,338,34.12750626,338,31.5750103,338,28.64322281,338,24.38358688,472.8699951,36.13352585,442.8699951,30.71503639,358,40.44651413,492.980011,48.35613251,
339.0700073,39.20443726,339.0700073,35.99396133,453.9299927,34.91822433,339.0700073,38.19430923,339.0700073,36.95867538,339.0700073,32.17422867,339.0700073,29.60006714,339.0700073,25.46823692,473.9299927,36.02640533,443.9299927,32.95072937,359.0700073,41.61774445,493.8800049,49.27952576,
340,39.78218842,340,36.96273041,454.8399963,34.00003815,340,38.80646896,340,35.01306534,340,34.52049637,340,29.35569382,340,26.99959755,474.8399963,36.94205093,444.8399963,32.32377243,360,41.79492188,494.9200134,49.56933975,
341.0700073,40.89774323,341.0700073,36.08376312,455.8999939,32.79332733,341.0700073,39.03118896,341.0700073,37.27442169,341.0700073,34.68948364,341.0700073,29.83074188,341.0700073,26.68712044,475.8999939,36.37342072,445.8999939,30.01065636,361.0700073,41.98406601,495.9700012,49.71141434,
342,38.34305191,342,36.41403961,456.9599915,32.91987991,342,41.01804352,342,37.03527069,342,36.28008652,342,30.7599411,342,27.80134964,476.9599915,36.15496063,446.9599915,31.50144768,362,43.33282471,496.8599854,50.19790268,
343.0700073,40.29066849,343.0700073,36.12295532,457.8699951,33.36737823,343.0700073,39.43402863,343.0700073,37.87366104,343.0700073,33.84128952,343.0700073,32.34731674,343.0700073,28.61059761,477.8699951,36.6766243,447.8699951,28.43281937,363.0700073,43.59907532,497.9100037,50.61562347,
344,39.94685745,344,34.92060852,458.9299927,32.16503906,344,39.83622742,344,38.38242722,344,36.18660736,344,32.78403091,344,28.32186317,478.9299927,37.39858246,448.9299927,30.0133152,364,43.25898361,498.9500122,49.32414246,
345.0700073,38.50486755,345.0700073,34.1010704,459.8399963,31.66160202,345.0700073,40.48924255,345.0700073,38.50698853,345.0700073,37.28028107,345.0700073,33.34824753,345.0700073,28.48305321,479.8399963,37.30392456,449.8399963,28.63009644,365.0700073,44.95236206,499.8500061,49.99658966,
346,39.37696838,346,34.4683876,460.8999939,32.19884109,346,39.4797554,346,40.4824295,346,37.9525528,346,34.00875092,346,30.75414848,480.8999939,38.05617905,450.8999939,29.2979126,366,44.28472519,500.8900146,50.91723251,
347.0700073,38.58169556,347.0700073,33.85361481,461.9599915,32.45727539,347.0700073,40.76446533,347.0700073,40.22492981,347.0700073,36.93091965,347.0700073,34.33549118,347.0700073,30.34403419,481.9599915,37.0258255,451.9599915,28.11537552,367.0700073,44.84819412,501.9400024,50.5174675,
348,38.71518707,348,33.14077759,462.8699951,31.27553558,348,41.73225784,348,41.44412231,348,38.19441223,348,34.91835403,348,30.30849648,482.8699951,38.67359161,452.8699951,28.96234894,368,45.17823792,502.980011,50.65239716,
349.0700073,38.73057175,349.0700073,34.49102783,463.9299927,31.12143326,349.0700073,40.6018219,349.0700073,39.579422,349.0700073,37.77430725,349.0700073,35.00901794,349.0700073,31.15791512,483.9299927,38.89360046,453.9299927,27.73996925,369.0700073,45.41441727,503.8800049,48.95835495,
350,38.5555687,350,33.44432068,464.8399963,30.37454605,350,40.34600449,350,40.5572052,350,37.4532814,350,34.49505615,350,31.63368034,484.8399963,39.13137436,454.8399963,27.78674889,370,47.44264984,504.9200134,48.59973907,
351.0700073,39.11523056,351.0700073,32.12747955,465.8999939,29.64486313,351.0700073,38.74358368,351.0700073,40.89577103,351.0700073,40.51861954,351.0700073,36.12746429,351.0700073,33.59882355,485.8999939,40.34759521,455.8999939,27.57532501,371.0700073,47.59493256,505.9700012,48.34597778,
352,37.75747299,352,32.90314484,466.9599915,31.053936,352,40.11439133,352,40.90439224,352,38.45488358,352,36.7014389,352,32.68938828,486.9599915,40.35445786,456.9599915,25.85820389,372,48.75389862,506.8599854,48.43021393,
353.0700073,38.02728653,353.0700073,31.80823517,467.8699951,29.98465729,353.0700073,39.74414444,353.0700073,42.03738785,353.0700073,39.95969391,353.0700073,37.04678726,353.0700073,32.99304199,487.8699951,40.54453659,457.8699951,27.00979996,373.0700073,49.00331497,507.9100037,46.69901276,
354,37.02022171,354,31.40694046,468.9299927,30.06135559,354,42.88012314,354,42.50288773,354,40.13975525,354,37.19829559,354,34.18052673,488.9299927,41.2794342,458.9299927,26.25817108,374,49.26565552,508.9500122,46.2306366,
355.0700073,38.55686951,355.0700073,32.09738922,469.8399963,28.86595917,355.0700073,39.93399811,355.0700073,41.09460449,355.0700073,40.93242645,355.0700073,36.86004639,355.0700073,34.17576218,489.8399963,41.24662018,459.8399963,25.4306221,375.0700073,48.36595535,509.8500061,45.38640976,
356,38.05746078,356,31.09745407,470.8999939,29.73398209,356,39.21113968,356,41.71586227,356,40.38600922,356,38.91756821,356,36.05884171,490.8900146,42.89123535,460.8999939,25.51692009,376,50.33308792,510.8999939,45.09339142,
357.0700073,37.27683258,357.0700073,28.83545685,471.9599915,29.04452324,357.0700073,41.1180954,357.0700073,42.05648422,357.0700073,42.2100296,357.0700073,38.1598053,357.0700073,35.01749039,491.9400024,42.75672913,461.9599915,25.55727196,377.0700073,50.8506012,511.9599915,43.67179108,
358,37.85015106,358,30.20626068,472.8699951,29.0415287,358,39.91867065,358,42.55115128,358,41.33147812,358,39.22459793,358,35.48202896,492.980011,43.72073746,462.8699951,24.47521973,378,51.04330444,512.8699951,43.18797684,
359.0700073,36.44757843,359.0700073,29.14178467,473.9299927,30.15969849,359.0700073,40.09159851,359.0700073,42.34258652,359.0700073,41.47571945,359.0700073,39.8576622,359.0700073,36.23570633,493.8800049,42.69379425,463.9299927,24.30289841,379.0700073,51.55688858,513.9299927,42.01597214,
360,37.01817703,360,28.28305054,474.8399963,29.47984505,360,39.57125854,360,41.63277435,360,41.04933548,360,39.20578766,360,35.74960709,494.9200134,43.57553864,464.8399963,23.81790352,380,51.30305481,514.8400269,41.90544128,
361.0700073,36.21679306,361.0700073,27.41501999,475.8999939,28.78338242,361.0700073,39.70200729,361.0700073,41.61231613,361.0700073,42.03063965,361.0700073,39.25585556,361.0700073,36.72851563,495.9700012,42.92300034,465.8999939,24.70676422,381.0700073,50.18263626,515.9000244,41.33412933,
362,35.97697067,362,27.33760071,476.9599915,28.81996918,362,39.38748932,362,42.01790237,362,41.58739471,362,40.98855209,362,36.75299835,496.8599854,44.46269989,466.9599915,23.13260078,382,50.80557251,516.960022,39.35818863,
363.0700073,35.80474091,363.0700073,26.58782578,477.8699951,29.3117981,363.0700073,38.88011169,363.0700073,41.59898376,363.0700073,42.13857269,363.0700073,40.00736237,363.0700073,37.63280106,497.9100037,43.99667358,467.8699951,23.73548889,383.0700073,52.06837463,517.8699951,38.37388611,
364,34.41475296,364,26.11494827,478.9299927,29.35178185,364,38.33143997,364,41.07139206,364,42.69784164,364,41.0188942,364,37.21649551,498.9500122,44.09038162,468.9299927,22.98045731,384,52.69514847,518.9299927,37.95619202,
365.0700073,34.30263519,365.0700073,24.81895828,479.8399963,29.08450317,365.0700073,37.98639679,365.0700073,40.73553848,365.0700073,41.71744919,365.0700073,39.09786224,365.0700073,37.95599747,499.8500061,44.03417206,469.8399963,23.84587669,385.0700073,51.10952759,519.8400269,37.47737885,
366,33.98532867,366,25.10638809,480.8999939,30.7047081,366,37.4062767,366,41.75339508,366,41.76676178,366,40.77835083,366,38.24171829,500.8900146,43.28676605,470.8999939,23.44126129,386,50.48806381,520.8900146,36.59391785,
367.0700073,32.85931015,367.0700073,23.92956543,481.9599915,28.91620445,367.0700073,36.99248123,367.0700073,40.85335922,367.0700073,41.55951691,367.0700073,40.15668106,367.0700073,38.25326538,501.9400024,43.0761795,471.9599915,23.04371452,387.0700073,51.71259689,521.9400024,35.35230255,
368,32.42855835,368,22.5973053,482.8699951,29.85591507,368,37.47512817,368,39.98809433,368,41.52918625,368,41.19661713,368,39.4547081,502.980011,43.50608826,472.8699951,22.43362999,388,50.92896271,522.9799805,34.68645477,
369.0700073,31.09123993,369.0700073,21.49420547,483.9299927,29.85419464,369.0700073,35.70064926,369.0700073,39.65370941,369.0700073,42.063797,369.0700073,39.81320953,369.0700073,38.1425972,503.8800049,43.22548676,473.9299927,22.39117241,389.0700073,50.09893799,523.8800049,34.7023468,
370,32.73075104,370,21.10655975,484.8399963,30.23843765,370,36.86750793,370,40.45269012,370,43.30864716,370,42.50644684,370,39.20384216,504.9200134,42.31824112,474.8399963,23.14921761,390,50.99042892,524.9199829,34.09547806,
371.0700073,31.52808762,371.0700073,20.1896553,485.8999939,31.27820587,371.0700073,35.69297028,371.0700073,39.85112762,371.0700073,42.15812683,371.0700073,42.36624908,371.0700073,39.72851944,505.9700012,41.60454941,475.8999939,24.20294189,391.0599976,51.17308426,525.9699707,31.94695663,
372,30.6017189,372,20.00531387,486.9599915,31.97127533,372,34.80391693,372,41.55002213,372,42.03411865,372,40.67812729,372,39.58789063,506.8599854,40.97234344,476.9599915,23.32077026,391.9599915,50.8651619,526.8599854,31.61390305,
373.0700073,30.92157745,373.0700073,18.22673798,487.8699951,31.97070313,373.0700073,34.90639114,373.0700073,40.31490707,373.0700073,41.08460617,373.0700073,40.76018906,373.0700073,40.41487503,507.9100037,40.84846497,477.8699951,23.59265709,393.0299988,50.66131592,527.9099731,31.24546051,
374,29.62334061,374,18.81649017,488.9299927,32.86825562,374,34.69128036,374,39.12972641,374,41.42559433,374,42.04980087,374,39.80155563,508.9500122,40.18284607,478.9299927,22.27801323,393.9299927,50.27820587,528.9500122,30.61049271,
375.0700073,28.46712875,375.0700073,17.23711395,489.8399963,33.77592087,375.0700073,33.74468231,375.0700073,39.05577469,375.0700073,42.03430176,375.0700073,41.04221725,375.0700073,40.32261658,509.8500061,40.13851929,479.8399963,23.15653419,395,49.52576065,529.8499756,30.02295685,
376,28.7486496,376,16.57609177,490.8900146,33.19985962,376,33.41439438,376,38.91264725,376,42.19740295,376,41.77523422,376,40.95108795,510.8999939,38.35019684,480.8999939,24.4056778,396.0599976,49.4831543,530.8900146,28.50040054,
377.0700073,26.9270401,377.0700073,15.69995975,491.9400024,34.16486359,377.0700073,32.30927658,377.0700073,38.57842255,377.0700073,41.07868195,377.0700073,41.3263588,377.0700073,39.98552704,511.9599915,37.18225861,481.9599915,23.24928093,396.9599915,48.05502701,531.9400024,28.19542694,
378,26.68889236,378,14.99322414,492.980011,33.96468735,378,32.43418121,378,37.89809799,378,41.91405106,378,42.02245331,378,40.07690811,512.8699951,37.10567474,482.8699951,23.25842285,398.0299988,48.2049408,532.9799805,28.46675873,
379.0700073,25.62592697,379.0700073,14.19679356,493.8800049,35.48025131,379.0700073,31.22255516,379.0700073,37.69777679,379.0700073,41.81211853,379.0700073,40.69895554,379.0700073,39.66878891,513.9299927,35.93251038,483.9299927,24.71017265,398.9299927,48.07389069,533.8800049,27.34596634,
380,24.09605408,380,13.60003948,494.9200134,33.83654022,380,30.02789879,380,36.42365265,380,39.7592926,380,40.88415146,380,39.88195419,514.8400269,35.37832642,484.8399963,25.74863052,400,47.68222809,534.9199829,26.30045509,
381.0700073,23.62624359,381.0700073,12.15150928,495.9700012,34.54737854,381.0700073,29.51095009,381.0700073,36.19573593,381.0700073,40.06074142,381.0700073,40.37604904,381.0700073,39.29094696,515.9000244,34.9690094,485.8999939,25.23872757,401.0700073,46.99414063,535.9699707,25.37538338,
382,22.79735565,382,12.7325182,496.8599854,34.14707184,382,28.9044857,382,34.79581451,382,40.16504288,382,40.36071014,382,38.5009079,516.960022,33.04734802,486.9599915,26.43758583,402,47.45851898,536.8599854,25.53029251,
383.0700073,21.88772202,383.0700073,11.21305752,497.9100037,35.01568222,383.0700073,27.8734417,383.0700073,34.82848358,383.0700073,38.49394226,383.0700073,40.69931793,383.0700073,38.51088715,517.8699951,33.01517868,487.8699951,26.71370316,403.0700073,47.43589783,537.9099731,25.09457207,
384,22.21098328,384,10.36653709,498.9500122,35.43832397,384,27.79118156,384,33.46200562,384,39.63382721,384,39.6739502,384,38.93438339,518.9299927,33.70174789,488.9299927,26.24445915,404,45.78578186,538.9500122,24.77327538,
385.0700073,20.73329544,385.0700073,10.40118504,499.8500061,35.42060471,385.0700073,25.95551491,385.0700073,33.5412674,385.0700073,38.14862061,385.0700073,40.26515579,385.0700073,38.14226532,519.8400269,30.8874836,489.8399963,26.37744141,405.0700073,45.50070953,539.8499756,23.69614601,
386,20.41117096,386,9.713030815,500.8900146,33.84399033,386,24.85970306,386,32.61090851,386,38.43648911,386,38.43117142,386,38.15521622,520.8900146,29.86826515,490.8900146,26.17696381,406,45.97393417,540.8800049,23.05878258,
387.0700073,19.19903946,387.0700073,8.875235558,501.9400024,34.24428177,387.0700073,24.30391312,387.0700073,32.36479187,387.0700073,36.84344482,387.0700073,38.44448853,387.0700073,37.60096741,521.9400024,30.41544151,491.9400024,27.64829445,407.0700073,44.71861649,541.9099731,22.80672073,
388,18.81997681,388,8.346590996,502.980011,34.54049683,388,23.7700367,388,31.28478241,388,36.02022552,388,37.2191925,388,37.18128204,522.9799805,29.79919624,492.980011,28.01491737,408,45.08628082,542.9400024,22.39638901,
389.0700073,17.20450211,389.0700073,7.639351845,503.8800049,34.09307098,389.0700073,22.65939903,389.0700073,29.99988556,389.0700073,34.7013588,389.0700073,37.57730865,389.0700073,37.27000809,523.8800049,28.19749641,493.8800049,28.15269279,409.0700073,43.34148788,543.9699707,22.37668037,
390,16.7494812,390,6.681200981,504.9200134,32.79415894,390,21.84320641,390,29.30402756,390,34.27684021,390,36.64064407,390,36.20252991,524.9199829,27.89333916,494.9200134,27.94265366,410,43.89093781,544.8499756,21.51513672,
391.0599976,16.23546219,391.0599976,6.239956856,505.9700012,32.04358292,391.0599976,21.5037365,391.0599976,27.93692017,391.0599976,33.3375206,391.0599976,35.4084053,391.0599976,35.82090759,525.9699707,27.32844734,495.9700012,27.31139755,411.0599976,43.23415756,545.8800049,20.83388901,
391.9599915,15.62732983,391.9599915,5.780357361,506.8599854,33.11532593,391.9599915,20.32714844,391.9599915,26.94375229,391.9599915,32.93418503,391.9599915,35.67139053,391.9599915,35.75898743,526.8599854,27.59360695,496.8599854,28.16732979,411.9599915,42.35640717,546.9099731,20.98841095,
393.0299988,14.74147129,393.0299988,5.374601364,507.9100037,31.73244476,393.0299988,19.56741524,393.0299988,26.09158134,393.0299988,32.76535034,393.0299988,35.14809799,393.0299988,34.74672699,527.9099731,25.76611328,497.9100037,29.41915131,413.0299988,41.39345932,547.9400024,19.88136101,
393.9299927,13.72149181,393.9299927,5.307053566,508.9500122,32.36286926,393.9299927,18.58418846,393.9299927,25.98920059,393.9299927,31.82060432,393.9299927,34.75748444,393.9299927,34.60404205,528.9500122,25.94492531,498.9500122,27.28635216,413.9299927,41.05825043,548.9699707,19.19997025,
395,13.40533161,395,4.24519062,509.8500061,31.10076904,395,17.74483299,395,24.93180847,395,30.00690651,395,33.45161438,395,33.52487564,529.8499756,25.61240768,499.8500061,27.9112854,415,40.90415955,549.8499756,19.03403473,
396.0599976,12.76106739,396.0599976,3.697116852,510.8999939,31.4127388,396.0599976,16.96770477,396.0599976,23.34710884,396.0599976,29.09263802,396.0599976,33.10713196,396.0599976,33.12699127,530.8900146,24.43227386,500.8900146,28.19702339,416.0599976,40.65607452,550.8900146,18.93204498,
396.9599915,12.0512743,396.9599915,3.412744045,511.9599915,29.791996,396.9599915,16.09455872,396.9599915,23.44275665,396.9599915,29.77920341,396.9599915,33.38119888,396.9599915,31.87550545,531.9400024,24.19131088,501.9400024,28.12905312,416.9599915,41.05987167,551.9400024,18.42342567,
398.0299988,11.09866619,398.0299988,2.850746155,512.8699951,29.66049957,398.0299988,15.64173317,398.0299988,22.41219521,398.0299988,27.90642548,398.0299988,31.92330551,398.0299988,33.17880249,532.9799805,23.51045418,502.980011,27.15190887,418.0299988,40.28943253,552.9799805,18.39321518,
398.9299927,10.39167118,398.9299927,2.467625141,513.9299927,28.60721016,398.9299927,14.61406898,398.9299927,21.28827667,398.9299927,27.18165779,398.9299927,31.36827087,398.9299927,31.91977501,533.8800049,22.82264137,503.8800049,27.56783867,418.9299927,40.418293,553.8800049,18.05495453,
400,9.316438675,400,2.38275528,514.8400269,28.80887985,400,14.13180733,400,19.88382721,400,26.13604736,400,30.13079071,400,30.93841743,534.9199829,21.92959023,504.9200134,27.37540817,420,39.30970764,554.9199829,16.62293053,
401.0700073,8.732869148,,,515.9000244,27.43487358,401.0700073,12.72544479,401.0700073,18.70160294,401.0700073,25.45709229,401.0700073,29.80044556,401.0700073,30.65171623,535.9699707,21.13398933,505.9700012,26.81447601,421.0700073,39.54893494,555.9699707,17.19366264,
402,8.29531002,,,516.960022,27.27582932,402,12.16976929,402,18.75167656,402,24.97093201,402,29.77000427,402,30.83223534,536.8599854,21.00082397,506.8599854,25.9851799,422,39.14651108,556.8599854,16.8999176,
403.0700073,6.904571533,,,517.8699951,26.87266922,403.0700073,11.59191322,403.0700073,17.10481644,403.0700073,23.34689713,403.0700073,27.93670273,403.0700073,29.58275795,537.9099731,21.08184814,507.9100037,25.91166687,423.0700073,39.4582634,557.9099731,15.8850174,
404,7.276363373,,,518.9299927,25.18750381,404,10.92556763,404,16.39606857,404,22.88463783,404,27.65202332,404,29.01058388,538.9500122,20.5273056,508.9500122,26.91034889,424,38.93919754,558.9500122,16.14111519,
405.0700073,6.413562775,,,519.8400269,24.84090805,405.0700073,10.16235924,405.0700073,15.89779091,405.0700073,22.0057106,405.0700073,26.51250458,405.0700073,28.96010017,539.8499756,19.95016861,509.8500061,25.54363632,425.0700073,38.1998291,559.8499756,15.38690186,
406,6.244967461,,,520.8900146,24.40023041,,,406,14.75412178,406,20.83304977,406,25.75051498,406,28.5512867,540.8800049,19.81739235,510.8999939,24.65444183,426,38.34521103,560.8900146,14.94434738,
