CdSe sonochem 180min ex330,,CdSe sonochem 180min ex330,,CdSe sonochem 180min ex345,,CdSe sonochem 180min ex360,,CdSe sonochem 180min em420,,CdSe sonochem 180min em460,,CdSe sonochem 180min ex385,,CdSe sonochem 180min em530,,CdSe sonochem 180min ex460,,CdSe sonochem 180min ex520,,CdSe sonochem 180min em535,,CdSe sonochem 180min ex460,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
429.0700073,5.337517738,429.0700073,5.7406106,443.9299927,8.759673119,458.9299927,11.72782612,329.0599976,4.943544865,329.0599976,3.939603329,483.9299927,11.26979923,359.0700073,20.44403839,558.9500122,38.05390167,618.9799805,-45.42850494,359.0700073,20.00037575,558.9500122,38.14595413,
430,5.654607296,430,5.770411491,444.8399963,8.690905571,460,11.9040947,330,4.868641376,330,4.551492691,484.8399963,10.9251318,360,20.50161552,560,37.09449387,620,-45.75999451,360,20.15029335,560,37.22375488,
431.0599976,5.454278946,431.0599976,5.631813526,445.8999939,8.528539658,461.0599976,11.78554058,331.0700073,5.275125504,331.0700073,4.58347559,485.8999939,10.92535686,361.0700073,21.15692711,561.039978,36.67848587,621.0200195,-45.23259735,361.0700073,20.26721001,561.039978,36.54321289,
431.9599915,5.517225742,431.9599915,5.641351223,446.9599915,9.009799004,461.9599915,11.57292461,332,5.486717701,332,4.903645992,486.9599915,10.4630661,362,21.55729294,561.9400024,36.07718658,622.0499878,-45.7432785,362,20.97590637,561.9400024,36.40831375,
433.0299988,5.201536655,433.0299988,5.390758038,447.8699951,8.890753746,463.0299988,11.31999016,333.0700073,5.645022392,333.0700073,5.208130836,487.8699951,10.41345978,363.0700073,21.70649719,562.9799805,35.51925278,622.9400024,-46.43221283,363.0700073,21.28745651,562.9799805,35.27535629,
433.9299927,4.970618725,433.9299927,5.529375553,448.9299927,9.140233994,463.9299927,11.71291256,334,5.894427299,334,5.526492596,488.9299927,10.15438366,364,22.21928024,564.0200195,35.1430397,623.9699707,-46.37663269,364,21.15973854,564.0200195,35.00050735,
435,5.174575806,435,5.511678219,449.8399963,9.012001991,465,11.66840649,335.0700073,6.038691044,335.0700073,5.532048225,489.8399963,10.02727318,365.0700073,22.45599174,565.0700073,34.47550964,625,-46.80814743,365.0700073,21.26140976,565.0700073,34.34376907,
436.0599976,4.923628807,436.0599976,5.413330555,450.8999939,9.026586533,466.0599976,11.52688885,336,6.234951973,336,5.898109913,490.8900146,10.08111382,366,22.66209221,565.9699707,33.77349854,626.0200195,-46.87134552,366,21.84176826,565.9699707,33.55503845,
436.9599915,4.891082764,436.9599915,5.534245968,451.9599915,9.046900749,466.9599915,11.55290318,337.0700073,6.272269726,337.0700073,6.149355412,491.9400024,10.11357498,367.0700073,23.35460281,567.0100098,33.3082695,627.0499878,-46.78761673,367.0700073,22.88107109,567.0100098,32.95233917,
438.0299988,5.377534866,438.0299988,5.42513895,452.8699951,9.003041267,468.0299988,11.08990574,338,6.44942379,338,6.440462589,492.980011,10.196455,368,23.54201317,568.0499878,32.78591156,627.9400024,-46.48192215,368,22.83245277,568.0499878,32.23020172,
438.9299927,5.04103756,438.9299927,5.297932148,453.9299927,8.958310127,468.9299927,10.90268517,339.0700073,7.020429134,339.0700073,6.76785326,493.8800049,9.948285103,369.0700073,24.16258049,568.9500122,32.03530884,628.9699707,-47.01836014,369.0700073,23.89134979,568.9500122,32.34298706,
440,5.235086918,440,5.457897663,454.8399963,9.135160446,470,10.73359966,340,6.801504135,340,7.083115101,494.9200134,9.983999252,370,26.19152069,570,31.74303818,630,-47.3419342,370,25.68639565,570,31.44060707,
441.0599976,5.144716263,441.0599976,5.537667274,455.8999939,9.008759499,471.0599976,10.60355854,341.0700073,7.095104694,341.0700073,7.088675022,495.9700012,10.04445457,371.0700073,26.54885101,571.0200195,30.99505234,631.0100098,-47.68733978,371.0700073,26.67464828,571.0200195,31.41839409,
441.9599915,5.641756535,441.9599915,5.680770874,456.9599915,9.104325294,471.9599915,10.34375191,342,7.207052231,342,7.46811533,496.8599854,10.09118938,372,27.30348206,572.0499878,30.78681946,632.0200195,-48.08272552,372,27.32023048,572.0499878,30.47086906,
443.0299988,5.23487854,443.0299988,5.387669086,457.8699951,8.996981621,473.0299988,10.44753265,343.0700073,7.394239426,343.0700073,7.839263439,497.9100037,10.3222332,373.0700073,27.71446991,572.9400024,30.36703491,633.039978,-47.48082733,373.0700073,26.6240387,572.9400024,30.38418007,
443.9299927,5.118745327,443.9299927,5.51401329,458.9299927,9.008808136,473.9299927,10.06010818,344,7.434412956,344,8.193696976,498.9500122,10.49891949,374,28.03113556,573.9699707,29.80845261,634.0499878,-48.49682236,374,27.7452507,573.9699707,29.58675194,
445,5.399679661,445,5.435400486,459.8399963,9.240163803,475,9.849180222,345.0700073,7.502211571,345.0700073,8.308278084,499.8500061,10.82068443,375.0700073,28.73208427,575,29.41168213,635.0700073,-48.2062912,375.0700073,28.25695419,575,29.76420021,
446.0599976,5.065454006,446.0599976,5.436433315,460.8999939,8.892852783,476.0599976,9.542145729,346,7.391328812,346,8.529292107,500.8900146,11.05655193,376,28.9119873,576.0200195,28.95551682,635.9400024,-48.41522217,376,28.82920647,576.0200195,29.39874458,
446.9599915,5.016438007,446.9599915,5.407502651,461.9599915,8.791199684,476.9599915,9.550541878,347.0700073,7.674167633,347.0700073,8.889081001,501.9400024,11.82332993,377.0700073,29.45000267,577.0499878,28.62825012,636.9500122,-48.33179474,377.0700073,28.75585747,577.0499878,28.36630821,
448.0299988,5.315426826,448.0299988,5.376994133,462.8699951,8.870031357,478.0299988,9.118400574,348,7.539957047,348,9.166353226,502.980011,12.21129131,378,29.54050827,577.9400024,28.30470276,637.9699707,-48.85887909,378,29.07210922,577.9400024,28.32525063,
448.9299927,4.985350609,448.9299927,5.318336487,463.9299927,8.820640564,478.9299927,9.157038689,349.0700073,7.508107185,349.0700073,9.277747154,503.8800049,13.00209713,379.0700073,30.10673714,578.9699707,27.80613899,638.9799805,-49.20948792,379.0700073,29.02607536,578.9699707,28.25252342,
450,4.871211529,450,5.467881203,464.8399963,8.668480873,480,8.445446014,350,7.582050323,350,9.749144554,504.9200134,13.69777012,380,30.77989197,580,27.50374603,640,-49.750103,380,29.90138626,580,27.11367989,
451.0599976,5.431749344,451.0599976,5.498710155,465.8999939,8.670770645,481.0599976,8.69661808,351.0700073,7.449966431,351.0700073,9.753045082,505.9700012,14.33986282,381.0700073,31.09755325,581.0200195,27.26089287,641.0100098,-50.00352859,381.0700073,30.91664124,581.0200195,27.48047256,
451.9599915,5.127243042,451.9599915,5.471397877,466.9599915,8.481080055,481.9599915,8.192745209,352,7.59965229,352,10.00780201,506.8599854,15.18122768,382,31.93819046,582.0499878,26.77983665,642.0200195,-49.69358826,382,30.03594589,582.0499878,26.74502754,
453.0299988,5.633991241,453.0299988,5.730364799,467.8699951,7.972056866,483.0299988,8.137220383,353.0700073,7.645939827,353.0700073,10.4137001,507.9100037,16.12846947,383.0700073,32.39695358,582.9400024,26.33199883,643.039978,-50.09313965,383.0700073,31.50582504,582.9400024,26.60456276,
453.9299927,5.378428936,453.9299927,5.366461277,468.9299927,8.045477867,483.9299927,7.991554737,354,7.701033592,354,10.43966007,508.9500122,16.95764732,384,32.74718857,583.9699707,26.01486015,644.0499878,-49.76326752,384,31.79511261,583.9699707,25.59184265,
455,5.355623245,455,5.439208031,469.8399963,7.943038464,485,7.777771473,355.0700073,7.501914978,355.0700073,10.54002285,509.8500061,18.04026604,385.0700073,33.06171799,585,25.75099373,645.0700073,-50.6674118,385.0700073,32.32561874,585,25.61558151,
456.0599976,4.915112495,456.0599976,5.434829235,470.8999939,7.822100163,486.0599976,7.591459751,356,7.417120934,356,10.5383625,510.8999939,19.47377586,386,33.42378616,586.0200195,25.49298477,645.9400024,-51.00392151,386,33.03439713,586.0200195,25.29211617,
456.9599915,4.936812878,456.9599915,5.265199184,471.9599915,8.004084587,486.9599915,7.306891918,357.0700073,7.551234245,357.0700073,10.6323328,511.9599915,20.53054428,387.0700073,33.94614029,587.0499878,24.99297523,646.9500122,-50.85316086,387.0700073,33.0973053,587.0499878,24.64014053,
458.0299988,4.746071815,458.0299988,5.47988987,472.8699951,7.811832905,488.0299988,7.302541256,358,7.281564713,358,11.05568504,512.8699951,21.40816498,388,34.42192078,587.9400024,24.97171402,647.9699707,-50.6413269,388,34.47716141,587.9400024,25.62513351,
458.9299927,5.031557083,458.9299927,5.321321964,473.9299927,7.305770874,488.9299927,7.335543156,359.0700073,7.510378838,359.0700073,11.24096012,513.9299927,22.48985863,389.0700073,35.10813904,588.9699707,24.51047325,648.9799805,-51.42492676,389.0700073,34.27199554,588.9699707,24.60456085,
460,5.388168335,460,5.500435352,474.8399963,7.159632683,490,7.025818348,360,7.498158455,360,11.08504581,514.8400269,23.76024055,390,35.34965515,590,24.32875443,650,-51.81446075,390,35.17314911,590,24.4437027,
461.0599976,4.853961468,461.0599976,5.215630531,475.8999939,7.180529118,491.0400085,6.93133688,361.0700073,7.160227299,361.0700073,11.43286419,515.9000244,25.06462479,391.0599976,35.8789978,591.0200195,23.83146095,651,-51.38638306,391.0599976,35.7879715,591.0200195,23.69753075,
461.9599915,4.654126167,461.9599915,4.950194836,476.9599915,6.809150696,491.9400024,6.848123074,362,7.14963913,362,11.50914097,516.960022,26.08991623,391.9599915,36.28815842,592.0499878,23.67945099,652,-51.48959351,391.9599915,35.97275925,592.0499878,23.33342171,
463.0299988,4.673355103,463.0299988,4.818265915,477.8699951,6.649399281,492.980011,6.839578629,363.0700073,6.990675449,363.0700073,11.64344597,517.8699951,26.74206734,393.0299988,36.2262764,592.9400024,23.54012871,653,-52.04610443,393.0299988,36.00740814,592.9400024,22.99451447,
463.9299927,4.606417179,463.9299927,5.013497353,478.9299927,6.447267056,494.019989,6.911827087,364,6.851497173,364,11.68796539,518.9299927,28.00875664,393.9299927,37.44886398,593.9699707,23.19057465,654,-51.74433136,393.9299927,36.52353287,593.9699707,23.15319443,
465,4.643584728,465,5.054598331,479.8399963,6.393363953,495.0700073,6.847599506,365.0700073,6.820351124,365.0700073,11.92333221,519.8400269,28.53721428,395,37.44337463,595,22.89152145,655,-51.81337738,395,37.13639832,595,23.11256599,
466.0599976,4.51731348,466.0599976,4.844134331,480.8999939,6.108189106,495.9700012,6.802429199,366,7.150355339,366,12.0540905,520.8900146,30.06541824,396.0599976,37.97294998,596.0200195,22.45779419,656,-52.96426773,396.0599976,37.85619736,596.0200195,22.36424828,
466.9599915,4.219715595,466.9599915,4.877515316,481.9599915,6.19916296,497.0100098,7.064049721,367.0700073,6.874370098,367.0700073,12.00955296,521.9400024,30.39151382,396.9599915,38.27124405,597.0499878,22.24376488,657,-52.62890625,396.9599915,37.19802094,597.0499878,22.05428123,
468.0299988,4.948772907,468.0299988,4.546140671,482.8699951,5.894512653,498.0499878,7.20541811,368,6.679144382,368,12.37942505,522.9799805,31.38152695,398.0299988,39.17887497,597.9400024,22.24995804,658,-52.38713837,398.0299988,37.66762543,597.9400024,22.51452827,
468.9299927,4.015288353,468.9299927,4.58370018,483.9299927,5.690619946,498.9500122,7.327836037,369.0700073,6.745527267,369.0700073,12.92116547,523.8800049,32.18340683,398.9299927,39.42864227,598.9699707,21.8133297,659,-53.3368988,398.9299927,38.75446701,598.9699707,22.20627594,
470,4.148738861,470,4.452480316,484.8399963,5.590574265,500,7.448597431,370,6.772522926,370,12.81622314,524.9199829,32.62766647,400,39.56834793,600,21.56279755,660,-53.33690643,400,39.19284821,600,21.16815567,
471.0599976,4.219813347,471.0599976,4.37188673,485.8999939,5.416847706,501.0400085,7.643900394,371.0700073,6.58664608,371.0700073,12.99253654,525.9699707,33.00803375,401.0700073,40.26543808,601.0200195,21.05917358,661.0100098,-53.48910141,401.0700073,39.68891525,601.0200195,21.5092392,
471.9599915,3.779502392,471.9599915,4.399717808,486.9599915,5.234839439,501.9400024,7.986189365,372,6.70405674,372,13.04623222,526.8599854,33.4430809,402,40.81739807,602.0499878,21.33729744,662.0200195,-53.23526001,402,39.79929352,602.0499878,21.22857094,
473.0299988,3.924581528,473.0299988,4.384781361,487.8699951,5.237507343,502.980011,8.240145683,373.0700073,6.387047768,373.0700073,13.30988979,527.9099731,33.86320496,403.0700073,41.01003647,602.9400024,21.00168037,663.039978,-53.61142349,403.0700073,40.40797424,602.9400024,20.4817028,
473.9299927,3.68447113,473.9299927,4.143401623,488.9299927,5.1571455,504.019989,8.51957798,374,6.309019089,374,13.46560574,528.9500122,33.94492722,404,41.25032806,603.9699707,20.74279785,664.0499878,-53.7084465,404,41.01424408,603.9699707,20.79603958,
475,3.754176855,475,3.915367603,489.8399963,4.979224682,505.0700073,9.232243538,375.0700073,5.983132839,375.0700073,13.53807354,529.8499756,34.14175415,405.0700073,41.86624908,605,20.50589752,665.0700073,-54.22601318,405.0700073,41.53873825,605,19.82743645,
476.0599976,3.768426657,476.0599976,3.882376194,490.8900146,5.079895496,505.9700012,9.45704174,376,6.033587456,376,13.80588913,530.8900146,34.41823959,406,42.04958725,606.0200195,20.28563309,665.9400024,-54.40384674,406,41.85834885,606.0200195,20.24210167,
476.9599915,3.585623503,476.9599915,3.886627674,491.9400024,4.811662674,507.0100098,9.984259605,377.0700073,5.898796082,377.0700073,13.65678978,531.9400024,34.11232376,407.0700073,42.6761322,607.0499878,19.71727371,666.9500122,-53.83338928,407.0700073,42.43505478,607.0499878,19.54179955,
478.0299988,3.682802677,478.0299988,3.806744576,492.980011,4.894553661,508.0499878,10.39392185,378,5.753214359,378,13.66795921,532.9799805,33.99621582,408,43.04163742,607.9400024,19.81032944,667.9699707,-54.81007385,408,42.42118073,607.9400024,20.24664307,
478.9299927,3.366391182,478.9299927,3.756405354,493.8800049,4.919827938,508.9500122,11.23081493,379.0700073,5.639231205,379.0700073,13.66210556,533.8800049,33.98003387,409.0700073,42.87052536,608.9699707,19.25759315,668.9799805,-54.54879761,409.0700073,41.94816589,608.9699707,19.23897552,
480,3.67320466,480,3.536782265,494.9200134,4.783843517,510,12.14887619,380,5.5503335,380,13.7967453,534.9199829,33.78501892,410,43.45572662,610,19.35635567,670,-54.82851791,410,42.85033798,610,19.10976791,
481.0599976,3.166132212,481.0599976,3.475910187,495.9700012,4.973630428,511.0599976,12.72909546,381.0700073,5.418679714,381.0700073,13.90905857,535.9699707,34.05714798,411.0599976,43.39664459,611.0100098,18.91296387,671,-55.008461,411.0599976,42.78839111,611.0100098,19.01634407,
481.9599915,2.783942938,481.9599915,3.298799992,496.8599854,4.83547163,511.9599915,13.46487617,382,5.327776432,382,14.10159874,536.8599854,33.48399353,411.9599915,43.88319397,612.0200195,18.63633728,672,-55.26264954,411.9599915,42.86431503,612.0200195,18.7025795,
483.0299988,3.126913548,483.0299988,3.306215763,497.9100037,5.08434391,513.0300293,14.03919125,383.0700073,5.146658897,383.0700073,13.8565321,537.9099731,33.02866364,413.0299988,44.32344818,613.039978,18.58232307,673,-55.30164337,413.0299988,43.43727493,613.039978,17.83826065,
483.9299927,3.05926919,483.9299927,3.443017006,498.9500122,4.834560394,513.9299927,14.88734055,384,5.066190243,384,14.31203651,538.9500122,33.18592453,413.9299927,44.65663147,614.0499878,18.35768509,674,-55.68756104,413.9299927,43.87932205,614.0499878,18.59746933,
485,3.009845257,485,3.143333435,499.8500061,5.217082977,515,15.68185139,385.0700073,4.886378765,385.0700073,14.08753395,539.8499756,32.36355209,415,44.58524323,615.0700073,17.89648819,675,-55.67230225,415,44.27422333,615.0700073,18.04150581,
486.0599976,2.92553544,486.0599976,2.968446255,500.8900146,5.481775284,516.0599976,16.53561974,386,4.851444244,386,14.07893467,540.8800049,31.96656418,416.0599976,45.3274765,615.9400024,17.69285965,676,-56.39679718,416.0599976,44.51647949,615.9400024,17.27355194,
486.9599915,2.576319456,486.9599915,3.092325687,501.9400024,5.730652332,516.960022,16.83054161,387.0700073,4.654474258,387.0700073,14.12353802,541.9099731,31.59564209,416.9599915,45.38150406,616.9500122,17.68126488,677,-55.96942902,416.9599915,44.67625809,616.9500122,17.56252289,
488.0299988,3.413436413,488.0299988,2.921392441,502.980011,6.066609859,518.0300293,17.73760986,388,4.569146633,388,14.08258247,542.9400024,30.74900436,418.0299988,45.71043396,617.9699707,17.49017715,678,-56.44419479,418.0299988,45.4332962,617.9699707,17.08680916,
488.9299927,2.61496377,488.9299927,2.915700912,503.8800049,6.209272861,518.9299927,18.16430092,389.0700073,4.307054996,389.0700073,14.01943111,543.9699707,30.61912537,418.9299927,46.01116943,618.9799805,17.04451752,679,-56.50638199,418.9299927,45.67168808,618.9799805,17.42533493,
490,2.573236465,490,2.871238232,504.9200134,6.328222275,520,19.21192932,390,4.233529091,390,14.23132515,544.8499756,29.64201546,420,46.6563797,620,16.90873146,680,-57.07317352,420,46.63455582,620,17.08320808,
491.0400085,2.496128321,491.0400085,3.058588505,505.9700012,6.771286964,521.039978,19.49804497,391.0599976,4.130255699,391.0599976,14.07091141,545.8800049,29.4108963,421.0700073,46.71777725,621.0200195,16.82365417,681,-57.40197754,421.0700073,46.5712471,621.0200195,16.5573616,
491.9400024,2.629218817,491.9400024,3.001340866,506.8599854,7.230470181,521.9400024,20.66234398,391.9599915,3.843014717,391.9599915,14.14086723,546.9099731,28.44404793,422,46.98569489,622.0499878,16.54433632,682,-57.55644608,422,46.79872513,622.0499878,16.44831085,
492.980011,2.932828188,492.980011,2.797143936,507.9100037,7.424890995,522.9799805,20.50779724,393.0299988,3.935930729,393.0299988,14.12808037,547.9400024,27.9882679,423.0700073,46.98981094,622.9400024,16.21116447,683,-57.35691071,423.0700073,46.99779129,622.9400024,16.31010246,
494.019989,2.57994628,494.019989,2.801773548,508.9500122,8.227626801,524.0200195,20.63677597,393.9299927,3.754966736,393.9299927,14.00569534,548.9699707,27.60112953,424,47.37009048,623.9699707,16.2460804,684,-57.57105255,424,46.63722992,623.9699707,15.81870461,
495.0700073,2.4932971,495.0700073,2.853479862,509.8500061,8.701562881,525.0700073,21.13437462,395,3.488456249,395,13.55647373,549.8499756,26.95833588,425.0700073,47.17284393,625,15.84737396,685,-57.80482101,425.0700073,47.47224045,625,15.42702103,
495.9700012,3.227122784,495.9700012,2.893886566,510.8999939,9.305783272,525.9699707,21.513834,396.0599976,3.438072681,396.0599976,13.77697277,550.8900146,25.97791481,426,47.21498871,626.0200195,15.81829643,686,-58.09111404,426,46.79187775,626.0200195,15.72980881,
497.0100098,2.971936941,497.0100098,2.903903484,511.9599915,9.786967278,527.0100098,21.83558655,396.9599915,3.28346014,396.9599915,13.56908226,551.9400024,25.52363014,427.0700073,47.17033768,627.0499878,15.70154762,687,-58.24873352,427.0700073,46.80508041,627.0499878,15.31287956,
498.0499878,2.429905891,498.0499878,3.073256493,512.8699951,10.21888924,528.0499878,21.84912109,398.0299988,3.066925526,398.0299988,13.78272438,552.9799805,25.13686562,428,47.23883438,627.9400024,15.39944839,688,-57.88186264,428,47.37918091,627.9400024,15.38764572,
498.9500122,2.91137886,498.9500122,3.078150749,513.9299927,10.67001343,528.9500122,21.87471008,398.9299927,3.063352585,398.9299927,13.4192276,553.8800049,24.6871376,429.0700073,47.0046196,628.9699707,15.0733757,689,-57.81925201,429.0700073,47.54111862,628.9699707,15.31923294,
500,3.021329641,500,3.343737125,514.8400269,11.09954929,530,22.19226456,400,2.789479256,400,13.41848278,554.9199829,23.88676643,430,47.74496841,630,15.18064308,690,-57.62584305,430,46.85638428,630,14.96413231,
501.0400085,3.096228123,501.0400085,3.394808769,515.9000244,11.67302799,531.039978,22.17951012,401.0700073,2.60772562,401.0700073,13.26630688,555.9699707,23.62624741,431.0599976,47.8214035,631.0100098,15.06604767,691,-58.48165894,431.0599976,48.15318298,631.0100098,15.05781364,
501.9400024,3.309870958,501.9400024,3.312123775,516.960022,12.40507507,531.9400024,22.33360291,402,2.59702754,402,13.05233955,556.8599854,22.87837601,431.9599915,48.08853531,632.0200195,14.82575989,692,-58.02301025,431.9599915,47.74250031,632.0200195,14.90889359,
502.980011,3.167557001,502.980011,3.561830044,517.8699951,12.84679699,532.9799805,21.88274956,403.0700073,2.346645832,403.0700073,13.13595295,557.9099731,22.69621277,433.0299988,48.09987259,633.039978,14.52972221,693,-58.49464035,433.0299988,48.50753784,633.039978,14.74277687,
504.019989,3.737992287,504.019989,3.763246536,518.9299927,13.14673424,534.0200195,22.10725403,404,2.351068735,404,13.00452614,558.9500122,22.17217255,433.9299927,48.35507965,634.0499878,14.32526779,694,-58.15727234,433.9299927,48.58611679,634.0499878,13.98823547,
505.0700073,3.825197697,505.0700073,3.955672264,519.8400269,13.95059967,535.0700073,22.11098671,405.0700073,2.171195984,405.0700073,12.71654129,559.8499756,21.94455147,435,48.90413666,635.0700073,14.08838463,695,-58.45093536,435,48.17148209,635.0700073,14.13349724,
505.9700012,4.395356178,505.9700012,4.362422943,520.8900146,13.93847179,535.9699707,21.62685966,406,2.076265574,406,12.36644363,560.8900146,21.40147781,436.0599976,48.93999481,635.9400024,13.78892517,696,-57.99123383,436.0599976,49.24696732,635.9400024,13.85956001,
