CdSe 60 sec ex380,,CdSe 60 sec em520,,CdSe 60 sec ex400,,CdSe 60 sec em445,,CdSe 60 sec ex375,,CdSe 60 sec ex330,,CdSe 60 sec em410,,CdSe 60 sec ex340,,CdSe 60 sec em425,,CdSe 60 sec ex350,,CdSe 60 sec em455,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
486.0599976,18.5976696,366,23.38094521,505.9700012,25.31272125,336,15.60378075,480.8999939,19.57739067,436.0599976,17.21358871,336,20.28728294,446.0599976,20.48885155,336,20.23659897,456.0599976,22.28785133,336,16.08009338,
486.9599915,17.74603081,367.0700073,24.11823845,507.0100098,25.97949219,337.0700073,16.93130112,481.9599915,19.10585022,436.9599915,17.36424255,337.0700073,20.92251396,446.9599915,20.19425583,337.0700073,19.68037033,456.9599915,23.10043716,337.0700073,16.23531914,
488.0299988,17.85436821,368,25.49356651,508.0499878,26.47203827,338,16.60606384,482.8699951,18.17289925,438.0299988,17.00932312,338,21.27911758,448.0299988,19.61650658,338,20.1231842,458.0299988,22.3352623,338,16.51286125,
488.9299927,17.22350311,369.0700073,24.73442268,508.9500122,27.50302887,339.0700073,15.97010994,483.9299927,18.03435516,438.9299927,17.41799927,339.0700073,20.6115818,448.9299927,19.45130539,339.0700073,21.59184074,458.9299927,22.64829445,339.0700073,18.00847816,
490,17.64852142,370,26.06572533,510,27.78343201,340,17.64398193,484.8399963,18.01119614,440,16.51711273,340,19.65500641,450,20.09331512,340,20.79660606,460,22.2824192,340,18.01334763,
491.0400085,17.50006676,371.0700073,26.00583649,511.0599976,28.35794449,341.0700073,19.13081169,485.8999939,17.94590378,441.0599976,17.00502777,341.0700073,19.75843811,451.0599976,20.11188507,341.0700073,22.15686607,461.0599976,22.18224907,341.0700073,18.03742409,
491.9400024,18.26290131,372,27.27258682,511.9599915,29.17959213,342,19.17949486,486.9599915,18.09103966,441.9599915,17.3034935,342,20.7491188,451.9599915,19.82325363,342,21.90701294,461.9599915,21.4202919,342,18.95497704,
492.980011,17.97758293,373.0700073,27.97026062,513.0300293,28.79947281,343.0700073,19.71974373,487.8699951,18.04878616,443.0299988,15.36611462,343.0700073,19.59618759,453.0299988,20.22597694,343.0700073,21.80120277,463.0299988,21.93968391,343.0700073,19.06719398,
494.019989,18.62216568,374,28.2358799,513.9299927,30.02292252,344,18.8940506,488.9299927,17.54994965,443.9299927,15.54715633,344,20.08245277,453.9299927,20.13709831,344,21.32575226,463.9299927,21.07325172,344,19.01189995,
495.0700073,18.89159966,375.0700073,28.08241081,515,30.38241577,345.0700073,20.68532372,489.8399963,17.50187492,445,17.17088318,345.0700073,19.87097931,455,19.22023773,345.0700073,21.99118233,465,20.69678307,345.0700073,19.67479324,
495.9700012,18.80057716,376,28.16611671,516.0599976,30.00468826,346,21.33155251,490.8900146,17.03779221,446.0599976,16.06387329,346,19.62861061,456.0599976,19.60076714,346,22.24632454,466.0599976,19.76256752,346,19.96043205,
497.0100098,19.35559845,377.0700073,28.68747139,516.960022,30.81305313,347.0700073,21.21268272,491.9400024,17.83231163,446.9599915,16.08088303,347.0700073,19.17787743,456.9599915,18.04271507,347.0700073,20.89487076,466.9599915,19.46824837,347.0700073,20.65390015,
498.0499878,19.86502838,378,29.6573658,518.0300293,30.79077911,348,20.02600479,492.980011,16.87810707,448.0299988,16.47934341,348,18.96235847,458.0299988,18.78927612,348,20.79323578,468.0299988,18.28920746,348,20.51789093,
498.9500122,20.70762444,379.0700073,29.37768173,518.9299927,31.46175385,349.0700073,22.02346992,493.8800049,18.18843079,448.9299927,15.93511677,349.0700073,18.19970322,458.9299927,18.40527725,349.0700073,20.73782921,468.9299927,18.67588997,349.0700073,21.4398632,
500,21.16698456,380,29.30506516,520,31.01633835,350,22.56833839,494.9200134,18.17938232,450,15.8350935,350,18.25462723,460,18.21117783,350,21.60831261,470,18.81705284,350,20.73580551,
501.0400085,21.71866989,381.0700073,29.07577705,521.039978,29.95713043,351.0700073,22.35668182,495.9700012,17.55198479,451.0599976,15.46556377,351.0700073,17.59940529,461.0599976,18.58444786,351.0700073,22.57260513,471.0599976,18.04094315,351.0700073,21.53386688,
501.9400024,22.14001465,382,31.06152153,521.9400024,30.13428879,352,21.69166756,496.8599854,18.94781113,451.9599915,15.98951244,352,17.66233635,461.9599915,17.59970284,352,22.07696533,471.9599915,18.25984764,352,23.13113785,
502.980011,22.861269,383.0700073,31.00658989,522.9799805,30.51220322,353.0700073,21.94746399,497.9100037,20.03708458,453.0299988,15.66023731,353.0700073,17.32914543,463.0299988,17.53766441,353.0700073,21.94535828,473.0299988,17.58877754,353.0700073,23.4000988,
504.019989,24.00677109,384,31.30454445,524.0200195,30.10988617,354,22.84329987,498.9500122,20.08783722,453.9299927,15.44814205,354,16.88372993,463.9299927,16.822752,354,20.83852005,473.9299927,17.56542015,354,22.87999916,
505.0700073,24.23662949,385.0700073,30.81405067,525.0700073,29.0708847,355.0700073,23.69618797,499.8500061,20.62368774,455,14.94126225,355.0700073,17.34594536,465,16.61209297,355.0700073,22.11302948,475,16.82788086,355.0700073,23.9711113,
505.9700012,25.45001793,386,31.18259621,525.9699707,29.37156677,356,22.91176605,500.8900146,20.50863457,456.0599976,15.25469875,356,16.08824158,466.0599976,16.8703537,356,21.19172287,476.0599976,16.24091911,356,23.04158592,
507.0100098,25.73179245,387.0700073,30.87108803,527.0100098,29.57516861,357.0700073,24.50623512,501.9400024,21.93016624,456.9599915,14.38520145,357.0700073,16.98045921,466.9599915,16.81005859,357.0700073,20.99021912,476.9599915,15.51512337,357.0700073,24.20471191,
508.0499878,26.42755127,388,30.71573448,528.0499878,29.02496719,358,23.99857712,502.980011,22.54633713,458.0299988,13.54097176,358,16.22922516,468.0299988,15.59275436,358,20.98268127,478.0299988,15.12515259,358,23.79816818,
508.9500122,27.0138855,389.0700073,31.93110847,528.9500122,28.28190613,359.0700073,24.37661552,503.8800049,23.05680847,458.9299927,15.39319897,359.0700073,15.60769272,468.9299927,15.29390526,359.0700073,21.98878288,478.9299927,15.76378059,359.0700073,23.87008286,
510,27.86050606,390,32.8657074,530,29.33083344,360,24.29802322,504.9200134,23.75162125,460,13.3520546,360,15.90458298,470,15.79598999,360,20.96635056,480,13.93819237,360,25.04126549,
511.0599976,27.71542549,391.0599976,31.76482582,531.039978,27.58134079,361.0700073,23.90417671,505.9700012,24.30045319,461.0599976,14.65182209,361.0700073,15.95551491,471.0599976,14.60873699,361.0700073,21.01460838,481.0599976,13.47218037,361.0700073,24.4034729,
511.9599915,27.7097683,391.9599915,32.88988876,531.9400024,27.63911438,362,24.47781181,506.8599854,25.0344944,461.9599915,13.40406322,362,15.62953949,471.9599915,14.64391708,362,20.86038399,481.9599915,13.6738205,362,24.64538002,
513.0300293,28.4895401,393.0299988,32.59477234,532.9799805,27.59186554,363.0700073,24.84992218,507.9100037,25.5904007,463.0299988,12.99670029,363.0700073,15.25164795,473.0299988,14.03822231,363.0700073,20.60239029,483.0299988,13.82600975,363.0700073,24.69525528,
513.9299927,28.84397888,393.9299927,32.49862289,534.0200195,26.45942688,364,24.29214668,508.9500122,25.55083275,463.9299927,13.24061871,364,14.39102554,473.9299927,14.59094715,364,20.7488308,483.9299927,13.68202305,364,24.4855938,
515,29.38764763,395,31.71968651,535.0700073,25.82846451,365.0700073,24.51731873,509.8500061,26.25690651,465,12.43218231,365.0700073,14.35151863,475,12.74657249,365.0700073,20.16294861,485,12.50788307,365.0700073,24.59174347,
516.0599976,29.43724823,396.0599976,32.37252426,535.9699707,26.00242996,366,25.32210159,510.8999939,25.94364738,466.0599976,12.47853947,366,13.64902115,476.0599976,12.37872505,366,20.02597809,486.0599976,13.1385746,366,25.13357162,
516.960022,30.02898979,396.9599915,32.96460342,537.0100098,25.14115906,367.0700073,25.69283867,511.9599915,27.30445099,466.9599915,11.66167355,367.0700073,12.5162487,476.9599915,12.71852016,367.0700073,20.48392296,486.9599915,13.01290131,367.0700073,24.40127182,
518.0300293,30.4366169,398.0299988,33.01045227,538.0499878,25.07645798,368,25.09535027,512.8699951,28.82656479,468.0299988,11.55921268,368,13.06463432,478.0299988,11.4985981,368,18.9455986,488.0299988,13.22264957,368,23.75305939,
518.9299927,28.86307716,398.9299927,32.44757843,538.9500122,24.79858017,369.0700073,25.89235878,513.9299927,28.80940437,468.9299927,11.70112801,369.0700073,12.11249161,478.9299927,11.53800678,369.0700073,19.21227455,488.9299927,12.35360622,369.0700073,26.05609131,
520,29.41005135,400,32.46251297,540,24.29750061,370,26.2808857,514.8400269,27.80124283,470,11.38095665,370,11.62018776,480,12.18132401,370,19.77514648,490,12.39868355,370,26.51049995,
521.039978,29.92948723,401.0700073,32.48820496,541.0200195,24.26052856,371.0700073,26.19442368,515.9000244,28.81165314,471.0599976,11.18142509,371.0700073,11.42801476,481.0599976,11.72323322,371.0700073,19.77850723,491.0400085,12.84517479,371.0700073,25.48153877,
521.9400024,29.40454483,402,32.71206665,542.0499878,23.44317627,372,26.03606606,516.960022,28.79449654,471.9599915,11.58768177,372,10.8913269,481.9599915,12.2374649,372,19.46792603,491.9400024,12.8567009,372,26.03199959,
522.9799805,28.48662376,403.0700073,32.44812775,542.9400024,22.53505707,373.0700073,26.86310387,517.8699951,28.37233543,473.0299988,10.95267487,373.0700073,11.22163963,483.0299988,11.24876499,373.0700073,18.37337494,492.980011,12.27514935,373.0700073,26.38786316,
524.0200195,28.58970642,404,32.39029312,543.9699707,23.07487869,374,26.3660717,518.9299927,28.33143997,473.9299927,10.80887985,374,10.2508564,483.9299927,10.64360714,374,18.84789085,494.019989,13.50877857,374,25.76680565,
525.0700073,29.4264164,405.0700073,32.16482925,545,22.99822235,375.0700073,26.24660873,519.8400269,28.36098289,475,10.54459858,375.0700073,9.69568634,485,10.23727894,375.0700073,17.93686104,495.0700073,12.52498531,375.0700073,26.55942154,
525.9699707,28.81157875,406,31.86803246,546.0200195,21.89805222,376,26.70711136,520.8900146,28.65217972,476.0599976,8.904823303,376,9.756319046,486.0599976,9.827250481,376,18.25773048,495.9700012,13.55069256,376,26.50375748,
527.0100098,27.65141296,407.0700073,32.07378006,547.0499878,21.2835083,377.0700073,26.92819405,521.9400024,27.70935631,476.9599915,9.683602333,377.0700073,9.158691406,486.9599915,10.13595581,377.0700073,18.13111496,497.0100098,13.85488033,377.0700073,27.40408516,
528.0499878,27.27010536,408,31.74296761,547.9400024,21.03857803,378,26.71762466,522.9799805,28.07898712,478.0299988,8.960741997,378,8.603631973,488.0299988,10.6641407,378,17.92153931,498.0499878,13.63316631,378,26.4289341,
528.9500122,26.23984337,409.0700073,32.16731644,548.9699707,20.51239395,379.0700073,26.39725494,523.8800049,28.23544884,478.9299927,9.333862305,379.0700073,8.873220444,488.9299927,9.91720295,379.0700073,16.89090347,498.9500122,14.11898232,379.0700073,25.9551487,
530,26.39513397,410,32.05212402,550,20.48959732,380,26.31381989,524.9199829,28.04960632,480,9.3147192,380,8.483459473,490,10.08986187,380,17.21059227,500,14.9496212,380,26.33420563,
531.039978,26.69493294,411.0599976,31.36915398,551.039978,20.05853271,381.0700073,26.10409927,525.9699707,26.8571949,481.0599976,8.848480225,381.0700073,7.772005558,491.0400085,10.76924801,381.0700073,16.62475967,501.0400085,14.77705574,381.0700073,26.16880608,
531.9400024,25.63163567,411.9599915,31.41781807,551.9400024,19.88879395,382,26.59939575,526.8599854,27.00018692,481.9599915,8.734513283,382,7.563169003,491.9400024,10.77079487,382,15.76410675,501.9400024,15.26049995,382,26.02611351,
532.9799805,25.39517593,413.0299988,31.25845146,552.9799805,19.79896927,383.0700073,26.22178268,527.9099731,26.64545631,483.0299988,8.629976273,383.0700073,7.108383656,492.980011,10.56748867,383.0700073,15.2325592,502.980011,16.26156425,383.0700073,25.51276207,
534.0200195,25.41067505,413.9299927,31.65271568,554.0200195,19.38904572,384,26.09947014,528.9500122,26.35191345,483.9299927,8.413902283,384,6.449408054,494.019989,10.37462425,384,15.25279808,504.019989,16.02290344,384,26.46665192,
535.0700073,24.65761948,415,30.67899895,555.0700073,18.73588562,385.0700073,25.80640221,529.8499756,26.15912056,485,8.191102982,385.0700073,5.946000576,495.0700073,10.10953236,385.0700073,14.96119118,505.0700073,16.55254555,385.0700073,25.40288734,
535.9699707,24.09053802,416.0599976,30.66051292,555.9699707,19.1704483,386,25.74143791,530.8900146,25.56960678,486.0599976,8.362876892,386,5.813431263,495.9700012,10.71771431,386,14.48972511,505.9700012,17.86531639,386,25.40555,
537.0100098,23.8945961,416.9599915,30.25185204,557.0100098,18.71317673,387.0700073,25.79099464,531.9400024,24.97873116,486.9599915,8.172073364,387.0700073,5.585429668,497.0100098,10.55500984,387.0700073,13.91307068,507.0100098,16.82391357,387.0700073,25.61454391,
538.0499878,24.84096146,418.0299988,30.34639931,558.0499878,17.91014481,388,25.76710701,532.9799805,24.54986572,488.0299988,7.952560425,388,5.773537159,498.0499878,11.47352314,388,13.80835724,508.0499878,18.31760597,388,24.94080544,
538.9500122,23.8879261,418.9299927,30.22540092,558.9500122,17.59343338,389.0700073,25.10229301,533.8800049,24.48482704,488.9299927,7.518763542,389.0700073,4.853836536,498.9500122,11.8561182,389.0700073,13.420084,508.9500122,18.07700157,389.0700073,24.82135391,
540,22.57876015,420,30.42072868,560,17.36735153,390,24.30158424,534.9199829,23.45825958,490,8.700858116,390,4.864683151,500,11.73115063,390,13.01738739,510,18.85897827,390,24.56781006,
541.0200195,23.0705471,421.0700073,30.37200737,561.039978,16.76099777,391.0599976,25.01459885,535.9699707,23.4874382,491.0400085,8.237305641,391.0599976,4.253362656,501.0400085,12.64796352,391.0599976,12.59856415,511.0599976,19.67332649,391.0599976,25.20032501,
542.0499878,22.37223816,422,30.19813347,561.9400024,16.84104919,391.9599915,24.02825546,536.8599854,23.74575996,491.9400024,8.224596977,391.9599915,4.146531105,501.9400024,12.72838974,391.9599915,12.10797882,511.9599915,18.86035728,391.9599915,24.34265137,
542.9400024,22.48809814,423.0700073,30.09462929,562.9799805,15.96492863,393.0299988,24.73800468,537.9099731,22.97925377,492.980011,7.972588539,393.0299988,3.858219624,502.980011,12.58017826,393.0299988,11.73988533,513.0300293,19.79752541,393.0299988,24.11281395,
543.9699707,21.46108055,424,29.88484001,564.0200195,16.34158325,393.9299927,24.46788979,538.9500122,22.79463768,494.019989,8.710347176,393.9299927,3.67961216,504.019989,13.44181061,393.9299927,11.42679024,513.9299927,20.11746407,393.9299927,23.95991135,
545,21.25397491,425.0700073,29.94006348,565.0700073,16.40826035,395,23.02044296,539.8499756,21.94850159,495.0700073,8.397877693,395,3.141428947,505.0700073,14.2046833,395,10.58627319,515,20.41073608,395,23.51922989,
546.0200195,20.88696098,426,29.58443451,565.9699707,15.28349781,396.0599976,23.29104042,540.8800049,21.84197044,495.9700012,8.795973778,396.0599976,3.148045063,505.9700012,14.35217571,396.0599976,10.32884026,516.0599976,21.02914619,396.0599976,23.67817688,
547.0499878,20.15455055,427.0700073,28.97199631,567.0100098,15.23794842,396.9599915,23.36614037,541.9099731,21.25185013,497.0100098,8.455657959,396.9599915,2.618769169,507.0100098,13.40226269,396.9599915,9.963809967,516.960022,20.93873596,396.9599915,22.88468361,
547.9400024,19.90613937,428,29.24410248,568.0499878,15.47215176,398.0299988,22.52125168,542.9400024,19.8996315,498.0499878,9.099928856,398.0299988,2.158730507,508.0499878,16.50818825,398.0299988,9.716890335,518.0300293,20.19675064,398.0299988,22.31306458,
548.9699707,19.71030426,429.0700073,28.75927925,568.9500122,14.87451458,398.9299927,22.78939629,543.9699707,20.19990158,498.9500122,9.131169319,398.9299927,2.598364353,508.9500122,15.70668793,398.9299927,9.58833313,518.9299927,19.63282013,398.9299927,22.25882339,
550,19.55071068,430,28.7882576,570,14.56305218,400,21.98902321,544.8499756,20.56903458,500,9.465480804,400,2.268535137,510,16.05585289,400,8.585508347,520,20.00876999,400,21.56584358,
551.039978,19.87482071,431.0599976,29.002285,571.0200195,14.179286,401.0700073,21.89416695,545.8800049,20.05119133,501.0400085,9.706199646,,,511.0599976,16.0924511,401.0700073,8.392871857,521.039978,20.37109184,401.0700073,21.24142838,
551.9400024,19.07782936,431.9599915,28.49660683,572.0499878,14.26995564,402,20.55674934,546.9099731,19.35212708,501.9400024,10.38937473,,,511.9599915,16.04001236,402,7.757408619,521.9400024,19.00574875,402,21.19241905,
552.9799805,18.07810402,433.0299988,29.26246643,572.9400024,14.16914082,403.0700073,20.27171135,547.9400024,19.48141479,502.980011,9.967680931,,,513.0300293,16.17724419,403.0700073,7.445756435,522.9799805,19.88715363,403.0700073,21.03755379,
554.0200195,18.58110046,433.9299927,28.61924362,573.9699707,13.48916531,404,20.2567234,548.9699707,18.92188072,504.019989,10.7337265,,,513.9299927,17.13187218,404,6.976404667,524.0200195,19.29387093,404,19.42140579,
555.0700073,18.41337013,435,28.73899269,575,13.41802311,405.0700073,18.87254143,549.8499756,18.79543877,505.0700073,12.08728886,,,515,16.5701828,405.0700073,6.631443501,525.0700073,19.15781212,405.0700073,19.38599205,
555.9699707,17.51434517,436.0599976,28.72872734,576.0200195,13.26891994,406,19.183424,550.8900146,17.70958138,505.9700012,12.05600071,,,516.0599976,16.81552887,406,6.156799793,525.9699707,19.52173042,406,19.11313057,
557.0100098,17.07764435,436.9599915,28.1843605,577.0499878,12.77330112,407.0700073,18.53858376,551.9400024,18.29865456,507.0100098,11.13857269,,,516.960022,16.79598618,407.0700073,5.700801373,527.0100098,19.16401482,407.0700073,18.21019363,
558.0499878,17.37749672,438.0299988,28.59756851,577.9400024,12.25030041,408,18.22776794,552.9799805,17.81374931,508.0499878,11.87539005,,,518.0300293,16.36659813,408,5.537218571,528.0499878,18.7680378,408,17.25298119,
558.9500122,16.99547958,438.9299927,28.44445801,578.9699707,12.48739147,409.0700073,17.7202816,553.8800049,17.90240479,508.9500122,12.85949802,,,518.9299927,16.28085136,409.0700073,4.810776234,528.9500122,18.6529541,409.0700073,17.2389164,
560,16.47011757,440,28.5984993,580,12.33025265,410,17.29765511,554.9199829,17.60129929,510,11.66059208,,,520,16.29870415,410,4.542670727,530,18.6400013,410,16.51185608,
561.039978,16.08576202,441.0599976,28.64525032,581.0200195,12.32075214,411.0599976,16.20560074,555.9699707,16.82151604,511.0599976,12.64813519,,,521.039978,16.88891602,411.0599976,4.245756149,531.039978,18.10927391,411.0599976,15.68974113,
561.9400024,15.62446213,441.9599915,27.86449623,582.0499878,11.74183559,411.9599915,15.55839729,556.8599854,16.58174324,511.9599915,12.5062418,,,521.9400024,15.81806183,411.9599915,3.580126286,531.9400024,18.46501732,411.9599915,16.27174187,
562.9799805,16.33861923,443.0299988,27.92522621,582.9400024,11.46043491,413.0299988,15.14854622,557.9099731,16.29377556,513.0300293,13.14409351,,,522.9799805,16.83834457,413.0299988,3.273636818,532.9799805,18.24943352,413.0299988,15.09446907,
564.0200195,15.0472126,443.9299927,28.14074707,583.9699707,11.93758011,413.9299927,14.85879326,558.9500122,16.64663315,513.9299927,13.28172302,,,524.0200195,16.07916832,413.9299927,3.077813625,534.0200195,17.60463905,413.9299927,14.06313133,
565.0700073,15.08481026,445,27.79193497,585,11.43500328,415,13.82308578,559.8499756,15.69934845,515,12.54022121,,,525.0700073,15.81374168,415,2.580060959,535.0700073,16.56166458,415,14.13009644,
565.9699707,15.02665138,446.0599976,27.69871902,586.0200195,11.0311451,416.0599976,13.11031151,560.8900146,15.78532028,516.0599976,12.92814255,,,525.9699707,16.00305176,,,535.9699707,16.57031441,416.0599976,13.19346619,
567.0100098,14.70807457,446.9599915,27.20065117,587.0499878,10.80744267,416.9599915,12.68705368,561.9400024,15.16811752,516.960022,12.42548752,,,527.0100098,15.37511253,,,537.0100098,17.30104065,416.9599915,12.54351902,
568.0499878,14.44986343,448.0299988,27.36740112,587.9400024,11.19796181,418.0299988,12.45819187,562.9799805,15.10386276,518.0300293,12.61069489,,,528.0499878,16.18626595,,,538.0499878,17.21572304,418.0299988,12.20328999,
568.9500122,15.00835037,448.9299927,27.00390244,588.9699707,10.703228,418.9299927,11.79305458,563.8800049,14.62478256,518.9299927,13.2901001,,,528.9500122,15.62550354,,,538.9500122,16.57631111,418.9299927,11.78046799,
570,14.52557373,450,27.10699081,590,10.46934605,420,11.45589542,564.9199829,14.66982269,520,12.6629982,,,530,15.54145432,,,540,16.24086761,420,11.23129177,
571.0200195,13.51821995,451.0599976,26.27168846,591.0200195,10.32021236,421.0700073,11.0616703,565.9699707,14.51878548,521.039978,13.54032135,,,531.039978,14.90139771,,,541.0200195,15.41099358,421.0700073,11.0876379,
572.0499878,14.18758965,451.9599915,25.47811317,592.0499878,9.925699234,422,10.68906021,566.8599854,14.44839287,521.9400024,13.45522118,,,531.9400024,15.15577888,,,542.0499878,15.77802849,422,10.68918705,
572.9400024,13.21222401,453.0299988,25.72105217,592.9400024,10.09855556,423.0700073,10.55441189,567.9099731,14.49053192,522.9799805,13.08987713,,,532.9799805,13.88825798,,,542.9400024,15.41738319,423.0700073,10.34929562,
573.9699707,13.18263435,453.9299927,25.94661713,593.9699707,10.02568626,424,9.878125191,568.9500122,14.3084774,524.0200195,13.22961807,,,534.0200195,15.26714325,,,543.9699707,14.6931963,424,9.808538437,
575,13.01862907,455,24.68152428,595,9.898387909,425.0700073,9.274307251,569.8499756,13.39170742,525.0700073,12.90581226,,,535.0700073,13.83662033,,,545,16.07428169,425.0700073,9.22982502,
576.0200195,12.69564724,456.0599976,24.18940735,596.0200195,9.538359642,426,9.289103508,570.8800049,13.19276714,525.9699707,12.71368504,,,535.9699707,14.47453976,,,546.0200195,14.65529728,426,9.120959282,
577.0499878,13.14541721,456.9599915,24.10266685,597.0499878,9.083086967,427.0700073,8.622630119,571.9099731,13.2917347,527.0100098,12.26063919,,,537.0100098,13.58869934,,,547.0499878,14.73034286,427.0700073,8.875743866,
