Created as New Dataset,
nm,%T
800.0,5.27
799.0,5.17
798.0,5.66
797.0,4.92
796.0,5.40
795.0,5.14
794.0,5.08
793.0,4.79
792.0,5.07
791.0,5.39
790.0,5.33
789.0,4.78
788.0,5.28
787.0,5.06
786.0,5.46
785.0,5.18
784.0,5.28
783.0,5.03
782.0,4.57
781.0,5.34
780.0,5.01
779.0,4.73
778.0,4.73
777.0,5.29
776.0,4.99
775.0,5.03
774.0,4.95
773.0,4.75
772.0,4.80
771.0,4.98
770.0,4.68
769.0,4.62
768.0,4.96
767.0,5.23
766.0,4.79
765.0,5.10
764.0,4.87
763.0,5.04
762.0,4.70
761.0,4.51
760.0,5.07
759.0,4.52
758.0,4.92
757.0,4.72
756.0,4.45
755.0,4.72
754.0,4.54
753.0,4.61
752.0,4.86
751.0,4.56
750.0,4.33
749.0,4.49
748.0,4.41
747.0,4.86
746.0,4.26
745.0,4.18
744.0,4.11
743.0,4.23
742.0,4.50
741.0,4.56
740.0,4.41
739.0,4.20
738.0,4.30
737.0,4.41
736.0,4.41
735.0,4.50
734.0,4.29
733.0,4.10
732.0,4.07
731.0,4.01
730.0,4.27
729.0,4.31
728.0,4.27
727.0,4.09
726.0,4.01
725.0,4.02
724.0,4.29
723.0,4.35
722.0,3.96
721.0,4.10
720.0,3.99
719.0,3.97
718.0,4.05
717.0,4.06
716.0,4.01
715.0,4.01
714.0,3.76
713.0,3.66
712.0,3.92
711.0,4.13
710.0,3.97
709.0,3.83
708.0,3.63
707.0,3.78
706.0,3.97
705.0,3.87
704.0,3.78
703.0,3.68
702.0,3.61
701.0,3.60
700.0,3.54
699.0,3.65
698.0,3.71
697.0,3.77
696.0,3.51
695.0,3.56
694.0,3.59
693.0,3.48
692.0,3.58
691.0,3.56
690.0,3.43
689.0,3.55
688.0,3.53
687.0,3.59
686.0,3.77
685.0,3.65
684.0,3.45
683.0,3.33
682.0,3.27
681.0,3.28
680.0,3.38
679.0,3.45
678.0,3.40
677.0,3.27
676.0,3.23
675.0,3.35
674.0,3.28
673.0,3.32
672.0,3.40
671.0,3.30
670.0,3.23
669.0,3.21
668.0,3.29
667.0,3.31
666.0,3.28
665.0,3.13
664.0,3.03
663.0,3.05
662.0,3.08
661.0,3.14
660.0,3.09
659.0,3.14
658.0,3.11
657.0,2.90
656.0,2.80
655.0,2.99
654.0,3.16
653.0,3.04
652.0,2.95
651.0,2.95
650.0,2.93
649.0,2.96
648.0,2.98
647.0,3.01
646.0,2.96
645.0,2.82
644.0,2.75
643.0,2.84
642.0,2.92
641.0,2.94
640.0,2.83
639.0,2.69
638.0,2.67
637.0,2.66
636.0,2.61
635.0,2.73
634.0,2.77
633.0,2.72
632.0,2.64
631.0,2.56
630.0,2.52
629.0,2.52
628.0,2.68
627.0,2.71
626.0,2.65
625.0,2.61
624.0,2.50
623.0,2.49
622.0,2.44
621.0,2.44
620.0,2.54
619.0,2.50
618.0,2.37
617.0,2.31
616.0,2.35
615.0,2.41
614.0,2.46
613.0,2.41
612.0,2.24
611.0,2.20
610.0,2.30
609.0,2.39
608.0,2.40
607.0,2.18
606.0,2.14
605.0,2.15
604.0,2.29
603.0,2.35
602.0,2.25
601.0,2.10
600.0,2.04
599.0,2.04
598.0,2.15
597.0,2.18
596.0,2.15
595.0,2.01
594.0,1.93
593.0,1.92
592.0,2.07
591.0,2.14
590.0,2.06
589.0,1.96
588.0,1.91
587.0,1.89
586.0,1.98
585.0,2.04
584.0,2.06
583.0,1.90
582.0,1.81
581.0,1.78
580.0,1.76
579.0,1.87
578.0,1.94
577.0,1.84
576.0,1.73
575.0,1.74
574.0,1.70
573.0,1.81
572.0,1.87
571.0,1.76
570.0,1.64
569.0,1.56
568.0,1.58
567.0,1.69
566.0,1.81
565.0,1.71
564.0,1.60
563.0,1.53
562.0,1.66
561.0,1.50
560.0,1.39
559.0,1.44
558.0,1.49
557.0,1.60
556.0,1.51
555.0,1.42
554.0,1.34
553.0,1.44
552.0,1.50
551.0,1.51
550.0,1.33
549.0,1.24
548.0,1.31
547.0,1.39
546.0,1.45
545.0,1.30
544.0,1.20
543.0,1.18
542.0,1.31
541.0,1.38
540.0,1.32
539.0,1.15
538.0,1.10
537.0,1.23
536.0,1.31
535.0,1.26
534.0,1.09
533.0,1.10
532.0,1.22
531.0,1.28
530.0,1.19
529.0,1.04
528.0,1.04
527.0,1.21
526.0,1.26
525.0,1.20
524.0,1.06
523.0,0.99
522.0,1.20
521.0,1.29
520.0,1.22
519.0,1.06
518.0,0.93
517.0,1.13
516.0,1.21
515.0,1.28
514.0,1.12
513.0,1.01
512.0,1.02
511.0,1.17
510.0,1.20
509.0,1.16
508.0,0.98
507.0,0.97
506.0,1.00
505.0,1.19
504.0,1.09
503.0,1.03
502.0,0.87
501.0,0.86
500.0,0.96
499.0,1.04
498.0,0.91
497.0,0.73
496.0,0.67
495.0,0.71
494.0,0.88
493.0,0.79
492.0,0.59
491.0,0.48
490.0,0.57
489.0,0.58
488.0,0.65
487.0,0.44
486.0,0.32
485.0,0.29
484.0,0.40
483.0,0.38
482.0,0.30
481.0,0.20
480.0,0.20
479.0,0.38
478.0,0.61
477.0,0.45
476.0,0.28
475.0,0.32
474.0,0.43
473.0,0.56
472.0,0.53
471.0,0.35
470.0,0.29
469.0,0.32
468.0,0.42
467.0,0.57
466.0,0.49
465.0,0.36
464.0,0.31
463.0,0.39
462.0,0.52
461.0,0.51
460.0,0.36
459.0,0.26
458.0,0.32
457.0,0.44
456.0,0.48
455.0,0.40
454.0,0.24
453.0,0.22
452.0,0.31
451.0,0.43
450.0,0.37
449.0,0.22
448.0,0.19
447.0,0.32
446.0,0.40
445.0,0.20
444.0,0.12
443.0,0.10
442.0,0.25
441.0,0.34
440.0,0.19
439.0,0.14
438.0,0.21
437.0,0.29
436.0,0.27
435.0,0.19
434.0,0.15
433.0,0.14
432.0,0.34
431.0,0.23
430.0,0.12
429.0,0.10
428.0,0.28
427.0,0.28
426.0,0.20
425.0,0.13
424.0,0.13
423.0,0.26
422.0,0.37
421.0,0.22
420.0,0.15
419.0,0.24
418.0,0.34
417.0,0.23
416.0,0.14
415.0,0.15
414.0,0.33
413.0,0.32
412.0,0.12
411.0,0.11
410.0,0.23
409.0,0.30
408.0,0.19
407.0,0.16
406.0,0.27
405.0,0.34
404.0,0.29
403.0,0.14
402.0,0.24
401.0,0.37
400.0,0.29
399.0,0.13
398.0,0.15
397.0,0.32
396.0,0.38
395.0,0.24
394.0,0.13
393.0,0.28
392.0,0.39
391.0,0.37
390.0,0.24
389.0,0.22
388.0,0.37
387.0,0.38
386.0,0.24
385.0,0.22
384.0,0.29
383.0,0.33
382.0,0.26
381.0,0.17
380.0,0.20
379.0,0.23
378.0,-0.10
377.0,-0.43
376.0,-0.17
375.0,-0.16
374.0,-0.50
373.0,-0.27
372.0,-0.01
371.0,0.26
370.0,0.07
369.0,0.05
368.0,0.14
367.0,-0.05
366.0,0.02
365.0,0.10
364.0,0.03
363.0,0.06
362.0,0.34
361.0,0.42
360.0,0.28
359.0,0.35
358.0,0.52
357.0,0.61
356.0,0.61
355.0,0.51
354.0,0.33
353.0,0.20
352.0,0.27
351.0,0.40
350.0,0.35
