Created as New Dataset,
nm,%T
800.0,90.32
799.0,88.66
798.0,87.52
797.0,88.44
796.0,87.72
795.0,87.29
794.0,86.85
793.0,88.45
792.0,87.02
791.0,88.14
790.0,88.55
789.0,86.24
788.0,89.07
787.0,85.55
786.0,88.24
785.0,86.57
784.0,88.51
783.0,85.90
782.0,87.27
781.0,87.43
780.0,87.70
779.0,88.86
778.0,88.35
777.0,86.54
776.0,87.50
775.0,88.34
774.0,86.57
773.0,88.00
772.0,90.47
771.0,87.47
770.0,87.20
769.0,88.50
768.0,87.07
767.0,88.22
766.0,87.72
765.0,86.76
764.0,86.70
763.0,87.22
762.0,87.67
761.0,86.87
760.0,86.45
759.0,85.72
758.0,87.18
757.0,86.38
756.0,86.27
755.0,84.72
754.0,85.94
753.0,86.12
752.0,84.66
751.0,85.10
750.0,85.84
749.0,85.85
748.0,85.23
747.0,86.60
746.0,87.00
745.0,85.59
744.0,86.70
743.0,85.22
742.0,85.91
741.0,85.13
740.0,84.68
739.0,84.82
738.0,85.22
737.0,85.48
736.0,85.49
735.0,85.48
734.0,85.79
733.0,86.45
732.0,86.91
731.0,86.54
730.0,86.45
729.0,86.27
728.0,86.55
727.0,87.71
726.0,85.27
725.0,84.41
724.0,85.37
723.0,86.01
722.0,85.40
721.0,84.48
720.0,85.40
719.0,84.85
718.0,85.03
717.0,86.34
716.0,85.93
715.0,85.23
714.0,85.76
713.0,85.49
712.0,86.02
711.0,86.13
710.0,85.36
709.0,86.11
708.0,85.58
707.0,85.84
706.0,85.90
705.0,85.42
704.0,85.96
703.0,86.58
702.0,85.20
701.0,84.52
700.0,85.20
699.0,85.78
698.0,85.76
697.0,85.49
696.0,85.44
695.0,85.64
694.0,85.77
693.0,86.01
692.0,85.49
691.0,85.40
690.0,85.63
689.0,86.34
688.0,86.97
687.0,85.76
686.0,85.13
685.0,85.56
684.0,85.66
683.0,85.32
682.0,85.17
681.0,85.49
680.0,85.48
679.0,85.60
678.0,85.64
677.0,85.65
676.0,85.41
675.0,85.52
674.0,85.20
673.0,85.32
672.0,85.68
671.0,86.05
670.0,86.58
669.0,85.89
668.0,85.20
667.0,85.23
666.0,85.53
665.0,85.37
664.0,85.03
663.0,84.65
662.0,85.08
661.0,85.88
660.0,85.46
659.0,84.63
658.0,84.76
657.0,85.15
656.0,84.87
655.0,85.01
654.0,85.26
653.0,85.10
652.0,84.88
651.0,84.85
650.0,85.07
649.0,84.83
648.0,84.59
647.0,84.30
646.0,84.10
645.0,84.51
644.0,84.60
643.0,84.45
642.0,84.68
641.0,84.70
640.0,84.39
639.0,84.17
638.0,84.19
637.0,84.46
636.0,84.37
635.0,84.25
634.0,84.19
633.0,84.18
632.0,83.96
631.0,83.79
630.0,83.81
629.0,83.81
628.0,83.81
627.0,84.00
626.0,83.91
625.0,83.71
624.0,83.50
623.0,83.62
622.0,84.03
621.0,83.59
620.0,83.92
619.0,84.46
618.0,83.77
617.0,83.48
616.0,83.70
615.0,83.73
614.0,83.73
613.0,83.87
612.0,83.36
611.0,83.23
610.0,83.35
609.0,83.59
608.0,83.51
607.0,83.49
606.0,83.56
605.0,83.53
604.0,83.16
603.0,83.56
602.0,83.56
601.0,83.40
600.0,83.54
599.0,83.49
598.0,83.58
597.0,83.48
596.0,83.54
595.0,83.50
594.0,83.45
593.0,83.56
592.0,83.50
591.0,82.78
590.0,83.34
589.0,83.58
588.0,83.58
587.0,83.49
586.0,83.34
585.0,83.38
584.0,83.87
583.0,83.89
582.0,84.04
581.0,83.55
580.0,83.35
579.0,83.32
578.0,83.07
577.0,83.44
576.0,83.56
575.0,83.50
574.0,83.40
573.0,83.49
572.0,83.54
571.0,83.72
570.0,83.54
569.0,83.40
568.0,83.23
567.0,83.32
566.0,83.19
565.0,82.83
564.0,82.81
563.0,82.93
562.0,83.45
561.0,82.97
560.0,83.11
559.0,83.38
558.0,82.79
557.0,82.84
556.0,82.65
555.0,83.19
554.0,83.12
553.0,83.39
552.0,82.95
551.0,82.64
550.0,82.76
549.0,82.43
548.0,82.61
547.0,83.07
546.0,82.53
545.0,82.60
544.0,82.56
543.0,82.11
542.0,82.65
541.0,82.49
540.0,82.55
539.0,82.61
538.0,82.70
537.0,82.73
536.0,82.71
535.0,82.48
534.0,82.34
