Created as New Dataset,
nm,%T
800.0,86.04
799.0,83.36
798.0,82.00
797.0,83.97
796.0,83.11
795.0,84.27
794.0,85.24
793.0,83.43
792.0,84.05
791.0,85.17
790.0,84.62
789.0,82.71
788.0,84.85
787.0,82.33
786.0,83.19
785.0,82.46
784.0,83.68
783.0,82.75
782.0,85.44
781.0,83.07
780.0,83.10
779.0,84.87
778.0,82.25
777.0,82.84
776.0,84.73
775.0,83.19
774.0,82.97
773.0,83.72
772.0,85.35
771.0,83.92
770.0,83.84
769.0,84.72
768.0,85.13
767.0,84.77
766.0,84.87
765.0,83.07
764.0,83.21
763.0,83.01
762.0,82.86
761.0,83.20
760.0,82.27
759.0,82.88
758.0,84.65
757.0,84.26
756.0,83.46
755.0,82.64
754.0,83.54
753.0,83.11
752.0,83.08
751.0,82.78
750.0,82.24
749.0,83.63
748.0,83.08
747.0,83.07
746.0,83.27
745.0,83.90
744.0,84.37
743.0,82.86
742.0,82.40
741.0,81.14
740.0,82.48
739.0,81.96
738.0,82.97
737.0,83.59
736.0,83.09
735.0,82.81
734.0,83.41
733.0,83.16
732.0,82.94
731.0,83.15
730.0,84.72
729.0,83.03
728.0,82.25
727.0,84.43
726.0,83.82
725.0,82.58
724.0,82.61
723.0,84.17
722.0,83.60
721.0,83.07
720.0,82.40
719.0,83.04
718.0,82.82
717.0,83.48
716.0,83.06
715.0,83.28
714.0,83.41
713.0,83.25
712.0,82.97
711.0,83.63
710.0,83.76
709.0,84.04
708.0,83.29
707.0,83.56
706.0,83.10
705.0,82.82
704.0,83.10
703.0,83.18
702.0,83.32
701.0,82.54
700.0,82.70
699.0,83.04
698.0,82.89
697.0,82.86
696.0,82.97
695.0,83.11
694.0,83.21
693.0,83.36
692.0,83.09
691.0,83.43
690.0,83.93
689.0,84.28
688.0,83.67
687.0,83.16
686.0,82.85
685.0,83.02
684.0,83.10
683.0,82.94
682.0,83.04
681.0,83.31
680.0,82.91
679.0,82.88
678.0,83.19
677.0,83.15
676.0,82.67
675.0,82.90
674.0,83.02
673.0,82.74
672.0,83.03
671.0,82.99
670.0,83.04
669.0,82.90
668.0,82.78
667.0,82.79
666.0,82.57
665.0,82.68
664.0,82.73
663.0,82.10
662.0,81.77
