Created as New Dataset,
nm,%T
800.0,13.31
799.0,12.46
798.0,12.46
797.0,12.97
796.0,13.16
795.0,12.60
794.0,12.38
793.0,12.64
792.0,13.32
791.0,11.56
790.0,12.29
789.0,12.70
788.0,12.71
787.0,12.09
786.0,12.04
785.0,12.19
784.0,11.90
783.0,12.24
782.0,12.45
781.0,12.39
780.0,11.92
779.0,12.07
778.0,11.91
777.0,11.57
776.0,12.29
775.0,11.57
774.0,11.89
773.0,11.86
772.0,12.12
771.0,11.85
770.0,12.33
769.0,11.40
768.0,11.64
767.0,11.27
766.0,11.34
765.0,11.14
764.0,11.51
763.0,11.36
762.0,11.46
761.0,11.52
760.0,11.44
759.0,11.10
758.0,11.19
757.0,11.20
756.0,10.78
755.0,11.15
754.0,10.92
753.0,10.44
752.0,10.76
751.0,10.74
750.0,10.82
749.0,11.03
748.0,10.99
747.0,10.80
746.0,10.52
745.0,10.58
744.0,10.73
743.0,10.61
742.0,10.49
741.0,10.42
740.0,10.29
739.0,10.01
738.0,10.19
737.0,10.16
736.0,10.24
735.0,10.43
734.0,10.03
733.0,10.07
732.0,9.85
731.0,10.11
730.0,9.76
729.0,10.07
728.0,10.18
727.0,10.57
726.0,10.11
725.0,9.69
724.0,9.60
723.0,9.85
722.0,9.64
721.0,9.64
720.0,9.56
719.0,9.66
718.0,9.59
717.0,9.36
716.0,9.46
715.0,9.33
714.0,9.37
713.0,9.62
712.0,9.42
711.0,9.40
710.0,9.21
709.0,9.29
708.0,9.06
707.0,9.17
706.0,9.24
705.0,9.05
704.0,8.78
703.0,8.55
702.0,8.69
701.0,8.68
700.0,8.69
699.0,8.62
698.0,8.72
697.0,8.70
696.0,8.62
695.0,8.41
694.0,8.43
693.0,8.63
692.0,8.60
691.0,8.55
690.0,8.27
689.0,8.17
688.0,8.20
687.0,8.19
686.0,8.16
685.0,8.12
684.0,7.99
683.0,7.82
682.0,7.85
681.0,8.01
680.0,8.01
679.0,7.96
678.0,7.87
677.0,7.66
676.0,7.44
675.0,7.37
674.0,7.41
673.0,7.65
672.0,7.83
671.0,7.72
670.0,7.53
669.0,7.44
668.0,7.30
667.0,7.19
666.0,7.22
665.0,7.23
664.0,7.23
663.0,7.18
662.0,7.05
661.0,6.92
660.0,6.84
659.0,6.87
658.0,6.97
657.0,6.98
656.0,7.00
655.0,6.88
654.0,6.65
653.0,6.56
652.0,6.46
651.0,6.56
650.0,6.71
649.0,6.69
648.0,6.60
647.0,6.41
646.0,6.27
645.0,6.18
644.0,6.16
643.0,6.12
642.0,6.24
641.0,6.35
640.0,6.23
639.0,6.13
638.0,6.03
637.0,5.91
636.0,5.83
635.0,5.77
634.0,5.80
633.0,5.84
632.0,5.88
631.0,5.93
630.0,5.84
629.0,5.65
628.0,5.60
627.0,5.57
626.0,5.33
625.0,5.30
624.0,5.47
623.0,5.54
622.0,5.57
621.0,5.40
620.0,5.24
619.0,5.09
618.0,5.12
617.0,5.06
616.0,5.09
615.0,5.18
614.0,5.14
613.0,5.07
612.0,5.00
611.0,4.92
610.0,4.80
609.0,4.73
608.0,4.75
607.0,4.70
606.0,4.79
605.0,4.83
604.0,4.85
603.0,4.70
602.0,4.49
601.0,4.39
600.0,4.41
599.0,4.29
598.0,4.28
597.0,4.40
596.0,4.36
595.0,4.37
594.0,4.45
593.0,4.35
592.0,4.14
591.0,4.02
590.0,3.93
589.0,3.89
588.0,3.97
587.0,4.01
586.0,4.06
585.0,4.08
584.0,4.01
583.0,3.87
582.0,3.81
581.0,3.62
580.0,3.52
579.0,3.49
578.0,3.55
577.0,3.69
576.0,3.61
575.0,3.60
574.0,3.55
573.0,3.46
572.0,3.30
571.0,3.23
570.0,3.22
569.0,3.24
568.0,3.30
567.0,3.31
566.0,3.29
565.0,3.18
564.0,3.09
563.0,2.97
562.0,3.12
561.0,3.11
560.0,3.07
559.0,2.93
558.0,2.83
557.0,2.64
556.0,2.67
555.0,2.73
554.0,2.79
553.0,2.79
552.0,2.73
551.0,2.57
550.0,2.52
549.0,2.42
548.0,2.44
547.0,2.49
546.0,2.55
545.0,2.49
544.0,2.45
543.0,2.31
542.0,2.25
541.0,2.19
540.0,2.16
539.0,2.24
538.0,2.28
537.0,2.33
536.0,2.24
535.0,2.11
534.0,1.99
533.0,1.95
532.0,1.92
531.0,2.04
530.0,2.07
529.0,2.08
528.0,2.03
527.0,1.90
526.0,1.82
525.0,1.69
524.0,1.71
523.0,1.79
522.0,1.92
521.0,1.93
520.0,1.90
519.0,1.74
518.0,1.61
517.0,1.57
516.0,1.60
515.0,1.71
514.0,1.79
513.0,1.76
512.0,1.67
511.0,1.54
510.0,1.39
509.0,1.40
508.0,1.45
507.0,1.56
506.0,1.54
505.0,1.56
504.0,1.41
503.0,1.20
502.0,1.20
501.0,1.17
500.0,1.12
499.0,1.26
498.0,1.18
497.0,1.05
496.0,1.02
495.0,0.78
494.0,0.77
493.0,0.79
492.0,0.85
491.0,0.97
490.0,0.82
489.0,0.73
488.0,0.55
487.0,0.41
486.0,0.30
485.0,0.31
484.0,0.40
483.0,0.41
482.0,0.34
481.0,0.20
480.0,0.08
479.0,0.10
478.0,0.22
477.0,0.28
476.0,0.34
475.0,0.35
474.0,0.31
473.0,0.17
472.0,0.03
471.0,0.08
470.0,0.14
469.0,0.28
468.0,0.29
467.0,0.17
466.0,0.05
465.0,-0.03
464.0,-0.01
463.0,0.07
462.0,0.18
461.0,0.21
460.0,0.15
459.0,-0.02
458.0,-0.12
457.0,-0.15
456.0,-0.07
455.0,0.05
454.0,0.04
453.0,0.11
452.0,0.01
451.0,-0.10
450.0,-0.23
449.0,-0.26
448.0,-0.23
447.0,-0.09
446.0,-0.05
445.0,-0.11
444.0,-0.12
443.0,-0.21
442.0,-0.32
441.0,-0.34
440.0,-0.32
439.0,-0.25
438.0,-0.11
437.0,-0.02
436.0,-0.07
435.0,-0.12
434.0,-0.24
433.0,-0.33
432.0,-0.33
431.0,-0.30
430.0,-0.15
429.0,-0.09
428.0,-0.12
427.0,-0.07
426.0,-0.21
425.0,-0.27
424.0,-0.34
423.0,-0.29
422.0,-0.18
421.0,-0.12
420.0,-0.08
419.0,-0.12
