Created as New Dataset,
nm,%T
800.0,45.27
799.0,45.62
798.0,44.09
797.0,44.17
796.0,45.28
795.0,45.24
794.0,44.92
793.0,45.34
792.0,46.86
791.0,45.48
790.0,45.96
789.0,43.52
788.0,45.40
787.0,44.89
786.0,44.90
785.0,46.47
784.0,45.14
783.0,45.42
782.0,45.51
781.0,44.07
780.0,44.89
779.0,45.06
778.0,46.48
777.0,45.99
776.0,45.46
775.0,46.03
774.0,44.74
773.0,45.03
772.0,44.67
771.0,44.53
770.0,44.50
769.0,45.40
768.0,44.49
767.0,44.39
766.0,44.86
765.0,44.96
764.0,44.70
763.0,45.45
762.0,44.71
761.0,44.80
760.0,44.91
759.0,44.01
758.0,44.12
757.0,43.59
756.0,44.41
755.0,43.92
754.0,44.52
753.0,43.64
752.0,44.26
751.0,44.13
750.0,43.59
749.0,44.26
748.0,44.60
747.0,43.43
746.0,43.74
745.0,43.75
744.0,43.18
743.0,43.29
742.0,43.14
741.0,43.36
740.0,43.77
739.0,43.69
738.0,43.90
737.0,43.58
736.0,43.29
735.0,43.38
734.0,43.75
733.0,43.25
732.0,43.01
731.0,43.34
730.0,42.90
729.0,42.86
728.0,43.32
727.0,43.63
726.0,43.14
725.0,43.12
724.0,42.73
723.0,42.89
722.0,43.00
721.0,43.28
720.0,42.91
719.0,43.21
718.0,42.74
717.0,42.34
716.0,42.16
715.0,41.98
714.0,42.66
713.0,42.71
712.0,42.97
711.0,42.33
710.0,42.61
709.0,42.31
708.0,42.18
707.0,42.50
706.0,42.51
705.0,41.94
704.0,41.73
703.0,41.93
702.0,42.08
701.0,41.85
700.0,41.62
699.0,41.67
698.0,41.61
697.0,41.89
696.0,42.06
695.0,42.02
694.0,41.70
693.0,41.67
692.0,41.59
691.0,41.48
690.0,41.61
689.0,41.70
688.0,41.76
687.0,41.64
686.0,41.70
685.0,41.53
684.0,41.30
683.0,41.66
682.0,41.57
681.0,41.01
680.0,41.13
679.0,41.14
678.0,40.94
677.0,40.95
676.0,41.02
675.0,41.04
674.0,41.14
673.0,41.18
672.0,40.71
671.0,40.67
670.0,40.81
669.0,41.06
668.0,40.62
667.0,40.49
666.0,40.45
665.0,40.26
664.0,40.26
663.0,40.30
662.0,40.54
661.0,40.52
660.0,40.24
659.0,40.01
658.0,40.18
657.0,40.13
656.0,39.91
655.0,39.87
654.0,39.84
653.0,39.80
652.0,39.92
651.0,40.00
650.0,39.62
649.0,39.44
648.0,39.59
647.0,39.50
646.0,39.29
645.0,39.42
644.0,39.47
643.0,39.27
642.0,39.14
641.0,39.15
640.0,39.23
639.0,39.12
638.0,39.04
637.0,38.99
636.0,38.85
635.0,38.71
634.0,38.75
633.0,38.81
632.0,38.48
631.0,38.51
630.0,38.50
629.0,38.36
628.0,38.52
627.0,38.52
626.0,38.08
625.0,37.89
624.0,38.13
623.0,38.28
622.0,37.94
621.0,37.73
620.0,37.63
619.0,37.61
618.0,37.64
617.0,37.84
616.0,37.58
615.0,37.21
614.0,37.30
613.0,37.16
612.0,37.25
611.0,37.58
610.0,37.38
609.0,36.94
608.0,37.00
607.0,37.18
606.0,37.25
605.0,37.04
604.0,37.05
603.0,36.61
602.0,36.27
601.0,36.43
600.0,36.71
599.0,36.70
598.0,36.34
597.0,36.32
596.0,36.27
595.0,36.35
594.0,36.43
593.0,36.10
592.0,36.12
591.0,36.00
590.0,35.87
589.0,35.77
588.0,35.75
587.0,35.63
586.0,35.48
585.0,35.47
584.0,35.45
583.0,35.42
582.0,35.17
581.0,35.25
580.0,35.18
579.0,34.96
578.0,34.82
577.0,34.77
576.0,34.80
575.0,34.67
574.0,34.72
573.0,34.51
572.0,34.52
571.0,34.36
570.0,34.26
569.0,34.08
568.0,33.74
567.0,33.92
566.0,33.97
565.0,33.70
564.0,33.54
563.0,33.34
562.0,33.47
561.0,33.50
560.0,33.31
559.0,33.27
558.0,33.06
557.0,33.09
556.0,32.95
555.0,32.99
554.0,32.76
553.0,32.86
552.0,32.77
551.0,32.55
550.0,32.49
549.0,32.52
548.0,32.43
547.0,32.14
546.0,31.98
545.0,31.86
544.0,31.98
543.0,32.06
542.0,31.48
541.0,31.35
540.0,31.44
539.0,31.37
538.0,31.17
537.0,30.97
536.0,30.80
535.0,30.67
534.0,30.75
533.0,30.42
532.0,30.27
531.0,30.12
530.0,30.07
529.0,30.07
528.0,29.91
527.0,29.66
526.0,29.49
525.0,29.46
524.0,29.37
523.0,29.18
522.0,28.88
521.0,28.75
520.0,28.95
519.0,28.67
518.0,28.31
517.0,27.86
516.0,27.96
515.0,27.99
514.0,27.87
513.0,27.76
512.0,27.25
511.0,27.08
510.0,27.05
509.0,27.08
508.0,26.82
507.0,26.73
506.0,26.38
505.0,26.26
504.0,26.05
503.0,26.17
502.0,25.89
501.0,25.62
500.0,25.39
499.0,25.28
498.0,25.36
497.0,25.20
496.0,24.89
495.0,24.73
494.0,24.40
493.0,24.34
492.0,24.52
491.0,23.75
490.0,23.53
489.0,23.44
488.0,23.11
487.0,23.31
486.0,22.72
485.0,22.38
484.0,22.19
483.0,22.12
482.0,21.74
481.0,21.27
480.0,20.76
479.0,20.38
478.0,20.23
477.0,19.94
476.0,19.63
475.0,19.18
474.0,19.00
473.0,18.92
472.0,18.48
471.0,17.92
470.0,17.61
469.0,17.49
468.0,17.36
467.0,17.03
466.0,16.45
465.0,15.91
464.0,15.77
463.0,15.44
462.0,15.40
461.0,14.94
460.0,14.44
459.0,14.14
458.0,13.71
457.0,13.69
456.0,13.33
455.0,13.00
454.0,12.38
453.0,12.20
452.0,11.86
451.0,11.73
450.0,11.43
449.0,10.83
448.0,10.43
447.0,10.33
446.0,10.17
445.0,9.54
444.0,9.31
443.0,8.96
442.0,8.63
441.0,8.57
440.0,8.00
439.0,7.76
438.0,7.49
437.0,7.27
436.0,7.07
435.0,6.64
434.0,6.24
433.0,6.02
432.0,5.79
431.0,5.58
430.0,5.21
429.0,4.98
428.0,4.77
427.0,4.55
426.0,4.41
425.0,4.24
424.0,3.72
423.0,3.74
422.0,3.59
421.0,3.44
420.0,3.21
419.0,2.83
418.0,2.64
417.0,2.64
416.0,2.69
415.0,2.35
414.0,2.07
413.0,1.98
412.0,2.00
411.0,1.97
410.0,1.72
409.0,1.50
408.0,1.40
407.0,1.41
406.0,1.40
405.0,1.22
404.0,1.08
403.0,1.04
402.0,1.06
401.0,0.99
400.0,0.90
399.0,0.77
398.0,0.63
397.0,0.70
396.0,0.79
395.0,0.62
394.0,0.52
393.0,0.41
392.0,0.48
391.0,0.56
390.0,0.41
389.0,0.18
388.0,0.18
387.0,0.32
386.0,0.32
385.0,0.25
384.0,0.06
383.0,0.01
382.0,0.10
381.0,0.16
380.0,0.04
379.0,-0.17
378.0,-0.37
377.0,-0.40
376.0,-0.19
375.0,-0.23
374.0,-0.25
373.0,-0.36
372.0,-0.46
371.0,-0.37
370.0,-0.22
369.0,-0.19
368.0,-0.27
367.0,-0.48
366.0,-0.32
365.0,-0.08
364.0,-0.05
363.0,-0.23
362.0,-0.29
361.0,-0.15
360.0,-0.31
359.0,-0.26
358.0,-0.04
357.0,-0.15
356.0,-0.12
355.0,-0.07
354.0,-0.09
353.0,-0.22
352.0,-0.18
351.0,0.12
350.0,0.24
349.0,-0.04
348.0,-0.38
347.0,-0.11
346.0,0.01
345.0,0.07
344.0,0.15
343.0,-0.11
342.0,0.20
341.0,0.49
340.0,0.03
339.0,-0.28
338.0,-0.06
337.0,0.04
336.0,-0.09
335.0,-0.00
334.0,-0.07
333.0,-0.10
332.0,0.12
331.0,0.32
330.0,0.45
329.0,0.57
328.0,0.43
327.0,-0.05
326.0,0.11
325.0,0.88
324.0,0.38
323.0,-0.15
322.0,0.28
321.0,-0.02
320.0,0.27
319.0,0.37
318.0,0.02
317.0,0.04
316.0,-0.09
315.0,-0.17
314.0,-0.05
313.0,0.03
312.0,-0.08
311.0,-0.16
310.0,-0.11
309.0,-0.00
308.0,0.03
307.0,-0.11
306.0,-0.14
305.0,-0.02
304.0,0.03
303.0,-0.03
302.0,-0.12
301.0,-0.06
300.0,0.02
299.0,-0.00
298.0,-0.14
297.0,-0.07
296.0,0.05
295.0,0.03
294.0,-0.07
293.0,-0.05
292.0,0.09
291.0,0.02
290.0,-0.09
289.0,-0.08
288.0,0.04
287.0,-0.01
286.0,-0.08
285.0,-0.07
284.0,0.03
283.0,0.03
282.0,-0.11
281.0,-0.08
280.0,0.04
279.0,0.09
278.0,-0.03
277.0,-0.08
276.0,-0.01
275.0,0.04
274.0,0.01
273.0,-0.14
272.0,-0.11
271.0,0.05
270.0,0.01
269.0,-0.08
268.0,-0.14
267.0,-0.06
266.0,0.08
265.0,0.09
264.0,-0.01
263.0,-0.04
262.0,0.01
261.0,0.11
260.0,0.08
259.0,-0.13
258.0,-0.13
257.0,-0.01
256.0,0.10
255.0,-0.07
254.0,-0.22
253.0,-0.19
252.0,-0.04
251.0,0.01
250.0,-0.09
249.0,-0.23
248.0,-0.19
247.0,0.01
246.0,-0.01
245.0,-0.20
244.0,-0.27
243.0,-0.26
242.0,-0.09
241.0,-0.10
240.0,-0.16
239.0,-0.24
238.0,-0.21
237.0,-0.05
236.0,-0.11
235.0,-0.12
234.0,-0.17
233.0,-0.13
232.0,-0.04
231.0,0.03
230.0,-0.11
229.0,-0.19
228.0,-0.06
227.0,0.04
226.0,-0.01
225.0,-0.10
224.0,-0.13
223.0,0.06
222.0,0.12
221.0,-0.00
220.0,-0.12
219.0,-0.04
218.0,0.09
217.0,0.12
216.0,0.08
