Created as New Dataset,
nm,%T
800.0,42.13
799.0,40.79
798.0,40.32
797.0,40.27
796.0,40.79
795.0,39.43
794.0,41.98
793.0,40.63
792.0,41.36
791.0,41.09
790.0,41.61
789.0,40.79
788.0,41.34
787.0,40.03
786.0,40.40
785.0,40.74
784.0,40.83
783.0,39.75
782.0,41.61
781.0,39.50
780.0,39.35
779.0,40.63
778.0,40.45
777.0,40.33
776.0,40.57
775.0,40.34
774.0,40.30
773.0,40.27
772.0,40.60
771.0,39.90
770.0,39.52
769.0,40.74
768.0,40.39
767.0,39.84
766.0,40.44
765.0,39.86
764.0,40.31
763.0,39.90
762.0,40.48
761.0,38.89
760.0,38.85
759.0,38.83
758.0,39.03
757.0,39.21
756.0,39.43
755.0,38.94
754.0,38.33
753.0,39.54
752.0,38.91
751.0,39.22
750.0,39.17
749.0,38.79
748.0,38.65
747.0,38.59
746.0,38.69
745.0,38.21
744.0,38.05
743.0,38.07
742.0,37.86
741.0,38.30
740.0,37.71
739.0,38.03
738.0,37.60
737.0,38.05
736.0,38.43
735.0,38.29
734.0,38.14
733.0,37.61
732.0,38.17
731.0,38.20
730.0,38.73
729.0,38.01
728.0,37.76
727.0,38.24
726.0,37.71
725.0,37.43
724.0,37.74
723.0,37.72
722.0,37.23
721.0,37.51
720.0,37.61
719.0,37.55
718.0,36.98
717.0,37.54
716.0,36.92
715.0,37.38
714.0,37.32
713.0,36.99
712.0,36.67
711.0,37.00
710.0,37.22
709.0,37.28
708.0,36.96
707.0,36.46
706.0,36.47
705.0,36.64
704.0,36.75
703.0,36.56
702.0,36.33
701.0,36.22
700.0,36.60
699.0,36.71
698.0,36.37
697.0,35.96
696.0,36.26
695.0,36.15
694.0,36.33
693.0,36.45
692.0,35.95
691.0,35.85
690.0,36.26
689.0,36.04
688.0,35.99
687.0,35.98
686.0,35.99
685.0,36.03
684.0,35.62
683.0,34.95
682.0,35.27
681.0,35.53
680.0,35.36
679.0,35.26
678.0,35.07
677.0,35.15
676.0,34.74
675.0,34.80
674.0,34.98
673.0,34.97
672.0,34.93
671.0,34.80
670.0,34.55
669.0,34.53
668.0,34.67
667.0,34.52
666.0,34.46
665.0,34.41
664.0,34.41
663.0,34.22
662.0,34.02
661.0,33.98
660.0,33.83
659.0,34.01
658.0,34.02
657.0,33.63
656.0,33.44
655.0,33.60
654.0,33.65
653.0,33.36
652.0,33.22
651.0,33.21
650.0,33.59
649.0,33.61
648.0,33.25
647.0,33.00
646.0,32.90
645.0,33.04
644.0,32.98
643.0,32.67
642.0,32.64
641.0,32.85
640.0,32.64
639.0,32.51
638.0,32.55
637.0,32.51
636.0,32.42
635.0,32.32
634.0,32.28
633.0,32.09
632.0,31.86
631.0,32.00
