Created as New Dataset,
546.0,54.74
545.0,54.47
544.0,54.39
543.0,54.38
542.0,54.47
541.0,54.12
540.0,54.00
539.0,54.02
538.0,53.90
537.0,53.67
536.0,53.80
535.0,53.36
534.0,53.01
533.0,53.25
532.0,53.11
531.0,52.69
530.0,52.63
529.0,52.64
528.0,52.63
527.0,52.17
526.0,52.10
525.0,52.15
524.0,51.68
523.0,51.87
522.0,51.79
521.0,51.42
520.0,51.16
519.0,51.14
518.0,51.03
517.0,50.68
516.0,50.72
515.0,50.39
514.0,50.39
513.0,50.57
512.0,50.16
511.0,49.83
510.0,49.70
509.0,49.54
508.0,49.63
507.0,49.47
506.0,48.98
505.0,48.40
504.0,48.55
503.0,48.87
502.0,48.20
501.0,47.98
500.0,47.73
499.0,47.88
498.0,47.59
497.0,47.27
496.0,47.04
495.0,46.32
494.0,46.43
493.0,46.16
492.0,46.29
491.0,45.69
490.0,44.88
489.0,45.16
488.0,44.78
487.0,44.47
486.0,43.71
485.0,43.55
484.0,43.32
483.0,43.07
482.0,42.84
481.0,42.04
480.0,41.59
479.0,41.20
478.0,41.31
477.0,41.05
476.0,40.72
475.0,40.19
474.0,39.62
473.0,39.51
472.0,39.06
471.0,38.55
470.0,38.13
469.0,37.79
468.0,37.64
467.0,37.11
466.0,36.64
465.0,35.89
464.0,35.79
463.0,35.26
462.0,34.76
461.0,34.29
460.0,33.86
459.0,33.22
458.0,32.94
457.0,32.46
456.0,32.22
455.0,31.41
454.0,30.77
453.0,30.68
452.0,30.04
451.0,29.72
450.0,29.08
449.0,28.68
448.0,28.16
447.0,27.60
446.0,27.22
445.0,26.53
444.0,25.99
443.0,25.55
442.0,25.36
441.0,24.33
440.0,23.96
439.0,23.33
438.0,22.66
437.0,22.22
436.0,21.82
435.0,21.31
434.0,20.97
433.0,20.15
432.0,19.79
431.0,19.39
430.0,18.90
429.0,18.48
428.0,17.90
427.0,17.17
426.0,16.75
425.0,16.17
424.0,15.94
423.0,15.59
422.0,14.81
421.0,14.19
420.0,14.12
419.0,13.60
418.0,13.19
417.0,12.68
416.0,12.18
415.0,11.73
414.0,11.37
413.0,11.08
412.0,10.87
411.0,10.33
410.0,9.91
409.0,9.65
408.0,9.29
407.0,9.00
406.0,8.54
405.0,8.26
404.0,7.94
403.0,7.67
402.0,7.44
401.0,7.20
400.0,6.70
399.0,6.35
398.0,6.14
397.0,6.04
396.0,5.87
395.0,5.69
394.0,5.19
393.0,4.85
392.0,4.66
391.0,4.67
390.0,4.48
389.0,4.00
388.0,3.68
387.0,3.50
386.0,3.37
385.0,3.33
384.0,3.14
383.0,2.71
382.0,2.39
381.0,2.24
380.0,2.11
379.0,1.66
378.0,1.32
377.0,1.33
376.0,1.19
375.0,1.27
374.0,0.95
373.0,0.78
372.0,0.34
371.0,0.42
370.0,0.47
369.0,0.57
368.0,0.63
367.0,0.30
366.0,0.24
365.0,0.47
364.0,0.69
363.0,0.65
362.0,0.53
361.0,0.48
360.0,0.40
359.0,0.37
358.0,0.32
357.0,0.31
356.0,0.42
355.0,0.48
354.0,0.59
353.0,0.56
352.0,0.29
351.0,0.07
350.0,0.07
349.0,0.07
348.0,0.04
347.0,0.15
346.0,0.02
345.0,0.10
344.0,-0.05
343.0,-0.04
342.0,0.30
341.0,0.38
340.0,0.31
339.0,0.23
338.0,-0.19
337.0,-0.14
336.0,0.44
335.0,0.30
334.0,0.19
333.0,0.17
332.0,0.08
331.0,0.27
330.0,0.52
329.0,0.48
328.0,0.18
327.0,0.20
326.0,-0.00
325.0,0.39
324.0,0.44
323.0,0.11
322.0,0.26
321.0,0.15
320.0,0.06
319.0,0.12
318.0,0.04
317.0,-0.22
316.0,-0.35
315.0,-0.13
314.0,0.10
313.0,-0.04
312.0,-0.22
311.0,-0.30
310.0,-0.15
309.0,0.11
308.0,0.02
307.0,-0.24
306.0,-0.27
305.0,-0.04
304.0,0.11
303.0,0.00
302.0,-0.20
301.0,-0.15
300.0,0.05
299.0,0.07
298.0,-0.02
297.0,-0.19
296.0,-0.21
295.0,-0.05
294.0,0.11
293.0,-0.02
292.0,-0.19
291.0,-0.23
290.0,-0.15
289.0,0.04
288.0,0.07
287.0,-0.04
286.0,-0.21
285.0,-0.18
284.0,0.03
283.0,0.17
282.0,-0.03
281.0,-0.28
280.0,-0.26
279.0,-0.10
278.0,0.09
277.0,-0.02
276.0,-0.24
275.0,-0.27
274.0,-0.15
273.0,0.09
272.0,0.11
271.0,-0.14
270.0,-0.36
269.0,-0.22
268.0,0.06
267.0,0.23
266.0,0.06
265.0,-0.16
264.0,-0.26
263.0,-0.05
262.0,0.20
261.0,0.13
260.0,-0.23
259.0,-0.32
258.0,-0.19
257.0,0.10
256.0,0.04
255.0,-0.20
254.0,-0.38
253.0,-0.27
252.0,-0.14
251.0,-0.11
250.0,-0.38
249.0,-0.43
248.0,-0.41
247.0,-0.11
246.0,-0.01
245.0,-0.24
244.0,-0.38
243.0,-0.41
242.0,-0.26
241.0,-0.14
240.0,-0.15
239.0,-0.37
238.0,-0.48
237.0,-0.45
236.0,-0.24
235.0,-0.02
234.0,-0.10
233.0,-0.39
232.0,-0.38
231.0,-0.17
230.0,-0.02
229.0,0.07
228.0,-0.13
227.0,-0.27
226.0,-0.24
225.0,0.07
224.0,0.18
223.0,-0.03
222.0,-0.22
221.0,-0.10
220.0,0.02
219.0,0.24
218.0,-0.04
217.0,-0.18
216.0,-0.12
215.0,0.03
214.0,0.24
213.0,0.11
212.0,-0.13
211.0,0.02
210.0,0.36
209.0,0.40
208.0,0.27
207.0,-0.09
206.0,0.01
205.0,0.48
204.0,0.59
203.0,0.17
202.0,0.25
201.0,0.24
200.0,0.61
